,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
12,12,217281_x_at,0.00365,9.96e-07,-26.3,5.397933,-5.02,LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,uncharacterized LOC102725526///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,102725526///28396///3507///3502///3501///3500///3494///3493///3492
13,13,214836_x_at,0.00365,1.05e-06,-26.1,5.375026,-4.98,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
14,14,208195_at,0.00365,1.09e-06,-25.8,5.355072,-4.68,TTN,titin,7273
15,15,229152_at,0.00365,1.11e-06,-25.8,5.350356,-5.2,FDCSP,follicular dendritic cell secreted protein,260436
16,16,222722_at,0.00365,1.31e-06,-25.0,5.271924,-4.93,OGN,osteoglycin,4969
17,17,208555_x_at,0.00365,1.46e-06,-24.4,5.21897,-4.52,CST2,cystatin SA,1470
18,18,214768_x_at,0.00365,1.49e-06,-24.3,5.208179,-4.58,IGKC,immunoglobulin kappa constant,3514
19,19,217360_x_at,0.00365,1.53e-06,-24.2,5.195674,-4.86,IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,28396///3507///3502///3500///3493
20,20,213765_at,0.00365,1.67e-06,-23.8,5.149752,-4.92,MFAP5,microfibrillar associated protein 5,8076
21,21,204697_s_at,0.00365,1.81e-06,-23.4,5.110004,-4.57,CHGA,chromogranin A,1113
22,22,204810_s_at,0.00365,1.85e-06,-23.3,5.099292,-4.89,CKM,"creatine kinase, M-type",1158
23,23,211531_x_at,0.00365,1.9e-06,-23.2,5.084234,-4.32,PRB1,proline rich protein BstNI subfamily 1,5542
24,24,206509_at,0.00365,1.91e-06,-23.2,5.081616,-5.49,PIP,prolactin induced protein,5304
25,25,222484_s_at,0.00365,1.93e-06,-23.1,5.074941,-4.69,CXCL14,C-X-C motif chemokine ligand 14,9547
26,26,210728_s_at,0.00365,1.95e-06,-23.1,5.072009,-5.47,CALCA,calcitonin related polypeptide alpha,796
27,27,217014_s_at,0.00365,2.02e-06,-22.9,5.052953,-3.99,AZGP1P1///AZGP1,"alpha-2-glycoprotein 1, zinc-binding pseudogene 1///alpha-2-glycoprotein 1, zinc-binding",646282///563
28,28,209742_s_at,0.00365,2.04e-06,-22.9,5.048267,-4.63,MYL2,myosin light chain 2,4633
29,29,211644_x_at,0.00365,2.07e-06,-22.8,5.039389,-5.29,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
30,30,217384_x_at,0.00365,2.22e-06,-22.5,5.002396,-4.21,LOC100293211,uncharacterized LOC100293211,100293211
31,31,211650_x_at,0.00365,2.23e-06,-22.5,4.99979,-4.3,IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,28442///28396///3507///3502///3500///3495///3493///3492
32,32,216491_x_at,0.00365,2.24e-06,-22.5,4.997853,-5.13,IGHM,immunoglobulin heavy constant mu,3507
33,33,214566_at,0.00365,2.27e-06,-22.4,4.98945,-4.76,SMR3A,submaxillary gland androgen regulated protein 3A,26952
34,34,206998_x_at,0.00404,2.75e-06,-21.6,4.8842,-4.72,PRB3,proline rich protein BstNI subfamily 3,5544
35,35,217236_x_at,0.00404,2.79e-06,-21.5,4.875948,-4.65,IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,28396///3507///3503///3502///3500///3495///3494///3493///3492
36,36,216510_x_at,0.00404,2.81e-06,-21.5,4.872144,-4.81,IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,28442///28396///3507///3500///3493
37,37,210597_x_at,0.00404,2.81e-06,-21.5,4.870798,-4.34,PRB1,proline rich protein BstNI subfamily 1,5542
38,38,229839_at,0.00425,3.04e-06,-21.2,4.827322,-5.43,SCARA5,scavenger receptor class A member 5,286133
39,39,209888_s_at,0.00442,3.24e-06,-20.9,4.79027,-3.81,MYL1,myosin light chain 1,4632
40,40,209613_s_at,0.00457,3.44e-06,-20.7,4.754493,-5.96,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
41,41,228058_at,0.00457,3.54e-06,-20.6,4.738301,-6.87,ZG16B,zymogen granule protein 16B,124220
42,42,216542_x_at,0.00457,3.59e-06,-20.5,4.72881,-3.87,IGHM///IGHG1///IGHA1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,3507///3500///3493
43,43,217022_s_at,0.0046,3.71e-06,-20.4,4.710138,-6.99,IGHA2///IGHA1///IGH,immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,3494///3493///3492
44,44,214087_s_at,0.00462,3.8e-06,-20.3,4.694973,-5.06,MYBPC1,"myosin binding protein C, slow type",4604
45,45,211643_x_at,0.0048,4.04e-06,-20.0,4.657948,-4.13,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
46,46,211798_x_at,0.00501,4.31e-06,-19.8,4.618701,-3.67,IGLJ3,immunoglobulin lambda joining 3,28831
47,47,204919_at,0.00513,4.51e-06,-19.6,4.590767,-4.22,PRH1-PRR4///PRR4,PRH1-PRR4 readthrough///proline rich 4 (lacrimal),100533464///11272
48,48,204304_s_at,0.00515,4.62e-06,-19.5,4.576036,-4.39,PROM1,prominin 1,8842
49,49,214973_x_at,0.00548,5.02e-06,-19.2,4.524595,-4.05,IGHD,immunoglobulin heavy constant delta,3495
51,51,207925_at,0.00557,5.37e-06,-19.0,4.480842,-3.3,CST5,cystatin D,1473
52,52,205513_at,0.00557,5.47e-06,-18.9,4.469304,-4.56,TCN1,transcobalamin 1,6947
53,53,223121_s_at,0.00557,5.51e-06,-18.9,4.46452,-3.98,SFRP2,secreted frizzled related protein 2,6423
54,54,216576_x_at,0.00633,6.37e-06,-18.3,4.369997,-4.37,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
55,55,208131_s_at,0.00638,6.61e-06,-18.2,4.34621,-3.52,PTGIS,prostaglandin I2 (prostacyclin) synthase,5740
56,56,207935_s_at,0.00638,6.66e-06,-18.2,4.3408,-3.61,KRT13,keratin 13,3860
57,57,206994_at,0.00651,6.91e-06,-18.1,4.316377,-4.9,CST4,cystatin S,1472
58,58,213764_s_at,0.00652,7.15e-06,-17.9,4.293722,-5.94,MFAP5,microfibrillar associated protein 5,8076
59,59,211868_x_at,0.00652,7.29e-06,-17.9,4.280801,-3.5,IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA2///IGHA1///IGH,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,28396///3507///3502///3501///3500///3495///3494///3493///3492
60,60,210155_at,0.00652,7.29e-06,-17.9,4.280615,-3.65,MYOC,myocilin,4653
61,61,207977_s_at,0.00673,7.64e-06,-17.7,4.248798,-4.48,DPT,dermatopontin,1805
62,62,219728_at,0.00688,7.94e-06,-17.6,4.222334,-4.52,MYOT,myotilin,9499
63,63,214777_at,0.00703,8.33e-06,-17.4,4.18915,-3.63,IGKC,immunoglobulin kappa constant,3514
64,64,206786_at,0.00703,8.37e-06,-17.4,4.186263,-9.78,HTN3,histatin 3,3347
65,65,205907_s_at,0.00709,8.57e-06,-17.3,4.169672,-4.19,OMD,osteomodulin,4958
66,66,211639_x_at,0.00709,8.84e-06,-17.2,4.148213,-5.99,IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,28396///3507///3503///3502///3500///3495///3494///3493///3492
67,67,228399_at,0.00709,9.02e-06,-17.1,4.134025,-4.53,OSR1,odd-skipped related transciption factor 1,130497
68,68,211881_x_at,0.00709,9.06e-06,-17.1,4.131258,-3.1,IGLJ3,immunoglobulin lambda joining 3,28831
69,69,218990_s_at,0.00709,9.19e-06,-17.1,4.121045,-4.42,SPRR3,small proline rich protein 3,6707
70,70,205388_at,0.00709,9.22e-06,-17.1,4.119274,-4.4,TNNC2,"troponin C2, fast skeletal type",7125
71,71,213201_s_at,0.00715,9.42e-06,-17.0,4.10382,-3.1,TNNT1,"troponin T1, slow skeletal type",7138
72,72,216881_x_at,0.00755,1.02e-05,-16.7,4.050271,-4.61,PRB4,proline rich protein BstNI subfamily 4,5545
73,73,208250_s_at,0.00755,1.02e-05,-16.7,4.045417,-3.66,DMBT1,deleted in malignant brain tumors 1,1755
74,74,211637_x_at,0.00756,1.04e-05,-16.7,4.03538,-3.16,IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus,28442///28396///3507///3503///3502///3500///3495///3494///3493///3492
75,75,211634_x_at,0.00788,1.1e-05,-16.5,3.995894,-3.32,IGHM,immunoglobulin heavy constant mu,3507
76,76,204179_at,0.00826,1.17e-05,-16.3,3.952069,-3.96,MB,myoglobin,4151
77,77,216699_s_at,0.00876,1.25e-05,-16.1,3.900337,-4.68,KLK1,kallikrein 1,3816
78,78,207752_x_at,0.00909,1.32e-05,-15.9,3.863351,-2.95,PRB1,proline rich protein BstNI subfamily 1,5542
79,79,216401_x_at,0.00916,1.34e-05,-15.9,3.848362,-4.94,MLIP,muscular LMNA-interacting protein,90523
80,80,238383_at,0.00939,1.39e-05,-15.7,3.821368,-3.66,C6orf58,chromosome 6 open reading frame 58,352999
81,81,210727_at,0.00956,1.43e-05,-15.7,3.798796,-4.13,CALCA,calcitonin related polypeptide alpha,796
82,82,232082_x_at,0.00956,1.45e-05,-15.6,3.789155,-3.8,SPRR3,small proline rich protein 3,6707
83,83,217198_x_at,0.00969,1.55e-05,-15.4,3.741815,-4.4,IGHG1///IGHD///IGHA2///IGH,immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy locus,3500///3495///3494///3492
84,84,213068_at,0.00969,1.55e-05,-15.4,3.738929,-4.64,DPT,dermatopontin,1805
85,85,205382_s_at,0.00969,1.56e-05,-15.4,3.736447,-4.29,CFD,complement factor D,1675
86,86,213502_x_at,0.00969,1.57e-05,-15.4,3.732153,-4.28,GUSBP11,"glucuronidase, beta pseudogene 11",91316
87,87,217227_x_at,0.00969,1.58e-05,-15.4,3.726421,-3.25,IGLV1-44,immunoglobulin lambda variable 1-44,28823
88,88,213071_at,0.00969,1.59e-05,-15.3,3.723013,-4.52,DPT,dermatopontin,1805
89,89,217157_x_at,0.00969,1.6e-05,-15.3,3.718345,-4.32,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
90,90,216207_x_at,0.01,1.67e-05,-15.2,3.685865,-4.78,IGKC,immunoglobulin kappa constant,3514
91,91,235849_at,0.01061,1.81e-05,-14.9,3.62058,-3.85,SCARA5,scavenger receptor class A member 5,286133
92,92,217258_x_at,0.01061,1.83e-05,-14.9,3.613474,-2.83,IGLV1-44,immunoglobulin lambda variable 1-44,28823
93,93,209612_s_at,0.01061,1.84e-05,-14.9,3.610423,-5.08,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
94,94,217378_x_at,0.01061,1.86e-05,-14.9,3.601321,-5.59,IGKV1OR2-108,immunoglobulin kappa variable 1/OR2-108 (non-functional),28862
95,95,205374_at,0.01061,1.86e-05,-14.9,3.599273,-4.11,SLN,sarcolipin,6588
96,96,1553602_at,0.01061,1.88e-05,-14.8,3.5909,-3.25,MUCL1,mucin like 1,118430
97,97,209496_at,0.01069,1.92e-05,-14.8,3.57711,-3.52,RARRES2,retinoic acid receptor responder 2,5919
98,98,1553429_at,0.01085,1.97e-05,-14.7,3.557357,-2.78,FLJ31713,uncharacterized protein FLJ31713,158263
99,99,204737_s_at,0.01097,2.01e-05,-14.7,3.541274,-2.61,MYH7///MYH6,"myosin, heavy chain 7, cardiac muscle, beta///myosin heavy chain 6",4625///4624
100,100,229052_at,0.0113,2.09e-05,-14.5,3.510103,-2.78,ANKRD23///ANKRD39,ankyrin repeat domain 23///ankyrin repeat domain 39,200539///51239
101,101,219772_s_at,0.01138,2.14e-05,-14.5,3.492033,-3.57,SMPX,"small muscle protein, X-linked",23676
102,102,205328_at,0.01138,2.15e-05,-14.5,3.489193,-3.19,CLDN10,claudin 10,9071
103,103,217561_at,0.01142,2.17e-05,-14.4,3.478708,-4.36,CALCA,calcitonin related polypeptide alpha,796
104,104,218002_s_at,0.01167,2.24e-05,-14.3,3.453877,-5.11,CXCL14,C-X-C motif chemokine ligand 14,9547
105,105,219106_s_at,0.01247,2.43e-05,-14.1,3.391149,-4.32,KLHL41,kelch like family member 41,10324
106,106,228592_at,0.01247,2.44e-05,-14.1,3.386311,-2.8,MS4A1,membrane spanning 4-domains A1,931
107,107,211908_x_at,0.01298,2.58e-05,-13.9,3.34218,-3.08,IGK,immunoglobulin kappa locus,50802
108,108,216984_x_at,0.01298,2.61e-05,-13.9,3.334149,-2.93,IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1,28831///28823///26586///3546///3537
109,109,211647_x_at,0.01298,2.61e-05,-13.9,3.331728,-3.81,IGHM///IGHG1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker),3507///3500
110,110,208335_s_at,0.01299,2.64e-05,-13.9,3.323224,-2.87,ACKR1,atypical chemokine receptor 1 (Duffy blood group),2532
111,111,217148_x_at,0.01324,2.72e-05,-13.8,3.300668,-2.79,IGLJ3///IGLV@///IGLC1,immunoglobulin lambda joining 3///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1,28831///3546///3537
112,112,214916_x_at,0.01689,3.49e-05,-13.1,3.092748,-2.47,IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHA2///IGHA1,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1,28442///28396///3507///3502///3500///3494///3493
113,113,227641_at,0.01893,3.95e-05,-12.8,2.98925,-5.15,FBXL16,F-box and leucine rich repeat protein 16,146330
114,114,234764_x_at,0.01926,4.06e-05,-12.8,2.966885,-3.43,IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1,28831///28823///26586///3546///3537
115,115,211641_x_at,0.02139,4.54e-05,-12.5,2.869892,-4.56,IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1,28396///3507///3502///3500///3495///3494///3493
116,116,206224_at,0.02149,4.6e-05,-12.4,2.85833,-2.64,CST1,cystatin SN,1469
117,117,210915_x_at,0.02156,4.66e-05,-12.4,2.848207,-2.41,TRBC1,T cell receptor beta constant 1,28639
118,118,209758_s_at,0.02298,5.01e-05,-12.2,2.785742,-2.86,MFAP5,microfibrillar associated protein 5,8076
121,121,1556427_s_at,0.02376,5.31e-05,-12.1,2.735082,-2.66,LRRN4CL,LRRN4 C-terminal like,221091
123,123,206552_s_at,0.02422,5.5e-05,-12.0,2.70399,-2.96,TAC1,tachykinin precursor 1,6863
124,124,212713_at,0.02432,5.57e-05,-12.0,2.692017,-2.59,MFAP4,microfibrillar associated protein 4,4239
125,125,215946_x_at,0.02432,5.65e-05,-11.9,2.679685,-4.84,IGLL3P,"immunoglobulin lambda like polypeptide 3, pseudogene",91353
126,126,211635_x_at,0.02432,5.66e-05,-11.9,2.679317,-3.32,IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1,28396///3507///3503///3502///3500///3495///3494///3493
127,127,205422_s_at,0.02656,6.23e-05,-11.7,2.594357,-3.68,ITGBL1,integrin subunit beta like 1,9358
128,128,224997_x_at,0.02791,6.59e-05,-11.6,2.543293,-4.49,MIR675///H19,"microRNA 675///H19, imprinted maternally expressed transcript (non-protein coding)",100033819///283120
129,129,39248_at,0.02843,6.78e-05,-11.5,2.517954,-3.96,AQP3,aquaporin 3 (Gill blood group),360
130,130,207802_at,0.02843,6.82e-05,-11.5,2.512999,-3.03,CRISP3,cysteine rich secretory protein 3,10321
131,131,203886_s_at,0.02885,6.97e-05,-11.5,2.493137,-4.75,FBLN2,fibulin 2,2199
132,132,216365_x_at,0.0291,7.13e-05,-11.4,2.473611,-2.1,IGLJ3///CKAP2,immunoglobulin lambda joining 3///cytoskeleton associated protein 2,28831///26586
133,133,218963_s_at,0.0291,7.22e-05,-11.4,2.462174,-2.24,KRT23,keratin 23,25984
134,134,205736_at,0.0291,7.22e-05,-11.4,2.461537,-2.26,PGAM2,phosphoglycerate mutase 2,5224
135,135,212654_at,0.0291,7.25e-05,-11.4,2.458521,-2.29,TPM2,tropomyosin 2 (beta),7169
137,137,215176_x_at,0.03068,7.75e-05,-11.2,2.397595,-6.52,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
138,138,217480_x_at,0.03089,7.86e-05,-11.2,2.384831,-5.91,IGKV1OR2-118,immunoglobulin kappa variable 1/OR2-118 (pseudogene),339562
139,139,204035_at,0.03115,7.99e-05,-11.2,2.370674,-2.21,SCG2,secretogranin II,7857
140,140,213796_at,0.03229,8.48e-05,-11.0,2.316129,-2.63,SPRR1A,small proline rich protein 1A,6698
141,141,217495_x_at,0.03229,8.5e-05,-11.0,2.314364,-2.38,CALCA,calcitonin related polypeptide alpha,796
142,142,206393_at,0.03229,8.52e-05,-11.0,2.311668,-2.15,TNNI2,"troponin I2, fast skeletal type",7136
143,143,205908_s_at,0.03229,8.57e-05,-11.0,2.306483,-2.37,OMD,osteomodulin,4958
146,146,33323_r_at,0.03318,8.93e-05,-10.9,2.268617,-1.99,SFN,stratifin,2810
147,147,217239_x_at,0.03343,9.06e-05,-10.9,2.255548,-5.46,LOC101930405,uncharacterized LOC101930405,101930405
148,148,205470_s_at,0.03378,9.22e-05,-10.8,2.23964,-1.92,KLK11,kallikrein related peptidase 11,11012
149,149,204834_at,0.0339,9.31e-05,-10.8,2.23045,-2.43,FGL2,fibrinogen like 2,10875
150,150,234851_at,0.03467,9.63e-05,-10.7,2.199408,-2.75,IGLC1,immunoglobulin lambda constant 1,3537
152,152,205141_at,0.03498,9.8e-05,-10.7,2.183084,-2.22,ANG,angiogenin,283
154,154,205766_at,0.03539,0.000101,-10.6,2.158973,-2.0,TCAP,titin-cap,8557
155,155,216333_x_at,0.03539,0.000102,-10.6,2.148787,-2.5,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
160,160,206093_x_at,0.03596,0.000106,-10.5,2.110206,-1.95,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
161,161,203535_at,0.03645,0.000108,-10.5,2.091906,-2.93,S100A9,S100 calcium binding protein A9,6280
163,163,205242_at,0.03752,0.000113,-10.4,2.053559,-3.96,CXCL13,C-X-C motif chemokine ligand 13,10563
164,164,202238_s_at,0.04024,0.000122,-10.3,1.982102,-2.99,LOC101928916///NNMT,uncharacterized LOC101928916///nicotinamide N-methyltransferase,101928916///4837
165,165,216517_at,0.04092,0.000124,-10.2,1.960826,-2.2,IGKC,immunoglobulin kappa constant,3514
166,166,1569323_at,0.04165,0.000127,-10.2,1.938332,-1.79,PTPRG,"protein tyrosine phosphatase, receptor type G",5793
167,167,213782_s_at,0.04211,0.00013,-10.1,1.917237,-2.3,MYOZ2,myozenin 2,51778
168,168,205177_at,0.04211,0.00013,-10.1,1.916879,-1.91,TNNI1,"troponin I1, slow skeletal type",7135
169,169,235503_at,0.04271,0.000133,-10.1,1.895366,-3.98,ASB5,ankyrin repeat and SOCS box containing 5,140458
170,170,202994_s_at,0.04271,0.000134,-10.1,1.892358,-4.2,FBLN1,fibulin 1,2192
171,171,205336_at,0.04292,0.000135,-10.0,1.882236,-2.06,PVALB,parvalbumin,5816
172,172,1555229_a_at,0.04384,0.000139,-9.98,1.856579,-2.89,C1S,"complement component 1, s subcomponent",716
174,174,202222_s_at,0.04475,0.000144,-9.91,1.822759,-1.84,DES,desmin,1674
175,175,205163_at,0.04475,0.000144,-9.91,1.82066,-1.77,MYLPF,"myosin light chain, phosphorylatable, fast skeletal muscle",29895
176,176,221671_x_at,0.04523,0.000147,-9.87,1.805107,-5.45,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
177,177,214370_at,0.04658,0.000152,-9.8,1.771627,-1.88,S100A8,S100 calcium binding protein A8,6279
178,178,214456_x_at,0.04806,0.000158,-9.73,1.736351,-2.77,SAA2///SAA1,serum amyloid A2///serum amyloid A1,6289///6288
179,179,221316_at,0.04835,0.000159,-9.71,1.725296,-2.09,CATSPERG,cation channel sperm associated auxiliary subunit gamma,57828
180,180,211748_x_at,0.04848,0.000161,-9.69,1.717356,-1.98,PTGDS,prostaglandin D2 synthase,5730
182,182,211640_x_at,0.04871,0.000163,-9.66,1.702285,-1.94,IGHM///IGHG1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker),3507///3500
183,183,221651_x_at,0.04876,0.000164,-9.65,1.696038,-5.44,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
184,184,214447_at,0.04975,0.000169,-9.59,1.667045,-2.38,ETS1,"ETS proto-oncogene 1, transcription factor",2113
185,185,1569934_at,0.04975,0.00017,-9.58,1.663756,-2.43,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",80243
187,187,213451_x_at,0.05011,0.000172,-9.55,1.649069,-2.45,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
189,189,212592_at,0.05147,0.00018,-9.47,1.608594,-6.42,JCHAIN,joining chain of multimeric IgA and IgM,3512
190,190,224795_x_at,0.05147,0.00018,-9.47,1.607893,-5.51,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,50802///3514
191,191,205444_at,0.05152,0.000181,-9.46,1.601933,-2.94,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,487
192,192,211835_at,0.05153,0.000182,-9.45,1.596675,-1.66,IGKC,immunoglobulin kappa constant,3514
193,193,204971_at,0.05277,0.000187,-9.4,1.56868,-2.58,CSTA,cystatin A,1475
199,199,205923_at,0.05537,0.000203,-9.25,1.492442,-2.04,RELN,reelin,5649
200,200,221019_s_at,0.0554,0.000204,-9.24,1.486891,-2.49,COLEC12,collectin subfamily member 12,81035
