,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
28,47_16_6,0.00022,5.11e-07,-8.4613037,6.60822,-1.2108411,BRP44L,brain protein 44-like,51660
29,20_8_6,0.000225,5.42e-07,-8.4215305,6.5529,-1.7187352,,,
30,20_27_1,0.00028,7.12e-07,-8.2352147,6.2909,-5.8444703,ADD2,adducin 2 (beta),119
31,30_3_7,0.00028,7.28e-07,-8.2205576,6.27009,-2.1109994,PMS2L11///KIAA1505,postmeiotic segregation increased 2-like 11///KIAA1505 protein,441263///57639
32,54_31_6,0.00028,7.4e-07,-8.209418,6.25425,-1.5955234,HMBOX1,homeobox containing 1,79618
33,40_13_2,0.000282,7.69e-07,8.1838819,6.21788,1.6500916,FLJ10986,hypothetical protein FLJ10986,55277
34,14_20_3,0.000299,8.38e-07,-8.1256981,6.13468,-1.4711039,RPS6KA5,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",9252
35,54_12_6,0.000391,1.13e-06,-7.9288196,5.84965,-1.7128947,C20orf19,chromosome 20 open reading frame 19,55857
36,48_3_8,0.000392,1.16e-06,-7.9090119,5.82068,-1.4230397,SEPP1,"selenoprotein P, plasma, 1",6414
37,15_20_3,0.000429,1.31e-06,7.8304521,5.70521,1.7633464,XPR1,xenotropic and polytropic retrovirus receptor,9213
38,56_9_6,0.000429,1.34e-06,-7.8158978,5.68372,-1.0703241,C12orf52,chromosome 12 open reading frame 52,84934
39,60_2_7,0.000432,1.38e-06,-7.7952789,5.65323,-1.5368307,,,
40,38_24_3,0.000446,1.47e-06,-7.7574184,5.59708,-1.02405,TFB1M,"transcription factor B1, mitochondrial",51106
41,12_9_7,0.000471,1.59e-06,-7.7066422,5.52146,-2.7309158,SOX4,SRY (sex determining region Y)-box 4,6659
42,8_31_4,0.000472,1.63e-06,7.6903384,5.4971,2.6130803,HPR,haptoglobin-related protein,3250
43,30_17_7,0.000507,1.79e-06,-7.6281136,5.40377,-1.4744708,INTS1,integrator complex subunit 1,26173
44,23_24_6,0.000507,1.84e-06,7.6093836,5.37557,2.4646394,PSD3,pleckstrin and Sec7 domain containing 3,23362
45,12_12_4,0.000507,1.87e-06,-7.6013868,5.36352,-1.4667506,TLE4,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",7091
46,9_28_3,0.000569,2.16e-06,7.5086249,5.223,1.7558163,GAL3ST1,galactose-3-O-sulfotransferase 1,9514
47,32_12_7,0.000569,2.19e-06,-7.5005778,5.21076,-2.8887508,PRAME,preferentially expressed antigen in melanoma,23532
48,57_19_5,0.000581,2.28e-06,7.4732558,5.1691,3.7676611,,,
49,6_27_6,0.000628,2.51e-06,-7.4121718,5.07558,-1.2393708,PGM5,phosphoglucomutase 5,5239
50,18_5_3,0.00064,2.69e-06,-7.3704383,5.01137,-1.6131308,USP9Y,"ubiquitin specific peptidase 9, Y-linked (fat facets-like, Drosophila)",8287
51,34_19_3,0.00064,2.79e-06,-7.3476458,4.9762,-1.9509334,KIAA1727,KIAA1727 protein,85462
52,32_2_6,0.00064,2.8e-06,-7.3441728,4.97083,-1.6645037,SASH1,SAM and SH3 domain containing 1,23328
53,8_20_4,0.00064,2.82e-06,7.3404439,4.96506,1.5375963,ITGBL1,"integrin, beta-like 1 (with EGF-like repeat domains)",9358
54,1_15_1,0.00064,2.82e-06,7.3401274,4.96458,2.6007642,FLJ10986,hypothetical protein FLJ10986,55277
55,3_9_3,0.000652,2.93e-06,-7.316609,4.92818,-3.1259189,SFRP1,secreted frizzled-related protein 1,6422
56,44_18_7,0.000654,2.99e-06,-7.3036075,4.90802,-1.0863321,MTERFD3,MTERF domain containing 3,80298
57,14_2_2,0.000658,3.06e-06,-7.2889871,4.88532,-2.7590582,GPC3,glypican 3,2719
58,23_9_6,0.000676,3.19e-06,7.2617912,4.84302,1.9862837,TIAM1,T-cell lymphoma invasion and metastasis 1,7074
59,35_28_3,0.000677,3.25e-06,7.2501505,4.82488,2.4400052,NPC2,"Niemann-Pick disease, type C2",10577
60,12_2_7,0.000686,3.35e-06,-7.2317816,4.79621,-2.2960401,KIAA1217,KIAA1217,56243
61,37_26_4,0.000778,3.87e-06,7.1436249,4.65795,4.3453328,SCEL,sciellin,8796
62,47_16_1,0.000778,3.93e-06,-7.1336811,4.64228,-1.3931544,FHIT,fragile histidine triad gene,2272
63,50_30_1,0.000796,4.08e-06,7.1103817,4.60551,1.4608537,FAS,"Fas (TNF receptor superfamily, member 6)",355
64,22_9_1,0.000808,4.21e-06,7.091354,4.57543,2.0139575,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble),5105
65,37_8_6,0.000834,4.48e-06,-7.053258,4.51503,-1.3050059,ANKRD46,ankyrin repeat domain 46,157567
66,58_4_4,0.000834,4.51e-06,-7.0489316,4.50815,-1.3744184,CSNK1D,"casein kinase 1, delta",1453
67,13_13_6,0.000834,4.54e-06,-7.0443937,4.50094,-1.8355207,PID1,phosphotyrosine interaction domain containing 1,55022
68,31_8_6,0.000837,4.63e-06,7.0332243,4.48318,1.7651685,EXPH5,exophilin 5,23086
69,32_26_2,0.000881,4.94e-06,-6.992778,4.4187,-1.7114326,PGA3,"pepsinogen 3, group I (pepsinogen A)",643834
70,52_22_6,0.000901,5.12e-06,6.9706631,4.38334,1.336123,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,25902
71,48_16_7,0.00094,5.42e-06,-6.9361042,4.32794,-1.1653244,PRUNE,prune homolog (Drosophila),58497
72,11_20_5,0.000948,5.54e-06,-6.9229591,4.30682,-1.7089714,ARHGEF4,Rho guanine nucleotide exchange factor (GEF) 4,50649
73,49_21_7,0.000969,5.74e-06,6.9016289,4.27249,1.3402468,PDZD8,PDZ domain containing 8,118987
74,43_30_3,0.000986,6.02e-06,-6.8732101,4.22666,-1.5443551,PEMT,phosphatidylethanolamine N-methyltransferase,10400
75,31_27_3,0.000986,6.05e-06,-6.870287,4.22193,-1.3534382,ZNF217,zinc finger protein 217,7764
76,51_22_6,0.000986,6.08e-06,-6.8668181,4.21633,-1.4222491,C17orf80,chromosome 17 open reading frame 80,55028
77,41_15_7,0.00112,6.99e-06,6.7831794,4.08065,1.5133367,SFN,stratifin,2810
78,16_30_6,0.00132,8.36e-06,-6.6760082,3.90527,-1.0276173,PSCD3,"pleckstrin homology, Sec7 and coiled-coil domains 3",9265
79,10_17_7,0.00135,8.62e-06,-6.6578303,3.87535,-2.8489387,SLITRK5,"SLIT and NTRK-like family, member 5",26050
80,25_3_8,0.00136,8.85e-06,6.6427457,3.85049,2.1402368,FLJ10986,hypothetical protein FLJ10986,55277
81,31_29_3,0.00136,9.05e-06,-6.6293761,3.82842,-1.2937025,RTN1,reticulon 1,6252
82,52_29_6,0.00136,9.05e-06,-6.629247,3.82821,-0.9134119,,,
83,7_20_2,0.00146,9.88e-06,6.5774548,3.74247,2.718823,SLC1A5,"solute carrier family 1 (neutral amino acid transporter), member 5",6510
84,2_18_6,0.00146,9.97e-06,6.5721506,3.73367,2.9567467,CAMK2N1,calcium/calmodulin-dependent protein kinase II inhibitor 1,55450
85,27_8_4,0.00149,1.03e-05,-6.5551107,3.70536,-1.3180302,GMEB2,glucocorticoid modulatory element binding protein 2,26205
86,14_31_3,0.0015,1.05e-05,-6.5407607,3.68149,-1.3252472,VAMP1,vesicle-associated membrane protein 1 (synaptobrevin 1),6843
87,57_10_7,0.0015,1.06e-05,6.5358245,3.67327,1.543484,FLJ42258///CCND1,FLJ42258 protein///cyclin D1,440049///595
88,28_8_6,0.00154,1.1e-05,6.5135374,3.63611,2.1160836,ASF1B,ASF1 anti-silencing function 1 homolog B (S. cerevisiae),55723
89,1_26_6,0.00154,1.11e-05,6.5086877,3.62802,1.6746408,RAI14,retinoic acid induced 14,26064
90,20_4_2,0.00165,1.2e-05,6.4609793,3.5482,2.3794904,MALL,"mal, T-cell differentiation protein-like",7851
91,16_31_6,0.00179,1.32e-05,-6.4072246,3.45785,-1.5031189,CDC73,"cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",79577
92,49_28_3,0.0019,1.42e-05,-6.3652535,3.38701,-1.1805234,APBB1,"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)",322
93,10_15_1,0.0019,1.44e-05,6.3580221,3.37478,1.6682082,CDK6,cyclin-dependent kinase 6,1021
94,41_11_1,0.0019,1.45e-05,6.3538198,3.36767,2.9884282,APOC1,apolipoprotein C-I,341
95,60_30_5,0.00193,1.5e-05,-6.3334491,3.33316,-1.6805824,KBTBD11,kelch repeat and BTB (POZ) domain containing 11,9920
96,35_13_8,0.00193,1.5e-05,6.3330154,3.33242,1.395044,CDH13,"cadherin 13, H-cadherin (heart)",1012
97,36_28_2,0.00199,1.56e-05,6.3099521,3.29327,2.7791608,OLR1,oxidized low density lipoprotein (lectin-like) receptor 1,4973
98,58_15_1,0.00205,1.63e-05,6.2866278,3.2536,1.4201504,CLC,Charcot-Leyden crystal protein,1178
99,39_31_3,0.00208,1.66e-05,6.2736235,3.23145,1.135134,,,
100,28_7_7,0.00209,1.69e-05,6.2636756,3.21448,1.0658921,SULF1,sulfatase 1,23213
101,32_9_3,0.0021,1.71e-05,-6.2567658,3.20269,-0.9615636,TXNL1,thioredoxin-like 1,9352
102,28_13_7,0.0021,1.73e-05,-6.2498553,3.19089,-0.8796062,MAP3K12,mitogen-activated protein kinase kinase kinase 12,7786
103,14_8_3,0.00218,1.81e-05,-6.2241981,3.14701,-1.3361019,OCA2,"oculocutaneous albinism II (pink-eye dilution homolog, mouse)",4948
104,27_14_7,0.00237,1.99e-05,-6.1702163,3.05438,-0.9384195,ATP5S,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (factor B)",27109
105,14_18_4,0.00246,2.09e-05,6.1436035,3.00855,2.2461492,STX4,syntaxin 4,6810
106,36_19_3,0.0025,2.14e-05,-6.1293998,2.98405,-0.7355772,TSPAN32,tetraspanin 32,10077
107,25_30_5,0.00254,2.2e-05,-6.1153949,2.95986,-0.9565809,MCF2L,MCF.2 cell line derived transforming sequence-like,23263
108,8_3_4,0.00264,2.32e-05,-6.0841168,2.90574,-1.9606555,STOML1,stomatin (EPB72)-like 1,9399
109,43_3_7,0.00264,2.37e-05,-6.0717154,2.88424,-2.3687314,DEPDC6,DEP domain containing 6,64798
110,42_7_8,0.00264,2.37e-05,-6.0708569,2.88275,-1.1576226,ZNF559,zinc finger protein 559,84527
111,21_8_6,0.00264,2.41e-05,-6.0623621,2.86801,-1.8391694,KIAA1128,KIAA1128,54462
112,40_8_4,0.00264,2.43e-05,-6.0582067,2.8608,-0.8955344,RAB7L1,"RAB7, member RAS oncogene family-like 1",8934
113,34_21_1,0.00264,2.43e-05,6.0577416,2.85999,3.3681996,ZFP90///CDH3,"zinc finger protein 90 homolog (mouse)///cadherin 3, type 1, P-cadherin (placental)",146198///1001
114,37_20_4,0.00264,2.44e-05,-6.0561504,2.85722,-1.3505161,OSBPL1A,oxysterol binding protein-like 1A,114876
115,28_26_3,0.00264,2.45e-05,6.0529993,2.85175,1.8502098,,,
116,37_16_6,0.00268,2.51e-05,6.0399265,2.82903,1.596805,SERINC2,serine incorporator 2,347735
117,44_16_4,0.00269,2.54e-05,-6.032753,2.81655,-1.4225688,SLC22A1,"solute carrier family 22 (organic cation transporter), member 1",6580
118,28_24_6,0.00273,2.6e-05,-6.0191826,2.79292,-1.1993544,MPP5,"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)",64398
119,36_12_1,0.00283,2.72e-05,5.9941045,2.74918,1.0620587,PRKAR1B,"protein kinase, cAMP-dependent, regulatory, type I, beta",5575
120,49_4_3,0.00283,2.75e-05,-5.988504,2.7394,-0.8612512,SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392
121,42_23_7,0.00297,2.91e-05,5.9570122,2.68431,1.2046177,,,
122,4_8_6,0.00307,3.07e-05,-5.92614,2.63017,-1.1795528,C19orf53,chromosome 19 open reading frame 53,28974
123,47_8_6,0.00307,3.08e-05,-5.925087,2.62832,-1.2775471,SGCB,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)",6443
124,35_12_3,0.00307,3.09e-05,-5.9220463,2.62298,-0.8120651,SDHC,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",6391
125,58_3_4,0.00307,3.1e-05,-5.9215387,2.62209,-1.4452086,OSBPL1A,oxysterol binding protein-like 1A,114876
126,16_5_8,0.00312,3.18e-05,-5.9068223,2.59623,-1.182105,C6orf64,chromosome 6 open reading frame 64,55776
127,39_8_6,0.00316,3.25e-05,-5.8940815,2.57381,-1.2697495,GLT8D1,glycosyltransferase 8 domain containing 1,55830
128,15_22_5,0.00316,3.26e-05,5.8923042,2.57068,1.0062299,ST6GALNAC1,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",55808
129,15_13_6,0.00329,3.43e-05,-5.8647537,2.52211,-0.7992324,BTBD1///RPL27,BTB (POZ) domain containing 1///ribosomal protein L27,53339///6155
130,1_31_6,0.00348,3.7e-05,5.8227452,2.44784,1.0583622,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448
131,9_7_4,0.00348,3.7e-05,5.8214008,2.44546,1.8446533,MDK,midkine (neurite growth-promoting factor 2),4192
132,36_8_6,0.00348,3.77e-05,-5.8120674,2.42892,-1.111681,EXOC7,exocyst complex component 7,23265
133,55_28_1,0.00348,3.78e-05,5.8106854,2.42647,1.1641169,GPX1,glutathione peroxidase 1,2876
134,57_23_4,0.00348,3.79e-05,-5.8086897,2.42294,-1.0730215,,,
135,34_8_3,0.00348,3.8e-05,5.8077572,2.42128,1.1733173,DLEU1,"deleted in lymphocytic leukemia, 1",10301
136,15_13_7,0.00364,4e-05,5.7790544,2.37033,3.0357943,,,
137,54_27_4,0.0037,4.09e-05,5.7661784,2.34743,1.7721835,IMPG1,interphotoreceptor matrix proteoglycan 1,3617
138,57_17_1,0.00381,4.27e-05,-5.7433133,2.30672,-1.1547266,SLC25A6,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",293
139,24_21_2,0.00381,4.28e-05,5.7418627,2.30413,1.6174892,ETV5,ets variant gene 5 (ets-related molecule),2119
140,16_4_5,0.00384,4.34e-05,5.7335844,2.28937,1.2600473,HSHUR7SEQ///SERPINB13,"UV-B repressed sequence, HUR 7///serpin peptidase inhibitor, clade B (ovalbumin), member 13",54735///5275
141,31_19_7,0.00385,4.38e-05,-5.7286365,2.28054,-1.1349122,EPC2///PPP1R3C,"enhancer of polycomb homolog 2 (Drosophila)///protein phosphatase 1, regulatory (inhibitor) subunit 3C",26122///5507
142,50_29_6,0.00385,4.46e-05,-5.7187,2.2628,-1.4984556,C6orf98///SYNE1,"chromosome 6 open reading frame 98///spectrin repeat containing, nuclear envelope 1",387079///23345
143,10_27_2,0.00385,4.46e-05,-5.7185962,2.26262,-1.5908485,EPB41,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)",2035
144,43_13_5,0.00385,4.48e-05,-5.7166542,2.25915,-3.5139627,MATN2,matrilin 2,4147
145,60_28_7,0.00386,4.57e-05,-5.7050966,2.2385,-2.0849124,BCL2,B-cell CLL/lymphoma 2,596
146,54_20_1,0.00386,4.59e-05,5.7025991,2.23403,4.6088,MCAM///FN1,melanoma cell adhesion molecule///fibronectin 1,4162///2335
147,7_8_6,0.00386,4.63e-05,-5.6980475,2.22589,-1.116415,ATRN,attractin,8455
148,53_12_3,0.00386,4.63e-05,-5.6976165,2.22512,-1.1652475,OLFM1,olfactomedin 1,10439
149,29_22_6,0.00386,4.64e-05,-5.6972309,2.22443,-1.3104726,CYP2U1,"cytochrome P450, family 2, subfamily U, polypeptide 1",113612
150,1_10_1,0.00387,4.68e-05,-5.6927216,2.21636,-1.2345496,TLE4,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",7091
151,35_10_8,0.00423,5.15e-05,5.6400788,2.12195,0.8863202,,,
152,60_5_6,0.00424,5.19e-05,-5.6349831,2.11279,-1.3209368,LOC643641,hypothetical protein LOC643641,643641
153,39_29_2,0.00438,5.41e-05,-5.6132203,2.07364,-4.6177517,,,
154,35_18_5,0.00443,5.5e-05,5.6034645,2.05606,1.4230445,MYEF2,myelin expression factor 2,50804
155,18_20_7,0.00443,5.53e-05,5.6002807,2.05032,1.4247529,IGF2BP2,insulin-like growth factor 2 mRNA binding protein 2,10644
156,48_6_6,0.0045,5.66e-05,-5.5883101,2.02873,-1.228182,RCBTB2,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,1102
157,9_29_4,0.00479,6.07e-05,-5.5496386,1.95885,-2.2127065,RORC,RAR-related orphan receptor C,6097
158,46_23_5,0.00479,6.1e-05,-5.5470393,1.95415,-1.1876196,SLC25A6,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",293
159,11_20_2,0.00495,6.34e-05,-5.5263828,1.91673,-1.6153225,KIF5C///CACNA1D,"kinesin family member 5C///calcium channel, voltage-dependent, L type, alpha 1D subunit",3800///776
160,56_31_1,0.005,6.48e-05,5.5146013,1.89536,1.3591964,ALDH3B1,"aldehyde dehydrogenase 3 family, member B1",221
161,42_21_3,0.005,6.53e-05,5.5100649,1.88712,1.3718151,C17orf81///CLDN7,chromosome 17 open reading frame 81///claudin 7,23587///1366
162,58_9_5,0.005,6.53e-05,-5.5100368,1.88707,-2.5114251,SCN3B,"sodium channel, voltage-gated, type III, beta",55800
163,42_25_1,0.00504,6.63e-05,-5.5022681,1.87297,-1.0897401,SPTBN1,"spectrin, beta, non-erythrocytic 1",6711
164,42_5_3,0.00504,6.75e-05,-5.4920431,1.85439,-3.1348075,EPHB1,EPH receptor B1,2047
165,22_26_4,0.00504,6.8e-05,-5.4882275,1.84745,-3.3354795,CLCNKA,chloride channel Ka,1187
166,1_13_4,0.00504,6.81e-05,5.4873939,1.84594,1.2788625,,,
167,14_9_1,0.00504,6.82e-05,5.4867857,1.84483,2.0350102,PLAUR,"plasminogen activator, urokinase receptor",5329
168,10_28_2,0.00504,6.83e-05,-5.4861103,1.8436,-3.1718793,MATN2,matrilin 2,4147
169,56_29_2,0.00513,6.98e-05,-5.4739934,1.82156,-1.8210411,S100A12,S100 calcium binding protein A12,6283
170,20_21_5,0.00523,7.21e-05,5.4566424,1.78995,0.9913749,DBI,"diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)",1622
171,17_17_2,0.00523,7.21e-05,5.4565387,1.78976,1.6872329,MLLT11,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",10962
172,36_26_2,0.00532,7.37e-05,-5.4446745,1.76813,-0.7652125,NFE2L2,nuclear factor (erythroid-derived 2)-like 2,4780
173,7_19_5,0.00538,7.5e-05,-5.4354614,1.75132,-1.1664821,STARD13,StAR-related lipid transfer (START) domain containing 13,90627
174,18_8_6,0.00547,7.68e-05,-5.4227959,1.72819,-1.4929631,STAT5B,signal transducer and activator of transcription 5B,6777
175,19_14_6,0.00561,7.91e-05,-5.4067038,1.69876,-1.7061732,SLC25A42,"solute carrier family 25, member 42",284439
176,6_22_1,0.00569,8.07e-05,-5.395704,1.67863,-3.1008214,SOD3,"superoxide dismutase 3, extracellular",6649
177,17_28_7,0.00573,8.29e-05,-5.3813164,1.65228,-1.367325,DUSP2,dual specificity phosphatase 2,1844
178,3_6_3,0.00573,8.41e-05,5.3738078,1.63851,1.8021611,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3,7867
179,34_15_2,0.00573,8.41e-05,-5.3733581,1.63769,-1.4524257,GCSH,glycine cleavage system protein H (aminomethyl carrier),2653
180,24_22_5,0.00573,8.43e-05,-5.3722819,1.63571,-1.664376,DGCR12///DGCR2,DiGeorge syndrome critical region gene 12///DiGeorge syndrome critical region gene 2,25784///9993
181,21_6_4,0.00573,8.44e-05,5.3719724,1.63515,1.9875836,INHBB,"inhibin, beta B",3625
182,29_23_2,0.00573,8.44e-05,-5.3719657,1.63513,-0.8879843,RTN3,reticulon 3,10313
183,58_25_3,0.00573,8.44e-05,-5.3715023,1.63428,-0.8266949,SUCLG1,"succinate-CoA ligase, GDP-forming, alpha subunit",8802
184,32_21_7,0.00583,8.68e-05,-5.356726,1.60717,-1.2246202,LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog,4067
185,37_13_7,0.00583,8.69e-05,5.3560653,1.60595,1.1219026,E2F5,"E2F transcription factor 5, p130-binding",1875
186,4_13_5,0.00592,8.86e-05,5.3455304,1.5866,2.0623908,HSPBP1,hsp70-interacting protein,23640
187,20_21_3,0.00598,9.01e-05,-5.3369234,1.57078,-0.9165872,NDUFB10,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa",4716
188,19_13_5,0.00599,9.08e-05,-5.3323653,1.5624,-3.2741769,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha",10891
189,12_5_8,0.00599,9.12e-05,5.3302428,1.55849,3.0907125,FN1,fibronectin 1,2335
190,36_22_4,0.00602,9.22e-05,-5.3243272,1.54761,-2.5093144,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",126
191,11_13_1,0.00618,9.52e-05,5.3072906,1.51623,1.9355522,IL1A,"interleukin 1, alpha",3552
192,45_20_2,0.00618,9.56e-05,-5.3047821,1.51161,-0.7853237,UBE2L3///TAF4,"ubiquitin-conjugating enzyme E2L 3///TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa",7332///6874
193,20_14_6,0.00623,9.7e-05,-5.2969568,1.49718,-0.8101005,,,
194,11_24_1,0.00623,9.74e-05,5.2949459,1.49348,2.3908531,MNDA,myeloid cell nuclear differentiation antigen,4332
195,18_5_8,0.00628,9.94e-05,5.2843214,1.47387,2.5733841,C6orf64,chromosome 6 open reading frame 64,55776
196,52_27_5,0.00628,9.99e-05,-5.2816555,1.46895,-0.7453151,POT1,POT1 protection of telomeres 1 homolog (S. pombe),25913
197,39_9_8,0.00628,0.0001,5.2804627,1.46675,1.6474133,GARS,glycyl-tRNA synthetase,2617
198,25_8_1,0.00628,0.0001,-5.2801141,1.46611,-1.5085998,ARL4D,ADP-ribosylation factor-like 4D,379
199,2_31_7,0.00629,0.000101,5.274831,1.45635,2.1847126,NP,nucleoside phosphorylase,4860
200,24_20_3,0.00629,0.000102,-5.2709021,1.44909,-1.3241483,NAP1L2,nucleosome assembly protein 1-like 2,4674
201,57_13_5,0.00629,0.000102,5.2696348,1.44675,1.2700581,LEF1,lymphoid enhancer-binding factor 1,51176
202,45_11_8,0.00629,0.000102,-5.2685968,1.44483,-1.0677314,SLC25A6,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",293
203,12_2_6,0.00629,0.000103,5.2659821,1.44,1.1759807,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,25902
204,24_14_2,0.00642,0.000105,5.2528911,1.4158,1.6182823,GPR109B,G protein-coupled receptor 109B,8843
205,36_15_6,0.00642,0.000106,-5.2482827,1.40727,-0.859238,C11orf10,chromosome 11 open reading frame 10,746
206,18_14_7,0.00642,0.000107,-5.2462121,1.40344,-1.0198724,PRMT3,protein arginine methyltransferase 3,10196
207,16_11_2,0.00642,0.000107,5.2445557,1.40037,1.5493731,S100A11,S100 calcium binding protein A11,6282
208,10_22_7,0.00643,0.000108,5.2412639,1.39428,4.0789633,DPP4,"dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)",1803
209,16_15_7,0.00658,0.000111,5.2265201,1.36697,0.9818277,BAX,BCL2-associated X protein,581
210,56_29_7,0.00658,0.000111,-5.2239455,1.3622,-1.0494176,RNASET2,ribonuclease T2,8635
211,5_28_2,0.0067,0.000115,-5.2071778,1.3311,-1.5569862,DNALI1,"dynein, axonemal, light intermediate chain 1",7802
