,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
63,220203_at,2.81e-09,8.08e-12,-10.5,16.99393,-0.802,BMP8A,bone morphogenetic protein 8a,353500
64,203779_s_at,3.2e-09,9.35e-12,10.4,16.851,1.21,MPZL2,myelin protein zero like 2,10205
65,205016_at,3.2e-09,9.47e-12,10.4,16.83863,0.928,TGFA,transforming growth factor alpha,7039
66,204288_s_at,3.34e-09,1.01e-11,-10.4,16.77641,-0.981,SORBS2,sorbin and SH3 domain containing 2,8470
67,209641_s_at,3.34e-09,1.02e-11,10.4,16.76562,0.869,ABCC3,ATP binding cassette subfamily C member 3,8714
68,206806_at,5.06e-09,1.57e-11,-10.2,16.34626,-0.795,DGKI,diacylglycerol kinase iota,9162
69,219643_at,6.26e-09,1.97e-11,-10.1,16.12311,-0.605,LRP1B,LDL receptor related protein 1B,53353
70,213308_at,6.34e-09,2.02e-11,-10.1,16.09668,-0.746,SHANK2,SH3 and multiple ankyrin repeat domains 2,22941
71,202295_s_at,6.92e-09,2.24e-11,10.1,15.99771,0.696,CTSH,cathepsin H,1512
72,205227_at,6.94e-09,2.27e-11,10.1,15.98149,1.01,IL1RAP,interleukin 1 receptor accessory protein,3556
73,210951_x_at,7.14e-09,2.37e-11,10.0,15.93961,0.76,RAB27A,"RAB27A, member RAS oncogene family",5873
74,209474_s_at,8.64e-09,2.91e-11,9.96,15.74007,1.14,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
75,210524_x_at,8.64e-09,2.95e-11,-9.96,15.72639,-0.896,,,
76,209360_s_at,8.68e-09,3e-11,9.95,15.70937,1.18,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,101928269///100506403///861
77,209325_s_at,9.49e-09,3.32e-11,-9.91,15.60906,-0.812,RGS16,regulator of G-protein signaling 16,6004
78,221636_s_at,9.56e-09,3.39e-11,-9.9,15.58983,-0.53,MARC2,mitochondrial amidoxime reducing component 2,54996
79,208891_at,9.62e-09,3.45e-11,9.89,15.57164,0.518,DUSP6,dual specificity phosphatase 6,1848
80,203766_s_at,9.99e-09,3.63e-11,-9.87,15.52188,-0.936,LMOD1,leiomodin 1,25802
81,213135_at,1.23e-08,4.54e-11,9.78,15.30308,0.858,TIAM1,T-cell lymphoma invasion and metastasis 1,7074
82,221840_at,1.24e-08,4.6e-11,9.78,15.2893,0.597,PTPRE,"protein tyrosine phosphatase, receptor type E",5791
84,216944_s_at,1.51e-08,5.75e-11,-9.68,15.07122,-0.664,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3708
85,219093_at,1.6e-08,6.16e-11,-9.66,15.00267,-0.52,PID1,phosphotyrosine interaction domain containing 1,55022
86,204513_s_at,1.89e-08,7.39e-11,-9.58,14.82388,-0.707,ELMO1,engulfment and cell motility 1,9844
87,213629_x_at,1.89e-08,7.45e-11,-9.58,14.81606,-0.911,MT1F,metallothionein 1F,4494
88,205923_at,1.93e-08,7.73e-11,-9.56,14.78086,-0.665,RELN,reelin,5649
89,214044_at,2.05e-08,8.3e-11,-9.54,14.70994,-0.585,RYR2,ryanodine receptor 2,6262
92,203710_at,2.1e-08,8.78e-11,-9.51,14.65552,-0.826,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3708
93,219619_at,2.1e-08,8.85e-11,-9.51,14.6471,-0.524,DIRAS2,DIRAS family GTPase 2,54769
95,204401_at,2.3e-08,9.89e-11,9.47,14.5382,1.08,KCNN4,potassium calcium-activated channel subfamily N member 4,3783
96,219059_s_at,2.98e-08,1.3e-10,-9.36,14.27228,-0.783,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
99,206457_s_at,3.35e-08,1.51e-10,-9.3,14.12543,-1.38,DIO1,"deiodinase, iodothyronine type I",1733
101,203234_at,3.46e-08,1.58e-10,9.28,14.07507,0.717,UPP1,uridine phosphorylase 1,7378
102,209470_s_at,3.47e-08,1.61e-10,-9.27,14.05749,-0.707,GPM6A,glycoprotein M6A,2823
103,221030_s_at,3.47e-08,1.62e-10,-9.27,14.0533,-0.532,ARHGAP24,Rho GTPase activating protein 24,83478
104,205051_s_at,3.56e-08,1.68e-10,-9.25,14.01814,-1.1,KIT,KIT proto-oncogene receptor tyrosine kinase,3815
105,207691_x_at,3.71e-08,1.76e-10,9.23,13.96949,0.962,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
107,218182_s_at,4.15e-08,2.02e-10,9.18,13.83389,1.12,CLDN1,claudin 1,9076
109,205083_at,4.15e-08,2.06e-10,-9.17,13.81694,-0.701,AOX1,aldehyde oxidase 1,316
111,215350_at,4.52e-08,2.27e-10,-9.13,13.72009,-0.663,SYNE1,spectrin repeat containing nuclear envelope protein 1,23345
112,222173_s_at,4.64e-08,2.35e-10,9.12,13.68702,0.643,TBC1D2,TBC1 domain family member 2,55357
115,220037_s_at,6.02e-08,3.17e-10,-9.0,13.39351,-0.699,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
116,209515_s_at,6.02e-08,3.18e-10,9.0,13.38989,0.654,RAB27A,"RAB27A, member RAS oncogene family",5873
117,214307_at,6.02e-08,3.19e-10,-9.0,13.38741,-0.652,HGD,"homogentisate 1,2-dioxygenase",3081
118,219277_s_at,6.04e-08,3.23e-10,-9.0,13.37552,-0.951,OGDHL,oxoglutarate dehydrogenase-like,55753
119,210473_s_at,6.31e-08,3.4e-10,-8.98,13.32444,-0.605,ADGRA3,adhesion G protein-coupled receptor A3,166647
120,209514_s_at,6.79e-08,3.69e-10,8.94,13.24454,0.635,RAB27A,"RAB27A, member RAS oncogene family",5873
121,215047_at,7.39e-08,4.04e-10,-8.91,13.15314,-0.515,TRIM58,tripartite motif containing 58,25893
122,206884_s_at,7.42e-08,4.1e-10,8.9,13.13995,1.18,SCEL,sciellin,8796
123,220751_s_at,7.6e-08,4.28e-10,-8.89,13.09783,-0.6,FAXDC2,fatty acid hydroxylase domain containing 2,10826
124,213423_x_at,7.6e-08,4.31e-10,8.88,13.09064,0.996,TUSC3,tumor suppressor candidate 3,7991
125,209395_at,7.6e-08,4.32e-10,8.88,13.08836,1.87,CHI3L1,chitinase 3 like 1,1116
126,209612_s_at,7.6e-08,4.4e-10,-8.88,13.07032,-0.596,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
127,211653_x_at,7.6e-08,4.41e-10,-8.87,13.06709,-0.664,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",101930400///1646
128,212850_s_at,7.6e-08,4.41e-10,8.87,13.06693,1.28,LRP4,LDL receptor related protein 4,4038
129,214930_at,7.6e-08,4.44e-10,-8.87,13.06189,-0.569,SLITRK5,SLIT and NTRK like family member 5,26050
131,210038_at,7.79e-08,4.61e-10,-8.86,13.02352,-0.502,PRKCQ,protein kinase C theta,5588
132,204151_x_at,9.05e-08,5.4e-10,-8.8,12.86781,-0.614,AKR1C1,aldo-keto reductase family 1 member C1,1645
134,213103_at,9.35e-08,5.66e-10,-8.78,12.82129,-0.527,STARD13,StAR related lipid transfer domain containing 13,90627
136,209473_at,9.58e-08,5.89e-10,8.76,12.78255,0.804,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
137,205350_at,9.58e-08,5.96e-10,-8.76,12.77075,-1.36,CRABP1,cellular retinoic acid binding protein 1,1381
139,219195_at,9.62e-08,6.04e-10,-8.75,12.75766,-0.73,PPARGC1A,PPARG coactivator 1 alpha,10891
141,204042_at,9.87e-08,6.29e-10,-8.74,12.71772,-0.505,WASF3,WAS protein family member 3,10810
142,201487_at,1.07e-07,6.84e-10,8.7,12.63553,0.648,CTSC,cathepsin C,1075
144,209469_at,1.15e-07,7.46e-10,-8.67,12.54959,-0.863,GPM6A,glycoprotein M6A,2823
145,220858_at,1.15e-07,7.53e-10,-8.67,12.54118,-0.785,SORBS2,sorbin and SH3 domain containing 2,8470
146,211828_s_at,1.32e-07,8.7e-10,8.61,12.39894,0.598,TNIK,TRAF2 and NCK interacting kinase,23043
148,202709_at,1.57e-07,1.05e-09,-8.54,12.21366,-0.697,FMOD,fibromodulin,2331
150,218691_s_at,1.7e-07,1.15e-09,8.5,12.12244,0.646,PDLIM4,PDZ and LIM domain 4,8572
152,218901_at,1.77e-07,1.22e-09,-8.48,12.06214,-0.54,PLSCR4,phospholipid scramblase 4,57088
153,201650_at,1.77e-07,1.23e-09,8.48,12.06006,1.0,KRT19,keratin 19,3880
156,219179_at,1.85e-07,1.3e-09,-8.46,12.00174,-0.501,DACT1,dishevelled binding antagonist of beta catenin 1,51339
157,204745_x_at,1.93e-07,1.37e-09,-8.44,11.95314,-0.666,MT1G,metallothionein 1G,4495
158,219877_at,1.96e-07,1.4e-09,-8.43,11.93318,-0.842,ZMAT4,zinc finger matrin-type 4,79698
159,209613_s_at,2.25e-07,1.63e-09,-8.37,11.78128,-0.674,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
160,212843_at,2.25e-07,1.63e-09,-8.37,11.78092,-0.828,NCAM1,neural cell adhesion molecule 1,4684
164,218888_s_at,2.34e-07,1.74e-09,-8.35,11.71344,-0.538,NETO2,neuropilin and tolloid like 2,81831
165,216594_x_at,2.34e-07,1.75e-09,-8.34,11.71019,-0.551,AKR1C1,aldo-keto reductase family 1 member C1,1645
166,206765_at,2.34e-07,1.76e-09,8.34,11.70582,1.06,KCNJ2,potassium voltage-gated channel subfamily J member 2,3759
169,206517_at,2.39e-07,1.82e-09,-8.33,11.66863,-1.03,CDH16,cadherin 16,1014
171,219527_at,2.41e-07,1.86e-09,-8.32,11.64932,-0.528,MARC2,mitochondrial amidoxime reducing component 2,54996
173,205640_at,2.86e-07,2.24e-09,8.25,11.46756,0.739,ALDH3B1,aldehyde dehydrogenase 3 family member B1,221
176,212611_at,3.39e-07,2.69e-09,8.18,11.28473,0.781,DTX4,deltex E3 ubiquitin ligase 4,23220
177,220108_at,3.45e-07,2.76e-09,-8.17,11.26041,-0.589,GNA14,G protein subunit alpha 14,9630
178,205236_x_at,3.57e-07,2.86e-09,-8.16,11.22376,-0.511,SOD3,"superoxide dismutase 3, extracellular",6649
179,219049_at,3.64e-07,2.94e-09,-8.15,11.19738,-0.715,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,55790
184,208893_s_at,4.45e-07,3.69e-09,8.06,10.97269,0.661,DUSP6,dual specificity phosphatase 6,1848
186,213071_at,4.76e-07,4e-09,-8.03,10.8955,-1.1,DPT,dermatopontin,1805
189,202733_at,5.48e-07,4.67e-09,7.97,10.74137,0.562,LOC101927705///P4HA2,uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2,101927705///8974
193,213068_at,6.22e-07,5.41e-09,-7.92,10.59603,-0.927,DPT,dermatopontin,1805
194,219077_s_at,6.22e-07,5.45e-09,-7.92,10.58964,-0.567,WWOX,WW domain containing oxidoreductase,51741
196,212314_at,6.42e-07,5.67e-09,7.9,10.5498,0.659,SEL1L3,SEL1L family member 3,23231
197,207047_s_at,6.55e-07,5.82e-09,-7.89,10.52493,-0.524,CLCNKB///CLCNKA,chloride voltage-gated channel Kb///chloride voltage-gated channel Ka,1188///1187
198,219310_at,6.67e-07,5.96e-09,-7.88,10.50135,-0.528,SYNDIG1,synapse differentiation inducing 1,79953
201,208025_s_at,6.95e-07,6.3e-09,7.86,10.44652,1.08,HMGA2,high mobility group AT-hook 2,8091
203,201170_s_at,7.22e-07,6.61e-09,7.85,10.39905,0.624,BHLHE40,basic helix-loop-helix family member e40,8553
204,209293_x_at,7.22e-07,6.67e-09,-7.84,10.38955,-0.501,ID4,"inhibitor of DNA binding 4, HLH protein",3400
208,206339_at,7.67e-07,7.19e-09,-7.81,10.31579,-0.502,CARTPT,CART prepropeptide,9607
209,221073_s_at,7.91e-07,7.46e-09,7.8,10.27997,0.802,NOD1,nucleotide binding oligomerization domain containing 1,10392
210,218332_at,7.94e-07,7.52e-09,-7.8,10.27208,-0.946,BEX1,brain expressed X-linked 1,55859
211,211323_s_at,8.16e-07,7.76e-09,-7.79,10.24042,-0.892,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3708
213,203911_at,8.53e-07,8.2e-09,-7.77,10.18653,-0.646,RAP1GAP,RAP1 GTPase activating protein,5909
215,219628_at,9.04e-07,8.76e-09,7.74,10.12083,0.56,ZMAT3,zinc finger matrin-type 3,64393
216,218858_at,9.4e-07,9.15e-09,-7.73,10.07783,-0.785,DEPTOR,DEP domain containing MTOR-interacting protein,64798
218,209699_x_at,9.88e-07,9.71e-09,-7.7,10.01917,-0.62,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",101930400///1646
219,209228_x_at,9.91e-07,9.8e-09,7.7,10.0102,0.818,TUSC3,tumor suppressor candidate 3,7991
220,217165_x_at,9.91e-07,9.83e-09,-7.7,10.00698,-0.761,MT1F,metallothionein 1F,4494
221,214308_s_at,1.03e-06,1.03e-08,-7.68,9.9652,-0.792,HGD,"homogentisate 1,2-dioxygenase",3081
222,209447_at,1.04e-06,1.04e-08,-7.68,9.95231,-0.536,SYNE1,spectrin repeat containing nuclear envelope protein 1,23345
223,218559_s_at,1.06e-06,1.07e-08,-7.67,9.92515,-0.788,MAFB,MAF bZIP transcription factor B,9935
225,218856_at,1.19e-06,1.21e-08,7.62,9.80607,0.97,TNFRSF21,TNF receptor superfamily member 21,27242
226,215380_s_at,1.2e-06,1.22e-08,7.62,9.79379,0.598,GGCT,gamma-glutamylcyclotransferase,79017
227,209035_at,1.2e-06,1.23e-08,7.62,9.78496,0.82,MDK,midkine (neurite growth-promoting factor 2),4192
229,203716_s_at,1.27e-06,1.31e-08,7.59,9.72258,1.4,DPP4,dipeptidyl peptidase 4,1803
230,204015_s_at,1.29e-06,1.33e-08,7.59,9.70561,0.818,DUSP4,dual specificity phosphatase 4,1846
233,205979_at,1.39e-06,1.46e-08,-7.55,9.61729,-0.746,SCGB2A1,secretoglobin family 2A member 1,4246
234,203387_s_at,1.42e-06,1.5e-08,-7.54,9.59087,-0.558,TBC1D4,TBC1 domain family member 4,9882
235,220332_at,1.42e-06,1.5e-08,7.54,9.58794,1.14,CLDN16,claudin 16,10686
237,203060_s_at,1.42e-06,1.52e-08,-7.54,9.57583,-0.79,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,9060
238,200884_at,1.44e-06,1.54e-08,-7.53,9.56413,-0.533,CKB,creatine kinase B,1152
239,213040_s_at,1.52e-06,1.64e-08,7.51,9.50091,0.605,NPTXR,neuronal pentraxin receptor,23467
241,206209_s_at,1.58e-06,1.72e-08,-7.49,9.45648,-0.678,CA4,carbonic anhydrase 4,762
246,203700_s_at,1.75e-06,1.94e-08,-7.45,9.33398,-0.588,DIO2,"deiodinase, iodothyronine, type II",1734
247,202920_at,1.79e-06,1.99e-08,-7.44,9.31167,-0.614,ANK2,"ankyrin 2, neuronal",287
248,207977_s_at,1.81e-06,2.02e-08,-7.44,9.29677,-0.873,DPT,dermatopontin,1805
250,209803_s_at,1.9e-06,2.14e-08,7.41,9.23701,0.633,PHLDA2,pleckstrin homology like domain family A member 2,7262
251,217546_at,1.9e-06,2.15e-08,-7.41,9.23238,-0.869,MT1M,metallothionein 1M,4499
252,202437_s_at,1.9e-06,2.16e-08,7.41,9.23156,1.08,CYP1B1,cytochrome P450 family 1 subfamily B member 1,1545
254,208711_s_at,2.05e-06,2.34e-08,7.38,9.1504,0.54,CCND1,cyclin D1,595
255,209457_at,2.06e-06,2.36e-08,7.38,9.14148,0.836,DUSP5,dual specificity phosphatase 5,1847
257,218847_at,2.07e-06,2.4e-08,7.37,9.12532,0.559,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,10644
260,203980_at,2.12e-06,2.49e-08,-7.36,9.0916,-1.25,FABP4,fatty acid binding protein 4,2167
261,218309_at,2.16e-06,2.54e-08,7.35,9.07184,0.934,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,55450
262,208712_at,2.27e-06,2.68e-08,7.33,9.01762,0.557,CCND1,cyclin D1,595
263,205485_at,2.29e-06,2.71e-08,7.33,9.00581,0.572,RYR1,ryanodine receptor 1,6261
266,206757_at,2.71e-06,3.24e-08,7.26,8.82867,0.846,PDE5A,phosphodiesterase 5A,8654
267,206743_s_at,2.81e-06,3.38e-08,-7.25,8.78765,-0.555,ASGR1,asialoglycoprotein receptor 1,432
268,221900_at,2.84e-06,3.43e-08,7.24,8.77297,0.694,COL8A2,collagen type VIII alpha 2 chain,1296
274,209396_s_at,3.07e-06,3.78e-08,7.21,8.67654,1.25,CHI3L1,chitinase 3 like 1,1116
276,207144_s_at,3.19e-06,3.96e-08,7.19,8.63038,1.26,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,4435
278,203699_s_at,3.29e-06,4.12e-08,-7.18,8.59318,-0.83,DIO2,"deiodinase, iodothyronine, type II",1734
279,206320_s_at,3.33e-06,4.19e-08,-7.17,8.57622,-0.63,SMAD9,SMAD family member 9,4093
281,214531_s_at,3.45e-06,4.36e-08,7.16,8.53594,0.541,SNX1,sorting nexin 1,6642
282,204158_s_at,3.45e-06,4.39e-08,7.15,8.53076,0.501,TCIRG1,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3",10312
286,209890_at,3.72e-06,4.79e-08,-7.12,8.44347,-0.552,TSPAN5,tetraspanin 5,10098
288,203126_at,3.72e-06,4.83e-08,-7.12,8.43652,-0.641,IMPA2,inositol monophosphatase 2,3613
290,212235_at,3.96e-06,5.17e-08,7.1,8.36894,0.733,PLXND1,plexin D1,23129
291,203349_s_at,3.96e-06,5.2e-08,7.09,8.36331,0.642,ETV5,ETS variant 5,2119
292,209763_at,3.96e-06,5.2e-08,-7.09,8.36195,-0.788,CHRDL1,chordin like 1,91851
297,206498_at,4.3e-06,5.75e-08,-7.06,8.26358,-0.719,OCA2,OCA2 melanosomal transmembrane protein,4948
304,205382_s_at,5.22e-06,7.14e-08,-6.98,8.04961,-0.861,CFD,complement factor D,1675
306,204014_at,5.26e-06,7.24e-08,6.97,8.03543,0.766,DUSP4,dual specificity phosphatase 4,1846
314,63305_at,5.65e-06,7.98e-08,-6.94,7.93936,-0.574,PKNOX2,PBX/knotted 1 homeobox 2,63876
317,202436_s_at,5.78e-06,8.25e-08,6.93,7.90646,0.958,CYP1B1,cytochrome P450 family 1 subfamily B member 1,1545
319,205490_x_at,6.01e-06,8.62e-08,6.91,7.86328,0.592,GJB3,gap junction protein beta 3,2707
321,213241_at,6.36e-06,9.19e-08,6.89,7.80048,0.752,PLXNC1,plexin C1,10154
324,205728_at,6.56e-06,9.56e-08,6.88,7.76117,1.1,TENM1,teneurin transmembrane protein 1,10178
325,219630_at,6.64e-06,9.71e-08,6.87,7.74634,0.95,PDZK1IP1,PDZK1 interacting protein 1,10158
326,218960_at,6.67e-06,9.78e-08,6.87,7.73885,0.999,TMPRSS4,"transmembrane protease, serine 4",56649
329,202599_s_at,7.08e-06,1.05e-07,6.84,7.66984,0.524,NRIP1,nuclear receptor interacting protein 1,8204
334,203148_s_at,7.53e-06,1.13e-07,6.82,7.59475,0.557,TRIM14,tripartite motif containing 14,9830
337,203386_at,8.65e-06,1.31e-07,-6.76,7.44912,-0.556,TBC1D4,TBC1 domain family member 4,9882
339,205954_at,9.13e-06,1.39e-07,6.74,7.38947,0.772,RXRG,retinoid X receptor gamma,6258
342,209173_at,9.36e-06,1.44e-07,6.73,7.35544,1.4,AGR2,"anterior gradient 2, protein disulphide isomerase family member",10551
344,202145_at,9.6e-06,1.49e-07,6.72,7.32389,0.802,LY6E,"lymphocyte antigen 6 complex, locus E",4061
348,213693_s_at,9.86e-06,1.54e-07,6.7,7.28788,1.14,MUC1,"mucin 1, cell surface associated",4582
351,202458_at,1.04e-05,1.65e-07,6.68,7.22427,0.725,PRSS23,"protease, serine 23",11098
353,219743_at,1.13e-05,1.79e-07,6.65,7.1406,0.571,HEY2,hes related family bHLH transcription factor with YRPW motif 2,23493
355,206461_x_at,1.13e-05,1.81e-07,-6.65,7.13107,-0.503,MT1H,metallothionein 1H,4496
364,202638_s_at,1.29e-05,2.11e-07,6.59,6.98149,0.617,ICAM1,intercellular adhesion molecule 1,3383
366,222108_at,1.32e-05,2.18e-07,6.58,6.94886,0.712,AMIGO2,adhesion molecule with Ig like domain 2,347902
367,204606_at,1.32e-05,2.2e-07,-6.58,6.93911,-1.03,CCL21,C-C motif chemokine ligand 21,6366
370,212992_at,1.32e-05,2.2e-07,6.58,6.9371,0.741,AHNAK2,AHNAK nucleoprotein 2,113146
372,221577_x_at,1.35e-05,2.26e-07,6.57,6.91113,1.2,GDF15,growth differentiation factor 15,9518
