#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADH1B	ALDH5A1	9606.ENSP00000306606	9606.ENSP00000314649	0.048	0	0	0	0.107	0	0.197	0.261	0.428
ADH1B	C7	9606.ENSP00000306606	9606.ENSP00000322061	0	0	0	0	0.441	0	0	0	0.441
ADH1B	MAOA	9606.ENSP00000306606	9606.ENSP00000340684	0	0	0	0	0.159	0	0.908	0.359	0.946
ADM	SERPINE1	9606.ENSP00000436607	9606.ENSP00000223095	0	0	0	0	0.173	0	0	0.414	0.494
ADM	EDN3	9606.ENSP00000436607	9606.ENSP00000337128	0	0	0	0	0	0	0	0.464	0.463
ADM	MMP9	9606.ENSP00000436607	9606.ENSP00000361405	0	0	0	0	0.083	0	0	0.375	0.402
ADM	PLAU	9606.ENSP00000436607	9606.ENSP00000361850	0	0	0	0	0.178	0	0	0.375	0.464
AIF1	LCP2	9606.ENSP00000365227	9606.ENSP00000046794	0	0	0	0	0.431	0.116	0	0.093	0.504
AIF1	CTSC	9606.ENSP00000365227	9606.ENSP00000227266	0	0	0	0	0.182	0.070	0	0.474	0.565
AIF1	TLR2	9606.ENSP00000365227	9606.ENSP00000260010	0	0	0	0	0.217	0.104	0	0.511	0.627
AIF1	TYROBP	9606.ENSP00000365227	9606.ENSP00000262629	0	0	0	0	0.833	0	0	0.675	0.943
AIF1	FCGR2A	9606.ENSP00000365227	9606.ENSP00000271450	0	0	0	0	0.349	0	0	0.462	0.635
AIF1	NTRK2	9606.ENSP00000365227	9606.ENSP00000277120	0	0	0	0	0	0.099	0	0.419	0.454
AIF1	CSF1R	9606.ENSP00000365227	9606.ENSP00000286301	0	0	0	0	0.384	0	0	0.778	0.857
AIF1	FCER1G	9606.ENSP00000365227	9606.ENSP00000289902	0	0	0	0	0.723	0	0	0.245	0.782
AIF1	CCR1	9606.ENSP00000365227	9606.ENSP00000296140	0	0	0	0	0.382	0	0	0.519	0.690
AIF1	RNASE6	9606.ENSP00000365227	9606.ENSP00000302046	0	0	0	0	0.569	0	0	0.158	0.622
AIF1	C3AR1	9606.ENSP00000365227	9606.ENSP00000302079	0	0	0	0	0.342	0	0	0.366	0.565
AIF1	FOS	9606.ENSP00000365227	9606.ENSP00000306245	0	0	0	0	0.072	0.063	0	0.521	0.547
AIF1	C1QB	9606.ENSP00000365227	9606.ENSP00000313967	0	0	0	0	0.230	0.075	0	0.371	0.513
AIF1	CD86	9606.ENSP00000365227	9606.ENSP00000332049	0	0	0	0	0.376	0	0	0.721	0.818
AIF1	CD163	9606.ENSP00000365227	9606.ENSP00000352071	0	0	0	0	0.352	0.045	0	0.606	0.735
AIF1	CD300A	9606.ENSP00000365227	9606.ENSP00000353259	0	0	0	0	0.393	0	0	0.094	0.426
AIF1	MNDA	9606.ENSP00000365227	9606.ENSP00000357123	0	0	0	0	0.419	0.052	0	0.180	0.509
AIF1	S100A9	9606.ENSP00000365227	9606.ENSP00000357727	0	0	0	0	0.229	0.116	0	0.271	0.460
AIF1	CTSS	9606.ENSP00000365227	9606.ENSP00000357981	0	0	0	0	0.284	0.070	0	0.395	0.562
AIF1	JUN	9606.ENSP00000365227	9606.ENSP00000360266	0	0	0	0	0	0	0	0.416	0.416
AIF1	MMP9	9606.ENSP00000365227	9606.ENSP00000361405	0	0	0	0	0.126	0	0	0.490	0.535
AIF1	C1QA	9606.ENSP00000365227	9606.ENSP00000363773	0	0	0	0	0.490	0.075	0	0.701	0.847
AIF1	HCK	9606.ENSP00000365227	9606.ENSP00000365012	0	0	0	0	0.369	0.099	0	0.108	0.449
AIF1	BCL2	9606.ENSP00000365227	9606.ENSP00000381185	0	0	0	0	0.067	0	0	0.453	0.467
AIF1	NCF4	9606.ENSP00000365227	9606.ENSP00000380334	0	0	0	0	0.375	0.060	0	0.195	0.486
AIF1	LY86	9606.ENSP00000365227	9606.ENSP00000369286	0	0	0	0	0.528	0	0	0.271	0.641
AIF1	CYBB	9606.ENSP00000365227	9606.ENSP00000367851	0	0	0	0	0.422	0.153	0	0.519	0.744
AIF1	ITGAM	9606.ENSP00000365227	9606.ENSP00000496959	0	0	0	0	0.256	0	0	0.798	0.843
ALDH5A1	CAT	9606.ENSP00000314649	9606.ENSP00000241052	0	0	0	0	0.194	0.071	0.184	0.178	0.431
ALDH5A1	MAOA	9606.ENSP00000314649	9606.ENSP00000340684	0.042	0.039	0	0	0.104	0	0.217	0.269	0.443
ALDH5A1	SHMT2	9606.ENSP00000314649	9606.ENSP00000333667	0.042	0	0	0	0.060	0	0.248	0.296	0.460
ALDH5A1	IVD	9606.ENSP00000314649	9606.ENSP00000499074	0.042	0	0	0	0.135	0	0.182	0.354	0.504
ALOX5	EGR1	9606.ENSP00000363512	9606.ENSP00000239938	0	0	0	0	0	0.057	0	0.465	0.473
ALOX5	NT5E	9606.ENSP00000363512	9606.ENSP00000257770	0	0	0	0	0	0	0	0.406	0.406
ALOX5	TLR2	9606.ENSP00000363512	9606.ENSP00000260010	0	0	0	0	0.277	0	0	0.313	0.482
ALOX5	FCER1G	9606.ENSP00000363512	9606.ENSP00000289902	0	0	0	0	0.205	0	0	0.460	0.552
ALOX5	CCR1	9606.ENSP00000363512	9606.ENSP00000296140	0	0	0	0	0.162	0	0	0.356	0.437
ALOX5	C3AR1	9606.ENSP00000363512	9606.ENSP00000302079	0	0	0	0	0.173	0	0	0.311	0.406
ALOX5	EZH2	9606.ENSP00000363512	9606.ENSP00000320147	0	0	0	0	0.053	0	0	0.421	0.429
ALOX5	MMP9	9606.ENSP00000363512	9606.ENSP00000361405	0	0	0	0	0.178	0.045	0	0.388	0.478
ALOX5	FPR1	9606.ENSP00000363512	9606.ENSP00000471493	0	0	0	0	0.266	0	0	0.246	0.423
ALOX5	NCF4	9606.ENSP00000363512	9606.ENSP00000380334	0	0	0	0	0.433	0	0	0.129	0.485
ALOX5	ITGAM	9606.ENSP00000363512	9606.ENSP00000496959	0	0	0	0	0.346	0	0	0.255	0.492
ALOX5	CYBB	9606.ENSP00000363512	9606.ENSP00000367851	0	0	0	0	0.359	0.069	0	0.242	0.508
ALOX5	HCK	9606.ENSP00000363512	9606.ENSP00000365012	0	0	0	0	0.347	0.310	0	0.128	0.573
ALOX5	ALOX5AP	9606.ENSP00000363512	9606.ENSP00000479870	0	0	0	0	0.359	0.621	0.500	0.991	0.998
ALOX5AP	TLR2	9606.ENSP00000479870	9606.ENSP00000260010	0	0	0	0	0.308	0	0	0.201	0.423
ALOX5AP	TYROBP	9606.ENSP00000479870	9606.ENSP00000262629	0	0	0	0	0.545	0	0	0.159	0.601
ALOX5AP	F13A1	9606.ENSP00000479870	9606.ENSP00000264870	0	0	0	0	0.293	0	0	0.217	0.423
ALOX5AP	FCER1G	9606.ENSP00000479870	9606.ENSP00000289902	0	0	0	0	0.478	0	0	0.203	0.566
ALOX5AP	MNDA	9606.ENSP00000479870	9606.ENSP00000357123	0	0	0	0	0.365	0	0	0.167	0.448
ALOX5AP	C1QA	9606.ENSP00000479870	9606.ENSP00000363773	0	0	0	0	0.287	0	0	0.194	0.401
ALOX5AP	CYBB	9606.ENSP00000479870	9606.ENSP00000367851	0	0	0	0	0.269	0	0	0.227	0.411
ALOX5AP	LY86	9606.ENSP00000479870	9606.ENSP00000369286	0	0	0	0	0.369	0	0	0.124	0.424
ALOX5AP	NCF4	9606.ENSP00000479870	9606.ENSP00000380334	0	0	0	0	0.457	0	0	0.117	0.500
ALOX5AP	FPR1	9606.ENSP00000479870	9606.ENSP00000471493	0	0	0	0	0.350	0	0	0.213	0.466
ALOX5AP	ITGAM	9606.ENSP00000479870	9606.ENSP00000496959	0	0	0	0	0.330	0	0	0.221	0.456
ANK3	SNTA1	9606.ENSP00000280772	9606.ENSP00000217381	0	0	0	0	0	0.069	0	0.576	0.589
ANK3	YKT6	9606.ENSP00000280772	9606.ENSP00000223369	0	0	0	0	0.042	0.064	0.500	0.147	0.566
ANK3	CDH1	9606.ENSP00000280772	9606.ENSP00000261769	0	0	0	0	0.074	0.084	0	0.747	0.766
ANK3	UBE2S	9606.ENSP00000280772	9606.ENSP00000264552	0	0	0	0	0	0.080	0	0.523	0.542
ANK3	VCAN	9606.ENSP00000280772	9606.ENSP00000265077	0	0	0	0	0.064	0.098	0	0.438	0.484
ANK3	SLC4A4	9606.ENSP00000280772	9606.ENSP00000393557	0	0	0	0	0.067	0	0	0.427	0.442
ANK3	FN1	9606.ENSP00000280772	9606.ENSP00000346839	0	0	0	0	0	0	0	0.474	0.474
ANK3	BCL2	9606.ENSP00000280772	9606.ENSP00000381185	0	0	0	0	0	0.045	0	0.496	0.498
ANK3	MARCKS	9606.ENSP00000280772	9606.ENSP00000478061	0	0	0	0	0	0.110	0	0.564	0.595
ANK3	SHANK2	9606.ENSP00000280772	9606.ENSP00000345193	0	0	0	0	0.086	0.067	0	0.582	0.612
ANK3	SCN11A	9606.ENSP00000280772	9606.ENSP00000499569	0	0	0	0	0	0.061	0.500	0.313	0.649
ANK3	ITPR1	9606.ENSP00000280772	9606.ENSP00000306253	0	0	0	0	0.043	0.093	0.900	0.453	0.946
ANK3	CD44	9606.ENSP00000280772	9606.ENSP00000398632	0	0	0	0	0	0	0.900	0.817	0.980
AP1M2	CDH1	9606.ENSP00000465685	9606.ENSP00000261769	0	0	0	0	0.228	0.048	0	0.292	0.435
APOC1	C1QB	9606.ENSP00000465356	9606.ENSP00000313967	0	0	0	0	0.224	0	0	0.279	0.416
APOC1	FN1	9606.ENSP00000465356	9606.ENSP00000346839	0	0	0	0	0.081	0	0	0.463	0.485
APOC1	COL5A1	9606.ENSP00000465356	9606.ENSP00000360882	0	0	0	0	0.047	0	0	0.404	0.407
APOC1	PLTP	9606.ENSP00000465356	9606.ENSP00000417138	0	0	0	0	0.150	0	0.720	0.542	0.881
ARG2	FAAH	9606.ENSP00000261783	9606.ENSP00000243167	0.045	0	0	0	0	0	0.402	0.118	0.452
ARG2	NT5E	9606.ENSP00000261783	9606.ENSP00000257770	0.042	0	0	0	0.075	0.170	0	0.370	0.475
ARG2	SLC1A5	9606.ENSP00000261783	9606.ENSP00000444408	0.043	0	0	0	0.054	0	0	0.393	0.402
ARG2	CSF1R	9606.ENSP00000261783	9606.ENSP00000286301	0	0	0	0	0.048	0	0	0.438	0.442
ARG2	MMP9	9606.ENSP00000261783	9606.ENSP00000361405	0	0	0	0	0.052	0	0	0.471	0.477
ARG2	TDO2	9606.ENSP00000261783	9606.ENSP00000444788	0.108	0	0	0	0.140	0	0	0.398	0.497
ARG2	CD86	9606.ENSP00000261783	9606.ENSP00000332049	0	0	0	0	0	0	0	0.548	0.548
ARG2	ITGAM	9606.ENSP00000261783	9606.ENSP00000496959	0	0	0	0	0	0	0	0.621	0.621
ARG2	CD163	9606.ENSP00000261783	9606.ENSP00000352071	0	0	0	0	0.051	0.137	0	0.581	0.627
ARG2	ASS1	9606.ENSP00000261783	9606.ENSP00000361471	0	0	0	0	0.072	0	0	0.873	0.877
ARHGAP6	KIF11	9606.ENSP00000338967	9606.ENSP00000260731	0	0	0	0	0.395	0	0	0.085	0.423
ARHGAP6	NDC80	9606.ENSP00000338967	9606.ENSP00000261597	0	0	0	0	0.400	0	0	0	0.400
ARHGAP6	TTK	9606.ENSP00000338967	9606.ENSP00000358813	0	0	0	0	0.438	0	0	0	0.438
ARPC1B	AURKA	9606.ENSP00000389631	9606.ENSP00000216911	0	0	0	0	0.057	0.292	0	0.207	0.425
ARPC1B	FCGR2A	9606.ENSP00000389631	9606.ENSP00000271450	0	0	0	0	0.101	0	0.400	0	0.437
ARPC1B	WASF3	9606.ENSP00000389631	9606.ENSP00000335055	0	0	0	0	0	0	0.650	0.174	0.698
ARPC1B	WIPF1	9606.ENSP00000389631	9606.ENSP00000376330	0	0	0	0	0.084	0.107	0.500	0.448	0.744
ASAH1	FAAH	9606.ENSP00000371152	9606.ENSP00000243167	0	0	0	0	0.052	0.049	0	0.403	0.415
ASAH1	GLIPR1	9606.ENSP00000371152	9606.ENSP00000266659	0	0	0	0	0.093	0	0	0.431	0.462
ASAH1	NPC1	9606.ENSP00000371152	9606.ENSP00000269228	0	0	0	0	0.042	0	0	0.454	0.455
ASAH1	CTSS	9606.ENSP00000371152	9606.ENSP00000357981	0	0	0	0	0.128	0	0	0.369	0.427
ASF1B	TRIP13	9606.ENSP00000263382	9606.ENSP00000166345	0	0	0	0	0.405	0	0	0.244	0.531
ASF1B	MCM5	9606.ENSP00000263382	9606.ENSP00000216122	0	0	0	0	0.517	0	0	0.728	0.863
ASF1B	AURKA	9606.ENSP00000263382	9606.ENSP00000216911	0	0	0	0	0.510	0	0	0.513	0.751
ASF1B	NCAPH	9606.ENSP00000263382	9606.ENSP00000240423	0	0	0	0	0.516	0	0	0.143	0.568
ASF1B	GINS2	9606.ENSP00000263382	9606.ENSP00000253462	0	0	0	0	0.395	0	0	0.270	0.540
ASF1B	KIF23	9606.ENSP00000263382	9606.ENSP00000260363	0	0	0	0	0.312	0	0	0.286	0.489
ASF1B	KIF11	9606.ENSP00000263382	9606.ENSP00000260731	0	0	0	0	0.507	0	0	0.368	0.675
ASF1B	NDC80	9606.ENSP00000263382	9606.ENSP00000261597	0	0	0	0	0.472	0	0	0.068	0.487
ASF1B	MCM4	9606.ENSP00000263382	9606.ENSP00000262105	0	0	0	0	0.422	0.622	0	0.654	0.918
ASF1B	HIRA	9606.ENSP00000263382	9606.ENSP00000263208	0	0	0	0	0.062	0.965	0	0.624	0.986
ASF1B	TYMS	9606.ENSP00000263382	9606.ENSP00000315644	0	0	0	0	0.324	0	0	0.174	0.418
ASF1B	H2AX	9606.ENSP00000263382	9606.ENSP00000434024	0	0	0	0	0.200	0.093	0	0.274	0.427
ASF1B	NEK2	9606.ENSP00000263382	9606.ENSP00000355966	0	0	0	0	0.351	0	0	0.167	0.436
ASF1B	PRC1	9606.ENSP00000263382	9606.ENSP00000377793	0	0	0	0	0.402	0	0	0.114	0.448
ASF1B	DTL	9606.ENSP00000263382	9606.ENSP00000355958	0	0	0	0	0.434	0	0	0.144	0.495
ASF1B	MAD2L1	9606.ENSP00000263382	9606.ENSP00000296509	0	0	0	0	0.428	0	0	0.180	0.511
ASF1B	TTK	9606.ENSP00000263382	9606.ENSP00000358813	0	0	0	0	0.429	0	0	0.210	0.530
ASF1B	MKI67	9606.ENSP00000263382	9606.ENSP00000357643	0	0	0	0	0.422	0	0	0.222	0.531
ASF1B	HMMR	9606.ENSP00000263382	9606.ENSP00000377492	0	0	0	0	0.343	0.089	0	0.279	0.531
ASF1B	DBF4	9606.ENSP00000263382	9606.ENSP00000265728	0	0	0	0	0.165	0	0	0.476	0.544
ASF1B	CENPE	9606.ENSP00000263382	9606.ENSP00000265148	0	0	0	0	0.282	0	0	0.402	0.552
ASF1B	TACC3	9606.ENSP00000263382	9606.ENSP00000326550	0	0	0	0	0.477	0	0	0.178	0.552
ASF1B	CHEK1	9606.ENSP00000263382	9606.ENSP00000391090	0	0	0	0	0.345	0.145	0	0.287	0.566
ASF1B	CENPN	9606.ENSP00000263382	9606.ENSP00000377007	0	0	0	0	0.470	0	0	0.220	0.569
ASF1B	CCNB2	9606.ENSP00000263382	9606.ENSP00000288207	0	0	0	0	0.477	0.094	0	0.199	0.587
ASF1B	TPX2	9606.ENSP00000263382	9606.ENSP00000300403	0	0	0	0	0.458	0	0	0.284	0.596
ASF1B	FEN1	9606.ENSP00000263382	9606.ENSP00000305480	0	0	0	0	0.484	0.091	0	0.217	0.601
ASF1B	BUB1	9606.ENSP00000263382	9606.ENSP00000302530	0	0	0	0	0.513	0.071	0	0.226	0.620
ASF1B	CEP55	9606.ENSP00000263382	9606.ENSP00000360540	0	0	0	0	0.370	0	0	0.434	0.628
ASF1B	TK1	9606.ENSP00000263382	9606.ENSP00000468425	0	0	0	0	0.436	0	0	0.401	0.648
ASF1B	BUB1B	9606.ENSP00000263382	9606.ENSP00000287598	0	0	0	0	0.556	0.071	0	0.332	0.700
ASF1B	KIF2C	9606.ENSP00000263382	9606.ENSP00000361298	0	0	0	0	0.641	0	0	0.226	0.710
ASF1B	CENPF	9606.ENSP00000263382	9606.ENSP00000355922	0	0	0	0	0.357	0	0	0.592	0.726
ASF1B	UBE2C	9606.ENSP00000263382	9606.ENSP00000348838	0	0	0	0	0.634	0.095	0	0.247	0.729
ASF1B	NUSAP1	9606.ENSP00000263382	9606.ENSP00000499238	0	0	0	0	0.554	0	0	0.440	0.739
ASF1B	PBK	9606.ENSP00000263382	9606.ENSP00000428489	0	0	0	0	0.585	0.051	0	0.398	0.743
ASF1B	PCLAF	9606.ENSP00000263382	9606.ENSP00000300035	0	0	0	0	0.425	0	0	0.621	0.772
ASF1B	CCNA2	9606.ENSP00000263382	9606.ENSP00000481380	0	0	0	0	0.605	0	0	0.473	0.783
ASF1B	FOXM1	9606.ENSP00000263382	9606.ENSP00000342307	0	0	0	0	0.538	0.045	0	0.585	0.801
ASF1B	RRM2	9606.ENSP00000263382	9606.ENSP00000353770	0	0	0	0	0.496	0.291	0	0.515	0.811
ASF1B	CDCA8	9606.ENSP00000263382	9606.ENSP00000362146	0	0	0	0	0.711	0.071	0	0.415	0.829
ASF1B	MCM6	9606.ENSP00000263382	9606.ENSP00000264156	0	0	0	0	0.339	0.793	0	0.594	0.939
ASS1	KYNU	9606.ENSP00000361471	9606.ENSP00000264170	0	0	0	0	0.092	0.225	0	0.224	0.407
ASS1	SHMT2	9606.ENSP00000361471	9606.ENSP00000333667	0.061	0	0	0	0.200	0.066	0	0.541	0.635
ASS1	RRAGD	9606.ENSP00000361471	9606.ENSP00000358423	0	0	0	0	0.042	0	0	0.404	0.404
ASS1	COL5A1	9606.ENSP00000361471	9606.ENSP00000360882	0	0	0	0	0.097	0	0	0.584	0.608
ASS1	SLC1A5	9606.ENSP00000361471	9606.ENSP00000444408	0.057	0	0	0	0.075	0	0	0.424	0.454
ASS1	CRYAB	9606.ENSP00000361471	9606.ENSP00000433560	0	0	0	0	0.067	0	0	0.450	0.465
ASS1	PAICS	9606.ENSP00000361471	9606.ENSP00000382595	0.189	0	0	0	0.104	0.181	0	0.407	0.600
ATP1B1	RRM2	9606.ENSP00000356790	9606.ENSP00000353770	0	0	0	0	0.049	0	0	0.438	0.443
ATP1B1	SLC4A4	9606.ENSP00000356790	9606.ENSP00000393557	0	0	0	0	0.088	0	0	0.389	0.420
ATP1B1	RGS5	9606.ENSP00000356790	9606.ENSP00000433001	0	0	0	0	0.077	0	0	0.508	0.526
ATP6V0E2	TCIRG1	9606.ENSP00000411672	9606.ENSP00000265686	0	0	0	0	0	0.516	0.540	0.339	0.840
ATP6V0E2	RRAGD	9606.ENSP00000411672	9606.ENSP00000358423	0	0	0	0	0.110	0	0.500	0	0.536
ATP6V0E2	DMAC2L	9606.ENSP00000411672	9606.ENSP00000451583	0	0	0	0	0.044	0	0.540	0.065	0.552
ATP9A	EFHC1	9606.ENSP00000342481	9606.ENSP00000360107	0	0	0	0	0.055	0	0	0.479	0.487
ATP9A	TMEM30B	9606.ENSP00000342481	9606.ENSP00000450842	0	0	0	0	0.042	0.098	0	0.642	0.663
AURKA	TRIP13	9606.ENSP00000216911	9606.ENSP00000166345	0	0	0	0	0.614	0.064	0	0.416	0.771
AURKA	MCM5	9606.ENSP00000216911	9606.ENSP00000216122	0	0	0	0	0.372	0	0	0.393	0.603
AURKA	POLE2	9606.ENSP00000216911	9606.ENSP00000216367	0	0	0	0	0.258	0	0	0.233	0.407
AURKA	JUN	9606.ENSP00000216911	9606.ENSP00000360266	0	0	0	0	0	0.131	0	0.338	0.400
AURKA	DBF4	9606.ENSP00000216911	9606.ENSP00000265728	0	0	0	0	0.255	0	0	0.236	0.407
AURKA	SLC45A2	9606.ENSP00000216911	9606.ENSP00000296589	0	0	0	0	0.065	0	0	0.411	0.426
AURKA	DNMT1	9606.ENSP00000216911	9606.ENSP00000352516	0	0	0	0	0.218	0	0	0.305	0.433
AURKA	STMN1	9606.ENSP00000216911	9606.ENSP00000410452	0	0	0	0	0.208	0.071	0	0.304	0.443
AURKA	MYLIP	9606.ENSP00000216911	9606.ENSP00000349298	0	0	0	0	0.142	0.313	0	0.137	0.446
AURKA	IGF2BP2	9606.ENSP00000216911	9606.ENSP00000410242	0	0	0	0	0.085	0	0	0.433	0.459
AURKA	KIT	9606.ENSP00000216911	9606.ENSP00000288135	0	0	0	0.572	0.055	0	0	0.461	0.468
AURKA	DTL	9606.ENSP00000216911	9606.ENSP00000355958	0	0	0	0	0.400	0	0	0.177	0.485
AURKA	GINS2	9606.ENSP00000216911	9606.ENSP00000253462	0	0	0	0	0.385	0	0	0.269	0.531
AURKA	NSD2	9606.ENSP00000216911	9606.ENSP00000372351	0	0	0	0	0.168	0.337	0	0.257	0.555
AURKA	FOS	9606.ENSP00000216911	9606.ENSP00000306245	0	0	0	0	0	0.112	0	0.525	0.561
AURKA	FANCI	9606.ENSP00000216911	9606.ENSP00000310842	0	0	0	0	0.478	0	0	0.201	0.565
AURKA	TK1	9606.ENSP00000216911	9606.ENSP00000468425	0	0	0	0	0.430	0	0	0.325	0.598
AURKA	H2AX	9606.ENSP00000216911	9606.ENSP00000434024	0	0	0	0	0.192	0	0	0.528	0.603
AURKA	CDH1	9606.ENSP00000216911	9606.ENSP00000261769	0	0	0	0	0.042	0	0	0.616	0.616
AURKA	BCL2	9606.ENSP00000216911	9606.ENSP00000381185	0	0	0	0	0	0	0	0.625	0.625
AURKA	CENPN	9606.ENSP00000216911	9606.ENSP00000377007	0	0	0	0	0.543	0	0	0.340	0.686
AURKA	KIF14	9606.ENSP00000216911	9606.ENSP00000356319	0	0	0	0	0.545	0	0	0.337	0.686
AURKA	SMC4	9606.ENSP00000216911	9606.ENSP00000341382	0	0	0	0	0.444	0.075	0	0.441	0.687
AURKA	CDC25B	9606.ENSP00000216911	9606.ENSP00000245960	0	0	0	0	0.145	0	0	0.650	0.688
AURKA	MCM4	9606.ENSP00000216911	9606.ENSP00000262105	0	0	0	0	0.513	0	0	0.403	0.696
