,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
61,61,37_5_2,0.0004081,2.03e-06,9.976582,5.54813,2.5422043,STMN1,stathmin 1/oncoprotein 18,3925
62,62,2_8_1,0.0004414,2.27e-06,9.850546,5.43686,1.9230556,YWHAH,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",7533
64,64,14_24_1,0.0004414,2.3e-06,9.836973,5.4248,1.9021628,TYMS,thymidylate synthetase,7298
65,65,11_14_3,0.0004648,2.57e-06,9.715536,5.31608,3.3893336,HMMR,hyaluronan-mediated motility receptor (RHAMM),3161
67,67,2_22_4,0.0004648,2.62e-06,9.693462,5.29618,2.2039555,WDHD1,WD repeat and HMG-box DNA binding protein 1,11169
68,68,58_28_3,0.0004648,2.62e-06,9.692929,5.29569,1.9165555,CCNB2,cyclin B2,9133
72,72,60_15_1,0.0005286,3.09e-06,9.514336,5.13296,2.9315451,CENPE,"centromere protein E, 312kDa",1062
73,73,47_8_1,0.0005437,3.24e-06,9.46491,5.08739,2.8941151,TK1,"thymidine kinase 1, soluble",7083
77,77,4_13_1,0.0005614,3.51e-06,9.379318,5.00793,1.9431683,RHOG,"ras homolog gene family, member G (rho G)",391
82,82,33_31_5,0.0006266,4.32e-06,9.160554,4.8016,3.3097665,FAM38A,"family with sequence similarity 38, member A",9780
84,84,4_6_4,0.0006266,4.35e-06,9.152082,4.79352,2.3597609,EXO1,exonuclease 1,9156
87,87,31_15_2,0.0006266,4.49e-06,9.119935,4.76277,2.7013054,CDC6,cell division cycle 6 homolog (S. cerevisiae),990
90,90,23_28_4,0.0006266,4.69e-06,9.074893,4.71952,1.7809012,SLMO1,slowmo homolog 1 (Drosophila),10650
93,93,49_25_1,0.0006266,4.78e-06,9.056269,4.70158,2.119611,LMNB2,lamin B2,84823
95,95,24_16_5,0.0006266,4.92e-06,9.025868,4.67221,1.6363962,TCF19,transcription factor 19 (SC1),6941
96,96,49_7_3,0.0006266,4.96e-06,9.017915,4.66452,3.1784741,CENPF,"centromere protein F, 350/400ka (mitosin)",1063
98,98,51_12_2,0.0006266,4.99e-06,9.011419,4.65822,3.0095267,FCGR3B///FCGR3A,"Fc fragment of IgG, low affinity IIIb, receptor (CD16b)///Fc fragment of IgG, low affinity IIIa, receptor (CD16a)",2215///2214
102,102,56_20_6,0.0006731,5.55e-06,8.901621,4.55123,2.7128804,NUSAP1,nucleolar and spindle associated protein 1,51203
104,104,18_20_5,0.0007101,5.99e-06,8.824179,4.47502,1.7550412,SSR2,"signal sequence receptor, beta (translocon-associated protein beta)",6746
105,105,56_26_2,0.0007101,6.03e-06,8.818226,4.46913,3.6747991,KIF23,kinesin family member 23,9493
106,106,58_13_1,0.0007197,6.17e-06,8.795207,4.44634,2.062066,PSG11,pregnancy specific beta-1-glycoprotein 11,5680
107,107,9_30_6,0.0007322,6.36e-06,8.764229,4.41559,1.8926467,CDCA8,cell division cycle associated 8,55143
108,108,31_22_5,0.0007322,6.4e-06,8.757957,4.40935,4.1920638,ANLN,"anillin, actin binding protein",54443
109,109,33_15_4,0.0007322,6.45e-06,8.750145,4.40157,3.5423653,TTK,TTK protein kinase,7272
110,110,35_12_8,0.0007506,6.67e-06,8.716163,4.36767,1.973775,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,2597
115,115,16_30_2,0.0007573,7.04e-06,8.663317,4.31471,3.1809135,LOXL2,lysyl oxidase-like 2,4017
117,117,24_28_2,0.0007582,7.23e-06,8.636964,4.28818,2.7741015,SLC7A5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",8140
119,119,18_24_7,0.0007582,7.33e-06,8.622439,4.27353,1.9177487,UCK2,uridine-cytidine kinase 2,7371
122,122,14_9_1,0.0007731,7.63e-06,8.583087,4.23373,4.1105441,PLAUR,"plasminogen activator, urokinase receptor",5329
124,124,48_28_2,0.0007798,7.81e-06,8.56026,4.21056,3.5714438,FOXD1,forkhead box D1,2297
127,127,6_2_2,0.0008231,8.44e-06,8.483765,4.13252,1.7981874,HIST1H2BC,"histone cluster 1, H2bc",8347
128,128,51_10_2,0.0008241,8.52e-06,8.47495,4.12348,1.6296703,FLJ23867///QSOX1,hypothetical protein FLJ23867///quiescin Q6 sulfhydryl oxidase 1,200058///5768
129,129,11_12_1,0.0008327,8.79e-06,8.443952,4.09165,1.8663578,CTSA,cathepsin A,5476
130,130,47_7_4,0.0008327,8.84e-06,8.4381,4.08562,2.1181085,PDZK1IP1,PDZK1 interacting protein 1,10158
135,135,27_26_2,0.0008595,9.37e-06,8.382254,4.02797,1.6090609,CALU,calumenin,813
140,140,26_18_2,0.0008642,9.81e-06,8.337298,3.9813,1.7490318,TUBA4A,"tubulin, alpha 4a",7277
141,141,46_14_2,0.0008642,9.88e-06,8.330525,3.97425,2.2261431,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",10797
142,142,41_25_2,0.0008642,9.9e-06,8.328668,3.97232,1.715442,ARPC2,"actin related protein 2/3 complex, subunit 2, 34kDa",10109
146,146,19_14_4,0.0008794,1.04e-05,8.2836,3.92527,2.093886,BLK,B lymphoid tyrosine kinase,640
147,147,15_26_5,0.0008794,1.04e-05,8.27761,3.919,2.9370993,KIAA0101,KIAA0101,9768
153,153,3_7_3,0.0009251,1.15e-05,8.186535,3.82316,2.8077009,KYNU,kynureninase (L-kynurenine hydrolase),8942
154,154,2_8_2,0.0009251,1.15e-05,8.184684,3.8212,2.2862003,ELF4,E74-like factor 4 (ets domain transcription factor),2000
156,156,40_2_8,0.0009363,1.18e-05,8.162404,3.79761,2.0460481,CDKN2D,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",1032
160,160,4_30_2,0.0010305,1.33e-05,8.04792,3.67548,2.3433192,TMSB4X,"thymosin, beta 4, X-linked",7114
161,161,59_3_8,0.0010364,1.35e-05,8.036736,3.66347,1.5567715,DNMT1,DNA (cytosine-5-)-methyltransferase 1,1786
164,164,12_5_3,0.0010613,1.41e-05,7.995714,3.61929,2.128691,RUNX3,runt-related transcription factor 3,864
166,166,12_27_1,0.0010683,1.43e-05,7.979851,3.60215,2.6067272,CCNF,cyclin F,899
167,167,3_6_5,0.0010694,1.44e-05,7.973361,3.59513,1.4150535,HIST1H2BC,"histone cluster 1, H2bc",8347
168,168,51_5_4,0.0010717,1.45e-05,7.964688,3.58575,2.0455809,MYBL1,v-myb myeloblastosis viral oncogene homolog (avian)-like 1,4603
169,169,8_4_4,0.0010717,1.46e-05,7.960287,3.58098,1.8431084,CDH16,"cadherin 16, KSP-cadherin",1014
173,173,20_3_2,0.0011192,1.56e-05,7.898358,3.51365,2.5469346,STX1A,syntaxin 1A (brain),6804
175,175,25_21_1,0.0011306,1.59e-05,7.878379,3.49184,2.6827042,MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),4486
177,177,13_4_4,0.0011381,1.63e-05,7.854963,3.46621,1.8052542,HIST1H2BD,"histone cluster 1, H2bd",3017
180,180,23_4_5,0.0011391,1.65e-05,7.845578,3.45592,2.4655192,ZNF41,zinc finger protein 41,7592
188,188,29_12_7,0.0012259,1.86e-05,7.738517,3.33779,1.5885416,DNMT1,DNA (cytosine-5-)-methyltransferase 1,1786
191,191,59_17_3,0.0012283,1.9e-05,7.718453,3.31549,1.7454162,CCNA2,cyclin A2,890
192,192,24_3_2,0.0012283,1.9e-05,7.717614,3.31456,1.7364305,TUBA1A,"tubulin, alpha 1a",7846
193,193,12_25_7,0.0012353,1.92e-05,7.707684,3.30351,1.762886,CDK4,cyclin-dependent kinase 4,1019
195,195,49_17_4,0.001238,1.94e-05,7.696427,3.29097,2.1615497,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,1978
199,199,16_11_2,0.0012547,2.02e-05,7.662562,3.25314,2.8918679,S100A11,S100 calcium binding protein A11,6282
203,203,49_30_1,0.0012627,2.06e-05,7.6422,3.23033,2.6599809,MSTP9,"macrophage stimulating, pseudogene 9",11223
206,206,58_17_5,0.001275,2.11e-05,7.620278,3.20572,2.2722812,UHRF1,"ubiquitin-like, containing PHD and RING finger domains, 1",29128
207,207,27_7_2,0.0012822,2.14e-05,7.610792,3.19505,1.6731404,NOL5A,nucleolar protein 5A (56kDa with KKE/D repeat),10528
208,208,4_30_4,0.0012839,2.15e-05,7.605324,3.18889,1.7148816,CNTFR,ciliary neurotrophic factor receptor,1271
214,214,49_28_2,0.0013218,2.28e-05,7.553719,3.13062,3.0456448,NEK2,NIMA (never in mitosis gene a)-related kinase 2,4751
222,222,38_19_4,0.0014169,2.55e-05,7.452799,3.01572,1.9029273,ZWINTAS///ZWINT,ZW10 interactor antisense///ZW10 interactor,53588///11130
223,223,40_9_3,0.0014169,2.56e-05,7.448284,3.01055,1.5506985,PRC1,protein regulator of cytokinesis 1,9055
225,225,2_9_2,0.0014169,2.57e-05,7.444707,3.00645,1.8557087,ABCC5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",10057
228,228,14_31_1,0.0014295,2.62e-05,7.427694,2.98694,1.5867166,STT3A,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)",3703
229,229,27_20_2,0.0014357,2.65e-05,7.419981,2.97808,2.3660419,MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast),4085
230,230,16_14_1,0.0014754,2.73e-05,7.392062,2.94595,1.7734206,ALDH3B2,"aldehyde dehydrogenase 3 family, member B2",222
231,231,23_20_4,0.0014994,2.79e-05,7.374027,2.92515,2.4466933,NAPSB,napsin B aspartic peptidase pseudogene,256236
232,232,17_14_3,0.0015035,2.81e-05,7.367831,2.91799,1.6492485,MYH9,"myosin, heavy chain 9, non-muscle",4627
233,233,38_11_2,0.0015076,2.85e-05,7.354451,2.90252,1.5405617,KLF9,Kruppel-like factor 9,687
236,236,36_5_3,0.0015086,2.86e-05,7.349849,2.89719,2.3647227,IFI30,"interferon, gamma-inducible protein 30",10437
237,237,30_24_5,0.0015428,2.94e-05,7.326484,2.87011,1.5077673,DNMT1,DNA (cytosine-5-)-methyltransferase 1,1786
239,239,47_29_5,0.0015794,3.04e-05,7.298627,2.83773,2.6099767,KIF14,kinesin family member 14,9928
241,241,50_9_2,0.0016223,3.14e-05,7.267977,2.80198,1.6673291,PAFAH1B3,"platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa",5050
242,242,52_11_1,0.00163,3.17e-05,7.26025,2.79295,2.2833325,PLOD1,"procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1",5351
244,244,39_9_8,0.0016643,3.27e-05,7.234962,2.76334,1.3300799,GARS,glycyl-tRNA synthetase,2617
251,251,11_23_7,0.0017448,3.52e-05,7.169679,2.68653,1.9660536,CDK6,cyclin-dependent kinase 6,1021
252,252,28_20_1,0.0017538,3.56e-05,7.159855,2.67493,1.8896559,SNHG3-RCC1///SNHG3///RCC1,SNHG3-RCC1///small nucleolar RNA host gene (non-protein coding) 3///regulator of chromosome condensation 1,751867///8420///1104
254,254,10_15_1,0.0017659,3.61e-05,7.149079,2.66218,1.5563178,CDK6,cyclin-dependent kinase 6,1021
255,255,43_2_3,0.0017693,3.63e-05,7.144074,2.65626,4.1630643,BUB1,BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast),699
257,257,34_30_2,0.0017988,3.72e-05,7.123146,2.63145,2.3976273,RIN1,Ras and Rab interactor 1,9610
260,260,39_22_2,0.0018484,3.87e-05,7.088428,2.59017,2.1351892,ADRM1,adhesion regulating molecule 1,11047
262,262,52_11_6,0.0018626,3.92e-05,7.076768,2.57627,2.5926086,FAM83D,"family with sequence similarity 83, member D",81610
263,263,22_25_2,0.0018806,3.98e-05,7.064911,2.56211,2.3312026,SLC2A1,"solute carrier family 2 (facilitated glucose transporter), member 1",6513
266,266,13_6_5,0.001902,4.07e-05,7.046019,2.53952,2.2706858,SH3PXD2A,SH3 and PX domains 2A,9644
269,269,47_10_1,0.0019171,4.15e-05,7.029739,2.52002,4.0338296,CXCL10,chemokine (C-X-C motif) ligand 10,3627
270,270,25_26_1,0.0019279,4.19e-05,7.021803,2.5105,1.7377912,REG1A,"regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)",5967
273,273,24_8_5,0.0019673,4.33e-05,6.992836,2.47568,2.1056222,KDELR3///DDX17,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3///DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,11015///10521
274,274,10_7_2,0.0019673,4.34e-05,6.991885,2.47454,3.6912321,CDC45L,CDC45 cell division cycle 45-like (S. cerevisiae),8318
277,277,59_8_3,0.0019882,4.44e-05,6.972588,2.45128,1.5653073,NME1-NME2///UTP18///NME2///NME1,"NME1-NME2///UTP18, small subunit (SSU) processome component, homolog (yeast)///non-metastatic cells 2, protein (NM23B) expressed in///non-metastatic cells 1, protein (NM23A) expressed in",654364///51096///4831///4830
278,278,16_9_3,0.0019882,4.44e-05,6.970979,2.44934,1.3818919,KISS1,KiSS-1 metastasis-suppressor,3814
279,279,7_20_2,0.0019922,4.47e-05,6.966252,2.44363,4.1047202,SLC1A5,"solute carrier family 1 (neutral amino acid transporter), member 5",6510
280,280,9_8_8,0.0020027,4.51e-05,6.958783,2.43461,1.6268482,CAP1,"CAP, adenylate cyclase-associated protein 1 (yeast)",10487
282,282,17_9_5,0.0020242,4.61e-05,6.939842,2.4117,1.379987,MCTS1,malignant T cell amplified sequence 1,28985
284,284,50_13_2,0.0020242,4.64e-05,6.935087,2.40594,2.4607643,GGH,"gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)",8836
287,287,59_10_7,0.0020679,4.77e-05,6.911003,2.37673,2.5359104,CCNA2,cyclin A2,890
291,291,8_23_1,0.0021111,4.94e-05,6.882072,2.34153,2.4708606,SCD,stearoyl-CoA desaturase (delta-9-desaturase),6319
292,292,47_28_5,0.0021563,5.06e-05,6.861323,2.31621,2.0324152,NCAPH,"non-SMC condensin I complex, subunit H",23397
297,297,60_13_3,0.0021787,5.2e-05,6.838652,2.28849,1.8635758,E2F1,E2F transcription factor 1,1869
301,301,40_15_7,0.0021964,5.31e-05,6.820777,2.26658,1.5260996,DLG7,"discs, large homolog 7 (Drosophila)",9787
304,304,46_3_2,0.0022155,5.44e-05,6.801388,2.24277,1.4008929,MCM5,minichromosome maintenance complex component 5,4174
308,308,1_19_2,0.0022205,5.5e-05,6.792601,2.23196,2.3511993,AURKA,aurora kinase A,6790
309,309,59_6_8,0.0022385,5.56e-05,6.783186,2.22037,3.0962936,EPHB3,EPH receptor B3,2049
311,311,44_5_4,0.0022497,5.62e-05,6.773732,2.20872,2.4327627,ENO1,"enolase 1, (alpha)",2023
317,317,1_21_1,0.0022857,5.82e-05,6.744774,2.17295,2.4771552,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",5880
318,318,52_19_2,0.0022961,5.88e-05,6.73713,2.16349,2.3421045,RND3,Rho family GTPase 3,390
320,320,1_2_8,0.0022961,5.9e-05,6.733248,2.15868,1.7458349,YWHAH,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",7533
321,321,21_24_6,0.0023116,5.98e-05,6.722844,2.14579,1.6376533,ZWILCH,"Zwilch, kinetochore associated, homolog (Drosophila)",55055
322,322,39_17_6,0.0023116,6.01e-05,6.718455,2.14035,1.929068,XPO5,exportin 5,57510
333,333,20_31_1,0.0023116,6.2e-05,6.693186,2.10895,3.3169363,SRP68,signal recognition particle 68kDa,6730
337,337,16_6_6,0.0023618,6.4e-05,6.66725,2.07664,2.7101129,TPX2,"TPX2, microtubule-associated, homolog (Xenopus laevis)",22974
338,338,22_2_5,0.0023618,6.41e-05,6.665091,2.07395,1.6620195,SRC,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),6714
340,340,39_6_3,0.0023669,6.47e-05,6.658468,2.06568,1.6200454,TPP1,tripeptidyl peptidase I,1200
341,341,52_6_2,0.0023917,6.55e-05,6.647541,2.05203,2.3360266,UPP1,uridine phosphorylase 1,7378
342,342,53_29_7,0.0024008,6.6e-05,6.642046,2.04515,2.961664,ARL4C,ADP-ribosylation factor-like 4C,10123
343,343,12_6_8,0.0024531,6.78e-05,6.620169,2.01775,2.1493309,CIITA,"class II, major histocompatibility complex, transactivator",4261
344,344,57_11_8,0.0024531,6.79e-05,6.618828,2.01607,1.737952,LAIR1,leukocyte-associated immunoglobulin-like receptor 1,3903
347,347,53_24_1,0.0024833,6.93e-05,6.601279,1.99404,1.986547,LTBP1,latent transforming growth factor beta binding protein 1,4052
349,349,52_22_2,0.0025037,7.03e-05,6.589781,1.97958,1.7941153,CLIC1,chloride intracellular channel 1,1192
350,350,4_23_3,0.0025037,7.04e-05,6.588914,1.97849,1.628079,AP1S1,"adaptor-related protein complex 1, sigma 1 subunit",1174
351,351,17_22_4,0.0025495,7.19e-05,6.571411,1.95644,2.8061456,CCNB2,cyclin B2,9133
352,352,23_12_7,0.0025495,7.21e-05,6.569545,1.95409,1.7774941,S100A3,S100 calcium binding protein A3,6274
353,353,42_13_1,0.0025635,7.27e-05,6.562808,1.94559,1.5958308,ITGB5,"integrin, beta 5",3693
360,360,3_25_2,0.0026029,7.58e-05,6.529197,1.9031,1.7723653,SFXN3,sideroflexin 3,81855
361,361,11_13_4,0.0026029,7.58e-05,6.528859,1.90267,1.6943793,TIMELESS,timeless homolog (Drosophila),8914
362,362,35_12_5,0.0026029,7.58e-05,6.528502,1.90222,2.5470025,DTL,denticleless homolog (Drosophila),51514
363,363,18_9_1,0.0026029,7.59e-05,6.527859,1.9014,3.9986849,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",5054
364,364,26_20_1,0.0026425,7.73e-05,6.513417,1.88309,3.1273432,CYBB,"cytochrome b-245, beta polypeptide (chronic granulomatous disease)",1536
368,368,29_2_3,0.0026665,7.88e-05,6.497296,1.86262,1.296713,CSNK1G2,"casein kinase 1, gamma 2",1455
370,370,33_28_3,0.0027033,8.03e-05,6.481905,1.84304,1.2925468,CYBA,"cytochrome b-245, alpha polypeptide",1535
371,371,16_15_2,0.0027196,8.1e-05,6.474895,1.83411,1.4365416,PSMA5,"proteasome (prosome, macropain) subunit, alpha type, 5",5686
372,372,22_26_1,0.0027212,8.13e-05,6.472242,1.83073,1.4461516,SLC25A5,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",292
373,373,28_22_6,0.0027222,8.16e-05,6.469079,1.8267,1.5477939,UBE2T,ubiquitin-conjugating enzyme E2T (putative),29089
375,375,28_3_7,0.0027599,8.31e-05,6.454452,1.80804,1.7278945,GINS2,GINS complex subunit 2 (Psf2 homolog),51659
377,377,47_30_7,0.0027745,8.41e-05,6.444721,1.7956,1.7843529,CD300A,CD300a molecule,11314
384,384,38_29_7,0.0028337,8.74e-05,6.414345,1.75671,2.0314874,ENO1,"enolase 1, (alpha)",2023
385,385,15_22_5,0.002875,8.89e-05,6.400698,1.73919,1.4490871,ST6GALNAC1,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",55808
389,389,33_3_5,0.0028925,9.04e-05,6.387604,1.72236,2.3906786,TLX3,T-cell leukemia homeobox 3,30012
390,390,15_5_8,0.0029029,9.09e-05,6.382695,1.71604,1.6520353,LAMB1,"laminin, beta 1",3912
391,391,18_28_7,0.0029378,9.23e-05,6.37113,1.70115,3.4740135,CXCL10,chemokine (C-X-C motif) ligand 10,3627
392,392,15_13_5,0.0029699,9.35e-05,6.360459,1.68739,1.2539074,AVEN,"apoptosis, caspase activation inhibitor",57099
395,395,39_21_1,0.0029983,9.51e-05,6.346851,1.66982,1.7806948,AADAC,arylacetamide deacetylase (esterase),13
396,396,48_25_1,0.0030272,9.65e-05,6.335157,1.6547,2.774645,SLC16A1,"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)",6566
398,398,10_20_5,0.0030272,9.7e-05,6.331469,1.64993,1.695767,CAP1,"CAP, adenylate cyclase-associated protein 1 (yeast)",10487
401,401,49_16_3,0.0030688,9.88e-05,6.316485,1.63052,1.5444224,EZH2,enhancer of zeste homolog 2 (Drosophila),2146
402,402,57_26_4,0.0031213,0.000101,6.30049,1.60976,1.5443565,KLKB1,"kallikrein B, plasma (Fletcher factor) 1",3818
405,405,54_28_7,0.0031561,0.000103,6.286447,1.59151,2.213353,UPP1,uridine phosphorylase 1,7378
410,410,30_19_2,0.0031807,0.000105,6.268773,1.5685,2.6800113,TMSB10,"thymosin, beta 10",9168
411,411,4_27_6,0.0031807,0.000105,6.268265,1.56784,1.6573024,TMEM51,transmembrane protein 51,55092
412,412,55_9_4,0.0031807,0.000105,6.26684,1.56598,1.209945,LASP1,LIM and SH3 protein 1,3927
417,417,44_21_7,0.0031808,0.000107,6.257343,1.5536,1.1654105,NME1-NME2///UTP18///NME2///NME1,"NME1-NME2///UTP18, small subunit (SSU) processome component, homolog (yeast)///non-metastatic cells 2, protein (NM23B) expressed in///non-metastatic cells 1, protein (NM23A) expressed in",654364///51096///4831///4830
418,418,60_16_4,0.003186,0.000107,6.254167,1.54945,4.8340391,SPP1,"secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)",6696
419,419,6_4_3,0.0032185,0.000109,6.242624,1.53438,1.2840688,RAP1GDS1,"RAP1, GTP-GDP dissociation stimulator 1",5910
421,421,21_25_5,0.0032267,0.000109,6.237897,1.5282,2.091568,ENO1,"enolase 1, (alpha)",2023
422,422,13_10_2,0.0032267,0.000109,6.236712,1.52665,1.3790172,ALB,albumin,213
424,424,44_21_2,0.0032582,0.000111,6.224872,1.51116,2.4304041,SERPINH1,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)",871
425,425,1_14_4,0.0032582,0.000111,6.223547,1.50942,3.193051,TREH,trehalase (brush-border membrane glycoprotein),11181
426,426,3_30_6,0.0032679,0.000112,6.218084,1.50227,1.291994,PARP12,"poly (ADP-ribose) polymerase family, member 12",64761
427,427,21_9_2,0.0032679,0.000112,6.217522,1.50153,2.5275081,UBE2S,ubiquitin-conjugating enzyme E2S,27338
430,430,25_16_7,0.0032706,0.000113,6.211411,1.49352,1.3607135,RGS10,regulator of G-protein signaling 10,6001
434,434,57_20_1,0.0033291,0.000116,6.190306,1.46581,1.4655098,P4HA1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I",5033
435,435,56_8_7,0.0033322,0.000116,6.18751,1.46214,2.6951345,ADM,adrenomedullin,133
436,436,2_3_4,0.0033322,0.000117,6.185974,1.46012,2.8005171,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448
438,438,30_14_7,0.0033385,0.000117,6.180947,1.4535,3.5066268,EDG5,"endothelial differentiation, sphingolipid G-protein-coupled receptor, 5",9294
439,439,4_5_6,0.003394,0.00012,6.164813,1.43226,2.2472359,RAI14,retinoic acid induced 14,26064
442,442,21_14_1,0.0034101,0.000121,6.157306,1.42236,1.5225913,CAP1,"CAP, adenylate cyclase-associated protein 1 (yeast)",10487
443,443,27_23_1,0.0034143,0.000122,6.153054,1.41675,2.2739349,GLRX,glutaredoxin (thioltransferase),2745
444,444,45_8_1,0.0034143,0.000122,6.152834,1.41646,4.7827931,SPP1,"secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)",6696
446,446,4_6_3,0.0034362,0.000123,6.144357,1.40527,1.581526,HSPA8,heat shock 70kDa protein 8,3312
451,451,46_8_6,0.0034603,0.000125,6.130286,1.38667,1.7776945,EML4,echinoderm microtubule associated protein like 4,27436
452,452,34_14_4,0.0034676,0.000126,6.125989,1.38098,1.2385117,LOC728974,similar to peptidylprolyl isomerase A isoform 1,728974
458,458,38_8_2,0.0034971,0.000129,6.110134,1.35998,1.3715951,MTMR11,myotubularin related protein 11,10903
459,459,39_24_7,0.0035173,0.00013,6.103973,1.35181,1.5691185,TACC3,"transforming, acidic coiled-coil containing protein 3",10460
463,463,39_27_4,0.0035531,0.000132,6.089435,1.33251,1.9500809,HIST1H2BF,"histone cluster 1, H2bf",8343
466,466,58_9_2,0.0036206,0.000135,6.069891,1.30651,1.9156846,KIFC1,kinesin family member C1,3833
467,467,43_12_3,0.0036291,0.000136,6.066435,1.30191,1.5617745,TUBA1A,"tubulin, alpha 1a",7846
469,469,6_9_7,0.0036516,0.000137,6.058366,1.29115,2.1745649,COX6B1,cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous),1340
473,473,17_9_4,0.0037164,0.000142,6.036129,1.26147,1.7982945,SMC4,structural maintenance of chromosomes 4,10051
475,475,27_21_4,0.0037164,0.000142,6.035043,1.26002,1.3061731,PANX1,pannexin 1,24145
479,479,3_18_6,0.0037251,0.000143,6.026809,1.24901,2.1773277,FADS1,fatty acid desaturase 1,3992
