,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
126,126,225182_at,6.110000000000001e-21,1.42e-23,-16.7267078,43.415552,-2.10484612,TMEM50B,transmembrane protein 50B
127,127,210055_at,6.230000000000001e-21,1.4599999999999998e-23,-16.7166399,43.387422,-6.68860895,TSHR,thyroid stimulating hormone receptor
129,129,204718_at,6.730000000000001e-21,1.6000000000000002e-23,-16.6837949,43.29557,-2.05449353,EPHB6,EPH receptor B6
130,130,204755_x_at,6.890000000000001e-21,1.6499999999999998e-23,-16.6730621,43.265528,-3.66082401,HLF,"HLF, PAR bZIP transcription factor"
132,132,219049_at,7.290000000000001e-21,1.7699999999999998e-23,-16.6478287,43.194844,-3.23386989,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1
133,133,209293_x_at,7.360000000000001e-21,1.8e-23,-16.6415285,43.177184,-3.37586011,ID4,"inhibitor of DNA binding 4, HLH protein"
136,136,206517_at,8.66e-21,2.17e-23,-16.5764913,42.994605,-3.55366477,CDH16,cadherin 16
137,137,205200_at,8.9e-21,2.25e-23,-16.5644439,42.960729,-2.92242446,EXOSC7///CLEC3B,exosome component 7///C-type lectin domain family 3 member B
139,139,238076_at,9.15e-21,2.3400000000000003e-23,-16.5497528,42.919396,-1.91236191,GATAD2B,GATA zinc finger domain containing 2B
140,140,213195_at,9.24e-21,2.38e-23,-16.5438047,42.902654,-2.36997773,LYRM9,LYR motif containing 9
143,143,206457_s_at,1.06e-20,2.8000000000000003e-23,-16.4870239,42.742623,-7.29224634,DIO1,"deiodinase, iodothyronine type I"
144,144,207447_s_at,1.09e-20,2.8899999999999995e-23,-16.4759152,42.711269,-4.56506971,MGAT4C,MGAT4 family member C
146,146,1553998_at,1.1e-20,2.97e-23,-16.4667328,42.685341,-2.08238068,DMRTC1B///DMRTC1,DMRT like family C1B///DMRT like family C1
147,147,209504_s_at,1.17e-20,3.17e-23,-16.4432782,42.619068,-3.4168685,PLEKHB1,pleckstrin homology domain containing B1
148,148,227174_at,1.17e-20,3.2000000000000003e-23,-16.440465,42.611114,-6.28787035,WDR72,WD repeat domain 72
149,149,212224_at,1.21e-20,3.32e-23,-16.427534,42.574544,-4.00429823,ALDH1A1,aldehyde dehydrogenase 1 family member A1
152,152,223412_at,1.25e-20,3.49e-23,-16.409607,42.523811,-2.42380903,KBTBD7,kelch repeat and BTB domain containing 7
153,153,204985_s_at,1.45e-20,4.1e-23,-16.3539524,42.366067,-1.89883544,TRAPPC6A,trafficking protein particle complex 6A
154,154,203030_s_at,1.45e-20,4.12e-23,-16.351975,42.360455,-2.10541919,PTPRN2,"protein tyrosine phosphatase, receptor type N2"
155,155,240236_at,1.49e-20,4.2799999999999993e-23,-16.3384261,42.321994,-4.06369669,STXBP5L,syntaxin binding protein 5 like
158,158,211941_s_at,1.56e-20,4.5299999999999993e-23,-16.3188146,42.266283,-2.19059884,PEBP1,phosphatidylethanolamine binding protein 1
159,159,205353_s_at,1.56e-20,4.57e-23,-16.3158488,42.257854,-2.149786,PEBP1,phosphatidylethanolamine binding protein 1
166,166,1558487_a_at,2.23e-20,6.839999999999999e-23,-16.1760927,41.859458,-2.76353927,TMED4,transmembrane p24 trafficking protein 4
167,167,213129_s_at,2.23e-20,6.859999999999999e-23,-16.174884,41.856002,-1.75876441,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H"
168,168,228390_at,2.48e-20,7.659999999999999e-23,-16.1366826,41.746687,-2.37689539,RAB30,"RAB30, member RAS oncogene family"
169,169,219597_s_at,2.67e-20,8.289999999999999e-23,-16.1095142,41.668837,-3.73587252,DUOX1,dual oxidase 1
170,170,209292_at,2.83e-20,8.849999999999999e-23,-16.0867913,41.603656,-6.19609439,ID4,"inhibitor of DNA binding 4, HLH protein"
173,173,225395_s_at,3.3e-20,1.05e-22,-16.0281358,41.435113,-1.34630114,FAM120AOS,family with sequence similarity 120A opposite strand
174,174,225794_s_at,3.31e-20,1.06e-22,-16.0245245,41.424722,-1.388147,SMDT1,single-pass membrane protein with aspartate rich tail 1
175,175,222520_s_at,3.46e-20,1.11e-22,-16.0079662,41.37706,-2.3826343,IFT57,intraflagellar transport 57
176,176,236655_at,3.46e-20,1.1200000000000001e-22,-16.0056757,41.370465,-2.30672331,TPD52,tumor protein D52
177,177,225132_at,3.47e-20,1.13e-22,-16.0028462,41.362316,-1.24038924,FBXL3,F-box and leucine rich repeat protein 3
178,178,230093_at,3.53e-20,1.15e-22,-15.9952077,41.340313,-3.04594269,RSPH1,radial spoke head 1 homolog
179,179,238454_at,3.81e-20,1.26e-22,-15.9666684,41.258041,-2.86679352,ZNF540,zinc finger protein 540
180,180,238805_at,3.86e-20,1.2800000000000001e-22,-15.9608879,41.241366,-3.62657268,HSPB2-C11orf52///C11orf52///HSPB2,HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2
182,182,224675_at,4.01e-20,1.34e-22,-15.9440177,41.192674,-1.05043424,MESDC2,mesoderm development candidate 2
183,183,238043_at,4.01e-20,1.35e-22,-15.9414633,41.185299,-1.70669539,ARID1B,AT-rich interaction domain 1B
184,184,230031_at,4.17e-20,1.4100000000000001e-22,-15.9265605,41.142253,-2.41156808,HSPA5,heat shock protein family A (Hsp70) member 5
185,185,235583_at,4.24e-20,1.44e-22,-15.9188782,41.120052,-2.60384571,ILDR1,immunoglobulin like domain containing receptor 1
186,186,205710_at,4.24e-20,1.45e-22,-15.9169963,41.114613,-4.48989409,LRP2,LDL receptor related protein 2
187,187,225352_at,4.56e-20,1.58e-22,-15.887612,41.029623,-1.43261029,SEC62,"SEC62 homolog, preprotein translocation factor"
188,188,219877_at,4.56e-20,1.58e-22,-15.8871111,41.028174,-3.00049651,ZMAT4,zinc finger matrin-type 4
189,189,215442_s_at,4.56e-20,1.58e-22,-15.8870884,41.028108,-5.97957425,TSHR,thyroid stimulating hormone receptor
190,190,222171_s_at,4.77e-20,1.68e-22,-15.8676402,40.971798,-2.91592892,PKNOX2,PBX/knotted 1 homeobox 2
192,192,206068_s_at,4.77e-20,1.69e-22,-15.8656813,40.966124,-3.73908468,ACADL,"acyl-CoA dehydrogenase, long chain"
193,193,210988_s_at,4.83e-20,1.71e-22,-15.8599885,40.94963,-1.91047505,PRUNE1,prune exopolyphosphatase
195,195,218584_at,4.92e-20,1.76e-22,-15.8503723,40.921762,-1.69116372,TCTN1,tectonic family member 1
197,197,202730_s_at,5e-20,1.81e-22,-15.841257,40.895334,-2.47267628,MIR4680///PDCD4,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
198,198,214745_at,5.21e-20,1.9e-22,-15.8254522,40.849488,-2.67375994,PLCH1,phospholipase C eta 1
199,199,205051_s_at,5.31e-20,1.94e-22,-15.8173736,40.826042,-4.14151039,KIT,KIT proto-oncogene receptor tyrosine kinase
200,200,208873_s_at,5.36e-20,1.97e-22,-15.8124001,40.811604,-1.98372587,REEP5,receptor accessory protein 5
202,202,204288_s_at,6.2e-20,2.3000000000000003e-22,-15.7593574,40.65743,-4.78753679,SORBS2,sorbin and SH3 domain containing 2
203,203,230951_at,6.27e-20,2.34e-22,-15.7535518,40.640534,-3.72088033,EPB41L5,erythrocyte membrane protein band 4.1 like 5
204,204,1559266_s_at,6.46e-20,2.42e-22,-15.7417854,40.606279,-2.4301203,SKIDA1,SKI/DACH domain containing 1
206,206,205186_at,7.53e-20,2.85e-22,-15.6865987,40.445387,-2.30472867,DNALI1,dynein axonemal light intermediate chain 1
207,207,203699_s_at,7.96e-20,3.03e-22,-15.6662754,40.386041,-4.58551898,DIO2,"deiodinase, iodothyronine, type II"
208,208,210825_s_at,8.13e-20,3.11e-22,-15.6572023,40.359531,-1.76250976,PEBP1,phosphatidylethanolamine binding protein 1
210,210,242523_at,8.64e-20,3.33e-22,-15.6335763,40.290451,-2.74018598,LINC00938,long intergenic non-protein coding RNA 938
212,212,217427_s_at,9.36e-20,3.65e-22,-15.6031798,40.201473,-2.60174371,HIRA,histone cell cycle regulator
213,213,231773_at,9.43e-20,3.69e-22,-15.5991432,40.189648,-3.50448016,ANGPTL1,angiopoietin like 1
214,214,201557_at,9.53e-20,3.75e-22,-15.5937853,40.17395,-1.36636686,VAMP2,vesicle associated membrane protein 2
215,215,227753_at,9.68e-20,3.8300000000000002e-22,-15.5864787,40.152536,-3.3268482,TMEM139,transmembrane protein 139
216,216,238992_at,9.68e-20,3.84e-22,-15.5854994,40.149665,-2.74632672,POLI,DNA polymerase iota
217,217,235132_at,9.83e-20,3.92e-22,-15.5787178,40.129784,-2.04335596,NIFK-AS1,NIFK antisense RNA 1
218,218,229930_at,9.9e-20,3.97e-22,-15.5748417,40.118417,-2.5012627,LINC01315,long intergenic non-protein coding RNA 1315
219,219,209759_s_at,1.02e-19,4.0900000000000002e-22,-15.5645185,40.088137,-2.00689302,ECI1,enoyl-CoA delta isomerase 1
221,221,228469_at,1.08e-19,4.41e-22,-15.5389988,40.013224,-2.30637781,PPID,peptidylprolyl isomerase D
222,222,208399_s_at,1.08e-19,4.42e-22,-15.5379354,40.010101,-4.4358791,EDN3,endothelin 3
223,223,213308_at,1.15e-19,4.73e-22,-15.5155065,39.944191,-3.71591957,SHANK2,SH3 and multiple ankyrin repeat domains 2
227,227,223325_at,1.33e-19,5.54e-22,-15.462293,39.787568,-0.92048371,TXNDC11,thioredoxin domain containing 11
232,232,213900_at,1.47e-19,6.26e-22,-15.4209059,39.665511,-4.23540091,FAM189A2,family with sequence similarity 189 member A2
233,233,225728_at,1.5e-19,6.400000000000001e-22,-15.4134383,39.643465,-4.82423563,SORBS2,sorbin and SH3 domain containing 2
234,234,223427_s_at,1.58e-19,6.800000000000001e-22,-15.3933927,39.584251,-4.2614615,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B
236,236,222833_at,1.66e-19,7.19e-22,-15.3743852,39.528058,-2.71055345,LPCAT2,lysophosphatidylcholine acyltransferase 2
237,237,46142_at,1.7e-19,7.43e-22,-15.3637172,39.4965,-2.15061429,LMF1,lipase maturation factor 1
241,241,226933_s_at,1.75e-19,7.74e-22,-15.3499958,39.455888,-4.49796969,ID4,"inhibitor of DNA binding 4, HLH protein"
243,243,203911_at,2e-19,8.930000000000001e-22,-15.3020646,39.31384,-3.77687038,RAP1GAP,RAP1 GTPase activating protein
244,244,210471_s_at,2.15e-19,9.63e-22,-15.2769178,39.2392,-3.71363069,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1
247,247,227293_at,2.5e-19,1.13e-21,-15.2222965,39.076802,-1.67838762,FIP1L1,factor interacting with PAPOLA and CPSF1
248,248,224976_at,2.52e-19,1.16e-21,-15.2161756,39.05858,-2.95744541,NFIA,nuclear factor I A
249,249,202744_at,2.52e-19,1.16e-21,-15.2158507,39.057613,-1.98932039,SLC20A2,solute carrier family 20 member 2
252,252,203671_at,2.63e-19,1.2200000000000001e-21,-15.1978133,39.003888,-2.06473311,TPMT,thiopurine S-methyltransferase
253,253,220168_at,2.63e-19,1.2200000000000001e-21,-15.1970215,39.001529,-2.84673754,CASC1,cancer susceptibility candidate 1
254,254,235830_at,2.71e-19,1.2600000000000002e-21,-15.1866376,38.97058,-2.04615656,NT5DC1,5'-nucleotidase domain containing 1
255,255,231944_at,2.71e-19,1.27e-21,-15.1845701,38.964417,-2.48914762,ERO1B,endoplasmic reticulum oxidoreductase 1 beta
257,257,231729_s_at,2.98e-19,1.41e-21,-15.1500778,38.861509,-2.20486087,CAPS,calcyphosine
258,258,1554485_s_at,2.98e-19,1.41e-21,-15.1496409,38.860205,-2.60865671,TMEM37,transmembrane protein 37
260,260,230230_at,3.03e-19,1.4500000000000002e-21,-15.1415003,38.835895,-2.44500273,PTPN4,"protein tyrosine phosphatase, non-receptor type 4"
261,261,227526_at,3.04e-19,1.46e-21,-15.1391457,38.828862,-3.84022176,CDON,"cell adhesion associated, oncogene regulated"
263,263,220161_s_at,3.1e-19,1.5000000000000001e-21,-15.1295183,38.800099,-4.59686234,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B
264,264,232336_at,3.4e-19,1.65e-21,-15.0982923,38.706726,-2.3694,ZSWIM5,zinc finger SWIM-type containing 5
265,265,227719_at,3.42e-19,1.6700000000000004e-21,-15.094173,38.694399,-3.96404774,SMAD9,SMAD family member 9
266,266,218416_s_at,3.42e-19,1.6700000000000004e-21,-15.0936445,38.692818,-1.70121058,SLC48A1,solute carrier family 48 member 1
267,267,219643_at,3.51e-19,1.73e-21,-15.082733,38.660155,-4.11658423,LRP1B,LDL receptor related protein 1B
268,268,226829_at,3.51e-19,1.73e-21,-15.0815574,38.656635,-3.2179033,AFAP1L2,actin filament associated protein 1 like 2
269,269,201612_at,3.51e-19,1.73e-21,-15.0811441,38.655397,-1.47305066,ALDH9A1,aldehyde dehydrogenase 9 family member A1
270,270,224367_at,3.51e-19,1.7400000000000007e-21,-15.0802514,38.652724,-4.60803086,BEX2,brain expressed X-linked 2
271,271,206069_s_at,3.57e-19,1.78e-21,-15.0734902,38.632475,-3.09299569,ACADL,"acyl-CoA dehydrogenase, long chain"
272,272,207761_s_at,3.58e-19,1.79e-21,-15.0714296,38.626302,-3.24040748,METTL7A,methyltransferase like 7A
278,278,235556_at,3.89e-19,1.98e-21,-15.0367166,38.522241,-1.94513264,CREBRF,CREB3 regulatory factor
281,281,204084_s_at,4.05e-19,2.0900000000000002e-21,-15.0188734,38.468692,-1.64029217,CLN5,"ceroid-lipofuscinosis, neuronal 5"
282,282,1552790_a_at,4.05e-19,2.1e-21,-15.0173404,38.464089,-2.09720181,SEC62,"SEC62 homolog, preprotein translocation factor"
283,283,209068_at,4.05e-19,2.11e-21,-15.0169845,38.463021,-1.48317954,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
284,284,241782_at,4.08e-19,2.13e-21,-15.0139443,38.453892,-3.43224884,NEBL,nebulette
285,285,204800_s_at,4.2e-19,2.2e-21,-15.0027622,38.420306,-1.91466553,DHRS12,dehydrogenase/reductase 12
287,287,204793_at,4.29e-19,2.26e-21,-14.9933819,38.39212,-3.57501348,GPRASP1,G protein-coupled receptor associated sorting protein 1
288,288,201588_at,4.32e-19,2.2800000000000002e-21,-14.9901542,38.382419,-1.45328886,TXNL1,thioredoxin like 1
289,289,226599_at,4.32e-19,2.29e-21,-14.9890334,38.379049,-2.57616689,FHDC1,FH2 domain containing 1
290,290,223178_s_at,4.67e-19,2.4900000000000004e-21,-14.9619649,38.297636,-2.12036833,NT5DC1,5'-nucleotidase domain containing 1
292,292,239006_at,4.88e-19,2.61e-21,-14.9455737,38.24829,-6.8412761,SLC26A7,solute carrier family 26 member 7
293,293,214180_at,4.89e-19,2.6300000000000002e-21,-14.9437069,38.242668,-2.45079453,MAN1C1,mannosidase alpha class 1C member 1
294,294,228214_at,4.95e-19,2.67e-21,-14.938268,38.226286,-1.8874142,SOX6,SRY-box 6
295,295,227498_at,5.05e-19,2.73e-21,-14.930832,38.203882,-3.12876686,SOX6,SRY-box 6
296,296,218858_at,5.07e-19,2.7500000000000006e-21,-14.9283881,38.196517,-3.98077303,DEPTOR,DEP domain containing MTOR-interacting protein
297,297,239297_at,5.1e-19,2.7800000000000007e-21,-14.9252832,38.18716,-3.88024428,LOC101927137///KIAA1456,uncharacterized LOC101927137///KIAA1456
298,298,200711_s_at,5.14e-19,2.8100000000000007e-21,-14.9215782,38.175992,-1.31185982,SKP1,S-phase kinase-associated protein 1
300,300,220055_at,5.82e-19,3.2e-21,-14.8788512,38.047074,-1.79998372,ZNF287,zinc finger protein 287
301,301,206912_at,5.86e-19,3.2400000000000004e-21,-14.8754243,38.036724,-5.40538943,FOXE1,forkhead box E1
303,303,225982_at,5.91e-19,3.2800000000000007e-21,-14.8705256,38.021927,-1.05220205,UBTF,"upstream binding transcription factor, RNA polymerase I"
305,305,238861_at,6.1e-19,3.4200000000000005e-21,-14.8576853,37.983125,-1.84255099,SSBP2,single stranded DNA binding protein 2
307,307,51158_at,6.28e-19,3.5400000000000006e-21,-14.846334,37.948806,-2.18436044,FAM174B,family with sequence similarity 174 member B
308,308,213954_at,6.32e-19,3.57e-21,-14.8428906,37.938392,-3.28945945,FAM169A,family with sequence similarity 169 member A
309,309,235228_at,6.39e-19,3.6200000000000004e-21,-14.8384085,37.924834,-3.9296944,CCDC85A,coiled-coil domain containing 85A
310,310,230285_at,6.49e-19,3.69e-21,-14.8323931,37.906635,-3.1110606,SVIP,small VCP interacting protein
311,311,208165_s_at,6.49e-19,3.7e-21,-14.8313657,37.903526,-2.95016338,PRSS16,"protease, serine 16"
312,312,224975_at,6.52e-19,3.740000000000001e-21,-14.828172,37.893862,-2.91964978,NFIA,nuclear factor I A
313,313,207981_s_at,6.52e-19,3.740000000000001e-21,-14.8277354,37.89254,-3.8603685,ESRRG,estrogen related receptor gamma
314,314,238116_at,6.71e-19,3.860000000000001e-21,-14.8171678,37.860551,-2.73438556,DYNLRB2,dynein light chain roadblock-type 2
315,315,238657_at,6.73e-19,3.89e-21,-14.8152315,37.854688,-2.32857852,UBXN10,UBX domain protein 10
320,320,227190_at,7.15e-19,4.2e-21,-14.7901931,37.778831,-2.09541022,TMEM37,transmembrane protein 37
321,321,1554789_a_at,7.2e-19,4.240000000000001e-21,-14.7867137,37.768283,-5.96114502,PDE8B,phosphodiesterase 8B
322,322,209586_s_at,7.23e-19,4.27e-21,-14.7846042,37.761887,-1.71541328,PRUNE1,prune exopolyphosphatase
324,324,229816_at,7.29e-19,4.360000000000001e-21,-14.7777836,37.741204,-2.56411866,WDR78,WD repeat domain 78
326,326,239894_at,7.29e-19,4.370000000000001e-21,-14.776739,37.738036,-2.12891357,NEBL-AS1,NEBL antisense RNA 1
327,327,229312_s_at,7.29e-19,4.38e-21,-14.7764942,37.737294,-2.02241225,GKAP1,G kinase anchoring protein 1
328,328,218417_s_at,7.42e-19,4.46e-21,-14.7699294,37.71738,-1.79854888,SLC48A1,solute carrier family 48 member 1
332,332,209740_s_at,7.78e-19,4.740000000000001e-21,-14.7506068,37.658735,-3.05668894,PNPLA4,patatin like phospholipase domain containing 4
333,333,228232_s_at,7.81e-19,4.77e-21,-14.7482908,37.651703,-2.57351591,VSIG2,V-set and immunoglobulin domain containing 2
335,335,211973_at,8.15e-19,5.01e-21,-14.7323644,37.603325,-2.12736347,NUDT3,nudix hydrolase 3
337,337,225354_s_at,8.28e-19,5.120000000000001e-21,-14.7248963,37.580629,-2.79734879,SH3BGRL2,SH3 domain binding glutamate rich protein like 2
338,338,217856_at,8.28e-19,5.1300000000000004e-21,-14.7244399,37.579242,-1.74214997,RBM8A,RNA binding motif protein 8A
340,340,219064_at,8.48e-19,5.290000000000001e-21,-14.7147539,37.549794,-1.94136163,ITIH5,inter-alpha-trypsin inhibitor heavy chain family member 5
343,343,215443_at,9.4e-19,5.920000000000001e-21,-14.67801,37.437974,-5.2338133,TSHR,thyroid stimulating hormone receptor
344,344,226806_s_at,9.49e-19,6.000000000000001e-21,-14.6735137,37.424279,-3.25241804,NFIA,nuclear factor I A
345,345,212741_at,9.49e-19,6.000000000000001e-21,-14.6732467,37.423466,-3.87113395,MAOA,monoamine oxidase A
346,346,228821_at,9.53e-19,6.050000000000001e-21,-14.6708066,37.416033,-4.63767756,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
348,348,230615_at,9.77e-19,6.230000000000001e-21,-14.6609369,37.385959,-2.64914335,DUOXA2,dual oxidase maturation factor 2
