,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
44,44,214308_s_at,0.00030004,6.14e-07,-12.7,6.76706,-0.982,HGD,"homogentisate 1,2-dioxygenase"
45,45,220751_s_at,0.00030004,6.26e-07,-12.7,6.74748,-0.87,FAXDC2,fatty acid hydroxylase domain containing 2
46,46,220108_at,0.00030004,6.33e-07,-12.6,6.73793,-0.733,GNA14,G protein subunit alpha 14
47,47,219527_at,0.00030555,6.62e-07,-12.6,6.69558,-0.767,MARC2,mitochondrial amidoxime reducing component 2
49,49,217232_x_at,0.00030944,6.94e-07,-12.5,6.65053,-1.35,HBB,hemoglobin subunit beta
53,53,221636_s_at,0.00031598,7.78e-07,-12.3,6.54267,-0.814,MARC2,mitochondrial amidoxime reducing component 2
54,54,212230_at,0.00031598,7.8e-07,-12.3,6.54062,-1.08,PLPP3,phospholipid phosphatase 3
55,55,219277_s_at,0.00032291,8.12e-07,-12.3,6.50299,-1.12,OGDHL,oxoglutarate dehydrogenase-like
56,56,219181_at,0.00034123,8.73e-07,-12.2,6.43375,-1.43,LIPG,"lipase G, endothelial type"
60,60,204288_s_at,0.00036352,1.02e-06,-11.9,6.28666,-1.48,SORBS2,sorbin and SH3 domain containing 2
61,61,204719_at,0.00036352,1.03e-06,-11.9,6.27269,-1.08,ABCA8,ATP binding cassette subfamily A member 8
63,63,209368_at,0.00036352,1.05e-06,-11.9,6.2582,-0.764,EPHX2,epoxide hydrolase 2
64,64,209458_x_at,0.00036352,1.06e-06,-11.9,6.24468,-1.45,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
66,66,214044_at,0.00037325,1.12e-06,-11.8,6.19388,-0.644,RYR2,ryanodine receptor 2
67,67,219274_at,0.0003746,1.14e-06,-11.8,6.17622,-0.832,TSPAN12,tetraspanin 12
68,68,203474_at,0.00037808,1.17e-06,-11.7,6.15336,-0.68,IQGAP2,IQ motif containing GTPase activating protein 2
69,69,214735_at,0.00038558,1.21e-06,-11.7,6.1207,-0.816,IPCEF1,interaction protein for cytohesin exchange factors 1
70,70,214414_x_at,0.0004204,1.36e-06,-11.5,6.01087,-1.3,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
71,71,206069_s_at,0.0004204,1.36e-06,-11.5,6.01047,-0.761,ACADL,"acyl-CoA dehydrogenase, long chain"
72,72,206043_s_at,0.00042248,1.38e-06,-11.5,5.99241,-0.622,ATP2C2,ATPase secretory pathway Ca2+ transporting 2
73,73,211696_x_at,0.00042918,1.43e-06,-11.5,5.96412,-1.19,HBB,hemoglobin subunit beta
75,75,218546_at,0.00043681,1.49e-06,-11.4,5.92138,-1.13,C1orf115,chromosome 1 open reading frame 115
76,76,201563_at,0.00044564,1.55e-06,-11.3,5.88018,-1.14,SORD,sorbitol dehydrogenase
77,77,217897_at,0.00044564,1.58e-06,-11.3,5.86763,-0.784,FXYD6,FXYD domain containing ion transport regulator 6
80,80,204755_x_at,0.00044754,1.64e-06,-11.3,5.83078,-0.871,HLF,"HLF, PAR bZIP transcription factor"
82,82,206529_x_at,0.00044754,1.67e-06,-11.3,5.81268,-1.53,SLC26A4,solute carrier family 26 member 4
83,83,208228_s_at,0.00047491,1.79e-06,-11.2,5.74205,-1.11,FGFR2,fibroblast growth factor receptor 2
84,84,211745_x_at,0.00047491,1.81e-06,-11.1,5.73203,-1.42,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
86,87,206208_at,0.0004882,1.93e-06,-11.1,5.67151,-1.11,CA4,carbonic anhydrase 4
87,88,213224_s_at,0.00050684,2.02e-06,-11.0,5.62406,-0.669,BBIP1,BBSome interacting protein 1
89,90,222073_at,0.00052785,2.18e-06,-10.9,5.55221,-1.05,COL4A3,collagen type IV alpha 3 chain
92,93,220161_s_at,0.0005661,2.43e-06,-10.7,5.44707,-1.15,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B
97,98,204018_x_at,0.00059907,2.68e-06,-10.6,5.35166,-1.39,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
100,101,222149_x_at,0.00063188,2.96e-06,-10.5,5.25123,-0.734,GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8EP///GOLGA8G,"golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member E, pseudogene///golgin A8 family member G"
103,104,221833_at,0.00063188,3.02e-06,-10.5,5.23211,-0.678,LOC100507577///LONP2///SIAH1,"uncharacterized LOC100507577///lon peptidase 2, peroxisomal///siah E3 ubiquitin protein ligase 1"
104,105,213283_s_at,0.00063188,3.02e-06,-10.5,5.23153,-0.593,SALL2,spalt like transcription factor 2
105,106,209494_s_at,0.00063188,3.04e-06,-10.5,5.22637,-0.602,PATZ1,POZ/BTB and AT hook containing zinc finger 1
107,108,214323_s_at,0.00065216,3.19e-06,-10.4,5.17873,-0.536,UPF3A,UPF3 regulator of nonsense transcripts homolog A (yeast)
109,110,206517_at,0.00069841,3.51e-06,-10.3,5.08507,-0.768,CDH16,cadherin 16
110,111,220858_at,0.00069841,3.51e-06,-10.3,5.08445,-0.837,SORBS2,sorbin and SH3 domain containing 2
112,113,214598_at,0.00070414,3.6e-06,-10.2,5.05892,-1.06,CLDN8,claudin 8
114,115,202085_at,0.00072215,3.76e-06,-10.2,5.01678,-0.586,TJP2,tight junction protein 2
115,116,207789_s_at,0.00073181,3.84e-06,-10.2,4.99518,-0.768,DPP6,dipeptidyl peptidase like 6
117,118,219440_at,0.00073602,3.93e-06,-10.1,4.97274,-0.816,RAI2,retinoic acid induced 2
118,119,214053_at,0.00074549,4.07e-06,-10.1,4.9385,-0.584,ERBB4,erb-b2 receptor tyrosine kinase 4
120,121,209116_x_at,0.00074549,4.08e-06,-10.1,4.93544,-1.58,HBB,hemoglobin subunit beta
122,123,218352_at,0.00074954,4.17e-06,-10.1,4.91399,-0.534,RCBTB1,RCC1 and BTB domain containing protein 1
123,124,203766_s_at,0.00075346,4.23e-06,-10.0,4.90085,-1.05,LMOD1,leiomodin 1
124,125,202401_s_at,0.00076377,4.32e-06,-10.0,4.8795,-0.539,SRF,serum response factor
125,126,205221_at,0.00077494,4.42e-06,-9.99,4.85727,-1.27,HGD,"homogentisate 1,2-dioxygenase"
126,127,221868_at,0.00081335,4.67e-06,-9.92,4.80149,-0.526,PAIP2B,poly(A) binding protein interacting protein 2B
129,130,220150_s_at,0.00085618,5.03e-06,-9.83,4.72748,-0.551,FAM184A,family with sequence similarity 184 member A
130,131,218865_at,0.00088103,5.22e-06,-9.78,4.69112,-0.876,MARC1,mitochondrial amidoxime reducing component 1
131,132,210055_at,0.00088103,5.26e-06,-9.78,4.68394,-1.97,TSHR,thyroid stimulating hormone receptor
132,133,213451_x_at,0.00090179,5.42e-06,-9.74,4.65329,-1.15,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
133,135,203965_at,0.00092561,5.65e-06,-9.69,4.61256,-0.513,USP20,ubiquitin specific peptidase 20
134,136,209469_at,0.00093794,5.77e-06,-9.67,4.59207,-1.01,GPM6A,glycoprotein M6A
137,139,204042_at,0.00095586,6.01e-06,-9.62,4.55158,-0.797,WASF3,WAS protein family member 3
138,140,203908_at,0.00095686,6.13e-06,-9.59,4.53035,-1.05,SLC4A4,solute carrier family 4 member 4
139,141,203699_s_at,0.00095686,6.15e-06,-9.59,4.52839,-1.5,DIO2,"deiodinase, iodothyronine, type II"
140,142,213626_at,0.00095686,6.18e-06,-9.58,4.52249,-0.527,CBR4,carbonyl reductase 4
142,144,203501_at,0.00097168,6.32e-06,-9.56,4.50015,-0.808,CPQ,carboxypeptidase Q
145,147,204084_s_at,0.00099995,6.64e-06,-9.5,4.45102,-0.556,CLN5,"ceroid-lipofuscinosis, neuronal 5"
147,149,206498_at,0.00100699,6.78e-06,-9.47,4.43059,-0.849,OCA2,OCA2 melanosomal transmembrane protein
151,154,209841_s_at,0.00104623,7.28e-06,-9.39,4.35951,-0.901,LRRN3,leucine rich repeat neuronal 3
152,155,208740_at,0.0010538,7.42e-06,-9.37,4.33958,-0.626,SAP18,Sin3A associated protein 18
153,156,213129_s_at,0.0010538,7.42e-06,-9.37,4.33944,-0.694,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H"
155,158,63305_at,0.00107008,7.65e-06,-9.33,4.30918,-0.578,PKNOX2,PBX/knotted 1 homeobox 2
158,161,209840_s_at,0.00107127,7.79e-06,-9.31,4.29153,-0.947,LRRN3,leucine rich repeat neuronal 3
160,163,210471_s_at,0.00107547,7.92e-06,-9.29,4.2753,-0.705,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1
162,165,212224_at,0.00107838,8.05e-06,-9.27,4.25818,-1.38,ALDH1A1,aldehyde dehydrogenase 1 family member A1
163,166,209815_at,0.00107838,8.08e-06,-9.27,4.2544,-0.688,PTCH1,patched 1
164,167,203054_s_at,0.00109235,8.24e-06,-9.25,4.23549,-0.543,TCTA,T-cell leukemia translocation altered
166,169,206249_at,0.0011139,8.5e-06,-9.21,4.20398,-0.528,MAP3K13,mitogen-activated protein kinase kinase kinase 13
167,170,213133_s_at,0.00113517,8.71e-06,-9.18,4.17909,-0.652,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H"
169,172,206167_s_at,0.00115992,9.01e-06,-9.14,4.14572,-0.716,ARHGAP6,Rho GTPase activating protein 6
170,173,215442_s_at,0.00117247,9.16e-06,-9.12,4.12829,-1.5,TSHR,thyroid stimulating hormone receptor
171,174,219643_at,0.00117247,9.21e-06,-9.12,4.12333,-0.587,LRP1B,LDL receptor related protein 1B
172,175,219597_s_at,0.00117559,9.29e-06,-9.11,4.11493,-1.41,DUOX1,dual oxidase 1
173,176,215184_at,0.00118209,9.39e-06,-9.1,4.10322,-1.12,DAPK2,death associated protein kinase 2
174,178,208454_s_at,0.0012303,9.96e-06,-9.03,4.04469,-0.776,CPQ,carboxypeptidase Q
175,179,211699_x_at,0.0012303,1e-05,-9.02,4.03792,-1.4,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
176,180,219317_at,0.0012303,1.01e-05,-9.02,4.03479,-0.707,POLI,DNA polymerase iota
179,184,204754_at,0.00124816,1.06e-05,-8.96,3.98325,-0.67,HLF,"HLF, PAR bZIP transcription factor"
181,186,219877_at,0.00124816,1.06e-05,-8.96,3.97906,-0.849,ZMAT4,zinc finger matrin-type 4
183,188,208873_s_at,0.00124816,1.07e-05,-8.95,3.9765,-0.619,REEP5,receptor accessory protein 5
185,191,51158_at,0.00124816,1.08e-05,-8.94,3.96613,-0.766,FAM174B,family with sequence similarity 174 member B
188,194,206209_s_at,0.00124816,1.09e-05,-8.93,3.9513,-0.915,CA4,carbonic anhydrase 4
189,195,218711_s_at,0.00124988,1.1e-05,-8.92,3.9425,-0.71,SDPR,serum deprivation response
190,196,209242_at,0.00124988,1.1e-05,-8.91,3.93961,-0.723,PEG3,paternally expressed 3
196,202,204061_at,0.0012621,1.15e-05,-8.87,3.89731,-0.626,PRKX,"protein kinase, X-linked"
198,205,203365_s_at,0.00126909,1.18e-05,-8.84,3.87198,-1.18,MMP15,matrix metallopeptidase 15
199,206,204753_s_at,0.00126909,1.18e-05,-8.84,3.86983,-0.796,HLF,"HLF, PAR bZIP transcription factor"
200,207,212226_s_at,0.00126909,1.18e-05,-8.84,3.86935,-1.1,PLPP3,phospholipid phosphatase 3
202,209,205204_at,0.00127545,1.2e-05,-8.82,3.85224,-0.537,NMB,neuromedin B
204,212,209292_at,0.00127545,1.22e-05,-8.8,3.83674,-1.54,ID4,"inhibitor of DNA binding 4, HLH protein"
206,214,214180_at,0.00127893,1.23e-05,-8.79,3.8281,-0.508,MAN1C1,mannosidase alpha class 1C member 1
207,215,207047_s_at,0.00128142,1.24e-05,-8.78,3.82144,-0.694,CLCNKB///CLCNKA,chloride voltage-gated channel Kb///chloride voltage-gated channel Ka
210,218,203700_s_at,0.00129754,1.28e-05,-8.75,3.78781,-1.27,DIO2,"deiodinase, iodothyronine, type II"
211,219,219368_at,0.00129754,1.29e-05,-8.74,3.78629,-0.756,NAP1L2,nucleosome assembly protein 1 like 2
212,220,212148_at,0.00129754,1.29e-05,-8.74,3.78565,-0.863,PBX1,PBX homeobox 1
213,221,210038_at,0.00130569,1.3e-05,-8.73,3.7741,-0.844,PRKCQ,protein kinase C theta
215,223,214857_at,0.00131874,1.33e-05,-8.71,3.75562,-0.514,RPARP-AS1,RPARP antisense RNA 1
217,225,217625_x_at,0.00133585,1.35e-05,-8.69,3.73357,-0.553,LINC00963,long intergenic non-protein coding RNA 963
218,226,209355_s_at,0.00134123,1.37e-05,-8.68,3.72503,-1.33,PLPP3,phospholipid phosphatase 3
219,227,121_at,0.00134292,1.37e-05,-8.67,3.7193,-0.825,PAX8,paired box 8
221,230,206958_s_at,0.00136894,1.42e-05,-8.64,3.68662,-0.597,UPF3A,UPF3 regulator of nonsense transcripts homolog A (yeast)
223,232,214433_s_at,0.00140819,1.47e-05,-8.6,3.64923,-1.1,SELENBP1,selenium binding protein 1
224,233,207761_s_at,0.00142107,1.49e-05,-8.58,3.63567,-0.975,METTL7A,methyltransferase like 7A
226,235,206453_s_at,0.00144102,1.53e-05,-8.56,3.61289,-0.608,NDRG2,NDRG family member 2
227,236,211534_x_at,0.00144296,1.54e-05,-8.55,3.60515,-0.656,PTPRN2,"protein tyrosine phosphatase, receptor type N2"
229,238,203812_at,0.00144296,1.55e-05,-8.54,3.59871,-0.678,SLIT3,slit guidance ligand 3
232,241,214030_at,0.0014607,1.59e-05,-8.52,3.57366,-0.596,CRYBG3,crystallin beta-gamma domain containing 3
233,242,213997_at,0.00146696,1.61e-05,-8.5,3.55648,-0.614,FAM189A1,family with sequence similarity 189 member A1
234,243,215643_at,0.00146696,1.62e-05,-8.49,3.55331,-0.511,SEMA3D,semaphorin 3D
235,245,219999_at,0.00146696,1.62e-05,-8.49,3.55135,-0.523,MAN2A2,mannosidase alpha class 2A member 2
237,248,205051_s_at,0.00147805,1.65e-05,-8.47,3.53272,-1.19,KIT,KIT proto-oncogene receptor tyrosine kinase
238,249,206912_at,0.00148638,1.69e-05,-8.45,3.50982,-1.31,FOXE1,forkhead box E1
240,251,205164_at,0.00148638,1.7e-05,-8.44,3.50553,-0.937,GCAT,glycine C-acetyltransferase
243,255,219310_at,0.00148638,1.71e-05,-8.44,3.49885,-0.549,SYNDIG1,synapse differentiation inducing 1
244,256,209470_s_at,0.00153374,1.77e-05,-8.4,3.46301,-0.694,GPM6A,glycoprotein M6A
245,257,204689_at,0.0015383,1.79e-05,-8.39,3.45238,-0.954,HHEX,hematopoietically expressed homeobox
246,258,221834_at,0.0015383,1.79e-05,-8.39,3.45212,-0.785,LOC100507577///LONP2,"uncharacterized LOC100507577///lon peptidase 2, peroxisomal"
248,261,48031_r_at,0.00160293,1.88e-05,-8.33,3.39854,-0.56,FAXDC2,fatty acid hydroxylase domain containing 2
249,262,203638_s_at,0.00160491,1.89e-05,-8.33,3.39341,-1.74,FGFR2,fibroblast growth factor receptor 2
250,263,221990_at,0.0016323,1.93e-05,-8.3,3.37232,-1.3,PAX8,paired box 8
251,264,209737_at,0.00164804,1.96e-05,-8.29,3.35871,-0.7,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
254,267,213307_at,0.00168185,2.02e-05,-8.26,3.32657,-0.529,SHANK2,SH3 and multiple ankyrin repeat domains 2
255,269,215933_s_at,0.00170526,2.07e-05,-8.23,3.30123,-1.08,HHEX,hematopoietically expressed homeobox
257,271,203391_at,0.00171776,2.1e-05,-8.22,3.28995,-0.52,FKBP2,FK506 binding protein 2
258,272,201588_at,0.00173486,2.13e-05,-8.2,3.27517,-0.535,TXNL1,thioredoxin like 1
259,274,203516_at,0.00173657,2.14e-05,-8.2,3.26767,-0.621,SNTA1,syntrophin alpha 1
260,275,204793_at,0.00174246,2.16e-05,-8.19,3.25895,-1.13,GPRASP1,G protein-coupled receptor associated sorting protein 1
261,277,210194_at,0.00175406,2.19e-05,-8.17,3.24368,-0.587,PLA2R1,phospholipase A2 receptor 1
263,280,206702_at,0.0017962,2.27e-05,-8.14,3.21124,-0.605,TEK,TEK receptor tyrosine kinase
266,285,217940_s_at,0.00186707,2.4e-05,-8.08,3.15353,-0.508,NAXD,NAD(P)HX dehydratase
267,286,217414_x_at,0.00186707,2.41e-05,-8.08,3.14947,-1.94,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
268,290,65630_at,0.00189237,2.48e-05,-8.05,3.12077,-0.517,TMEM80,transmembrane protein 80
269,291,212914_at,0.00189237,2.49e-05,-8.04,3.1128,-1.08,CBX7,chromobox 7
270,292,209447_at,0.00189237,2.5e-05,-8.04,3.11249,-0.685,SYNE1,spectrin repeat containing nuclear envelope protein 1
271,293,209324_s_at,0.00189237,2.5e-05,-8.04,3.11183,-1.02,RGS16,regulator of G-protein signaling 16
272,294,219951_s_at,0.00190764,2.53e-05,-8.02,3.09861,-0.588,DZANK1,double zinc ribbon and ankyrin repeat domains 1
273,295,205249_at,0.00190764,2.53e-05,-8.02,3.09669,-1.16,EGR2,early growth response 2
274,296,211941_s_at,0.00191059,2.55e-05,-8.02,3.09167,-0.609,PEBP1,phosphatidylethanolamine binding protein 1
275,297,220927_s_at,0.0019554,2.62e-05,-7.99,3.06455,-0.661,HPSE2,heparanase 2 (inactive)
277,299,204718_at,0.0019702,2.66e-05,-7.97,3.04547,-0.505,EPHB6,EPH receptor B6
278,300,216733_s_at,0.0019702,2.66e-05,-7.97,3.04546,-0.92,GATM,glycine amidinotransferase
281,303,211562_s_at,0.00198284,2.71e-05,-7.96,3.02925,-0.612,LMOD1,leiomodin 1
282,304,203682_s_at,0.00198284,2.71e-05,-7.95,3.02656,-0.576,IVD,isovaleryl-CoA dehydrogenase
283,305,43427_at,0.00202016,2.77e-05,-7.93,3.00415,-0.631,ACACB,acetyl-CoA carboxylase beta
284,306,215047_at,0.00203702,2.81e-05,-7.92,2.99231,-0.747,TRIM58,tripartite motif containing 58
288,312,210819_x_at,0.00208878,2.93e-05,-7.87,2.94683,-0.504,DIO2,"deiodinase, iodothyronine, type II"
289,313,209956_s_at,0.00210269,2.98e-05,-7.86,2.93021,-0.726,CAMK2B,calcium/calmodulin dependent protein kinase II beta
290,314,203117_s_at,0.00210269,2.99e-05,-7.85,2.92799,-0.533,PAN2,PAN2 poly(A) specific ribonuclease subunit
291,315,205139_s_at,0.00210269,2.99e-05,-7.85,2.92745,-0.559,UST,uronyl 2-sulfotransferase
292,316,213664_at,0.00210269,2.99e-05,-7.85,2.92703,-0.955,SLC1A1,solute carrier family 1 member 1
293,317,207415_at,0.00211899,3.04e-05,-7.84,2.91197,-0.597,PLA2R1,phospholipase A2 receptor 1
295,319,205160_at,0.00211899,3.04e-05,-7.84,2.90949,-0.701,PEX11A,peroxisomal biogenesis factor 11 alpha
296,321,210006_at,0.00212573,3.08e-05,-7.83,2.89833,-0.526,ABHD14A///ACY1,abhydrolase domain containing 14A///aminoacylase 1
297,322,210473_s_at,0.00212573,3.09e-05,-7.82,2.89524,-0.528,ADGRA3,adhesion G protein-coupled receptor A3
298,323,209398_at,0.00212573,3.09e-05,-7.82,2.89247,-0.598,HIST1H1C,"histone cluster 1, H1c"
300,329,213071_at,0.00212573,3.15e-05,-7.8,2.87472,-1.16,DPT,dermatopontin
302,331,202744_at,0.00214458,3.21e-05,-7.78,2.85603,-0.687,SLC20A2,solute carrier family 20 member 2
303,332,212843_at,0.00214458,3.22e-05,-7.78,2.8513,-0.897,NCAM1,neural cell adhesion molecule 1
305,334,205549_at,0.00214458,3.23e-05,-7.78,2.84929,-1.58,PCP4,Purkinje cell protein 4
309,338,213924_at,0.00214789,3.27e-05,-7.76,2.83634,-0.78,GNAL,G protein subunit alpha L
311,340,210299_s_at,0.00215223,3.31e-05,-7.75,2.82459,-0.868,FHL1,four and a half LIM domains 1
315,346,207069_s_at,0.00215435,3.36e-05,-7.74,2.80694,-0.999,SMAD6,SMAD family member 6
318,350,211215_x_at,0.00217097,3.42e-05,-7.72,2.7899,-0.543,DIO2,"deiodinase, iodothyronine, type II"
321,356,209293_x_at,0.002225,3.56e-05,-7.68,2.7473,-1.34,ID4,"inhibitor of DNA binding 4, HLH protein"
323,359,205672_at,0.00224231,3.62e-05,-7.66,2.73076,-0.523,XPA,"XPA, DNA damage recognition and repair factor"
324,360,204199_at,0.00227584,3.7e-05,-7.64,2.70951,-0.903,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1
326,364,212980_at,0.00227584,3.74e-05,-7.63,2.69902,-0.56,AHSA2,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
327,365,204612_at,0.00227584,3.74e-05,-7.63,2.69857,-0.881,PKIA,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha"
328,366,204724_s_at,0.00227874,3.75e-05,-7.63,2.69445,-1.58,COL9A3,collagen type IX alpha 3 chain
329,368,219077_s_at,0.00231614,3.84e-05,-7.61,2.67216,-0.737,WWOX,WW domain containing oxidoreductase
330,370,40093_at,0.00233128,3.88e-05,-7.59,2.65901,-0.862,BCAM,basal cell adhesion molecule (Lutheran blood group)
332,372,205200_at,0.00233128,3.91e-05,-7.59,2.65221,-1.06,EXOSC7///CLEC3B,exosome component 7///C-type lectin domain family 3 member B
335,376,205343_at,0.00233619,3.96e-05,-7.58,2.64054,-0.528,SULT1C2,sulfotransferase family 1C member 2
338,383,204917_s_at,0.00238721,4.11e-05,-7.54,2.60019,-0.615,MLLT3,"MLLT3, super elongation complex subunit"
339,384,212328_at,0.00240285,4.15e-05,-7.53,2.5908,-0.926,LIMCH1,LIM and calponin homology domains 1
340,385,213392_at,0.00241168,4.18e-05,-7.52,2.58343,-0.549,IQCK,IQ motif containing K
342,388,211979_at,0.00244551,4.27e-05,-7.5,2.56127,-0.61,GPR107,G protein-coupled receptor 107
343,389,49452_at,0.00244551,4.29e-05,-7.5,2.55815,-0.583,ACACB,acetyl-CoA carboxylase beta
346,395,206093_x_at,0.00253717,4.52e-05,-7.44,2.50326,-0.685,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
350,403,209586_s_at,0.00259281,4.7e-05,-7.41,2.46302,-0.507,PRUNE1,prune exopolyphosphatase
