,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
74,74,205542_at,1.68e-22,2.3e-25,18.2294481,47.483582,3.94394677,STEAP1,six transmembrane epithelial antigen of the prostate 1
75,75,212013_at,1.78e-22,2.47e-25,18.2030764,47.414373,2.90224949,PXDN,peroxidasin
76,76,212464_s_at,1.83e-22,2.58e-25,18.1861674,47.369958,3.99648444,FN1,fibronectin 1
79,79,229218_at,2.18e-22,3.18e-25,18.1078602,47.163859,4.53099931,COL1A2,collagen type I alpha 2 chain
80,80,219479_at,2.2700000000000003e-22,3.36e-25,18.0878634,47.111121,2.10148304,KDELC1,KDEL motif containing 1
83,83,211945_s_at,2.93e-22,4.51e-25,17.9780389,46.820693,1.08740795,ITGB1,integrin subunit beta 1
84,84,231766_s_at,3.6300000000000003e-22,5.64e-25,17.8947202,46.59947,3.60741235,COL12A1,collagen type XII alpha 1 chain
86,86,212489_at,4.27e-22,6.79e-25,17.8261166,46.41674,3.50074387,COL5A1,collagen type V alpha 1 chain
95,95,204475_at,6.51e-22,1.1399999999999999e-24,17.6340132,45.902261,5.8735515,MMP1,matrix metallopeptidase 1
96,96,203325_s_at,9.27e-22,1.64e-24,17.5012831,45.544368,3.51474551,COL5A1,collagen type V alpha 1 chain
98,98,202052_s_at,1.16e-21,2.11e-24,17.4101506,45.297484,2.33305898,RAI14,retinoic acid induced 14
100,100,213329_at,1.35e-21,2.49e-24,17.3499889,45.133984,1.69527784,SRGAP2C///SRGAP2B///SRGAP2,SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
102,102,229802_at,1.5600000000000002e-21,2.9399999999999998e-24,17.2897703,44.969915,4.20373458,WISP1,WNT1 inducible signaling pathway protein 1
105,105,210845_s_at,1.92e-21,3.72e-24,17.2049806,44.738196,3.72729513,PLAUR,"plasminogen activator, urokinase receptor"
109,109,210495_x_at,2.1800000000000007e-21,4.39e-24,17.1449213,44.573562,3.65196719,FN1,fibronectin 1
110,110,202570_s_at,2.6900000000000002e-21,5.4699999999999996e-24,17.0663283,44.357495,1.38878349,DLGAP4,DLG associated protein 4
111,111,242546_at,2.7200000000000002e-21,5.5799999999999996e-24,17.05901,44.337339,3.78964458,LINC01296///DUXAP10,long intergenic non-protein coding RNA 1296///double homeobox A pseudogene 10
112,112,216442_x_at,2.82e-21,5.83e-24,17.0432576,44.293933,3.69257627,FN1,fibronectin 1
115,115,208636_at,3.1600000000000006e-21,6.7e-24,16.9936993,44.157187,2.62949298,ACTN1,actinin alpha 1
119,119,221539_at,4.03e-21,8.859999999999999e-24,16.8936883,43.880358,2.8505955,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1
122,122,208637_x_at,4.560000000000001e-21,1.03e-23,16.8404761,43.732592,2.66892269,ACTN1,actinin alpha 1
123,123,201341_at,4.560000000000001e-21,1.03e-23,16.8388593,43.728097,2.28370298,ENC1,ectodermal-neural cortex 1
128,128,225664_at,6.370000000000001e-21,1.4999999999999997e-23,16.7059615,43.357573,3.00196878,COL12A1,collagen type XII alpha 1 chain
131,131,218473_s_at,7.09e-21,1.7099999999999998e-23,16.6599642,43.228847,1.97602932,COLGALT1,collagen beta(1-O)galactosyltransferase 1
135,135,207714_s_at,8.09e-21,2.0100000000000003e-23,16.6033071,43.069945,2.02275641,SERPINH1,serpin family H member 1
138,138,201920_at,8.92e-21,2.2700000000000003e-23,16.5612309,42.951692,3.08391048,SLC20A1,solute carrier family 20 member 1
141,141,204030_s_at,9.44e-21,2.45e-23,16.5337582,42.874367,2.88601019,IQCJ-SCHIP1///SCHIP1,IQCJ-SCHIP1 readthrough///schwannomin interacting protein 1
142,142,200757_s_at,9.52e-21,2.49e-23,16.5283369,42.859098,1.33010942,CALU,calumenin
145,145,214020_x_at,1.1e-20,2.94e-23,16.4699087,42.69431,1.52798959,ITGB5,integrin subunit beta 5
151,151,205579_at,1.25e-20,3.49e-23,16.4098486,42.524495,2.84594214,HRH1,histamine receptor H1
156,156,201105_at,1.49e-20,4.29e-23,16.3382132,42.321389,2.91201293,LGALS1,galectin 1
157,157,226858_at,1.53e-20,4.4099999999999993e-23,16.3282148,42.292992,1.46228145,CSNK1E,casein kinase 1 epsilon
160,160,230728_at,1.61e-20,4.74e-23,16.3032691,42.22209,1.68649897,FKBP14,FK506 binding protein 14
161,161,203417_at,1.63e-20,4.83e-23,16.2970023,42.204266,2.58863614,MFAP2,microfibrillar associated protein 2
163,163,201125_s_at,1.68e-20,5.03e-23,16.2825739,42.163212,1.83905363,ITGB5,integrin subunit beta 5
164,164,220750_s_at,1.83e-20,5.51e-23,16.2508888,42.072968,2.00882604,P3H1,prolyl 3-hydroxylase 1
165,165,229538_s_at,2e-20,6.07e-23,16.2175879,41.977992,2.36822195,IQGAP3,IQ motif containing GTPase activating protein 3
171,171,202311_s_at,2.85e-20,8.959999999999999e-23,16.0824907,41.591313,4.31667624,COL1A1,collagen type I alpha 1 chain
172,172,202404_s_at,3.05e-20,9.65e-23,16.0571429,41.518515,3.57648977,COL1A2,collagen type I alpha 2 chain
191,191,201389_at,4.77e-20,1.68e-22,15.8660646,40.967234,2.39885052,ITGA5,integrin subunit alpha 5
194,194,212488_at,4.87e-20,1.74e-22,15.8553238,40.936113,3.24953994,COL5A1,collagen type V alpha 1 chain
196,196,212365_at,5e-20,1.81e-22,15.8413357,40.895562,2.12765327,MYO1B,myosin IB
201,201,209467_s_at,5.74e-20,2.12e-22,15.7869965,40.737809,1.39035283,MKNK1,MAP kinase interacting serine/threonine kinase 1
205,205,232898_at,6.87e-20,2.59e-22,15.7195736,40.541567,2.35125357,DAB2,"DAB2, clathrin adaptor protein"
209,209,211160_x_at,8.59e-20,3.3e-22,15.6369724,40.300385,2.42005878,ACTN1,actinin alpha 1
211,211,202888_s_at,9.2e-20,3.5700000000000003e-22,15.6106314,40.223296,3.70375497,ANPEP,"alanyl aminopeptidase, membrane"
225,225,214981_at,1.27e-19,5.23e-22,15.4812106,39.843289,1.18298404,POSTN,periostin
229,229,211719_x_at,1.45e-19,6.12e-22,15.4288815,39.689049,3.53818129,FN1,fibronectin 1
230,230,217650_x_at,1.46e-19,6.17e-22,15.4258304,39.680045,1.09189662,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
231,231,202729_s_at,1.47e-19,6.24e-22,15.4223694,39.66983,3.08112468,LTBP1,latent transforming growth factor beta binding protein 1
235,235,227452_at,1.58e-19,6.83e-22,15.391919,39.579896,2.52393128,LINC00673///LINC00511,long intergenic non-protein coding RNA 673///long intergenic non-protein coding RNA 511
238,238,204320_at,1.7e-19,7.44e-22,15.3629968,39.494369,4.24796105,COL11A1,collagen type XI alpha 1 chain
239,239,207173_x_at,1.71e-19,7.500000000000001e-22,15.3606413,39.487398,3.72426023,CDH11,cadherin 11
240,240,212233_at,1.75e-19,7.7200000000000015e-22,15.3509041,39.458577,2.12480048,MAP1B,microtubule associated protein 1B
242,242,215446_s_at,1.97e-19,8.75e-22,15.3089733,39.334332,3.28588569,LOX,lysyl oxidase
245,245,235961_at,2.25e-19,1.0100000000000002e-21,15.26035,39.189981,1.46635577,GPR161,G protein-coupled receptor 161
246,246,207277_at,2.39e-19,1.08e-21,15.2389635,39.126395,2.35006684,CD209,CD209 molecule
250,250,204464_s_at,2.52e-19,1.16e-21,15.2146539,39.054049,3.07306169,EDNRA,endothelin receptor type A
256,256,224896_s_at,2.73e-19,1.29e-21,15.1806204,38.95264,1.57650326,TTL,tubulin tyrosine ligase
259,259,212031_at,3e-19,1.43e-21,15.1459176,38.849087,1.19216348,RBM25,RNA binding motif protein 25
273,273,203878_s_at,3.63e-19,1.82e-21,15.0654156,38.608285,2.58109502,MMP11,matrix metallopeptidase 11
274,274,202679_at,3.66e-19,1.8400000000000002e-21,15.0611884,38.595617,1.87695947,NPC1,NPC intracellular cholesterol transporter 1
276,276,213059_at,3.82e-19,1.9300000000000007e-21,15.0452359,38.547794,1.90807339,CREB3L1,cAMP responsive element binding protein 3 like 1
277,277,204668_at,3.82e-19,1.94e-21,15.0436878,38.543151,2.07735201,RNF24,ring finger protein 24
279,279,202006_at,3.93e-19,2.01e-21,15.0322813,38.508934,1.2604437,PTPN12,"protein tyrosine phosphatase, non-receptor type 12"
280,280,213139_at,3.95e-19,2.0300000000000002e-21,15.0288712,38.498701,3.32062879,SNAI2,snail family transcriptional repressor 2
286,286,213596_at,4.26e-19,2.2400000000000003e-21,14.9971623,38.403481,2.0790265,CASP4,caspase 4
291,291,1552619_a_at,4.86e-19,2.6e-21,14.947856,38.255163,3.941443,ANLN,anillin actin binding protein
299,299,204575_s_at,5.8e-19,3.1800000000000004e-21,14.8810747,38.053788,2.33132246,MMP19,matrix metallopeptidase 19
302,302,212364_at,5.88e-19,3.2600000000000002e-21,14.8729073,38.029121,1.99432939,MYO1B,myosin IB
304,304,201609_x_at,6.04e-19,3.3700000000000004e-21,14.8622531,37.996931,0.92600624,ICMT,isoprenylcysteine carboxyl methyltransferase
306,306,225481_at,6.27e-19,3.52e-21,14.8477417,37.953063,2.23995541,FRMD6,FERM domain containing 6
316,316,202007_at,6.75e-19,3.920000000000001e-21,14.8124781,37.84635,2.60238258,NID1,nidogen 1
317,317,202310_s_at,6.75e-19,3.930000000000001e-21,14.8121059,37.845223,3.83273763,COL1A1,collagen type I alpha 1 chain
318,318,206364_at,7.01e-19,4.09e-21,14.798695,37.804597,3.54991574,KIF14,kinesin family member 14
319,319,208709_s_at,7.07e-19,4.14e-21,14.794839,37.792912,0.77839841,NRDC,nardilysin convertase
323,323,219522_at,7.26e-19,4.300000000000001e-21,14.7821256,37.754372,2.77403367,FJX1,four jointed box 1
325,325,214866_at,7.29e-19,4.370000000000001e-21,14.7769936,37.738808,2.92989733,PLAUR,"plasminogen activator, urokinase receptor"
329,329,221485_at,7.54e-19,4.550000000000001e-21,14.7636382,37.698291,1.60596869,B4GALT5,"beta-1,4-galactosyltransferase 5"
330,330,212539_at,7.58e-19,4.59e-21,14.760745,37.689511,1.18730105,CHD1L,chromodomain helicase DNA binding protein 1 like
331,331,202878_s_at,7.67e-19,4.66e-21,14.7560382,37.675225,2.01190528,CD93,CD93 molecule
334,334,226363_at,7.99e-19,4.9e-21,14.7398263,37.625995,1.47274706,ABCC5,ATP binding cassette subfamily C member 5
336,336,218181_s_at,8.27e-19,5.09e-21,14.7267851,37.586369,2.04230023,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
341,341,201251_at,8.56e-19,5.360000000000001e-21,14.7104643,37.536748,1.48840653,PKM,"pyruvate kinase, muscle"
342,342,225464_at,9.18e-19,5.7600000000000004e-21,14.6867289,37.464523,2.2422897,FRMD6,FERM domain containing 6
349,349,201307_at,1e-18,6.430000000000001e-21,14.6507453,37.354891,1.68795134,SEPT11,septin 11
352,352,204438_at,1.04e-18,6.71e-21,14.6369839,37.31292,2.78484156,MRC1,"mannose receptor, C type 1"
353,353,214452_at,1.17e-18,7.57e-21,14.5978915,37.193559,3.39360204,BCAT1,branched chain amino acid transaminase 1
355,355,218781_at,1.27e-18,8.270000000000001e-21,14.5691789,37.105766,1.40689691,SMC6,structural maintenance of chromosomes 6
363,363,205574_x_at,1.59e-18,1.06e-20,14.4884028,36.858214,1.89596463,BMP1,bone morphogenetic protein 1
365,365,212481_s_at,1.6e-18,1.07e-20,14.4849908,36.847739,3.03621209,TPM4,tropomyosin 4
366,366,213428_s_at,1.6e-18,1.08e-20,14.4839064,36.84441,2.81901481,COL6A1,collagen type VI alpha 1 chain
367,367,213004_at,1.68e-18,1.13e-20,14.4677355,36.794741,2.11805782,ANGPTL2,angiopoietin like 2
370,370,219490_s_at,1.72e-18,1.17e-20,14.4575228,36.763356,1.36632416,DCLRE1B,DNA cross-link repair 1B
377,377,201560_at,1.84e-18,1.27e-20,14.4295779,36.677408,2.17043287,CLIC4,chloride intracellular channel 4
381,381,224817_at,2e-18,1.4e-20,14.3999643,36.586218,1.5277658,SH3PXD2A,SH3 and PX domains 2A
395,395,226621_at,2.76e-18,2e-20,14.2838266,36.227501,2.26612487,OSMR,oncostatin M receptor
399,399,203370_s_at,2.86e-18,2.09e-20,14.2694218,36.182887,1.84003933,PDLIM7,PDZ and LIM domain 7
411,411,225947_at,3.36e-18,2.53e-20,14.208414,35.993639,1.12100899,MYO19,myosin XIX
412,412,229899_s_at,3.43e-18,2.59e-20,14.2009549,35.970468,2.09273751,ZFAS1,ZNFX1 antisense RNA 1
416,416,213790_at,3.52e-18,2.68e-20,14.1900785,35.936668,2.62179459,ADAM12,ADAM metallopeptidase domain 12
424,424,210233_at,3.97e-18,3.09e-20,14.1454563,35.797838,2.06150446,IL1RAP,interleukin 1 receptor accessory protein
426,426,201108_s_at,4.23e-18,3.3e-20,14.1236594,35.729929,2.79657436,THBS1,thrombospondin 1
429,429,206245_s_at,4.84e-18,3.81e-20,14.0786551,35.589521,1.6446828,IVNS1ABP,influenza virus NS1A binding protein
432,432,239188_at,4.93e-18,3.9e-20,14.0706401,35.564488,0.9134018,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma
440,440,204256_at,5.27e-18,4.25e-20,14.043685,35.480237,2.82235855,ELOVL6,ELOVL fatty acid elongase 6
441,441,227140_at,5.39e-18,4.36e-20,14.0355137,35.454679,3.73872058,INHBA,inhibin beta A subunit
443,443,205817_at,5.47e-18,4.44e-20,14.0296366,35.43629,1.66683795,SIX1,SIX homeobox 1
448,448,209156_s_at,5.97e-18,4.91e-20,13.9981079,35.337568,2.81637106,COL6A2,collagen type VI alpha 2 chain
449,449,203083_at,5.98e-18,4.92e-20,13.9970632,35.334294,2.88220354,THBS2,thrombospondin 2
451,451,202148_s_at,6.26e-18,5.18e-20,13.9809909,35.283916,1.46425089,PYCR1,pyrroline-5-carboxylate reductase 1
454,454,214104_at,6.74e-18,5.61e-20,13.9554623,35.20383,1.71290453,GPR161,G protein-coupled receptor 161
456,456,202896_s_at,6.77e-18,5.66e-20,13.9529128,35.195827,1.72024565,SIRPA,signal regulatory protein alpha
458,458,207595_s_at,6.82e-18,5.73e-20,13.9490079,35.183568,1.50584296,BMP1,bone morphogenetic protein 1
461,461,220011_at,7.31e-18,6.17e-20,13.9253243,35.109173,1.76640047,AUNIP,aurora kinase A and ninein interacting protein
463,463,225524_at,7.37e-18,6.26e-20,13.9209727,35.095496,2.67695125,ANTXR2,anthrax toxin receptor 2
465,465,218194_at,7.44e-18,6.34e-20,13.9166597,35.081937,1.21359731,REXO2,RNA exonuclease 2
468,468,208693_s_at,8.07e-18,6.92e-20,13.8892724,34.995787,1.21272374,GARS,glycyl-tRNA synthetase
480,480,202234_s_at,1.02e-17,9.01e-20,13.8058869,34.732883,2.8308106,SLC16A1,solute carrier family 16 member 1
482,482,217430_x_at,1.06e-17,9.38e-20,13.7933593,34.693307,2.72265206,COL1A1,collagen type I alpha 1 chain
487,487,209825_s_at,1.16e-17,1.04e-19,13.7619811,34.59409,2.2270057,MIR3658///UCK2,microRNA 3658///uridine-cytidine kinase 2
492,492,201482_at,1.28e-17,1.15e-19,13.7291177,34.490038,1.63932404,QSOX1,quiescin sulfhydryl oxidase 1
495,495,214185_at,1.35e-17,1.23e-19,13.7089205,34.42602,0.91759048,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1"
496,496,235709_at,1.38e-17,1.25e-19,13.7023934,34.40532,1.82015601,GAS2L3,growth arrest specific 2 like 3
501,501,209900_s_at,1.47e-17,1.35e-19,13.6789035,34.330778,2.99265629,SLC16A1,solute carrier family 16 member 1
506,506,211887_x_at,1.49e-17,1.38e-19,13.6727246,34.311158,1.83105063,MSR1,macrophage scavenger receptor 1
507,507,205003_at,1.49e-17,1.39e-19,13.6706567,34.304591,2.26358239,DOCK4,dedicator of cytokinesis 4
509,509,231879_at,1.5e-17,1.4e-19,13.6676054,34.294899,2.5485305,COL12A1,collagen type XII alpha 1 chain
513,513,205603_s_at,1.56e-17,1.46e-19,13.6541205,34.252055,1.62928521,DIAPH2,diaphanous related formin 2
516,516,213338_at,1.62e-17,1.53e-19,13.6394093,34.205286,4.79942029,TMEM158,transmembrane protein 158 (gene/pseudogene)
522,522,218854_at,1.7e-17,1.63e-19,13.6203977,34.144804,2.4224401,DSE,dermatan sulfate epimerase
524,524,219257_s_at,1.72e-17,1.65e-19,13.6154796,34.129151,2.51774742,SPHK1,sphingosine kinase 1
525,525,213119_at,1.8e-17,1.73e-19,13.6011642,34.083569,1.6256194,SLC36A1,solute carrier family 36 member 1
528,528,203561_at,1.8e-17,1.74e-19,13.5992845,34.077582,3.78200762,FCGR2A,Fc fragment of IgG receptor IIa
530,530,209344_at,1.82e-17,1.78e-19,13.593121,34.057946,2.53756354,TPM4,tropomyosin 4
534,534,214291_at,1.85e-17,1.81e-19,13.5873472,34.039548,2.46588156,RPL17-C18orf32///SNORD58C///SNORD58A///SNORD58B///RPL17,"RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17"
536,536,222646_s_at,1.89e-17,1.86e-19,13.5798342,34.015601,2.27971083,ERO1A,endoplasmic reticulum oxidoreductase 1 alpha
537,537,244427_at,1.89e-17,1.86e-19,13.5791541,34.013433,1.9005253,KIF23,kinesin family member 23
540,540,218574_s_at,1.9e-17,1.88e-19,13.5754587,34.001652,1.66807895,LMCD1,LIM and cysteine rich domains 1
544,544,203044_at,1.96e-17,1.95e-19,13.5638384,33.964592,1.48415105,CHSY1,chondroitin sulfate synthase 1
546,546,222608_s_at,1.98e-17,1.98e-19,13.5589496,33.948996,5.12967009,ANLN,anillin actin binding protein
548,548,210766_s_at,1.98e-17,1.99e-19,13.5585812,33.94782,1.36422892,CSE1L,chromosome segregation 1 like
551,551,202120_x_at,2.19e-17,2.21e-19,13.5253347,33.84167,1.26994494,AP2S1,adaptor related protein complex 2 sigma 1 subunit
552,552,211981_at,2.24e-17,2.26e-19,13.5182262,33.818955,2.03902896,COL4A1,collagen type IV alpha 1 chain
553,553,201231_s_at,2.25e-17,2.28e-19,13.5158245,33.811279,1.45681162,ENO1,enolase 1
554,554,212887_at,2.34e-17,2.38e-19,13.5025626,33.768879,1.54856469,SEC23A,"Sec23 homolog A, coat complex II component"
561,561,200661_at,2.55e-17,2.63e-19,13.4714436,33.669298,1.65242973,CTSA,cathepsin A
562,562,225146_at,2.55e-17,2.63e-19,13.4710285,33.667968,0.989607,FAM219A,family with sequence similarity 219 member A
575,575,219959_at,2.82e-17,2.97e-19,13.4335511,33.547869,2.26721899,MOCOS,molybdenum cofactor sulfurase
579,579,207426_s_at,2.99e-17,3.17e-19,13.4134027,33.483226,3.29690887,TNFSF4,tumor necrosis factor superfamily member 4
584,584,236313_at,3.17e-17,3.39e-19,13.3921893,33.415109,3.02346877,CDKN2B,cyclin dependent kinase inhibitor 2B
588,588,211057_at,3.21e-17,3.46e-19,13.3864147,33.396556,1.54101042,ROR1,receptor tyrosine kinase like orphan receptor 1
589,589,204729_s_at,3.24e-17,3.5e-19,13.3830406,33.385713,1.21300896,STX1A,syntaxin 1A
591,591,210992_x_at,3.34e-17,3.62e-19,13.3725496,33.351992,2.79915383,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene)
592,592,228642_at,3.34e-17,3.62e-19,13.3722329,33.350973,2.09278544,HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
593,593,201310_s_at,3.35e-17,3.64e-19,13.3708957,33.346674,1.82385978,NREP,neuronal regeneration related protein
595,595,219026_s_at,3.44e-17,3.75e-19,13.3614994,33.316457,1.67218438,RASAL2,RAS protein activator like 2
596,596,202465_at,3.48e-17,3.81e-19,13.356786,33.301295,2.50564733,PCOLCE,procollagen C-endopeptidase enhancer
601,601,225320_at,3.54e-17,3.89e-19,13.3497311,33.278595,1.02947399,MCU,mitochondrial calcium uniporter
604,604,238756_at,3.65e-17,4.04e-19,13.3384438,33.242264,3.14184821,GAS2L3,growth arrest specific 2 like 3
609,609,202238_s_at,3.86e-17,4.31e-19,13.3180728,33.176652,3.19114115,LOC101928916///NNMT,uncharacterized LOC101928916///nicotinamide N-methyltransferase
613,613,211668_s_at,3.95e-17,4.43e-19,13.309573,33.149259,3.87897535,PLAU,"plasminogen activator, urokinase"
616,616,227517_s_at,4.03e-17,4.55e-19,13.301829,33.124294,3.4551782,SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81,"small nucleolar RNA, C/D box 77///small nucleolar RNA, C/D box 76///small nucleolar RNA, C/D box 74///growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 44///small nucleolar RNA, C/D box 47///small nucleolar RNA, C/D box 80///small nucleolar RNA, C/D box 79///small nucleolar RNA, C/D box 81"
618,618,204053_x_at,4.15e-17,4.7e-19,13.2919055,33.092291,1.3240399,PTEN,phosphatase and tensin homolog
625,625,212791_at,4.35e-17,4.98e-19,13.2736195,33.033285,1.27907402,C1orf216,chromosome 1 open reading frame 216
626,626,213001_at,4.37e-17,5.01e-19,13.2716671,33.026983,1.91744456,ANGPTL2,angiopoietin like 2
628,628,202403_s_at,4.57e-17,5.25e-19,13.2572961,32.980576,2.12784607,COL1A2,collagen type I alpha 2 chain
630,630,213061_s_at,4.64e-17,5.36e-19,13.251056,32.960416,1.46461766,NTAN1,N-terminal asparagine amidase
632,632,1556988_s_at,4.66e-17,5.39e-19,13.2492117,32.954457,1.31575268,CHD1L,chromodomain helicase DNA binding protein 1 like
635,635,227921_at,4.94e-17,5.74e-19,13.2298296,32.891804,2.69719712,LOC105379499///FLJ45482,uncharacterized LOC105379499///uncharacterized LOC645566
641,641,1557051_s_at,5.25e-17,6.16e-19,13.208336,32.822268,1.52986176,HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
642,642,205479_s_at,5.26e-17,6.19e-19,13.2069219,32.817691,3.8783372,PLAU,"plasminogen activator, urokinase"
643,643,222985_at,5.32e-17,6.27e-19,13.2031064,32.805341,1.07949762,YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
644,644,224791_at,5.32e-17,6.27e-19,13.2027706,32.804254,1.70719985,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
645,645,207828_s_at,5.5e-17,6.49e-19,13.1920867,32.769659,3.87140961,CENPF,centromere protein F
649,649,212473_s_at,5.73e-17,6.82e-19,13.1773066,32.721775,2.3204689,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
650,650,205580_s_at,5.74e-17,6.83e-19,13.1764633,32.719043,1.22002515,HRH1,histamine receptor H1
652,652,226419_s_at,5.77e-17,6.9e-19,13.1737188,32.710148,1.84388587,SRSF1,serine and arginine rich splicing factor 1
653,653,204298_s_at,5.81e-17,6.95e-19,13.1715008,32.702959,3.29918632,LOX,lysyl oxidase
658,658,213062_at,5.98e-17,7.21e-19,13.1601815,32.666259,1.3336028,NTAN1,N-terminal asparagine amidase
664,664,1553678_a_at,6.5e-17,7.91e-19,13.1316449,32.573664,1.54487827,ITGB1,integrin subunit beta 1
690,690,229510_at,7.96e-17,1.01e-18,13.0580528,32.334378,1.35777747,MS4A14,membrane spanning 4-domains A14
691,691,220157_x_at,8.07e-17,1.02e-18,13.0532449,32.31872,1.01082594,PLEKHA8P1,pleckstrin homology domain containing A8 pseudogene 1
695,695,219773_at,8.57e-17,1.09e-18,13.0332221,32.25348,2.96399841,NOX4,NADPH oxidase 4
697,697,222409_at,8.6e-17,1.1e-18,13.031362,32.247417,2.24528286,CORO1C,coronin 1C
701,701,221641_s_at,8.79e-17,1.13e-18,13.0230624,32.220357,1.17651582,ACOT9,acyl-CoA thioesterase 9
705,705,201939_at,9.12e-17,1.18e-18,13.010135,32.17819,2.34026929,PLK2,polo like kinase 2
