,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
211,211,223162_s_at,2.06e-06,7.97e-09,-7.983689,10.295941,-1.38422572,KIAA1147,KIAA1147,57189
212,212,203758_at,2.07e-06,8.1e-09,-7.977708,10.281251,-1.65929426,CTSO,cathepsin O,1519
214,214,214745_at,2.07e-06,8.2e-09,-7.97246,10.268358,-2.25549066,PLCH1,phospholipase C eta 1,23007
215,215,39582_at,2.07e-06,8.21e-09,-7.972368,10.26813,-1.42185853,CYLD,CYLD lysine 63 deubiquitinase,1540
218,218,209293_x_at,2.09e-06,8.39e-09,-7.963629,10.24665,-2.72874141,ID4,"inhibitor of DNA binding 4, HLH protein",3400
219,219,211998_at,2.09e-06,8.42e-09,-7.962331,10.243461,-1.70530283,MIR4738///H3F3B///H3F3A,"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A",100616282///3021///3020
221,221,210192_at,2.12e-06,8.64e-09,-7.951956,10.217943,-1.97352725,ATP8A1,ATPase phospholipid transporting 8A1,10396
224,224,224976_at,2.15e-06,8.89e-09,-7.940826,10.190554,-2.08941058,NFIA,nuclear factor I A,4774
226,226,205571_at,2.2e-06,9.12e-09,-7.930995,10.166347,-1.34230892,LIPT1,lipoyltransferase 1,51601
227,227,1554079_at,2.21e-06,9.23e-09,-7.926237,10.154627,-2.24529161,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,374378
228,228,219951_s_at,2.22e-06,9.31e-09,-7.922763,10.146068,-1.57017612,DZANK1,double zinc ribbon and ankyrin repeat domains 1,55184
230,230,211383_s_at,2.23e-06,9.42e-09,-7.918113,10.134606,-0.8977294,WDR37,WD repeat domain 37,22884
231,231,235424_at,2.24e-06,9.52e-09,-7.914105,10.124728,-1.39717155,FAM122A,family with sequence similarity 122A,116224
235,235,213295_at,2.39e-06,1.03e-08,-7.882324,10.04631,-1.52574347,CYLD,CYLD lysine 63 deubiquitinase,1540
236,236,204754_at,2.42e-06,1.05e-08,-7.875631,10.029778,-2.51183713,HLF,"HLF, PAR bZIP transcription factor",3131
239,239,215527_at,2.48e-06,1.09e-08,-7.861397,9.9946,-1.79064645,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2",202559
240,240,227148_at,2.48e-06,1.09e-08,-7.860756,9.993014,-1.95111407,PLEKHH2,"pleckstrin homology, MyTH4 and FERM domain containing H2",130271
242,242,235427_at,2.56e-06,1.14e-08,-7.843875,9.951256,-2.45603217,CFLAR,CASP8 and FADD like apoptosis regulator,8837
243,243,229032_at,2.56e-06,1.14e-08,-7.84274,9.948448,-2.53457812,WSCD2,WSC domain containing 2,9671
244,244,202709_at,2.57e-06,1.15e-08,-7.839261,9.939836,-1.92289662,FMOD,fibromodulin,2331
245,245,219064_at,2.6e-06,1.17e-08,-7.83365,9.925945,-2.36968158,ITIH5,inter-alpha-trypsin inhibitor heavy chain family member 5,80760
248,248,202965_s_at,2.6e-06,1.19e-08,-7.828453,9.913075,-1.49240485,CAPN6,calpain 6,827
251,251,238835_at,2.68e-06,1.23e-08,-7.812469,9.873467,-3.22457909,AVPR1A,arginine vasopressin receptor 1A,552
253,253,214222_at,2.75e-06,1.28e-08,-7.798874,9.839753,-1.64533004,DNAH7,dynein axonemal heavy chain 7,56171
258,258,202972_s_at,3e-06,1.42e-08,-7.758024,9.7383,-1.44425509,FAM13A,family with sequence similarity 13 member A,10144
260,260,203766_s_at,3e-06,1.44e-08,-7.753677,9.727491,-1.94591313,LMOD1,leiomodin 1,25802
266,266,213106_at,3.06e-06,1.49e-08,-7.73882,9.69053,-2.79428902,ATP8A1,ATPase phospholipid transporting 8A1,10396
268,268,243237_at,3.1e-06,1.53e-08,-7.729541,9.667429,-1.17138552,CFAP221,cilia and flagella associated protein 221,200373
269,269,201778_s_at,3.1e-06,1.53e-08,-7.729156,9.666472,-0.85744662,EFCAB14,EF-hand calcium binding domain 14,9813
272,272,203697_at,3.14e-06,1.57e-08,-7.718059,9.638829,-2.04543732,FRZB,frizzled-related protein,2487
273,273,231179_at,3.14e-06,1.58e-08,-7.717149,9.636563,-1.84383269,IP6K3,inositol hexakisphosphate kinase 3,117283
280,280,205839_s_at,3.37e-06,1.73e-08,-7.680685,9.545618,-0.96184101,TSPOAP1,TSPO associated protein 1,9256
284,284,220723_s_at,3.49e-06,1.82e-08,-7.662284,9.499655,-2.96142822,CWH43,cell wall biogenesis 43 C-terminal homolog,80157
290,290,216603_at,3.75e-06,1.99e-08,-7.626529,9.410222,-2.1371387,SLC7A8,solute carrier family 7 member 8,23428
292,292,204061_at,3.89e-06,2.09e-08,-7.609118,9.366612,-2.11216563,PRKX,"protein kinase, X-linked",5613
293,293,200795_at,3.9e-06,2.1e-08,-7.606825,9.360865,-1.77216915,SPARCL1,SPARC like 1,8404
294,294,214528_s_at,3.91e-06,2.12e-08,-7.603504,9.35254,-3.10419034,PAX8,paired box 8,7849
295,295,213488_at,3.91e-06,2.12e-08,-7.601922,9.348575,-1.48043041,SNED1,"sushi, nidogen and EGF like domains 1",25992
296,296,227526_at,3.91e-06,2.13e-08,-7.60092,9.346064,-2.94066807,CDON,"cell adhesion associated, oncogene regulated",50937
297,297,222068_s_at,3.91e-06,2.13e-08,-7.600334,9.344594,-0.97779825,DNAAF1,dynein axonemal assembly factor 1,123872
298,298,226833_at,3.91e-06,2.14e-08,-7.599818,9.343302,-2.05752423,CYB5D1,cytochrome b5 domain containing 1,124637
301,301,218123_at,4.1e-06,2.26e-08,-7.57744,9.287164,-1.00988515,C21orf59,chromosome 21 open reading frame 59,56683
303,303,214929_s_at,4.15e-06,2.32e-08,-7.568829,9.265545,-1.62229628,KIAA1109,KIAA1109,84162
304,304,204623_at,4.15e-06,2.32e-08,-7.568695,9.265208,-3.85402602,TFF3,trefoil factor 3,7033
305,305,207923_x_at,4.19e-06,2.34e-08,-7.564002,9.253422,-1.38491538,PAX8,paired box 8,7849
306,306,209501_at,4.25e-06,2.39e-08,-7.557172,9.236264,-1.1240184,LOC101060399///CDR2,cerebellar degeneration-related protein 2///cerebellar degeneration related protein 2,101060399///1039
307,307,224061_at,4.25e-06,2.4e-08,-7.55565,9.23244,-1.7862612,INMT,indolethylamine N-methyltransferase,11185
308,308,221480_at,4.25e-06,2.4e-08,-7.554902,9.230558,-1.2099988,HNRNPD,heterogeneous nuclear ribonucleoprotein D,3184
309,309,203699_s_at,4.27e-06,2.42e-08,-7.55195,9.223141,-3.5620181,DIO2,"deiodinase, iodothyronine, type II",1734
311,311,221245_s_at,4.27e-06,2.43e-08,-7.549581,9.217186,-1.89972219,FZD5,frizzled class receptor 5,7855
314,314,214044_at,4.33e-06,2.49e-08,-7.540174,9.193535,-1.8193639,RYR2,ryanodine receptor 2,6262
315,315,228569_at,4.36e-06,2.52e-08,-7.536462,9.184198,-1.50230377,PAPOLA,poly(A) polymerase alpha,10914
317,317,206030_at,4.4e-06,2.57e-08,-7.529251,9.166056,-2.42752696,ASPA,aspartoacylase,443
318,318,121_at,4.4e-06,2.58e-08,-7.527854,9.162541,-2.80394452,PAX8,paired box 8,7849
319,319,214308_s_at,4.4e-06,2.58e-08,-7.527587,9.16187,-2.56242461,HGD,"homogentisate 1,2-dioxygenase",3081
320,320,210819_x_at,4.43e-06,2.6e-08,-7.524275,9.153535,-1.73740818,DIO2,"deiodinase, iodothyronine, type II",1734
321,321,207980_s_at,4.43e-06,2.61e-08,-7.52293,9.150149,-3.4175646,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370
325,325,218517_at,4.62e-06,2.76e-08,-7.501781,9.096886,-1.48585314,JADE1,jade family PHD finger 1,79960
327,327,223623_at,4.69e-06,2.81e-08,-7.494022,9.077332,-4.73045615,C2orf40,chromosome 2 open reading frame 40,84417
330,330,235024_at,4.76e-06,2.88e-08,-7.484569,9.053498,-1.33699596,JADE1,jade family PHD finger 1,79960
335,335,212841_s_at,4.79e-06,2.94e-08,-7.476695,9.033634,-1.8324678,PPFIBP2,PPFIA binding protein 2,8495
337,337,220724_at,4.83e-06,2.99e-08,-7.470713,9.01854,-2.58940456,CWH43,cell wall biogenesis 43 C-terminal homolog,80157
339,339,223197_s_at,4.95e-06,3.08e-08,-7.45906,8.989121,-1.09005361,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",56916
341,341,204028_s_at,4.97e-06,3.11e-08,-7.45532,8.979677,-1.06871707,RABGAP1,RAB GTPase activating protein 1,23637
343,343,229848_at,5.02e-06,3.16e-08,-7.449396,8.964713,-1.90524755,ZNF10,zinc finger protein 10,7556
345,345,205437_at,5.14e-06,3.25e-08,-7.438232,8.936497,-0.89585545,ZNF211,zinc finger protein 211,10520
349,349,208454_s_at,5.16e-06,3.3e-08,-7.432203,8.921256,-2.30260527,CPQ,carboxypeptidase Q,10404
350,350,212560_at,5.16e-06,3.31e-08,-7.43141,8.91925,-1.74619045,SORL1,sortilin related receptor 1,6653
354,354,206959_s_at,5.31e-06,3.45e-08,-7.416157,8.880664,-1.37739592,UPF3A,UPF3 regulator of nonsense transcripts homolog A (yeast),65110
355,355,212326_at,5.41e-06,3.52e-08,-7.407586,8.858969,-1.12972303,VPS13D,vacuolar protein sorting 13 homolog D,55187
356,356,213447_at,5.41e-06,3.53e-08,-7.406812,8.85701,-2.23241764,LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)",101930404///100033820///100033802///100033450///100033444///100033433///100033416///347746///91380///6638///3653
358,358,237324_s_at,5.55e-06,3.64e-08,-7.394706,8.826349,-1.07864088,HKDC1,hexokinase domain containing 1,80201
359,359,218584_at,5.55e-06,3.65e-08,-7.39395,8.824434,-1.13594176,TCTN1,tectonic family member 1,79600
360,360,231240_at,5.55e-06,3.66e-08,-7.392931,8.821854,-3.54452049,DIO2,"deiodinase, iodothyronine, type II",1734
361,361,218539_at,5.64e-06,3.74e-08,-7.38523,8.802338,-1.08402117,FBXO34,F-box protein 34,55030
364,364,217504_at,5.71e-06,3.81e-08,-7.377238,8.782076,-1.47547925,ABCA6,ATP binding cassette subfamily A member 6,23460
365,365,227874_at,5.74e-06,3.84e-08,-7.374322,8.774683,-2.51837817,EMCN,endomucin,51705
366,366,213649_at,5.78e-06,3.88e-08,-7.370609,8.765267,-2.10654195,SRSF7,serine and arginine rich splicing factor 7,6432
367,367,208873_s_at,5.86e-06,3.95e-08,-7.364155,8.748894,-1.70184373,REEP5,receptor accessory protein 5,7905
372,372,209325_s_at,5.97e-06,4.08e-08,-7.351984,8.718003,-2.4964015,RGS16,regulator of G-protein signaling 16,6004
373,373,209283_at,5.97e-06,4.08e-08,-7.351126,8.715825,-2.75553258,CRYAB,crystallin alpha B,1410
375,375,214433_s_at,5.98e-06,4.12e-08,-7.348091,8.708119,-3.3424676,SELENBP1,selenium binding protein 1,8991
377,377,231260_at,5.99e-06,4.14e-08,-7.346109,8.703087,-1.89337403,ZNF582-AS1,ZNF582 antisense RNA 1 (head to head),386758
382,382,209469_at,6.05e-06,4.24e-08,-7.337263,8.680618,-3.26253555,GPM6A,glycoprotein M6A,2823
383,383,204442_x_at,6.05e-06,4.25e-08,-7.335826,8.676967,-1.35477402,LTBP4,latent transforming growth factor beta binding protein 4,8425
384,384,213590_at,6.13e-06,4.32e-08,-7.330069,8.662338,-1.28491792,SLC16A5,solute carrier family 16 member 5,9121
386,386,209032_s_at,6.16e-06,4.36e-08,-7.325986,8.651961,-3.0605353,CADM1,cell adhesion molecule 1,23705
390,390,215442_s_at,6.27e-06,4.49e-08,-7.315468,8.625217,-4.31426917,TSHR,thyroid stimulating hormone receptor,7253
391,391,210299_s_at,6.28e-06,4.5e-08,-7.314098,8.621731,-2.95624218,FHL1,four and a half LIM domains 1,2273
393,393,37512_at,6.36e-06,4.58e-08,-7.307232,8.604266,-3.47502132,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,8630
396,396,209355_s_at,6.51e-06,4.74e-08,-7.294547,8.571982,-3.14444855,PLPP3,phospholipid phosphatase 3,8613
398,398,228338_at,6.64e-06,4.86e-08,-7.284854,8.5473,-2.1354671,COLCA2,colorectal cancer associated 2,120376
400,400,226038_at,6.65e-06,4.88e-08,-7.283588,8.544074,-1.18202451,LONRF1,LON peptidase N-terminal domain and ring finger 1,91694
403,403,203323_at,6.67e-06,4.94e-08,-7.278817,8.531921,-2.2918017,CAV2,caveolin 2,858
405,405,206114_at,6.68e-06,4.96e-08,-7.277292,8.528036,-2.63683464,EPHA4,EPH receptor A4,2043
406,406,209442_x_at,6.68e-06,4.97e-08,-7.27609,8.524972,-1.72953695,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",288
407,407,222394_at,6.73e-06,5.02e-08,-7.272281,8.515266,-1.60892615,PDCD6IP,programmed cell death 6 interacting protein,10015
408,408,214607_at,6.83e-06,5.11e-08,-7.265956,8.499143,-1.75739201,PAK3,p21 (RAC1) activated kinase 3,5063
416,416,227637_at,7.06e-06,5.39e-08,-7.245738,8.447577,-0.7299245,TFCP2,transcription factor CP2,7024
420,420,209071_s_at,7.08e-06,5.45e-08,-7.241271,8.436177,-2.32943802,RGS5,regulator of G-protein signaling 5,8490
422,422,238708_at,7.1e-06,5.49e-08,-7.238399,8.428845,-1.07634634,ZNF582-AS1,ZNF582 antisense RNA 1 (head to head),386758
425,425,206209_s_at,7.2e-06,5.61e-08,-7.230234,8.407997,-3.57527447,CA4,carbonic anhydrase 4,762
427,427,201914_s_at,7.34e-06,5.76e-08,-7.220718,8.383691,-1.33087471,SEC63,"SEC63 homolog, protein translocation regulator",11231
428,428,219529_at,7.34e-06,5.76e-08,-7.220161,8.382268,-3.22136079,CLIC3,chloride intracellular channel 3,9022
431,431,212206_s_at,7.34e-06,5.8e-08,-7.217855,8.376377,-1.19365366,H2AFV,H2A histone family member V,94239
437,437,228973_at,7.79e-06,6.24e-08,-7.190209,8.305688,-2.20387889,DLG2,discs large MAGUK scaffold protein 2,1740
439,439,225606_at,7.79e-06,6.28e-08,-7.187848,8.299649,-1.00361624,BCL2L11,BCL2 like 11,10018
441,441,220173_at,7.81e-06,6.31e-08,-7.185713,8.294184,-1.87130374,BBOF1,basal body orientation factor 1,80127
442,442,203954_x_at,7.83e-06,6.34e-08,-7.183945,8.28966,-2.59347843,CLDN3,claudin 3,1365
444,444,227889_at,7.83e-06,6.37e-08,-7.182173,8.285125,-2.82252953,LPCAT2,lysophosphatidylcholine acyltransferase 2,54947
445,445,242774_at,7.91e-06,6.47e-08,-7.176539,8.270704,-1.3431379,SYNE2,spectrin repeat containing nuclear envelope protein 2,23224
446,446,202242_at,7.91e-06,6.47e-08,-7.176476,8.270541,-2.51685736,TSPAN7,tetraspanin 7,7102
449,449,225755_at,8e-06,6.61e-08,-7.168361,8.249762,-1.29298435,KLHDC8B,kelch domain containing 8B,200942
450,450,207921_x_at,8e-06,6.61e-08,-7.168354,8.249742,-1.54855416,PAX8,paired box 8,7849
451,451,226145_s_at,8e-06,6.61e-08,-7.168128,8.249164,-3.33536374,FRAS1,Fraser extracellular matrix complex subunit 1,80144
453,453,201022_s_at,8.03e-06,6.67e-08,-7.164748,8.240507,-0.91357873,DSTN,"destrin, actin depolymerizing factor",11034
454,454,226737_at,8.04e-06,6.69e-08,-7.163589,8.237539,-0.91735765,SLC25A42,solute carrier family 25 member 42,284439
455,455,217732_s_at,8.12e-06,6.77e-08,-7.159029,8.225856,-0.89799855,ITM2B,integral membrane protein 2B,9445
456,456,206208_at,8.16e-06,6.82e-08,-7.15639,8.219093,-2.53147156,CA4,carbonic anhydrase 4,762
461,461,205051_s_at,8.19e-06,6.92e-08,-7.150798,8.204761,-2.25959516,KIT,KIT proto-oncogene receptor tyrosine kinase,3815
463,463,216604_s_at,8.25e-06,7e-08,-7.146536,8.193835,-2.24635197,SLC7A8,solute carrier family 7 member 8,23428
464,464,206453_s_at,8.42e-06,7.16e-08,-7.137983,8.171904,-1.29885723,NDRG2,NDRG family member 2,57447
466,466,222885_at,8.42e-06,7.2e-08,-7.136172,8.167258,-2.12130626,EMCN,endomucin,51705
467,467,218487_at,8.43e-06,7.24e-08,-7.133883,8.161386,-1.19003793,ALAD,aminolevulinate dehydratase,210
471,471,225575_at,8.43e-06,7.29e-08,-7.131172,8.154432,-1.80054247,LIFR,leukemia inhibitory factor receptor alpha,3977
472,472,201465_s_at,8.43e-06,7.29e-08,-7.131018,8.154037,-2.55669776,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",3725
473,473,1557100_s_at,8.43e-06,7.32e-08,-7.12994,8.15127,-1.44376965,HECTD1,HECT domain E3 ubiquitin protein ligase 1,25831
474,474,227174_at,8.43e-06,7.34e-08,-7.12857,8.147756,-4.19990695,WDR72,WD repeat domain 72,256764
