,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
63,63,33_24_6,0.0004414,2.29e-06,-9.843187,5.43032,-1.7733823,SBDSP,Shwachman-Bodian-Diamond syndrome pseudogene,155370
66,66,13_16_2,0.0004648,2.58e-06,-9.708711,5.30993,-3.142362,PDE1A,"phosphodiesterase 1A, calmodulin-dependent",5136
69,69,30_10_5,0.0004648,2.63e-06,-9.688712,5.29189,-2.4896154,TBX3,T-box 3 (ulnar mammary syndrome),6926
70,70,59_22_7,0.0004648,2.64e-06,-9.683586,5.28726,-3.0722905,BCL2,B-cell CLL/lymphoma 2,596
71,71,48_15_6,0.0005191,2.99e-06,-9.548737,5.16454,-2.2267906,RANBP10,RAN binding protein 10,57610
74,74,8_13_6,0.0005437,3.28e-06,-9.450965,5.07449,-2.2393998,BEX1,"brain expressed, X-linked 1",55859
75,75,2_31_1,0.0005437,3.31e-06,-9.441024,5.06529,-3.5030067,BMP7,bone morphogenetic protein 7 (osteogenic protein 1),655
76,76,56_29_3,0.0005604,3.46e-06,-9.394868,5.02242,-2.8431747,AP1M2,"adaptor-related protein complex 1, mu 2 subunit",10053
78,78,51_12_5,0.0006014,3.81e-06,-9.292914,4.927,-2.7461854,CCL28,chemokine (C-C motif) ligand 28,56477
79,79,10_9_4,0.0006081,3.9e-06,-9.268111,4.90363,-3.7870824,GDF5,growth differentiation factor 5,8200
80,80,53_4_3,0.0006206,4.03e-06,-9.233663,4.87108,-2.9123319,OMD,osteomodulin,4958
85,85,43_3_7,0.0006266,4.44e-06,-9.130713,4.77309,-4.2386318,DEPDC6,DEP domain containing 6,64798
86,86,40_18_7,0.0006266,4.48e-06,-9.123089,4.76579,-3.5313806,PBX1,pre-B-cell leukemia homeobox 1,5087
88,88,35_8_6,0.0006266,4.5e-06,-9.117181,4.76013,-3.0053786,ARHGAP25,Rho GTPase activating protein 25,9938
89,89,7_10_5,0.0006266,4.67e-06,-9.078945,4.72342,-3.5104321,MAN1C1,"mannosidase, alpha, class 1C, member 1",57134
91,91,9_21_7,0.0006266,4.73e-06,-9.065638,4.71061,-1.5587433,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,115294
92,92,6_12_2,0.0006266,4.73e-06,-9.065296,4.71028,-3.7550728,KCNJ15,"potassium inwardly-rectifying channel, subfamily J, member 15",3772
94,94,42_10_3,0.0006266,4.88e-06,-9.033558,4.67965,-1.663542,HOOK2,hook homolog 2 (Drosophila),29911
97,97,30_3_7,0.0006266,4.97e-06,-9.015924,4.66259,-2.9437445,PMS2L11///KIAA1505,postmeiotic segregation increased 2-like 11///KIAA1505 protein,441263///57639
99,99,20_17_6,0.0006266,5.02e-06,-9.004993,4.652,-4.2490343,STXBP6,syntaxin binding protein 6 (amisyn),29091
100,100,34_5_6,0.0006572,5.32e-06,-8.946037,4.59466,-3.0707843,IFT172,intraflagellar transport 172 homolog (Chlamydomonas),26160
101,101,19_23_2,0.0006601,5.39e-06,-8.931497,4.58046,-3.9095025,RGN,regucalcin (senescence marker protein-30),9104
103,103,8_10_2,0.0006813,5.68e-06,-8.879561,4.52958,-3.0524001,SLC39A6,"solute carrier family 39 (zinc transporter), member 6",25800
111,111,54_26_3,0.000751,6.74e-06,-8.706714,4.35822,-2.6235431,PLCB4,"phospholipase C, beta 4",5332
112,112,32_7_7,0.0007564,6.92e-06,-8.680706,4.33217,-2.1103401,CRELD1,cysteine-rich with EGF-like domains 1,78987
113,113,58_18_3,0.0007564,6.96e-06,-8.674017,4.32545,-1.8073748,ADCY9,adenylate cyclase 9,115
116,116,42_21_6,0.0007581,7.11e-06,-8.653663,4.305,-3.3373575,MAL2,"mal, T-cell differentiation protein 2",114569
121,121,55_8_3,0.0007731,7.61e-06,-8.585227,4.2359,-1.7983687,PIK3CB,"phosphoinositide-3-kinase, catalytic, beta polypeptide",5291
125,125,44_12_6,0.0008019,8.09e-06,-8.524878,4.17454,-2.9382904,C1orf115,chromosome 1 open reading frame 115,79762
126,126,26_31_1,0.000815,8.29e-06,-8.501143,4.1503,-3.2511223,BCL2,B-cell CLL/lymphoma 2,596
132,132,32_12_2,0.0008327,8.9e-06,-8.432358,4.07971,-2.9634979,EPS8L1///GFER,"EPS8-like 1///growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)",54869///2671
133,133,53_18_5,0.0008327,8.94e-06,-8.427658,4.07487,-1.8200403,MYO5C,myosin VC,55930
134,134,9_29_2,0.0008434,9.12e-06,-8.407986,4.05458,-2.5166284,INADL,InaD-like (Drosophila),10207
136,136,49_26_1,0.0008595,9.52e-06,-8.36691,4.01206,-2.9708345,PRLR,prolactin receptor,5618
137,137,60_28_7,0.0008595,9.55e-06,-8.362966,4.00797,-3.4774101,BCL2,B-cell CLL/lymphoma 2,596
138,138,22_28_5,0.0008595,9.64e-06,-8.354796,3.99949,-2.4379158,C10orf32///AS3MT,chromosome 10 open reading frame 32///arsenic (+3 oxidation state) methyltransferase,119032///57412
139,139,17_7_6,0.0008595,9.64e-06,-8.35435,3.99903,-2.2404478,KIAA0828,adenosylhomocysteinase 3,23382
143,143,25_31_6,0.0008715,1.01e-05,-8.312565,3.95553,-1.932317,ARRDC3,arrestin domain containing 3,57561
144,144,51_17_6,0.0008715,1.02e-05,-8.302425,3.94495,-2.8737828,BSPRY,B-box and SPRY domain containing,54836
145,145,34_15_2,0.0008715,1.02e-05,-8.300511,3.94295,-2.0372982,GCSH,glycine cleavage system protein H (aminomethyl carrier),2653
148,148,43_30_5,0.0008794,1.05e-05,-8.272206,3.91334,-2.3158169,RUFY3,RUN and FYVE domain containing 3,22902
149,149,23_23_6,0.000885,1.07e-05,-8.256333,3.89669,-2.2609479,ANP32E,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",81611
150,150,59_21_6,0.000885,1.07e-05,-8.253335,3.89354,-2.999648,ARV1,ARV1 homolog (S. cerevisiae),64801
152,152,18_26_3,0.0009251,1.15e-05,-8.188802,3.82555,-3.4868683,UST,uronyl-2-sulfotransferase,10090
155,155,46_22_3,0.0009251,1.16e-05,-8.17995,3.81619,-1.9308429,NUPR1,nuclear protein 1,26471
158,158,12_6_7,0.0009679,1.23e-05,-8.118922,3.7514,-1.8366128,TMEM123,transmembrane protein 123,114908
159,159,25_7_5,0.001003,1.29e-05,-8.079275,3.70908,-4.1379292,SLC7A9,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9",11136
162,162,41_23_3,0.0010368,1.36e-05,-8.026159,3.6521,-1.5685138,MBNL2,muscleblind-like 2 (Drosophila),10150
163,163,43_19_2,0.0010368,1.36e-05,-8.024851,3.65069,-4.4124045,CDH1,"cadherin 1, type 1, E-cadherin (epithelial)",999
165,165,36_23_4,0.0010613,1.41e-05,-7.991639,3.61489,-3.6410404,UST,uronyl-2-sulfotransferase,10090
170,170,5_5_7,0.0011037,1.51e-05,-7.926601,3.54441,-1.6393204,PPP1R14C,"protein phosphatase 1, regulatory (inhibitor) subunit 14C",81706
171,171,19_23_6,0.0011037,1.52e-05,-7.921972,3.53938,-3.8513466,DPH3,"DPH3, KTI11 homolog (S. cerevisiae)",285381
172,172,12_26_2,0.0011192,1.56e-05,-7.899722,3.51514,-2.8288335,PRKCQ,"protein kinase C, theta",5588
174,174,52_2_3,0.0011265,1.58e-05,-7.887003,3.50126,-3.6443658,PAR5,Prader-Willi/Angelman syndrome-5,8123
176,176,56_9_6,0.0011381,1.62e-05,-7.865388,3.47763,-1.2438125,C12orf52,chromosome 12 open reading frame 52,84934
178,178,42_31_1,0.0011381,1.64e-05,-7.853333,3.46442,-2.9295063,MTSS1///APOH,metastasis suppressor 1///apolipoprotein H (beta-2-glycoprotein I),9788///350
179,179,24_12_4,0.0011381,1.64e-05,-7.851458,3.46237,-2.9222113,DAPK2,death-associated protein kinase 2,23604
182,182,38_30_1,0.0012007,1.76e-05,-7.786987,3.39144,-2.666679,DYRK1A,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,1859
184,184,56_26_3,0.0012066,1.79e-05,-7.77252,3.37545,-3.5034732,RND2,Rho family GTPase 2,8153
185,185,36_11_1,0.0012082,1.81e-05,-7.763371,3.36533,-2.7089513,MAL,"mal, T-cell differentiation protein",4118
186,186,31_15_3,0.0012082,1.81e-05,-7.761517,3.36328,-2.8469099,AKAP6,A kinase (PRKA) anchor protein 6,9472
187,187,30_2_4,0.0012108,1.82e-05,-7.754631,3.35565,-3.7655863,NEBL,nebulette,10529
190,190,41_11_4,0.0012283,1.9e-05,-7.718629,3.31569,-3.5543881,PPAP2B,phosphatidic acid phosphatase type 2B,8613
197,197,8_28_1,0.0012547,1.99e-05,-7.673766,3.26567,-3.8479263,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor),2321
198,198,2_27_3,0.0012547,2e-05,-7.670364,3.26187,-3.0582437,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
200,200,12_9_7,0.0012547,2.02e-05,-7.661391,3.25183,-3.9282423,SOX4,SRY (sex determining region Y)-box 4,6659
201,201,32_19_6,0.0012625,2.04e-05,-7.651253,3.24048,-1.4131965,KIAA0256,KIAA0256 gene product,9728
202,202,20_11_3,0.0012627,2.06e-05,-7.643766,3.23209,-2.3925605,C21orf82///MRPS6///SLC5A3,"chromosome 21 open reading frame 82///mitochondrial ribosomal protein S6///solute carrier family 5 (inositol transporters), member 3",114036///64968///6526
204,204,48_16_7,0.0012744,2.09e-05,-7.629154,3.21569,-1.6044316,PRUNE,prune homolog (Drosophila),58497
205,205,22_6_6,0.0012744,2.1e-05,-7.625046,3.21108,-1.6011784,CCDC28A,coiled-coil domain containing 28A,25901
209,209,25_24_6,0.0013006,2.19e-05,-7.589351,3.17089,-2.2778766,MGLL,monoglyceride lipase,11343
210,210,34_9_3,0.0013071,2.22e-05,-7.577881,3.15795,-3.9850645,SORBS2,sorbin and SH3 domain containing 2,8470
212,212,38_21_6,0.0013178,2.25e-05,-7.564789,3.14315,-1.5559816,ZNF655,zinc finger protein 655,79027
213,213,49_19_3,0.0013218,2.27e-05,-7.557308,3.13469,-3.0589975,RYR2,ryanodine receptor 2 (cardiac),6262
215,215,27_8_4,0.0013518,2.35e-05,-7.525107,3.09817,-2.2340899,GMEB2,glucocorticoid modulatory element binding protein 2,26205
216,216,40_14_1,0.0013518,2.36e-05,-7.521608,3.0942,-3.2700864,ACADL,"acyl-Coenzyme A dehydrogenase, long chain",33
218,218,47_16_1,0.0013785,2.42e-05,-7.499666,3.06924,-2.0779893,FHIT,fragile histidine triad gene,2272
219,219,57_20_6,0.0014152,2.5e-05,-7.471629,3.03725,-1.5911213,METTL9,methyltransferase like 9,51108
220,220,46_8_2,0.0014152,2.51e-05,-7.465639,3.03041,-3.0274067,CXADR,coxsackie virus and adenovirus receptor,1525
221,221,59_20_6,0.0014152,2.52e-05,-7.464168,3.02873,-2.2454902,ADI1,acireductone dioxygenase 1,55256
224,224,40_22_5,0.0014169,2.56e-05,-7.448056,3.01029,-1.6978875,SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",291
226,226,4_3_7,0.0014169,2.58e-05,-7.443297,3.00484,-1.9402996,PHPT1,phosphohistidine phosphatase 1,29085
227,227,16_5_8,0.0014295,2.62e-05,-7.428333,2.98767,-1.8838262,C6orf64,chromosome 6 open reading frame 64,55776
235,235,5_28_3,0.0015076,2.85e-05,-7.354142,2.90216,-2.7342888,LIPG,"lipase, endothelial",9388
238,238,1_20_7,0.0015515,2.97e-05,-7.317876,2.86011,-3.7250809,TMEM30B,transmembrane protein 30B,161291
240,240,9_17_6,0.001598,3.09e-05,-7.284726,2.82153,-1.8742281,PHF17,PHD finger protein 17,79960
243,243,5_18_1,0.0016364,3.2e-05,-7.253264,2.78478,-2.9809552,FGFR2,"fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)",2263
245,245,19_15_2,0.0016697,3.29e-05,-7.22865,2.75594,-3.4136875,IPW,imprinted in Prader-Willi syndrome,3653
246,246,23_24_7,0.0016735,3.32e-05,-7.220397,2.74625,-1.3618236,ALDOA,"aldolase A, fructose-bisphosphate",226
247,247,6_16_4,0.0016735,3.32e-05,-7.219613,2.74533,-2.6190695,IGSF1,"immunoglobulin superfamily, member 1",3547
248,248,44_15_6,0.0016923,3.38e-05,-7.206439,2.72985,-1.5101011,ARL3,ADP-ribosylation factor-like 3,403
249,249,4_22_7,0.0016943,3.39e-05,-7.201928,2.72455,-2.4811746,EPHA3,EPH receptor A3,2042
250,250,24_5_4,0.0016951,3.41e-05,-7.198067,2.72,-2.0281038,CLN5,"ceroid-lipofuscinosis, neuronal 5",1203
253,253,60_12_6,0.0017538,3.57e-05,-7.158397,2.6732,-1.6569613,ZBTB4,zinc finger and BTB domain containing 4,57659
256,256,29_3_6,0.001792,3.69e-05,-7.129742,2.63927,-2.1115404,IFT140,intraflagellar transport 140 homolog (Chlamydomonas),9742
259,259,40_2_2,0.0018171,3.78e-05,-7.107804,2.61322,-1.7924401,PSMB9///PPP1R2P1,"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)///protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 1",5698///5505
261,261,23_12_1,0.0018484,3.88e-05,-7.0866,2.58799,-3.286746,PBX1,pre-B-cell leukemia homeobox 1,5087
264,264,46_27_4,0.0018806,3.99e-05,-7.062062,2.55871,-1.3081939,IAPP,islet amyloid polypeptide,3375
267,267,22_4_8,0.0019136,4.11e-05,-7.037632,2.52948,-1.9384599,C6orf64,chromosome 6 open reading frame 64,55776
268,268,44_18_7,0.0019171,4.14e-05,-7.031726,2.5224,-1.4804028,MTERFD3,MTERF domain containing 3,80298
272,272,32_12_7,0.0019386,4.24e-05,-7.010851,2.49735,-3.0091153,PRAME,preferentially expressed antigen in melanoma,23532
275,275,50_18_3,0.0019673,4.35e-05,-6.989112,2.4712,-1.4833193,TRRAP,transformation/transcription domain-associated protein,8295
281,281,15_11_3,0.0020242,4.57e-05,-6.946742,2.42005,-3.2286269,SELENBP1,selenium binding protein 1,8991
283,283,31_16_1,0.0020242,4.63e-05,-6.936619,2.4078,-3.3493745,METAP2,methionyl aminopeptidase 2,10988
285,285,24_25_2,0.0020242,4.64e-05,-6.934876,2.40569,-5.6064795,SLC4A4,"solute carrier family 4, sodium bicarbonate cotransporter, member 4",8671
286,286,48_30_3,0.0020642,4.75e-05,-6.915434,2.38211,-2.1599259,CBX7,chromobox homolog 7,23492
288,288,60_22_3,0.0021079,4.88e-05,-6.891197,2.35264,-4.5617334,CCDC22,coiled-coil domain containing 22,28952
290,290,29_22_2,0.0021079,4.91e-05,-6.886207,2.34656,-1.4893161,NDUFA5,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa",4698
293,293,9_11_5,0.0021563,5.11e-05,-6.852803,2.3058,-3.1086224,CACNA1I,"calcium channel, voltage-dependent, T type, alpha 1I subunit",8911
294,294,8_12_2,0.0021563,5.12e-05,-6.851066,2.30368,-3.1039892,IGFBP5,insulin-like growth factor binding protein 5,3488
295,295,22_26_4,0.0021563,5.13e-05,-6.850903,2.30348,-4.8348714,CLCNKA,chloride channel Ka,1187
296,296,14_16_6,0.0021563,5.13e-05,-6.85008,2.30247,-2.298043,SASH1,SAM and SH3 domain containing 1,23328
298,298,45_20_2,0.0021927,5.25e-05,-6.830493,2.2785,-1.801439,UBE2L3///TAF4,"ubiquitin-conjugating enzyme E2L 3///TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa",7332///6874
299,299,6_22_1,0.0021955,5.29e-05,-6.825163,2.27196,-3.281273,SOD3,"superoxide dismutase 3, extracellular",6649
300,300,52_9_5,0.0021955,5.29e-05,-6.823869,2.27037,-1.6239056,UBL3,ubiquitin-like 3,5412
302,302,29_20_6,0.002208,5.36e-05,-6.813595,2.25777,-2.1008236,SGSM2,small G protein signaling modulator 2,9905
303,303,30_28_2,0.0022155,5.42e-05,-6.80363,2.24553,-2.0881237,CLUL1,clusterin-like 1 (retinal),27098
305,305,56_22_6,0.0022155,5.45e-05,-6.80026,2.24138,-1.6563456,C9orf82,chromosome 9 open reading frame 82,79886
306,306,51_31_4,0.0022155,5.45e-05,-6.799854,2.24088,-2.3163226,TSPAN1,tetraspanin 1,10103
307,307,14_5_8,0.0022199,5.48e-05,-6.795507,2.23554,-2.0452619,C6orf64,chromosome 6 open reading frame 64,55776
310,310,8_3_4,0.0022458,5.6e-05,-6.777814,2.21375,-2.6734144,STOML1,stomatin (EPB72)-like 1,9399
312,312,26_19_3,0.002282,5.73e-05,-6.758164,2.1895,-4.0756823,C9orf61,chromosome 9 open reading frame 61,9413
313,313,44_20_3,0.002282,5.75e-05,-6.755385,2.18607,-3.1256115,TINP1,TGF beta-inducible nuclear protein 1,10412
314,314,21_24_7,0.002282,5.77e-05,-6.75294,2.18305,-2.0590481,MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3",4300
315,315,6_22_6,0.002282,5.78e-05,-6.751244,2.18095,-2.2844484,SORBS1,sorbin and SH3 domain containing 1,10580
316,316,58_18_5,0.002282,5.8e-05,-6.74872,2.17783,-1.5297896,ACAD8,"acyl-Coenzyme A dehydrogenase family, member 8",27034
319,319,18_24_1,0.0022961,5.9e-05,-6.733642,2.15917,-3.1482801,CLEC3B,"C-type lectin domain family 3, member B",7123
323,323,39_10_8,0.0023116,6.09e-05,-6.707331,2.12654,-1.2663396,SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",291
324,324,54_9_7,0.0023116,6.12e-05,-6.704292,2.12276,-2.7302692,LMOD1,leiomodin 1 (smooth muscle),25802
325,325,17_23_3,0.0023116,6.13e-05,-6.702516,2.12055,-1.4270142,USP1,ubiquitin specific peptidase 1,7398
326,326,35_10_5,0.0023116,6.13e-05,-6.701754,2.11961,-1.8675112,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,64077
327,327,7_19_5,0.0023116,6.13e-05,-6.701726,2.11957,-1.3740543,STARD13,StAR-related lipid transfer (START) domain containing 13,90627
328,328,43_10_4,0.0023116,6.14e-05,-6.700412,2.11794,-1.9254907,CFD,complement factor D (adipsin),1675
329,329,10_2_5,0.0023116,6.14e-05,-6.700378,2.1179,-1.844957,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",9223
331,331,7_19_6,0.0023116,6.19e-05,-6.694739,2.11089,-1.2647831,MKL2,MKL/myocardin-like 2,57496
332,332,22_11_4,0.0023116,6.2e-05,-6.693491,2.10933,-2.3038499,KCNC1,"potassium voltage-gated channel, Shaw-related subfamily, member 1",3746
334,334,59_4_7,0.0023116,6.2e-05,-6.692483,2.10808,-1.3373644,ITFG2,integrin alpha FG-GAP repeat containing 2,55846
335,335,15_15_1,0.0023463,6.32e-05,-6.677773,2.08976,-1.8499564,ATP6V0E2,"ATPase, H+ transporting V0 subunit e2",155066
336,336,36_11_5,0.0023618,6.39e-05,-6.668333,2.07799,-2.2598489,MYLIP,myosin regulatory light chain interacting protein,29116
339,339,6_2_7,0.0023669,6.46e-05,-6.658767,2.06605,-2.8979402,CGNL1,cingulin-like 1,84952
345,345,21_17_6,0.0024531,6.8e-05,-6.617288,2.01414,-1.4314863,REEP1,receptor accessory protein 1,65055
346,346,11_5_6,0.0024833,6.91e-05,-6.603903,1.99733,-1.4271118,PHACTR2,phosphatase and actin regulator 2,9749
348,348,17_20_3,0.0024833,6.94e-05,-6.600238,1.99273,-1.6082553,SLC23A2,"solute carrier family 23 (nucleobase transporters), member 2",9962
354,354,16_15_1,0.0026029,7.42e-05,-6.545824,1.92414,-5.2736302,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
355,355,18_27_2,0.0026029,7.44e-05,-6.544078,1.92193,-3.3303949,HSD17B6,hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse),8630
356,356,22_9_6,0.0026029,7.46e-05,-6.541928,1.91921,-1.6558626,RELL1,RELT-like 1,768211
357,357,42_5_3,0.0026029,7.48e-05,-6.539256,1.91583,-2.6770504,EPHB1,EPH receptor B1,2047
358,358,46_7_6,0.0026029,7.54e-05,-6.533555,1.90862,-2.6718562,DKFZP564O0823,DKFZP564O0823 protein,25849
359,359,48_15_3,0.0026029,7.57e-05,-6.529461,1.90343,-1.8343567,SH3BGR,SH3 domain binding glutamic acid-rich protein,6450
365,365,35_24_2,0.0026665,7.82e-05,-6.503475,1.87047,-5.0441455,GPM6A,glycoprotein M6A,2823
366,366,40_3_2,0.0026665,7.85e-05,-6.501024,1.86736,-2.0888266,EFNA1,ephrin-A1,1942
367,367,31_10_3,0.0026665,7.87e-05,-6.49868,1.86438,-3.9137768,METAP2,methionyl aminopeptidase 2,10988
369,369,18_7_3,0.002701,8.01e-05,-6.484764,1.84668,-3.2796412,TSPAN7,tetraspanin 7,7102
374,374,58_25_7,0.0027222,8.18e-05,-6.467649,1.82488,-1.4490725,SATB1,SATB homeobox 1,6304
376,376,24_27_2,0.0027647,8.35e-05,-6.450936,1.80355,-3.0842186,OCLN,occludin,4950
378,378,2_30_5,0.0027745,8.42e-05,-6.443849,1.79449,-2.3515273,ELMO1,engulfment and cell motility 1,9844
379,379,38_30_3,0.0027868,8.51e-05,-6.435923,1.78435,-1.3099767,SUCLA2,"succinate-CoA ligase, ADP-forming, beta subunit",8803
380,380,56_26_4,0.0027868,8.52e-05,-6.434342,1.78233,-2.7041565,EPHA3,EPH receptor A3,2042
381,381,38_5_6,0.0027868,8.55e-05,-6.431743,1.779,-2.1701756,PPP1R13B,"protein phosphatase 1, regulatory (inhibitor) subunit 13B",23368
382,382,32_9_3,0.0027868,8.56e-05,-6.431061,1.77813,-1.0978731,TXNL1,thioredoxin-like 1,9352
383,383,48_11_6,0.0027868,8.57e-05,-6.429768,1.77647,-1.6342014,LOC641705///RNPC3,"similar to RNA-binding region (RNP1, RRM) containing 3///RNA-binding region (RNP1, RRM) containing 3",641705///55599
386,386,10_23_4,0.0028792,8.93e-05,-6.397461,1.73503,-1.6730311,LDB3,LIM domain binding 3,11155
387,387,4_14_6,0.002883,8.97e-05,-6.393525,1.72997,-1.3397303,SUV420H1,suppressor of variegation 4-20 homolog 1 (Drosophila),51111
388,388,12_2_7,0.002883,8.98e-05,-6.392293,1.72839,-2.1255697,KIAA1217,KIAA1217,56243
393,393,59_24_6,0.0029727,9.38e-05,-6.357686,1.68381,-1.3195497,WRNIP1,Werner helicase interacting protein 1,56897
394,394,12_26_5,0.0029896,9.46e-05,-6.351173,1.6754,-2.4247888,PLCH1,"phospholipase C, eta 1",23007
399,399,10_28_1,0.0030272,9.7e-05,-6.331258,1.64965,-1.1337572,CAT,catalase,847
