,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
65,11_14_3,0.0004648,2.57e-06,9.715536,5.31608,3.3893336,HMMR,hyaluronan-mediated motility receptor (RHAMM),3161
66,13_16_2,0.0004648,2.58e-06,-9.708711,5.30993,-3.142362,PDE1A,"phosphodiesterase 1A, calmodulin-dependent",5136
67,2_22_4,0.0004648,2.62e-06,9.693462,5.29618,2.2039555,WDHD1,WD repeat and HMG-box DNA binding protein 1,11169
68,58_28_3,0.0004648,2.62e-06,9.692929,5.29569,1.9165555,CCNB2,cyclin B2,9133
69,30_10_5,0.0004648,2.63e-06,-9.688712,5.29189,-2.4896154,TBX3,T-box 3 (ulnar mammary syndrome),6926
70,59_22_7,0.0004648,2.64e-06,-9.683586,5.28726,-3.0722905,BCL2,B-cell CLL/lymphoma 2,596
71,48_15_6,0.0005191,2.99e-06,-9.548737,5.16454,-2.2267906,RANBP10,RAN binding protein 10,57610
72,60_15_1,0.0005286,3.09e-06,9.514336,5.13296,2.9315451,CENPE,"centromere protein E, 312kDa",1062
73,47_8_1,0.0005437,3.24e-06,9.46491,5.08739,2.8941151,TK1,"thymidine kinase 1, soluble",7083
74,8_13_6,0.0005437,3.28e-06,-9.450965,5.07449,-2.2393998,BEX1,"brain expressed, X-linked 1",55859
75,2_31_1,0.0005437,3.31e-06,-9.441024,5.06529,-3.5030067,BMP7,bone morphogenetic protein 7 (osteogenic protein 1),655
76,56_29_3,0.0005604,3.46e-06,-9.394868,5.02242,-2.8431747,AP1M2,"adaptor-related protein complex 1, mu 2 subunit",10053
77,4_13_1,0.0005614,3.51e-06,9.379318,5.00793,1.9431683,RHOG,"ras homolog gene family, member G (rho G)",391
78,51_12_5,0.0006014,3.81e-06,-9.292914,4.927,-2.7461854,CCL28,chemokine (C-C motif) ligand 28,56477
79,10_9_4,0.0006081,3.9e-06,-9.268111,4.90363,-3.7870824,GDF5,growth differentiation factor 5,8200
80,53_4_3,0.0006206,4.03e-06,-9.233663,4.87108,-2.9123319,OMD,osteomodulin,4958
81,45_23_2,0.0006266,4.19e-06,-9.191504,4.83108,-2.4307986,,,
82,33_31_5,0.0006266,4.32e-06,9.160554,4.8016,3.3097665,FAM38A,"family with sequence similarity 38, member A",9780
83,48_30_7,0.0006266,4.32e-06,9.159888,4.80097,2.8788776,,,
84,4_6_4,0.0006266,4.35e-06,9.152082,4.79352,2.3597609,EXO1,exonuclease 1,9156
85,43_3_7,0.0006266,4.44e-06,-9.130713,4.77309,-4.2386318,DEPDC6,DEP domain containing 6,64798
86,40_18_7,0.0006266,4.48e-06,-9.123089,4.76579,-3.5313806,PBX1,pre-B-cell leukemia homeobox 1,5087
87,31_15_2,0.0006266,4.49e-06,9.119935,4.76277,2.7013054,CDC6,cell division cycle 6 homolog (S. cerevisiae),990
88,35_8_6,0.0006266,4.5e-06,-9.117181,4.76013,-3.0053786,ARHGAP25,Rho GTPase activating protein 25,9938
89,7_10_5,0.0006266,4.67e-06,-9.078945,4.72342,-3.5104321,MAN1C1,"mannosidase, alpha, class 1C, member 1",57134
90,23_28_4,0.0006266,4.69e-06,9.074893,4.71952,1.7809012,SLMO1,slowmo homolog 1 (Drosophila),10650
91,9_21_7,0.0006266,4.73e-06,-9.065638,4.71061,-1.5587433,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,115294
92,6_12_2,0.0006266,4.73e-06,-9.065296,4.71028,-3.7550728,KCNJ15,"potassium inwardly-rectifying channel, subfamily J, member 15",3772
93,49_25_1,0.0006266,4.78e-06,9.056269,4.70158,2.119611,LMNB2,lamin B2,84823
94,42_10_3,0.0006266,4.88e-06,-9.033558,4.67965,-1.663542,HOOK2,hook homolog 2 (Drosophila),29911
95,24_16_5,0.0006266,4.92e-06,9.025868,4.67221,1.6363962,TCF19,transcription factor 19 (SC1),6941
96,49_7_3,0.0006266,4.96e-06,9.017915,4.66452,3.1784741,CENPF,"centromere protein F, 350/400ka (mitosin)",1063
97,30_3_7,0.0006266,4.97e-06,-9.015924,4.66259,-2.9437445,PMS2L11///KIAA1505,postmeiotic segregation increased 2-like 11///KIAA1505 protein,441263///57639
98,51_12_2,0.0006266,4.99e-06,9.011419,4.65822,3.0095267,FCGR3B///FCGR3A,"Fc fragment of IgG, low affinity IIIb, receptor (CD16b)///Fc fragment of IgG, low affinity IIIa, receptor (CD16a)",2215///2214
99,20_17_6,0.0006266,5.02e-06,-9.004993,4.652,-4.2490343,STXBP6,syntaxin binding protein 6 (amisyn),29091
100,34_5_6,0.0006572,5.32e-06,-8.946037,4.59466,-3.0707843,IFT172,intraflagellar transport 172 homolog (Chlamydomonas),26160
101,19_23_2,0.0006601,5.39e-06,-8.931497,4.58046,-3.9095025,RGN,regucalcin (senescence marker protein-30),9104
102,56_20_6,0.0006731,5.55e-06,8.901621,4.55123,2.7128804,NUSAP1,nucleolar and spindle associated protein 1,51203
103,8_10_2,0.0006813,5.68e-06,-8.879561,4.52958,-3.0524001,SLC39A6,"solute carrier family 39 (zinc transporter), member 6",25800
104,18_20_5,0.0007101,5.99e-06,8.824179,4.47502,1.7550412,SSR2,"signal sequence receptor, beta (translocon-associated protein beta)",6746
105,56_26_2,0.0007101,6.03e-06,8.818226,4.46913,3.6747991,KIF23,kinesin family member 23,9493
106,58_13_1,0.0007197,6.17e-06,8.795207,4.44634,2.062066,PSG11,pregnancy specific beta-1-glycoprotein 11,5680
107,9_30_6,0.0007322,6.36e-06,8.764229,4.41559,1.8926467,CDCA8,cell division cycle associated 8,55143
108,31_22_5,0.0007322,6.4e-06,8.757957,4.40935,4.1920638,ANLN,"anillin, actin binding protein",54443
109,33_15_4,0.0007322,6.45e-06,8.750145,4.40157,3.5423653,TTK,TTK protein kinase,7272
110,35_12_8,0.0007506,6.67e-06,8.716163,4.36767,1.973775,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,2597
111,54_26_3,0.000751,6.74e-06,-8.706714,4.35822,-2.6235431,PLCB4,"phospholipase C, beta 4",5332
112,32_7_7,0.0007564,6.92e-06,-8.680706,4.33217,-2.1103401,CRELD1,cysteine-rich with EGF-like domains 1,78987
113,58_18_3,0.0007564,6.96e-06,-8.674017,4.32545,-1.8073748,ADCY9,adenylate cyclase 9,115
114,34_14_7,0.0007564,6.97e-06,8.673092,4.32453,3.2472647,,,
115,16_30_2,0.0007573,7.04e-06,8.663317,4.31471,3.1809135,LOXL2,lysyl oxidase-like 2,4017
116,42_21_6,0.0007581,7.11e-06,-8.653663,4.305,-3.3373575,MAL2,"mal, T-cell differentiation protein 2",114569
117,24_28_2,0.0007582,7.23e-06,8.636964,4.28818,2.7741015,SLC7A5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",8140
118,10_10_2,0.0007582,7.29e-06,-8.627852,4.279,-3.6266396,,,
119,18_24_7,0.0007582,7.33e-06,8.622439,4.27353,1.9177487,UCK2,uridine-cytidine kinase 2,7371
120,19_8_6,0.0007582,7.35e-06,-8.620232,4.2713,-2.5975711,,,
121,55_8_3,0.0007731,7.61e-06,-8.585227,4.2359,-1.7983687,PIK3CB,"phosphoinositide-3-kinase, catalytic, beta polypeptide",5291
122,14_9_1,0.0007731,7.63e-06,8.583087,4.23373,4.1105441,PLAUR,"plasminogen activator, urokinase receptor",5329
123,19_6_2,0.0007731,7.68e-06,8.576629,4.22718,2.5718422,,,
124,48_28_2,0.0007798,7.81e-06,8.56026,4.21056,3.5714438,FOXD1,forkhead box D1,2297
125,44_12_6,0.0008019,8.09e-06,-8.524878,4.17454,-2.9382904,C1orf115,chromosome 1 open reading frame 115,79762
126,26_31_1,0.000815,8.29e-06,-8.501143,4.1503,-3.2511223,BCL2,B-cell CLL/lymphoma 2,596
127,6_2_2,0.0008231,8.44e-06,8.483765,4.13252,1.7981874,HIST1H2BC,"histone cluster 1, H2bc",8347
128,51_10_2,0.0008241,8.52e-06,8.47495,4.12348,1.6296703,FLJ23867///QSOX1,hypothetical protein FLJ23867///quiescin Q6 sulfhydryl oxidase 1,200058///5768
129,11_12_1,0.0008327,8.79e-06,8.443952,4.09165,1.8663578,CTSA,cathepsin A,5476
130,47_7_4,0.0008327,8.84e-06,8.4381,4.08562,2.1181085,PDZK1IP1,PDZK1 interacting protein 1,10158
131,29_2_6,0.0008327,8.85e-06,-8.437523,4.08503,-4.2730841,,,
132,32_12_2,0.0008327,8.9e-06,-8.432358,4.07971,-2.9634979,EPS8L1///GFER,"EPS8-like 1///growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)",54869///2671
133,53_18_5,0.0008327,8.94e-06,-8.427658,4.07487,-1.8200403,MYO5C,myosin VC,55930
134,9_29_2,0.0008434,9.12e-06,-8.407986,4.05458,-2.5166284,INADL,InaD-like (Drosophila),10207
135,27_26_2,0.0008595,9.37e-06,8.382254,4.02797,1.6090609,CALU,calumenin,813
136,49_26_1,0.0008595,9.52e-06,-8.36691,4.01206,-2.9708345,PRLR,prolactin receptor,5618
137,60_28_7,0.0008595,9.55e-06,-8.362966,4.00797,-3.4774101,BCL2,B-cell CLL/lymphoma 2,596
138,22_28_5,0.0008595,9.64e-06,-8.354796,3.99949,-2.4379158,C10orf32///AS3MT,chromosome 10 open reading frame 32///arsenic (+3 oxidation state) methyltransferase,119032///57412
139,17_7_6,0.0008595,9.64e-06,-8.35435,3.99903,-2.2404478,KIAA0828,adenosylhomocysteinase 3,23382
140,26_18_2,0.0008642,9.81e-06,8.337298,3.9813,1.7490318,TUBA4A,"tubulin, alpha 4a",7277
141,46_14_2,0.0008642,9.88e-06,8.330525,3.97425,2.2261431,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",10797
142,41_25_2,0.0008642,9.9e-06,8.328668,3.97232,1.715442,ARPC2,"actin related protein 2/3 complex, subunit 2, 34kDa",10109
143,25_31_6,0.0008715,1.01e-05,-8.312565,3.95553,-1.932317,ARRDC3,arrestin domain containing 3,57561
144,51_17_6,0.0008715,1.02e-05,-8.302425,3.94495,-2.8737828,BSPRY,B-box and SPRY domain containing,54836
145,34_15_2,0.0008715,1.02e-05,-8.300511,3.94295,-2.0372982,GCSH,glycine cleavage system protein H (aminomethyl carrier),2653
146,19_14_4,0.0008794,1.04e-05,8.2836,3.92527,2.093886,BLK,B lymphoid tyrosine kinase,640
147,15_26_5,0.0008794,1.04e-05,8.27761,3.919,2.9370993,KIAA0101,KIAA0101,9768
148,43_30_5,0.0008794,1.05e-05,-8.272206,3.91334,-2.3158169,RUFY3,RUN and FYVE domain containing 3,22902
149,23_23_6,0.000885,1.07e-05,-8.256333,3.89669,-2.2609479,ANP32E,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",81611
150,59_21_6,0.000885,1.07e-05,-8.253335,3.89354,-2.999648,ARV1,ARV1 homolog (S. cerevisiae),64801
151,1_5_2,0.0009251,1.13e-05,-8.20231,3.83982,-3.8443689,,,
152,18_26_3,0.0009251,1.15e-05,-8.188802,3.82555,-3.4868683,UST,uronyl-2-sulfotransferase,10090
153,3_7_3,0.0009251,1.15e-05,8.186535,3.82316,2.8077009,KYNU,kynureninase (L-kynurenine hydrolase),8942
154,2_8_2,0.0009251,1.15e-05,8.184684,3.8212,2.2862003,ELF4,E74-like factor 4 (ets domain transcription factor),2000
155,46_22_3,0.0009251,1.16e-05,-8.17995,3.81619,-1.9308429,NUPR1,nuclear protein 1,26471
156,40_2_8,0.0009363,1.18e-05,8.162404,3.79761,2.0460481,CDKN2D,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",1032
157,45_6_5,0.0009617,1.22e-05,-8.130957,3.76421,-3.4896616,,,
158,12_6_7,0.0009679,1.23e-05,-8.118922,3.7514,-1.8366128,TMEM123,transmembrane protein 123,114908
159,25_7_5,0.001003,1.29e-05,-8.079275,3.70908,-4.1379292,SLC7A9,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9",11136
160,4_30_2,0.0010305,1.33e-05,8.04792,3.67548,2.3433192,TMSB4X,"thymosin, beta 4, X-linked",7114
161,59_3_8,0.0010364,1.35e-05,8.036736,3.66347,1.5567715,DNMT1,DNA (cytosine-5-)-methyltransferase 1,1786
162,41_23_3,0.0010368,1.36e-05,-8.026159,3.6521,-1.5685138,MBNL2,muscleblind-like 2 (Drosophila),10150
163,43_19_2,0.0010368,1.36e-05,-8.024851,3.65069,-4.4124045,CDH1,"cadherin 1, type 1, E-cadherin (epithelial)",999
164,12_5_3,0.0010613,1.41e-05,7.995714,3.61929,2.128691,RUNX3,runt-related transcription factor 3,864
165,36_23_4,0.0010613,1.41e-05,-7.991639,3.61489,-3.6410404,UST,uronyl-2-sulfotransferase,10090
166,12_27_1,0.0010683,1.43e-05,7.979851,3.60215,2.6067272,CCNF,cyclin F,899
167,3_6_5,0.0010694,1.44e-05,7.973361,3.59513,1.4150535,HIST1H2BC,"histone cluster 1, H2bc",8347
168,51_5_4,0.0010717,1.45e-05,7.964688,3.58575,2.0455809,MYBL1,v-myb myeloblastosis viral oncogene homolog (avian)-like 1,4603
169,8_4_4,0.0010717,1.46e-05,7.960287,3.58098,1.8431084,CDH16,"cadherin 16, KSP-cadherin",1014
170,5_5_7,0.0011037,1.51e-05,-7.926601,3.54441,-1.6393204,PPP1R14C,"protein phosphatase 1, regulatory (inhibitor) subunit 14C",81706
171,19_23_6,0.0011037,1.52e-05,-7.921972,3.53938,-3.8513466,DPH3,"DPH3, KTI11 homolog (S. cerevisiae)",285381
172,12_26_2,0.0011192,1.56e-05,-7.899722,3.51514,-2.8288335,PRKCQ,"protein kinase C, theta",5588
173,20_3_2,0.0011192,1.56e-05,7.898358,3.51365,2.5469346,STX1A,syntaxin 1A (brain),6804
174,52_2_3,0.0011265,1.58e-05,-7.887003,3.50126,-3.6443658,PAR5,Prader-Willi/Angelman syndrome-5,8123
175,25_21_1,0.0011306,1.59e-05,7.878379,3.49184,2.6827042,MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),4486
176,56_9_6,0.0011381,1.62e-05,-7.865388,3.47763,-1.2438125,C12orf52,chromosome 12 open reading frame 52,84934
177,13_4_4,0.0011381,1.63e-05,7.854963,3.46621,1.8052542,HIST1H2BD,"histone cluster 1, H2bd",3017
178,42_31_1,0.0011381,1.64e-05,-7.853333,3.46442,-2.9295063,MTSS1///APOH,metastasis suppressor 1///apolipoprotein H (beta-2-glycoprotein I),9788///350
179,24_12_4,0.0011381,1.64e-05,-7.851458,3.46237,-2.9222113,DAPK2,death-associated protein kinase 2,23604
180,23_4_5,0.0011391,1.65e-05,7.845578,3.45592,2.4655192,ZNF41,zinc finger protein 41,7592
181,26_26_1,0.0011523,1.68e-05,7.829862,3.43866,1.6135691,,,
182,38_30_1,0.0012007,1.76e-05,-7.786987,3.39144,-2.666679,DYRK1A,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,1859
183,16_2_4,0.0012064,1.78e-05,-7.777657,3.38113,-1.5111411,,,
184,56_26_3,0.0012066,1.79e-05,-7.77252,3.37545,-3.5034732,RND2,Rho family GTPase 2,8153
185,36_11_1,0.0012082,1.81e-05,-7.763371,3.36533,-2.7089513,MAL,"mal, T-cell differentiation protein",4118
186,31_15_3,0.0012082,1.81e-05,-7.761517,3.36328,-2.8469099,AKAP6,A kinase (PRKA) anchor protein 6,9472
187,30_2_4,0.0012108,1.82e-05,-7.754631,3.35565,-3.7655863,NEBL,nebulette,10529
188,29_12_7,0.0012259,1.86e-05,7.738517,3.33779,1.5885416,DNMT1,DNA (cytosine-5-)-methyltransferase 1,1786
189,49_6_4,0.0012283,1.89e-05,7.722315,3.31979,2.9555947,,,
190,41_11_4,0.0012283,1.9e-05,-7.718629,3.31569,-3.5543881,PPAP2B,phosphatidic acid phosphatase type 2B,8613
191,59_17_3,0.0012283,1.9e-05,7.718453,3.31549,1.7454162,CCNA2,cyclin A2,890
192,24_3_2,0.0012283,1.9e-05,7.717614,3.31456,1.7364305,TUBA1A,"tubulin, alpha 1a",7846
193,12_25_7,0.0012353,1.92e-05,7.707684,3.30351,1.762886,CDK4,cyclin-dependent kinase 4,1019
194,34_19_5,0.0012376,1.93e-05,7.701359,3.29646,2.1496232,,,
195,49_17_4,0.001238,1.94e-05,7.696427,3.29097,2.1615497,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,1978
196,49_10_8,0.0012462,1.97e-05,7.685777,3.27909,3.0732056,,,
197,8_28_1,0.0012547,1.99e-05,-7.673766,3.26567,-3.8479263,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor),2321
198,2_27_3,0.0012547,2e-05,-7.670364,3.26187,-3.0582437,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
199,16_11_2,0.0012547,2.02e-05,7.662562,3.25314,2.8918679,S100A11,S100 calcium binding protein A11,6282
200,12_9_7,0.0012547,2.02e-05,-7.661391,3.25183,-3.9282423,SOX4,SRY (sex determining region Y)-box 4,6659
201,32_19_6,0.0012625,2.04e-05,-7.651253,3.24048,-1.4131965,KIAA0256,KIAA0256 gene product,9728
202,20_11_3,0.0012627,2.06e-05,-7.643766,3.23209,-2.3925605,C21orf82///MRPS6///SLC5A3,"chromosome 21 open reading frame 82///mitochondrial ribosomal protein S6///solute carrier family 5 (inositol transporters), member 3",114036///64968///6526
203,49_30_1,0.0012627,2.06e-05,7.6422,3.23033,2.6599809,MSTP9,"macrophage stimulating, pseudogene 9",11223
204,48_16_7,0.0012744,2.09e-05,-7.629154,3.21569,-1.6044316,PRUNE,prune homolog (Drosophila),58497
205,22_6_6,0.0012744,2.1e-05,-7.625046,3.21108,-1.6011784,CCDC28A,coiled-coil domain containing 28A,25901
206,58_17_5,0.001275,2.11e-05,7.620278,3.20572,2.2722812,UHRF1,"ubiquitin-like, containing PHD and RING finger domains, 1",29128
207,27_7_2,0.0012822,2.14e-05,7.610792,3.19505,1.6731404,NOL5A,nucleolar protein 5A (56kDa with KKE/D repeat),10528
208,4_30_4,0.0012839,2.15e-05,7.605324,3.18889,1.7148816,CNTFR,ciliary neurotrophic factor receptor,1271
209,25_24_6,0.0013006,2.19e-05,-7.589351,3.17089,-2.2778766,MGLL,monoglyceride lipase,11343
210,34_9_3,0.0013071,2.22e-05,-7.577881,3.15795,-3.9850645,SORBS2,sorbin and SH3 domain containing 2,8470
211,36_15_3,0.0013071,2.22e-05,-7.57636,3.15623,-1.5680614,,,
212,38_21_6,0.0013178,2.25e-05,-7.564789,3.14315,-1.5559816,ZNF655,zinc finger protein 655,79027
213,49_19_3,0.0013218,2.27e-05,-7.557308,3.13469,-3.0589975,RYR2,ryanodine receptor 2 (cardiac),6262
214,49_28_2,0.0013218,2.28e-05,7.553719,3.13062,3.0456448,NEK2,NIMA (never in mitosis gene a)-related kinase 2,4751
215,27_8_4,0.0013518,2.35e-05,-7.525107,3.09817,-2.2340899,GMEB2,glucocorticoid modulatory element binding protein 2,26205
216,40_14_1,0.0013518,2.36e-05,-7.521608,3.0942,-3.2700864,ACADL,"acyl-Coenzyme A dehydrogenase, long chain",33
217,17_31_7,0.0013518,2.36e-05,7.521205,3.09374,2.0699267,,,
218,47_16_1,0.0013785,2.42e-05,-7.499666,3.06924,-2.0779893,FHIT,fragile histidine triad gene,2272
219,57_20_6,0.0014152,2.5e-05,-7.471629,3.03725,-1.5911213,METTL9,methyltransferase like 9,51108
