,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
32,225651_at,1.23e-07,7.44e-11,9.917586,14.779932,1.30715278,UBE2E2,ubiquitin conjugating enzyme E2 E2,7325
33,221676_s_at,1.24e-07,7.69e-11,9.902922,14.747954,2.69889743,CORO1C,coronin 1C,23603
34,201088_at,1.44e-07,9.21e-11,9.824517,14.576463,2.13062012,KPNA2,karyopherin subunit alpha 2,3838
35,210735_s_at,1.52e-07,1e-10,9.78876,14.497959,1.62179025,CA12,carbonic anhydrase 12,771
36,205721_at,1.57e-07,1.06e-10,-9.763143,14.441604,-1.88105355,GFRA2,GDNF family receptor alpha 2,2675
37,205339_at,1.59e-07,1.11e-10,9.745063,14.401773,2.10527417,STIL,SCL/TAL1 interrupting locus,6491
38,227081_at,1.63e-07,1.16e-10,-9.724342,14.356068,-3.34931744,DNALI1,dynein axonemal light intermediate chain 1,7802
39,202912_at,1.7e-07,1.25e-10,9.693518,14.287962,2.86962509,ADM,adrenomedullin,133
40,206498_at,1.81e-07,1.41e-10,-9.639288,14.167806,-2.87689735,OCA2,OCA2 melanosomal transmembrane protein,4948
41,229097_at,1.81e-07,1.42e-10,9.636464,14.161536,2.59582995,DIAPH3,diaphanous related formin 3,81624
42,230536_at,1.81e-07,1.42e-10,-9.63632,14.161217,-2.17995677,PBX4,PBX homeobox 4,80714
43,205534_at,1.84e-07,1.48e-10,9.619659,14.124211,2.636897,PCDH7,protocadherin 7,5099
44,212012_at,1.91e-07,1.59e-10,9.588921,14.055829,3.25518805,PXDN,peroxidasin,7837
45,1554478_a_at,1.91e-07,1.62e-10,9.580303,14.036633,2.06303796,HEATR3,HEAT repeat containing 3,55027
46,218882_s_at,1.91e-07,1.67e-10,9.568469,14.010258,0.93614253,WDR3,WD repeat domain 3,10885
47,202660_at,1.91e-07,1.68e-10,9.565534,14.003711,1.36286193,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2",3709
48,208964_s_at,2.08e-07,1.86e-10,9.521885,13.906227,2.04173359,MIR1908///FADS1,microRNA 1908///fatty acid desaturase 1,100302263///3992
49,231773_at,2.23e-07,2.04e-10,-9.482346,13.817685,-3.63950452,ANGPTL1,angiopoietin like 1,9068
50,218595_s_at,2.32e-07,2.17e-10,9.456575,13.759853,1.33545176,HEATR1,HEAT repeat containing 1,55127
51,226744_at,2.46e-07,2.34e-10,-9.424376,13.687461,-1.20315845,LOC284009///METTL16,uncharacterized LOC284009///methyltransferase like 16,284009///79066
52,219836_at,2.46e-07,2.38e-10,-9.416112,13.668857,-4.3393417,ZBED2,zinc finger BED-type containing 2,79413
53,235783_at,2.47e-07,2.44e-10,9.405586,13.645146,2.05897591,MRTO4,"MRT4 homolog, ribosome maturation factor",51154
54,214697_s_at,2.49e-07,2.51e-10,9.394925,13.621115,1.74584907,PTBP3,polypyrimidine tract binding protein 3,9991
55,211922_s_at,2.61e-07,2.68e-10,-9.367296,13.558762,-2.0080164,CAT,catalase,847
56,236283_x_at,2.66e-07,2.78e-10,9.351576,13.523235,1.29097705,LOC646214,p21 protein (Cdc42/Rac)-activated kinase 2 pseudogene,646214
57,219306_at,2.94e-07,3.12e-10,9.302919,13.413043,3.10904166,KIF15,kinesin family member 15,56992
58,235232_at,3.14e-07,3.41e-10,9.265389,13.327816,0.97622484,GMEB1,glucocorticoid modulatory element binding protein 1,10691
59,218711_s_at,3.14e-07,3.45e-10,-9.260254,13.31614,-3.38614582,SDPR,serum deprivation response,8436
60,203187_at,3.14e-07,3.51e-10,-9.25309,13.299842,-1.4078414,DOCK1,dedicator of cytokinesis 1,1793
61,227091_at,3.38e-07,3.83e-10,-9.216342,13.21613,-2.91560229,CCDC146,coiled-coil domain containing 146,57639
62,1552733_at,3.7e-07,4.26e-10,-9.17103,13.11264,-2.10132505,KLHDC1,kelch domain containing 1,122773
63,213007_at,3.82e-07,4.47e-10,9.151219,13.067298,2.89207544,FANCI,Fanconi anemia complementation group I,55215
64,218723_s_at,3.84e-07,4.57e-10,-9.142394,13.047082,-2.21152038,RGCC,regulator of cell cycle,28984
65,1554915_a_at,4.17e-07,5.08e-10,9.097969,12.945144,1.37152203,PDE12,phosphodiesterase 12,201626
66,208877_at,4.17e-07,5.1e-10,9.095951,12.940509,1.18866192,PAK2,p21 (RAC1) activated kinase 2,5062
67,222608_s_at,4.49e-07,5.62e-10,9.05573,12.847958,5.22350035,ANLN,anillin actin binding protein,54443
68,234985_at,4.49e-07,5.66e-10,9.052867,12.841363,2.06683779,LDLRAD3,low density lipoprotein receptor class A domain containing 3,143458
69,222984_at,4.54e-07,5.81e-10,-9.042137,12.816629,-0.61088366,PAIP2,poly(A) binding protein interacting protein 2,51247
70,203820_s_at,4.55e-07,5.91e-10,9.035044,12.800271,3.44408955,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,10643
71,219787_s_at,4.61e-07,6.11e-10,9.020746,12.767271,2.38399323,ECT2,epithelial cell transforming 2,1894
72,239792_at,4.61e-07,6.16e-10,9.017923,12.760753,1.45948994,UBL7-AS1,UBL7 antisense RNA 1 (head to head),440288
73,217897_at,4.62e-07,6.25e-10,-9.011384,12.745648,-2.23670367,FXYD6,FXYD domain containing ion transport regulator 6,53826
74,228064_at,4.63e-07,6.36e-10,-9.004617,12.730011,-1.52894653,LRRC75B,leucine rich repeat containing 75B,388886
75,214011_s_at,4.94e-07,6.86e-10,8.972926,12.656693,1.62142427,NOP16,NOP16 nucleolar protein,51491
76,204508_s_at,5.16e-07,7.26e-10,8.949544,12.602503,2.37846423,CA12,carbonic anhydrase 12,771
77,1556588_at,5.49e-07,7.83e-10,8.918349,12.530086,0.89814904,ST20-AS1,ST20 antisense RNA 1,283687
78,228033_at,5.71e-07,8.25e-10,8.896896,12.480202,4.26419004,E2F7,E2F transcription factor 7,144455
79,227334_at,5.71e-07,8.36e-10,-8.891335,12.467258,-3.06925997,USP54,ubiquitin specific peptidase 54,159195
80,222701_s_at,5.76e-07,8.53e-10,8.883166,12.44824,1.33654446,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,79145
81,209470_s_at,5.81e-07,8.72e-10,-8.874101,12.427123,-3.68499646,GPM6A,glycoprotein M6A,2823
82,226719_at,5.84e-07,8.86e-10,-8.867223,12.411093,-1.17007971,DERL2,derlin 2,51009
83,226560_at,6.02e-07,9.28e-10,-8.848343,12.367057,-2.85790525,SGPP2,sphingosine-1-phosphate phosphatase 2,130367
84,225164_s_at,6.02e-07,9.36e-10,8.84486,12.358927,1.15340554,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4,440275
85,228368_at,6.07e-07,9.55e-10,-8.83656,12.339549,-2.35565835,ARHGAP20,Rho GTPase activating protein 20,57569
86,206571_s_at,6.11e-07,9.74e-10,8.828663,12.3211,2.4025223,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448
87,213071_at,6.11e-07,9.83e-10,-8.824696,12.31183,-3.39816823,DPT,dermatopontin,1805
88,213462_at,6.11e-07,9.95e-10,8.819694,12.300136,1.27655458,NPAS2,neuronal PAS domain protein 2,4862
89,223461_at,6.15e-07,1.01e-09,8.812716,12.283818,1.27143024,TBC1D7,TBC1 domain family member 7,51256
90,220688_s_at,6.21e-07,1.04e-09,8.801452,12.257464,1.61335348,MRTO4,"MRT4 homolog, ribosome maturation factor",51154
91,218424_s_at,6.21e-07,1.05e-09,8.796663,12.246253,2.13659991,STEAP3,STEAP3 metalloreductase,55240
92,205394_at,6.21e-07,1.06e-09,8.795382,12.243254,3.02607369,CHEK1,checkpoint kinase 1,1111
93,204641_at,6.4e-07,1.1e-09,8.778237,12.20309,3.65234653,NEK2,NIMA related kinase 2,4751
94,225655_at,6.51e-07,1.13e-09,8.767221,12.17726,4.03307445,UHRF1,ubiquitin like with PHD and ring finger domains 1,29128
95,235228_at,7.3e-07,1.28e-09,-8.715986,12.056902,-2.65496454,CCDC85A,coiled-coil domain containing 85A,114800
96,227753_at,7.4e-07,1.31e-09,-8.706274,12.034044,-3.38665999,TMEM139,transmembrane protein 139,135932
97,219959_at,7.69e-07,1.38e-09,8.686162,11.986667,2.71717151,MOCOS,molybdenum cofactor sulfurase,55034
98,201752_s_at,7.99e-07,1.45e-09,-8.666818,11.941046,-1.53450215,ADD3,adducin 3,120
99,203639_s_at,8.05e-07,1.49e-09,-8.655855,11.915165,-2.48649052,FGFR2,fibroblast growth factor receptor 2,2263
100,211767_at,8.05e-07,1.49e-09,8.655502,11.914332,1.96772272,GINS4,GINS complex subunit 4,84296
101,205263_at,8.15e-07,1.52e-09,8.646348,11.892709,1.25994336,BCL10,B-cell CLL/lymphoma 10,8915
102,212840_at,8.25e-07,1.55e-09,8.637596,11.872024,1.30865693,UBXN7,UBX domain protein 7,26043
103,228785_at,8.32e-07,1.58e-09,8.630256,11.854668,1.37842288,ZNF281,zinc finger protein 281,23528
104,201588_at,8.34e-07,1.6e-09,-8.624975,11.842176,-1.4730324,TXNL1,thioredoxin like 1,9352
105,224374_s_at,8.55e-07,1.66e-09,8.611229,11.809641,1.80494538,EMILIN2,elastin microfibril interfacer 2,84034
106,200696_s_at,8.7e-07,1.72e-09,-8.597173,11.776345,-1.34469444,GSN,gelsolin,2934
107,202733_at,8.7e-07,1.72e-09,8.596753,11.77535,1.85603127,LOC101927705///P4HA2,uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2,101927705///8974
108,204294_at,8.84e-07,1.76e-09,-8.586348,11.750683,-1.37895516,AMT,aminomethyltransferase,275
109,241708_at,8.99e-07,1.81e-09,8.575572,11.725122,1.72728942,DOCK1,dedicator of cytokinesis 1,1793
110,219436_s_at,8.99e-07,1.82e-09,-8.57233,11.717429,-2.68251762,EMCN,endomucin,51705
111,204475_at,9.36e-07,1.92e-09,8.552137,11.669475,4.88447383,MMP1,matrix metallopeptidase 1,4312
112,204728_s_at,9.45e-07,1.95e-09,8.544882,11.65223,2.39487631,WDHD1,WD repeat and HMG-box DNA binding protein 1,11169
113,204519_s_at,9.56e-07,1.99e-09,-8.536599,11.632535,-1.84267436,PLLP,plasmolipin,51090
114,212048_s_at,9.6e-07,2.02e-09,8.531185,11.619655,1.55497044,YARS,tyrosyl-tRNA synthetase,8565
115,237058_x_at,9.76e-07,2.07e-09,-8.521126,11.595715,-3.58879301,SLC6A13,solute carrier family 6 member 13,6540
116,210461_s_at,1.02e-06,2.17e-09,-8.501243,11.548352,-2.23651333,ABLIM1,actin binding LIM protein 1,3983
117,1554147_s_at,1.03e-06,2.22e-09,-8.492112,11.526585,-1.90542961,MAATS1,MYCBP associated and testis expressed 1,89876
118,222548_s_at,1.03e-06,2.25e-09,8.487061,11.514538,1.92824884,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448
119,210039_s_at,1.07e-06,2.35e-09,-8.470053,11.473943,-1.8096369,PRKCQ,protein kinase C theta,5588
120,216221_s_at,1.08e-06,2.41e-09,-8.460091,11.450147,-1.18567671,PUM2,pumilio RNA binding family member 2,23369
121,214126_at,1.08e-06,2.41e-09,8.459326,11.448321,1.13196895,,,
122,229839_at,1.09e-06,2.44e-09,-8.454426,11.436611,-2.87762521,SCARA5,scavenger receptor class A member 5,286133
123,202690_s_at,1.09e-06,2.48e-09,8.448745,11.423031,0.87654878,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide,6632
124,214798_at,1.11e-06,2.54e-09,-8.438171,11.397739,-1.72136904,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,9914
125,225736_at,1.12e-06,2.59e-09,8.430701,11.379866,1.14272391,FBXO22,F-box protein 22,26263
126,227113_at,1.13e-06,2.65e-09,-8.421535,11.357921,-1.45468929,ADHFE1,"alcohol dehydrogenase, iron containing 1",137872
127,214974_x_at,1.13e-06,2.66e-09,8.419394,11.352794,4.61046513,CXCL5,C-X-C motif chemokine ligand 5,6374
128,222396_at,1.13e-06,2.67e-09,8.418242,11.350033,1.48138211,HN1,hematological and neurological expressed 1,51155
129,230069_at,1.14e-06,2.71e-09,8.412074,11.335257,1.56606767,SFXN1,sideroflexin 1,94081
130,209288_s_at,1.17e-06,2.8e-09,8.399894,11.306062,1.4423472,CDC42EP3,CDC42 effector protein 3,10602
131,222036_s_at,1.17e-06,2.82e-09,8.396296,11.297433,2.19668187,MCM4,minichromosome maintenance complex component 4,4173
132,1552275_s_at,1.2e-06,2.91e-09,-8.384203,11.26842,-1.97188958,PXK,PX domain containing serine/threonine kinase like,54899
133,229994_at,1.2e-06,2.94e-09,-8.379275,11.256591,-3.96129718,NFIA,nuclear factor I A,4774
134,235609_at,1.23e-06,3.05e-09,8.365215,11.222822,1.80631795,BRIP1,BRCA1 interacting protein C-terminal helicase 1,83990
135,204510_at,1.23e-06,3.06e-09,8.364458,11.221004,2.38120007,CDC7,cell division cycle 7,8317
136,1563874_at,1.25e-06,3.13e-09,-8.355427,11.199298,-2.61472911,WDR72,WD repeat domain 72,256764
137,65493_at,1.28e-06,3.24e-09,8.341284,11.165282,0.77402958,HEATR6,HEAT repeat containing 6,63897
138,201563_at,1.28e-06,3.32e-09,-8.330723,11.139863,-3.07536694,SORD,sorbitol dehydrogenase,6652
139,223075_s_at,1.28e-06,3.33e-09,-8.330497,11.139319,-3.3365236,AIF1L,allograft inflammatory factor 1 like,83543
140,224954_at,1.28e-06,3.33e-09,-8.330373,11.139021,-1.67554474,MIR6778///SHMT1,microRNA 6778///serine hydroxymethyltransferase 1,102466733///6470
141,201533_at,1.28e-06,3.36e-09,8.32675,11.130295,1.27215317,CTNNB1,catenin beta 1,1499
142,218334_at,1.28e-06,3.37e-09,8.325007,11.126099,0.84354721,THOC7,THO complex 7,80145
143,203571_s_at,1.28e-06,3.38e-09,-8.323774,11.123128,-2.48563217,ADIRF,adipogenesis regulatory factor,10974
144,238931_at,1.28e-06,3.39e-09,8.32316,11.121649,1.96980383,LOC284009///METTL16,uncharacterized LOC284009///methyltransferase like 16,284009///79066
145,229130_at,1.31e-06,3.5e-09,-8.309995,11.089927,-2.50889471,,,
146,221905_at,1.36e-06,3.65e-09,-8.292884,11.048662,-1.25760145,CYLD,CYLD lysine 63 deubiquitinase,1540
147,208962_s_at,1.36e-06,3.69e-09,8.288441,11.037939,2.63797043,MIR1908///FADS1,microRNA 1908///fatty acid desaturase 1,100302263///3992
148,209744_x_at,1.36e-06,3.72e-09,8.286108,11.032307,1.66701921,ITCH,itchy E3 ubiquitin protein ligase,83737
149,200598_s_at,1.36e-06,3.73e-09,-8.284458,11.028326,-1.22109781,MIR3652///HSP90B1,microRNA 3652///heat shock protein 90 beta family member 1,100500842///7184
150,239433_at,1.36e-06,3.76e-09,8.281094,11.020203,1.72589772,LRRC8E,leucine rich repeat containing 8 family member E,80131
151,219358_s_at,1.39e-06,3.87e-09,8.26951,10.992223,1.74919061,ADAP2,ArfGAP with dual PH domains 2,55803
152,206102_at,1.4e-06,3.91e-09,8.265957,10.983638,2.80405581,GINS1,GINS complex subunit 1,9837
153,230782_at,1.4e-06,3.93e-09,-8.263854,10.978555,-3.62722178,SORD,sorbitol dehydrogenase,6652
154,209172_s_at,1.49e-06,4.21e-09,8.236216,10.911702,2.72311797,CENPF,centromere protein F,1063
155,235205_at,1.49e-06,4.26e-09,8.231362,10.899949,2.54777606,OXR1,oxidation resistance 1,55074
156,202870_s_at,1.53e-06,4.4e-09,8.219033,10.870083,3.37939148,CDC20,cell division cycle 20,991
157,205524_s_at,1.55e-06,4.47e-09,8.212116,10.853318,1.00545415,HAPLN1,hyaluronan and proteoglycan link protein 1,1404
158,1553672_at,1.62e-06,4.71e-09,8.191561,10.803459,2.80442908,ENAH,enabled homolog (Drosophila),55740
159,209369_at,1.63e-06,4.8e-09,-8.184287,10.785799,-3.59405085,ANXA3,annexin A3,306
160,205891_at,1.63e-06,4.82e-09,8.182834,10.782271,2.47425075,ADORA2B,adenosine A2b receptor,136
161,235085_at,1.63e-06,4.82e-09,-8.182333,10.781056,-2.03567693,SGK223,homolog of rat pragma of Rnd2,157285
162,219065_s_at,1.64e-06,4.88e-09,8.177974,10.770469,1.09250615,DPY30///MEMO1,"dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1",84661///51072
163,210038_at,1.64e-06,4.93e-09,-8.173896,10.760563,-2.35668139,PRKCQ,protein kinase C theta,5588
164,214435_x_at,1.65e-06,4.97e-09,8.170187,10.751549,2.27051346,RALA,RALA Ras like proto-oncogene A,5898
165,1553984_s_at,1.67e-06,5.06e-09,8.163264,10.734723,1.42139712,DTYMK,deoxythymidylate kinase,1841
166,227243_s_at,1.67e-06,5.14e-09,-8.157193,10.719961,-2.44397581,EBF3,early B-cell factor 3,253738
167,213616_at,1.67e-06,5.15e-09,8.156571,10.718449,1.39490029,TPGS2,tubulin polyglutamylase complex subunit 2,25941
168,222039_at,1.68e-06,5.18e-09,8.15401,10.712222,3.35588413,KIF18B,kinesin family member 18B,146909
169,203023_at,1.69e-06,5.28e-09,8.146376,10.693648,1.80859982,NOP16,NOP16 nucleolar protein,51491
170,228158_at,1.69e-06,5.28e-09,8.146224,10.693279,1.94017224,LOC100996735///LOC100996732///LOC654342///LOC645166,uncharacterized LOC100996735///uncharacterized LOC100996732///lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1 pseudogene,100996735///100996732///654342///645166
171,228273_at,1.69e-06,5.32e-09,8.143435,10.686492,3.43743288,PRR11,proline rich 11,55771
172,219493_at,1.7e-06,5.37e-09,8.139806,10.677659,3.32323049,SHCBP1,SHC binding and spindle associated 1,79801
173,204033_at,1.7e-06,5.39e-09,8.137916,10.673056,3.24257301,TRIP13,thyroid hormone receptor interactor 13,9319
174,211056_s_at,1.7e-06,5.43e-09,8.135016,10.665997,1.69793959,SRD5A1,steroid 5 alpha-reductase 1,6715
175,204113_at,1.72e-06,5.52e-09,8.12871,10.65064,1.45197896,CELF1,"CUGBP, Elav-like family member 1",10658
176,211833_s_at,1.75e-06,5.67e-09,8.118429,10.625588,1.52299724,BAX,"BCL2 associated X, apoptosis regulator",581
177,223498_at,1.76e-06,5.73e-09,8.114315,10.615562,0.8662211,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,92521
178,218325_s_at,1.78e-06,5.85e-09,-8.105555,10.5942,-1.15903691,DIDO1,death inducer-obliterator 1,11083
179,227550_at,1.78e-06,5.87e-09,-8.104171,10.590823,-1.62093105,GFRA1,GDNF family receptor alpha 1,2674
180,202679_at,1.78e-06,5.9e-09,8.102742,10.587338,1.8089651,NPC1,NPC intracellular cholesterol transporter 1,4864
181,219763_at,1.82e-06,6.08e-09,8.090403,10.557229,1.75265978,DENND1A,DENN domain containing 1A,57706
182,223480_s_at,1.82e-06,6.15e-09,8.086264,10.547124,1.19422099,MRPL47,mitochondrial ribosomal protein L47,57129
183,229341_at,1.82e-06,6.15e-09,-8.08615,10.546845,-1.6832198,TFCP2L1,transcription factor CP2-like 1,29842
184,203911_at,1.82e-06,6.17e-09,-8.084623,10.543117,-2.90507176,RAP1GAP,RAP1 GTPase activating protein,5909
185,200783_s_at,1.83e-06,6.23e-09,8.080793,10.533764,1.57590997,STMN1,stathmin 1,3925
186,213383_at,1.85e-06,6.34e-09,-8.073908,10.516943,-1.36786746,SBF1,SET binding factor 1,6305
187,211726_s_at,1.85e-06,6.41e-09,-8.06996,10.507296,-2.55084591,FMO2,flavin containing monooxygenase 2,2327
188,201368_at,1.85e-06,6.41e-09,-8.069921,10.5072,-1.41290995,ZFP36L2,ZFP36 ring finger protein like 2,678
189,236783_at,1.88e-06,6.53e-09,-8.06223,10.488401,-2.46837428,KCNIP4,potassium voltage-gated channel interacting protein 4,80333
190,205264_at,1.88e-06,6.56e-09,8.060451,10.484051,1.27069464,CD3EAP,CD3e molecule associated protein,10849
191,201178_at,1.88e-06,6.61e-09,-8.057366,10.476505,-1.12604247,FBXO7,F-box protein 7,25793
192,201375_s_at,1.89e-06,6.67e-09,-8.054252,10.468888,-1.04798601,PPP2CB,protein phosphatase 2 catalytic subunit beta,5516
193,214598_at,1.89e-06,6.7e-09,-8.052274,10.464051,-3.77494935,CLDN8,claudin 8,9073
194,226422_at,1.89e-06,6.75e-09,8.04927,10.4567,1.00305912,ERGIC2,ERGIC and golgi 2,51290
195,201268_at,1.89e-06,6.79e-09,8.046751,10.450538,1.0535849,NME1-NME2///NME2,NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2,654364///4831
196,228292_at,1.89e-06,6.83e-09,-8.044599,10.44527,-1.45921953,,,
197,1559067_a_at,1.89e-06,6.86e-09,8.042983,10.441314,1.29653749,LOC158402,uncharacterized LOC158402,158402
198,206043_s_at,1.9e-06,6.92e-09,-8.039332,10.432377,-2.03139852,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,9914
199,215130_s_at,1.9e-06,6.96e-09,-8.037374,10.427583,-1.61631836,IQCK,IQ motif containing K,124152
200,205700_at,1.94e-06,7.15e-09,-8.026813,10.401719,-3.73660792,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,8630
201,201125_s_at,1.94e-06,7.19e-09,8.024625,10.396359,1.45907537,ITGB5,integrin subunit beta 5,3693
202,205882_x_at,1.95e-06,7.3e-09,-8.018567,10.381513,-1.51083929,ADD3,adducin 3,120
203,232424_at,1.95e-06,7.33e-09,-8.016624,10.37675,-2.90845525,PRDM16,PR/SET domain 16,63976
204,228853_at,1.95e-06,7.34e-09,8.016166,10.375627,0.95867771,STYX,serine/threonine/tyrosine interacting protein,6815
205,1558540_s_at,1.95e-06,7.36e-09,8.015374,10.373685,1.4599576,SLC2A11,solute carrier family 2 member 11,66035
206,225933_at,1.95e-06,7.38e-09,8.014207,10.370823,1.4299739,CCDC137,coiled-coil domain containing 137,339230
207,1553015_a_at,1.95e-06,7.45e-09,8.010654,10.362113,1.05276851,RECQL4,RecQ like helicase 4,9401
208,218392_x_at,1.95e-06,7.46e-09,8.009673,10.359708,1.05002187,SFXN1,sideroflexin 1,94081
209,207983_s_at,1.96e-06,7.51e-09,-8.007265,10.353803,-0.92486591,STAG2,stromal antigen 2,10735
210,238022_at,1.97e-06,7.62e-09,8.001587,10.339873,2.49778031,CRNDE,colorectal neoplasia differentially expressed (non-protein coding),643911
211,223162_s_at,2.06e-06,7.97e-09,-7.983689,10.295941,-1.38422572,KIAA1147,KIAA1147,57189
212,203758_at,2.07e-06,8.1e-09,-7.977708,10.281251,-1.65929426,CTSO,cathepsin O,1519
213,222020_s_at,2.07e-06,8.13e-09,7.975981,10.277009,2.09375107,LOC102725271///NTM,neurotrimin-like///neurotrimin,102725271///50863
214,214745_at,2.07e-06,8.2e-09,-7.97246,10.268358,-2.25549066,PLCH1,phospholipase C eta 1,23007
215,39582_at,2.07e-06,8.21e-09,-7.972368,10.26813,-1.42185853,CYLD,CYLD lysine 63 deubiquitinase,1540
216,212160_at,2.07e-06,8.21e-09,7.972157,10.267612,0.86890078,XPOT,exportin for tRNA,11260
217,235384_at,2.09e-06,8.38e-09,7.96416,10.247957,1.26760062,NUDT19,nudix hydrolase 19,390916
218,209293_x_at,2.09e-06,8.39e-09,-7.963629,10.24665,-2.72874141,ID4,"inhibitor of DNA binding 4, HLH protein",3400
219,211998_at,2.09e-06,8.42e-09,-7.962331,10.243461,-1.70530283,MIR4738///H3F3B///H3F3A,"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A",100616282///3021///3020
220,204825_at,2.09e-06,8.45e-09,7.960646,10.239317,3.90544817,MELK,maternal embryonic leucine zipper kinase,9833
221,210192_at,2.12e-06,8.64e-09,-7.951956,10.217943,-1.97352725,ATP8A1,ATPase phospholipid transporting 8A1,10396
222,212519_at,2.12e-06,8.66e-09,7.951345,10.216441,0.68294349,UBE2E1,ubiquitin conjugating enzyme E2 E1,7324
