,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
120,7979307,2.49e-06,9.04e-09,18.6973114,10.92807,4.5452211,DLGAP5,DLG associated protein 5
121,7943319,2.49e-06,9.15e-09,-18.6744825,10.91695,-2.8259594,CNTN5,contactin 5
122,7896718,2.53e-06,9.35e-09,18.6296705,10.89507,3.2686181,,
123,8086600,2.56e-06,9.54e-09,18.5882972,10.87481,3.6532179,CCR1,C-C motif chemokine receptor 1
124,8040223,2.57e-06,9.71e-09,18.5528742,10.85743,4.8865397,RRM2,ribonucleotide reductase regulatory subunit M2
125,7975772,2.57e-06,9.75e-09,-18.5441138,10.85313,-2.3089313,ZC2HC1C,zinc finger C2HC-type containing 1C
126,7951040,2.71e-06,1.04e-08,-18.4220138,10.79289,-3.2838921,GPR83,G protein-coupled receptor 83
127,8149629,2.91e-06,1.12e-08,-18.2629583,10.71374,-3.5839858,GFRA2,GDNF family receptor alpha 2
128,8149725,2.91e-06,1.14e-08,-18.2328967,10.69869,-4.0581459,PEBP4,phosphatidylethanolamine binding protein 4
129,7985522,2.91e-06,1.15e-08,-18.2228356,10.69365,-2.218594,ADAMTSL3,ADAMTS like 3
130,7896700,2.91e-06,1.15e-08,18.2124755,10.68845,3.2209601,,
131,7944955,2.91e-06,1.16e-08,-18.2040049,10.6842,-3.1388874,PKNOX2,PBX/knotted 1 homeobox 2
132,8088866,3.07e-06,1.23e-08,-18.0813138,10.62237,-2.6176928,CNTN3,contactin 3
133,7931977,3.07e-06,1.24e-08,-18.0733391,10.61834,-3.0050264,ITIH5,inter-alpha-trypsin inhibitor heavy chain family member 5
134,8054166,3.11e-06,1.26e-08,-18.0317825,10.59728,-3.6013496,TSGA10///TSGA10,testis specific 10///testis specific 10
135,8082035,3.23e-06,1.32e-08,17.9404042,10.55078,3.19664,CD86,CD86 molecule
136,7981283,3.3e-06,1.36e-08,-17.8826331,10.52124,-3.1011883,SLC25A29,solute carrier family 25 member 29
137,7960158,3.3e-06,1.37e-08,-17.8706662,10.51511,-2.3835936,ZNF10,zinc finger protein 10
138,8016387,3.42e-06,1.43e-08,-17.7881987,10.47273,-3.9153434,PRR15L,proline rich 15 like
139,8007454,3.59e-06,1.51e-08,-17.6825199,10.41809,-2.3281465,RND2,Rho family GTPase 2
140,8025382,3.82e-06,1.62e-08,-17.5464259,10.34719,-3.1186506,CERS4,ceramide synthase 4
141,8141066,3.84e-06,1.64e-08,-17.5264059,10.33671,-3.0996302,PON3,paraoxonase 3
142,8018220,4.01e-06,1.72e-08,-17.430178,10.28614,-3.1139257,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
143,8063043,4.01e-06,1.74e-08,17.4147374,10.27799,2.9426773,UBE2C,ubiquitin conjugating enzyme E2 C
144,8134018,4.16e-06,1.81e-08,-17.3341674,10.23537,-4.4117143,ZNF804B,zinc finger protein 804B
145,8148385,4.3e-06,1.89e-08,-17.2572506,10.19447,-5.9792064,TG,thyroglobulin
146,7965094,4.35e-06,1.93e-08,17.2204818,10.17485,3.4020485,E2F7,E2F transcription factor 7
147,7924058,4.46e-06,1.99e-08,-17.1602621,10.14261,-3.7251023,IRF6,interferon regulatory factor 6
148,7982070,4.46e-06,2e-08,-17.1457996,10.13485,-5.1278557,SNORD115-32,"small nucleolar RNA, C/D box 115-32"
149,8024900,4.46e-06,2.01e-08,17.1353329,10.12922,3.5239153,UHRF1,ubiquitin like with PHD and ring finger domains 1
150,8174201,4.46e-06,2.03e-08,-17.1255072,10.12394,-2.7082737,BEX1,brain expressed X-linked 1
151,7937020,4.5e-06,2.06e-08,17.0961033,10.10812,4.4505198,MKI67,marker of proliferation Ki-67
152,8095907,4.64e-06,2.14e-08,-17.0258767,10.07021,-4.0177375,FRAS1,Fraser extracellular matrix complex subunit 1
153,8033445,4.64e-06,2.15e-08,17.0135005,10.06351,2.6077118,CD209///CLEC4M,CD209 molecule///C-type lectin domain family 4 member M
154,7981460,4.71e-06,2.19e-08,-16.9769529,10.04369,-2.9127754,PPP1R13B,protein phosphatase 1 regulatory subunit 13B
155,8028311,4.86e-06,2.28e-08,-16.9056264,10.00488,-3.272924,SPINT2,"serine peptidase inhibitor, Kunitz type 2"
156,7905283,5.15e-06,2.43e-08,-16.7880827,9.94053,-2.3484957,ANXA9,annexin A9
157,7990345,5.15e-06,2.45e-08,16.7753564,9.93354,4.0847228,SEMA7A,semaphorin 7A (John Milton Hagen blood group)
158,8026806,5.16e-06,2.47e-08,16.7606591,9.92545,2.1671844,COLGALT1,collagen beta(1-O)galactosyltransferase 1
159,8027793,5.43e-06,2.62e-08,-16.6493455,9.86394,-2.1993766,LSR,lipolysis stimulated lipoprotein receptor
160,8168058,5.43e-06,2.64e-08,-16.6336445,9.85523,-2.4033003,FAM155B,family with sequence similarity 155 member B
161,7999674,5.43e-06,2.65e-08,-16.6314356,9.854,-4.1663365,MYH11,myosin heavy chain 11
162,8027241,5.92e-06,2.9e-08,-16.4639354,9.76048,-1.9129693,ZNF253,zinc finger protein 253
163,8042079,5.94e-06,2.93e-08,-16.4492043,9.7522,-1.743125,CCDC85A,coiled-coil domain containing 85A
164,8143949,5.96e-06,2.96e-08,-16.4317102,9.74237,-2.352461,CRYGN,crystallin gamma N
165,8156743,6.17e-06,3.08e-08,-16.3555523,9.69941,-4.6711213,FOXE1,forkhead box E1
166,8166925,6.17e-06,3.11e-08,-16.3389378,9.69001,-4.5302158,MAOA,monoamine oxidase A
167,7982052,6.17e-06,3.12e-08,-16.3367404,9.68876,-4.6300247,SNORD115-23///PWAR4,"small nucleolar RNA, C/D box 115-23///Prader Willi/Angelman region RNA 4"
168,8055496,6.28e-06,3.19e-08,-16.2955509,9.66541,-3.6512098,LRP1B,LDL receptor related protein 1B
169,8125149,6.28e-06,3.25e-08,-16.262377,9.64655,-1.772574,SLC44A4,solute carrier family 44 member 4
170,8178653,6.28e-06,3.25e-08,-16.262377,9.64655,-1.772574,SLC44A4,solute carrier family 44 member 4
171,8179861,6.28e-06,3.25e-08,-16.262377,9.64655,-1.772574,SLC44A4,solute carrier family 44 member 4
172,8045882,6.29e-06,3.27e-08,-16.2505266,9.63981,-2.8285103,DAPL1,death associated protein like 1
173,7988876,6.48e-06,3.39e-08,-16.1864457,9.60323,-3.2937626,MYO5C,myosin VC
174,8063187,6.51e-06,3.43e-08,-16.1679523,9.59265,-2.8877642,EYA2,EYA transcriptional coactivator and phosphatase 2
175,8043059,6.74e-06,3.58e-08,-16.088676,9.54713,-2.4061152,DNAH6,dynein axonemal heavy chain 6
176,8166690,6.74e-06,3.59e-08,-16.0876209,9.54652,-2.5780244,CFAP47,cilia and flagella associated protein 47
177,7975238,6.76e-06,3.62e-08,-16.0728561,9.53802,-4.4002952,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1"
178,8169235,6.83e-06,3.68e-08,-16.0448274,9.52185,-2.8985617,FRMPD3,FERM and PDZ domain containing 3
179,7915926,6.97e-06,3.78e-08,15.9976521,9.49457,2.4922956,STIL,SCL/TAL1 interrupting locus
180,8079931,7.04e-06,3.83e-08,-15.9707791,9.47899,-2.1910813,SLC38A3,solute carrier family 38 member 3
181,8134051,7.28e-06,3.99e-08,-15.902807,9.43945,-2.3856277,CFAP69,cilia and flagella associated protein 69
182,8061579,7.81e-06,4.31e-08,15.7669298,9.35987,4.4100997,TPX2,"TPX2, microtubule nucleation factor"
183,8067869,7.81e-06,4.32e-08,-15.7612349,9.35652,-2.6777779,RBM11,RNA binding motif protein 11
184,7901256,7.84e-06,4.36e-08,-15.7460979,9.3476,-1.8356216,CYP4B1,cytochrome P450 family 4 subfamily B member 1
185,8151101,8.12e-06,4.54e-08,15.6768904,9.30673,2.8437038,MYBL1,MYB proto-oncogene like 1
186,8165934,8.22e-06,4.62e-08,-15.6467068,9.28884,-2.6505259,SHROOM2,shroom family member 2
187,7949570,8.59e-06,4.89e-08,-15.5493519,9.23089,-1.8663846,GAL3ST3,galactose-3-O-sulfotransferase 3
188,7968650,8.59e-06,4.91e-08,-15.5446016,9.22805,-4.2090762,SERTM1,serine rich and transmembrane domain containing 1
189,8035789,8.59e-06,4.92e-08,-15.5394055,9.22495,-3.5265257,ZNF826P,"zinc finger protein 826, pseudogene"
190,8082974,8.59e-06,4.94e-08,-15.5338068,9.2216,-2.3396632,ESYT3,extended synaptotagmin 3
191,8088142,9.05e-06,5.25e-08,-15.4293959,9.15895,-3.0093478,CHDH,choline dehydrogenase
192,8059955,9.05e-06,5.25e-08,-15.4280918,9.15817,-2.1978734,RAB17,"RAB17, member RAS oncogene family"
193,7905929,9.84e-06,5.76e-08,-15.2734301,9.06453,-2.2432426,EFNA1,ephrin A1
194,7947548,9.84e-06,5.77e-08,-15.2697983,9.06232,-4.0128715,RAG2,recombination activating gene 2
195,7980636,9.89e-06,5.83e-08,-15.252839,9.05198,-1.9873662,EML5,echinoderm microtubule associated protein like 5
196,7920082,1.01e-05,5.98e-08,-15.2092978,9.0254,-3.3736789,RORC,RAR related orphan receptor C
197,8070194,1.03e-05,6.16e-08,15.1610494,8.99585,2.8321011,RUNX1,runt related transcription factor 1
198,8054872,1.03e-05,6.22e-08,-15.1441137,8.98545,-3.9433688,TFCP2L1,transcription factor CP2-like 1
199,7936050,1.03e-05,6.24e-08,-15.1400187,8.98294,-2.7203077,CYP17A1,cytochrome P450 family 17 subfamily A member 1
200,8043602,1.03e-05,6.26e-08,15.1342188,8.97937,3.5759264,NCAPH,non-SMC condensin I complex subunit H
201,8159501,1.03e-05,6.27e-08,-15.1319663,8.97799,-2.2159776,LCN12,lipocalin 12
202,8095110,1.06e-05,6.5e-08,-15.0708985,8.94037,-4.0513226,KIT,KIT proto-oncogene receptor tyrosine kinase
203,8127370,1.11e-05,6.8e-08,-14.9962716,8.89417,-3.3538496,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2"
204,8039257,1.11e-05,6.86e-08,14.9813265,8.88489,3.2466518,LAIR1,leukocyte associated immunoglobulin like receptor 1
205,8058765,1.12e-05,6.91e-08,14.9693543,8.87745,2.3426133,FN1,fibronectin 1
206,8106743,1.16e-05,7.19e-08,14.9042428,8.83687,3.80682,VCAN,versican
207,7996837,1.21e-05,7.59e-08,-14.8162653,8.78174,-5.8824998,CDH1,cadherin 1
208,8067270,1.23e-05,7.71e-08,14.7892275,8.76473,3.3832284,APCDD1L,APC down-regulated 1 like
209,8059413,1.24e-05,7.87e-08,14.7558442,8.74368,2.5577995,DOCK10,dedicator of cytokinesis 10
210,7938485,1.24e-05,7.88e-08,14.755145,8.74324,2.5438092,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
211,8043945,1.27e-05,8.08e-08,14.7132009,8.71672,2.129125,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
212,8123303,1.29e-05,8.34e-08,-14.6630971,8.68494,-2.0574912,PACRG,PARK2 coregulated
213,8063000,1.29e-05,8.39e-08,-14.6530423,8.67855,-3.8589594,WFDC2,WAP four-disulfide core domain 2
214,7961595,1.29e-05,8.42e-08,-14.6477078,8.67516,-4.089606,RERGL,RERG like
215,7980485,1.29e-05,8.45e-08,-14.6423109,8.67172,-4.6283094,DIO2,"deiodinase, iodothyronine, type II"
216,8056022,1.29e-05,8.45e-08,-14.6413193,8.67109,-3.3422519,CCDC148,coiled-coil domain containing 148
217,8056184,1.31e-05,8.61e-08,-14.6118556,8.65232,-2.9508193,ITGB6///ITGB6,integrin subunit beta 6///integrin subunit beta 6
218,8155214,1.38e-05,9.11e-08,14.5208709,8.59411,3.6935794,MELK,maternal embryonic leucine zipper kinase
219,7913385,1.49e-05,9.89e-08,-14.3892233,8.5092,-4.5028728,RAP1GAP,RAP1 GTPase activating protein
220,8129783,1.5e-05,9.97e-08,-14.3769086,8.50121,-2.6667593,MAP7,microtubule associated protein 7
221,7923578,1.5e-05,1e-07,-14.3717997,8.4979,-3.9870048,FMOD,fibromodulin
222,8051573,1.52e-05,1.02e-07,14.337923,8.47589,2.1222645,CDC42EP3,CDC42 effector protein 3
223,8008784,1.52e-05,1.02e-07,14.3358016,8.47451,3.1091312,PRR11,proline rich 11
224,7906400,1.52e-05,1.03e-07,14.3268547,8.46869,1.6624575,IFI16,interferon gamma inducible protein 16
225,8178095,1.53e-05,1.05e-07,14.2926623,8.4464,3.4701316,C2,complement component 2
226,8179331,1.53e-05,1.05e-07,14.2926623,8.4464,3.4701316,C2,complement component 2
227,8007949,1.53e-05,1.05e-07,-14.2924075,8.44624,-3.4363601,EFCAB13,EF-hand calcium binding domain 13
228,8041383,1.53e-05,1.05e-07,14.2922481,8.44613,3.4193922,LTBP1,latent transforming growth factor beta binding protein 1
229,8018264,1.53e-05,1.06e-07,-14.2829729,8.44008,-2.0201009,HID1,HID1 domain containing
230,8169603,1.53e-05,1.06e-07,-14.2756177,8.43527,-3.4204643,LONRF3,LON peptidase N-terminal domain and ring finger 3
231,7945045,1.53e-05,1.07e-07,-14.2689992,8.43095,-2.4287115,DDX25,DEAD-box helicase 25
232,8061564,1.54e-05,1.08e-07,-14.2553097,8.422,-3.6211064,ID1,"inhibitor of DNA binding 1, HLH protein"
233,8118324,1.54e-05,1.09e-07,14.2419641,8.41326,3.4700498,C2,complement component 2
234,8004510,1.54e-05,1.09e-07,14.2372011,8.41014,2.1439781,CD68,CD68 molecule
235,7898967,1.55e-05,1.1e-07,-14.2223563,8.40041,-2.3242669,NCMAP,non-compact myelin associated protein
