,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
18,225681_at,4.7300000000000004e-26,1.64e-29,22.0873638,56.845556,4.69820084,CTHRC1,collagen triple helix repeat containing 1
19,1557107_at,1.35e-25,4.95e-29,-21.6117764,55.768214,-5.99378412,SLC26A4-AS1,SLC26A4 antisense RNA 1
20,226997_at,2.28e-25,8.98e-29,21.3590879,55.187539,2.8522242,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12
21,239183_at,2.28e-25,9.17e-29,-21.3501907,55.166987,-3.80713674,ANGPTL1,angiopoietin like 1
22,230351_at,2.73e-25,1.15e-28,-21.2549907,54.94663,-3.02912183,FGF14-AS2,FGF14 antisense RNA 2
23,202952_s_at,9.85e-25,4.32e-28,20.7021236,53.650284,3.41190845,ADAM12,ADAM metallopeptidase domain 12
24,213943_at,1.05e-24,4.79e-28,20.6598016,53.549863,3.77214526,TWIST1,twist family bHLH transcription factor 1
25,238178_at,1.1499999999999999e-24,5.46e-28,-20.6061483,53.42231,-4.58348301,,
26,227081_at,1.52e-24,7.51e-28,-20.4751288,53.109673,-3.92604596,DNALI1,dynein axonemal light intermediate chain 1
27,225878_at,1.92e-24,9.82e-28,20.365438,52.84666,1.75102854,KIF1B,kinesin family member 1B
28,219727_at,2e-24,1.1300000000000002e-27,-20.3086295,52.709989,-5.75435647,DUOX2,dual oxidase 2
29,201562_s_at,2e-24,1.1300000000000002e-27,-20.3081886,52.708927,-3.58934907,SORD,sorbitol dehydrogenase
30,211571_s_at,2e-24,1.16e-27,20.2979375,52.684231,4.52568011,VCAN,versican
31,214701_s_at,2e-24,1.1700000000000001e-27,20.292522,52.67118,4.27949366,FN1,fibronectin 1
32,221730_at,2e-24,1.25e-27,20.268512,52.613285,3.69950007,COL5A2,collagen type V alpha 2 chain
33,204620_s_at,2e-24,1.25e-27,20.268357,52.612911,4.32432747,VCAN,versican
34,229177_at,2.2e-24,1.41e-27,-20.2183499,52.492147,-5.61560198,C16orf89,chromosome 16 open reading frame 89
35,213540_at,2.98e-24,1.96e-27,-20.0851402,52.16926,-2.26810146,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
36,204619_s_at,3.6499999999999996e-24,2.47e-27,19.9916508,51.941608,4.47428236,VCAN,versican
37,215646_s_at,3.7999999999999995e-24,2.64e-27,19.9648453,51.876176,4.8353757,VCAN,versican
38,229778_at,3.85e-24,2.78e-27,-19.9442039,51.825742,-5.46585481,SPX,spexin hormone
39,202998_s_at,3.85e-24,2.82e-27,19.9385838,51.812003,4.0736203,LOXL2,lysyl oxidase like 2
40,223075_s_at,4.1699999999999996e-24,3.1200000000000003e-27,-19.8975009,51.711474,-5.01630784,AIF1L,allograft inflammatory factor 1 like
41,232458_at,4.41e-24,3.39e-27,19.8650481,51.631945,4.98204856,COL3A1,collagen type III alpha 1 chain
42,226311_at,4.62e-24,3.6300000000000006e-27,19.8374701,51.564279,3.71260534,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
43,223623_at,4.98e-24,4.0100000000000004e-27,-19.7980177,51.467346,-6.52896268,C2orf40,chromosome 2 open reading frame 40
44,210809_s_at,5.98e-24,4.92e-27,19.7158723,51.265018,5.37759779,POSTN,periostin
45,206025_s_at,6.75e-24,5.6800000000000006e-27,19.6593649,51.125443,3.80771518,TNFAIP6,TNF alpha induced protein 6
46,210039_s_at,9.53e-24,8.190000000000001e-27,-19.514078,50.765102,-2.59628898,PRKCQ,protein kinase C theta
47,235955_at,1.56e-23,1.38e-26,-19.309557,50.254208,-3.10474208,MARVELD2,MARVEL domain containing 2
48,221731_x_at,1.56e-23,1.4e-26,19.3038296,50.239839,4.38696128,VCAN,versican
49,244008_at,1.6e-23,1.4600000000000002e-26,-19.2868577,50.197241,-2.9647267,PARP8,poly(ADP-ribose) polymerase family member 8
50,229490_s_at,1.9799999999999998e-23,1.84e-26,19.1956741,49.967867,3.48750616,,
51,242883_at,2.07e-23,1.9700000000000002e-26,-19.169441,49.901717,-3.70249389,OTOS,otospiralin
52,1554648_a_at,2.39e-23,2.31e-26,-19.107604,49.745508,-3.39440257,DUOXA1,dual oxidase maturation factor 1
53,230782_at,2.73e-23,2.7000000000000004e-26,-19.0478074,49.594074,-4.71644276,SORD,sorbitol dehydrogenase
54,244572_at,2.94e-23,2.96e-26,-19.0122205,49.503774,-3.62128405,KY,kyphoscoliosis peptidase
55,205350_at,3.1399999999999995e-23,3.22e-26,-18.9793204,49.420174,-4.57586726,CRABP1,cellular retinoic acid binding protein 1
56,209368_at,3.38e-23,3.5400000000000003e-26,-18.9430128,49.327784,-3.19883389,EPHX2,epoxide hydrolase 2
57,206026_s_at,3.38e-23,3.58e-26,18.9376635,49.31416,4.42207675,TNFAIP6,TNF alpha induced protein 6
58,214735_at,3.4399999999999997e-23,3.7200000000000004e-26,-18.9237317,49.278664,-4.48194541,IPCEF1,interaction protein for cytohesin exchange factors 1
59,229168_at,3.72e-23,4.08e-26,-18.887594,49.186495,-3.64508222,COL23A1,collagen type XXIII alpha 1 chain
60,211924_s_at,4.65e-23,5.27e-26,18.789101,48.934592,3.19373776,PLAUR,"plasminogen activator, urokinase receptor"
61,203685_at,4.65e-23,5.29e-26,-18.7881935,48.932266,-3.79649678,BCL2,"BCL2, apoptosis regulator"
62,201438_at,4.65e-23,5.400000000000001e-26,18.7797973,48.910744,3.03524021,COL6A3,collagen type VI alpha 3 chain
63,229032_at,4.65e-23,5.440000000000001e-26,-18.7769428,48.903426,-3.6486721,WSCD2,WSC domain containing 2
64,229636_at,4.8499999999999996e-23,5.77e-26,-18.754749,48.846493,-1.80826884,CYB561D2,cytochrome b561 family member D2
65,209355_s_at,5.99e-23,7.23e-26,-18.6682211,48.624029,-4.15626523,PLPP3,phospholipid phosphatase 3
66,229687_s_at,7.42e-23,9.100000000000001e-26,-18.5805603,48.397839,-3.72989046,PRDM11,PR/SET domain 11
67,237083_at,7.799999999999999e-23,9.7e-26,-18.5560979,48.334572,-2.95728954,,
68,205221_at,9.15e-23,1.15e-25,-18.4898722,48.162971,-3.99249901,HGD,"homogentisate 1,2-dioxygenase"
69,37892_at,9.379999999999999e-23,1.2e-25,18.4751354,48.124722,4.97045774,COL11A1,collagen type XI alpha 1 chain
70,239598_s_at,9.529999999999999e-23,1.24e-25,-18.4634565,48.094393,-2.71972867,LPCAT2,lysophosphatidylcholine acyltransferase 2
71,209469_at,1.46e-22,1.92e-25,-18.2978222,47.662667,-4.82028474,GPM6A,glycoprotein M6A
72,209470_s_at,1.52e-22,2.03e-25,-18.2762876,47.606319,-4.69022284,GPM6A,glycoprotein M6A
73,230281_at,1.53e-22,2.07e-25,-18.269859,47.589488,-2.82615625,C16orf46,chromosome 16 open reading frame 46
74,205542_at,1.68e-22,2.3e-25,18.2294481,47.483582,3.94394677,STEAP1,six transmembrane epithelial antigen of the prostate 1
75,212013_at,1.78e-22,2.47e-25,18.2030764,47.414373,2.90224949,PXDN,peroxidasin
76,212464_s_at,1.83e-22,2.58e-25,18.1861674,47.369958,3.99648444,FN1,fibronectin 1
77,205413_at,2.18e-22,3.14e-25,-18.1133474,47.178323,-5.72634176,MPPED2,metallophosphoesterase domain containing 2
78,236114_at,2.18e-22,3.16e-25,18.1110099,47.172162,2.45696097,,
79,229218_at,2.18e-22,3.18e-25,18.1078602,47.163859,4.53099931,COL1A2,collagen type I alpha 2 chain
80,219479_at,2.2700000000000003e-22,3.36e-25,18.0878634,47.111121,2.10148304,KDELC1,KDEL motif containing 1
81,204753_s_at,2.28e-22,3.43e-25,-18.0803854,47.091388,-4.27303428,HLF,"HLF, PAR bZIP transcription factor"
82,212226_s_at,2.58e-22,3.91e-25,-18.0306006,46.959857,-3.49878339,PLPP3,phospholipid phosphatase 3
83,211945_s_at,2.93e-22,4.51e-25,17.9780389,46.820693,1.08740795,ITGB1,integrin subunit beta 1
84,231766_s_at,3.6300000000000003e-22,5.64e-25,17.8947202,46.59947,3.60741235,COL12A1,collagen type XII alpha 1 chain
85,240652_at,4.27e-22,6.72e-25,17.8302055,46.427645,1.63558863,,
86,212489_at,4.27e-22,6.79e-25,17.8261166,46.41674,3.50074387,COL5A1,collagen type V alpha 1 chain
87,211276_at,4.8e-22,7.73e-25,-17.7781699,46.288719,-4.88763028,TCEAL2,transcription elongation factor A like 2
88,203029_s_at,4.95e-22,8.07e-25,-17.7625879,46.247058,-3.14986459,PTPRN2,"protein tyrosine phosphatase, receptor type N2"
89,242028_at,5.66e-22,9.31e-25,-17.7096623,46.105353,-2.55333706,ZNF709,zinc finger protein 709
90,218332_at,5.69e-22,9.53e-25,-17.701291,46.082911,-4.65254332,BEX1,brain expressed X-linked 1
91,239296_at,5.69e-22,9.57e-25,17.6994614,46.078005,3.03979907,,
92,238584_at,6.15e-22,1.05e-24,-17.6661923,45.98873,-3.92736076,IQCA1,IQ motif containing with AAA domain 1
93,220108_at,6.15e-22,1.06e-24,-17.6629179,45.979936,-3.73199608,GNA14,G protein subunit alpha 14
94,230863_at,6.51e-22,1.1399999999999999e-24,-17.636011,45.907633,-5.11276869,LRP2,LDL receptor related protein 2
95,204475_at,6.51e-22,1.1399999999999999e-24,17.6340132,45.902261,5.8735515,MMP1,matrix metallopeptidase 1
96,203325_s_at,9.27e-22,1.64e-24,17.5012831,45.544368,3.51474551,COL5A1,collagen type V alpha 1 chain
97,212230_at,1.13e-21,2.0299999999999998e-24,-17.4237259,45.33432,-3.26559022,PLPP3,phospholipid phosphatase 3
98,202052_s_at,1.16e-21,2.11e-24,17.4101506,45.297484,2.33305898,RAI14,retinoic acid induced 14
99,204754_at,1.16e-21,2.12e-24,-17.4091428,45.294748,-3.48139324,HLF,"HLF, PAR bZIP transcription factor"
100,213329_at,1.35e-21,2.49e-24,17.3499889,45.133984,1.69527784,SRGAP2C///SRGAP2B///SRGAP2,SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
101,1554007_at,1.4700000000000001e-21,2.73e-24,-17.3163063,45.042265,-4.46697587,,
102,229802_at,1.5600000000000002e-21,2.9399999999999998e-24,17.2897703,44.969915,4.20373458,WISP1,WNT1 inducible signaling pathway protein 1
103,219368_at,1.65e-21,3.15e-24,-17.2652402,44.902962,-3.45085012,NAP1L2,nucleosome assembly protein 1 like 2
104,224339_s_at,1.82e-21,3.49e-24,-17.2282824,44.801959,-3.62634861,ANGPTL1,angiopoietin like 1
105,210845_s_at,1.92e-21,3.72e-24,17.2049806,44.738196,3.72729513,PLAUR,"plasminogen activator, urokinase receptor"
106,210038_at,1.94e-21,3.7999999999999995e-24,-17.1973669,44.717348,-2.72131269,PRKCQ,protein kinase C theta
107,222901_s_at,1.94e-21,3.84e-24,-17.193832,44.707667,-3.44827948,KCNJ16,potassium voltage-gated channel subfamily J member 16
108,239765_at,2.08e-21,4.15e-24,-17.1651296,44.629003,-3.40231297,CPEB3,cytoplasmic polyadenylation element binding protein 3
109,210495_x_at,2.1800000000000003e-21,4.39e-24,17.1449213,44.573562,3.65196719,FN1,fibronectin 1
110,202570_s_at,2.6900000000000002e-21,5.4699999999999996e-24,17.0663283,44.357495,1.38878349,DLGAP4,DLG associated protein 4
111,242546_at,2.7200000000000002e-21,5.5799999999999996e-24,17.05901,44.337339,3.78964458,LINC01296///DUXAP10,long intergenic non-protein coding RNA 1296///double homeobox A pseudogene 10
112,216442_x_at,2.82e-21,5.83e-24,17.0432576,44.293933,3.69257627,FN1,fibronectin 1
113,206529_x_at,3.01e-21,6.2699999999999995e-24,-17.0171712,44.221989,-6.34653248,SLC26A4,solute carrier family 26 member 4
114,201563_at,3.0900000000000003e-21,6.4899999999999996e-24,-17.0046943,44.187551,-3.71225911,SORD,sorbitol dehydrogenase
115,208636_at,3.1600000000000003e-21,6.7e-24,16.9936993,44.157187,2.62949298,ACTN1,actinin alpha 1
116,228806_at,3.3100000000000003e-21,7.079999999999999e-24,-16.9739543,44.102626,-3.41794703,RORC,RAR related orphan receptor C
117,237058_x_at,3.3100000000000003e-21,7.15e-24,-16.970112,44.092003,-4.3862151,SLC6A13,solute carrier family 6 member 13
118,218865_at,3.82e-21,8.31e-24,-16.9166914,43.944134,-3.13505199,MARC1,mitochondrial amidoxime reducing component 1
119,221539_at,4.03e-21,8.859999999999999e-24,16.8936883,43.880358,2.8505955,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1
120,240574_at,4.03e-21,8.92e-24,-16.8914029,43.874019,-2.90502817,DNAJC3-AS1,DNAJC3 antisense RNA 1 (head to head)
121,227889_at,4.27e-21,9.52e-24,-16.868085,43.809301,-3.44473438,LPCAT2,lysophosphatidylcholine acyltransferase 2
122,208637_x_at,4.5600000000000005e-21,1.03e-23,16.8404761,43.732592,2.66892269,ACTN1,actinin alpha 1
123,201341_at,4.5600000000000005e-21,1.03e-23,16.8388593,43.728097,2.28370298,ENC1,ectodermal-neural cortex 1
124,1560834_a_at,5.1900000000000005e-21,1.19e-23,-16.7894919,43.590701,-2.84133156,RMST,rhabdomyosarcoma 2 associated transcript (non-protein coding)
125,1570289_at,5.1900000000000005e-21,1.1999999999999998e-23,-16.7871968,43.584307,-4.14162827,LOC646736,uncharacterized LOC646736
126,225182_at,6.110000000000001e-21,1.42e-23,-16.7267078,43.415552,-2.10484612,TMEM50B,transmembrane protein 50B
127,210055_at,6.230000000000001e-21,1.4599999999999998e-23,-16.7166399,43.387422,-6.68860895,TSHR,thyroid stimulating hormone receptor
128,225664_at,6.370000000000001e-21,1.4999999999999997e-23,16.7059615,43.357573,3.00196878,COL12A1,collagen type XII alpha 1 chain
129,204718_at,6.730000000000001e-21,1.6e-23,-16.6837949,43.29557,-2.05449353,EPHB6,EPH receptor B6
130,204755_x_at,6.890000000000001e-21,1.6499999999999998e-23,-16.6730621,43.265528,-3.66082401,HLF,"HLF, PAR bZIP transcription factor"
131,218473_s_at,7.09e-21,1.7099999999999998e-23,16.6599642,43.228847,1.97602932,COLGALT1,collagen beta(1-O)galactosyltransferase 1
132,219049_at,7.290000000000001e-21,1.7699999999999998e-23,-16.6478287,43.194844,-3.23386989,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1
133,209293_x_at,7.360000000000001e-21,1.8e-23,-16.6415285,43.177184,-3.37586011,ID4,"inhibitor of DNA binding 4, HLH protein"
134,1562194_at,8.07e-21,1.99e-23,16.6065577,43.079072,2.4631468,,
135,207714_s_at,8.09e-21,2.0099999999999997e-23,16.6033071,43.069945,2.02275641,SERPINH1,serpin family H member 1
136,206517_at,8.66e-21,2.1699999999999998e-23,-16.5764913,42.994605,-3.55366477,CDH16,cadherin 16
137,205200_at,8.9e-21,2.25e-23,-16.5644439,42.960729,-2.92242446,EXOSC7///CLEC3B,exosome component 7///C-type lectin domain family 3 member B
138,201920_at,8.92e-21,2.2699999999999997e-23,16.5612309,42.951692,3.08391048,SLC20A1,solute carrier family 20 member 1
139,238076_at,9.150000000000001e-21,2.3399999999999997e-23,-16.5497528,42.919396,-1.91236191,GATAD2B,GATA zinc finger domain containing 2B
140,213195_at,9.240000000000001e-21,2.38e-23,-16.5438047,42.902654,-2.36997773,LYRM9,LYR motif containing 9
141,204030_s_at,9.44e-21,2.45e-23,16.5337582,42.874367,2.88601019,IQCJ-SCHIP1///SCHIP1,IQCJ-SCHIP1 readthrough///schwannomin interacting protein 1
142,200757_s_at,9.52e-21,2.4899999999999998e-23,16.5283369,42.859098,1.33010942,CALU,calumenin
143,206457_s_at,1.06e-20,2.8e-23,-16.4870239,42.742623,-7.29224634,DIO1,"deiodinase, iodothyronine type I"
144,207447_s_at,1.09e-20,2.8899999999999995e-23,-16.4759152,42.711269,-4.56506971,MGAT4C,MGAT4 family member C
145,214020_x_at,1.1e-20,2.94e-23,16.4699087,42.69431,1.52798959,ITGB5,integrin subunit beta 5
146,1553998_at,1.1e-20,2.97e-23,-16.4667328,42.685341,-2.08238068,DMRTC1B///DMRTC1,DMRT like family C1B///DMRT like family C1
147,209504_s_at,1.17e-20,3.1699999999999996e-23,-16.4432782,42.619068,-3.4168685,PLEKHB1,pleckstrin homology domain containing B1
148,227174_at,1.17e-20,3.2e-23,-16.440465,42.611114,-6.28787035,WDR72,WD repeat domain 72
149,212224_at,1.21e-20,3.32e-23,-16.427534,42.574544,-4.00429823,ALDH1A1,aldehyde dehydrogenase 1 family member A1
150,236358_at,1.25e-20,3.45e-23,-16.4140642,42.536429,-2.24651529,,
151,205579_at,1.25e-20,3.49e-23,16.4098486,42.524495,2.84594214,HRH1,histamine receptor H1
152,223412_at,1.25e-20,3.49e-23,-16.409607,42.523811,-2.42380903,KBTBD7,kelch repeat and BTB domain containing 7
153,204985_s_at,1.45e-20,4.0999999999999997e-23,-16.3539524,42.366067,-1.89883544,TRAPPC6A,trafficking protein particle complex 6A
154,203030_s_at,1.45e-20,4.12e-23,-16.351975,42.360455,-2.10541919,PTPRN2,"protein tyrosine phosphatase, receptor type N2"
155,240236_at,1.49e-20,4.2799999999999993e-23,-16.3384261,42.321994,-4.06369669,STXBP5L,syntaxin binding protein 5 like
156,201105_at,1.49e-20,4.2899999999999994e-23,16.3382132,42.321389,2.91201293,LGALS1,galectin 1
157,226858_at,1.53e-20,4.4099999999999993e-23,16.3282148,42.292992,1.46228145,CSNK1E,casein kinase 1 epsilon
158,211941_s_at,1.56e-20,4.5299999999999993e-23,-16.3188146,42.266283,-2.19059884,PEBP1,phosphatidylethanolamine binding protein 1
159,205353_s_at,1.56e-20,4.5699999999999995e-23,-16.3158488,42.257854,-2.149786,PEBP1,phosphatidylethanolamine binding protein 1
160,230728_at,1.61e-20,4.7399999999999997e-23,16.3032691,42.22209,1.68649897,FKBP14,FK506 binding protein 14
161,203417_at,1.63e-20,4.8299999999999995e-23,16.2970023,42.204266,2.58863614,MFAP2,microfibrillar associated protein 2
162,231882_at,1.68e-20,5.0099999999999997e-23,16.2836663,42.166321,3.189991,,
163,201125_s_at,1.68e-20,5.03e-23,16.2825739,42.163212,1.83905363,ITGB5,integrin subunit beta 5
164,220750_s_at,1.83e-20,5.51e-23,16.2508888,42.072968,2.00882604,P3H1,prolyl 3-hydroxylase 1
165,229538_s_at,2e-20,6.07e-23,16.2175879,41.977992,2.36822195,IQGAP3,IQ motif containing GTPase activating protein 3
166,1558487_a_at,2.23e-20,6.839999999999999e-23,-16.1760927,41.859458,-2.76353927,TMED4,transmembrane p24 trafficking protein 4
167,213129_s_at,2.23e-20,6.859999999999999e-23,-16.174884,41.856002,-1.75876441,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H"
168,228390_at,2.48e-20,7.659999999999999e-23,-16.1366826,41.746687,-2.37689539,RAB30,"RAB30, member RAS oncogene family"
169,219597_s_at,2.67e-20,8.289999999999999e-23,-16.1095142,41.668837,-3.73587252,DUOX1,dual oxidase 1
170,209292_at,2.83e-20,8.849999999999999e-23,-16.0867913,41.603656,-6.19609439,ID4,"inhibitor of DNA binding 4, HLH protein"
171,202311_s_at,2.85e-20,8.959999999999999e-23,16.0824907,41.591313,4.31667624,COL1A1,collagen type I alpha 1 chain
172,202404_s_at,3.05e-20,9.65e-23,16.0571429,41.518515,3.57648977,COL1A2,collagen type I alpha 2 chain
173,225395_s_at,3.3e-20,1.05e-22,-16.0281358,41.435113,-1.34630114,FAM120AOS,family with sequence similarity 120A opposite strand
174,225794_s_at,3.31e-20,1.06e-22,-16.0245245,41.424722,-1.388147,SMDT1,single-pass membrane protein with aspartate rich tail 1
175,222520_s_at,3.46e-20,1.11e-22,-16.0079662,41.37706,-2.3826343,IFT57,intraflagellar transport 57
176,236655_at,3.46e-20,1.1200000000000001e-22,-16.0056757,41.370465,-2.30672331,TPD52,tumor protein D52
177,225132_at,3.47e-20,1.13e-22,-16.0028462,41.362316,-1.24038924,FBXL3,F-box and leucine rich repeat protein 3
178,230093_at,3.53e-20,1.15e-22,-15.9952077,41.340313,-3.04594269,RSPH1,radial spoke head 1 homolog
179,238454_at,3.81e-20,1.26e-22,-15.9666684,41.258041,-2.86679352,ZNF540,zinc finger protein 540
180,238805_at,3.86e-20,1.2800000000000001e-22,-15.9608879,41.241366,-3.62657268,HSPB2-C11orf52///C11orf52///HSPB2,HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2
181,230958_s_at,3.9e-20,1.3e-22,-15.9548242,41.223869,-3.3990042,,
182,224675_at,4.01e-20,1.34e-22,-15.9440177,41.192674,-1.05043424,MESDC2,mesoderm development candidate 2
183,238043_at,4.01e-20,1.35e-22,-15.9414633,41.185299,-1.70669539,ARID1B,AT-rich interaction domain 1B
184,230031_at,4.17e-20,1.4100000000000001e-22,-15.9265605,41.142253,-2.41156808,HSPA5,heat shock protein family A (Hsp70) member 5
185,235583_at,4.24e-20,1.44e-22,-15.9188782,41.120052,-2.60384571,ILDR1,immunoglobulin like domain containing receptor 1
186,205710_at,4.24e-20,1.45e-22,-15.9169963,41.114613,-4.48989409,LRP2,LDL receptor related protein 2
187,225352_at,4.56e-20,1.58e-22,-15.887612,41.029623,-1.43261029,SEC62,"SEC62 homolog, preprotein translocation factor"
188,219877_at,4.56e-20,1.58e-22,-15.8871111,41.028174,-3.00049651,ZMAT4,zinc finger matrin-type 4
189,215442_s_at,4.56e-20,1.58e-22,-15.8870884,41.028108,-5.97957425,TSHR,thyroid stimulating hormone receptor
190,222171_s_at,4.77e-20,1.68e-22,-15.8676402,40.971798,-2.91592892,PKNOX2,PBX/knotted 1 homeobox 2
191,201389_at,4.77e-20,1.68e-22,15.8660646,40.967234,2.39885052,ITGA5,integrin subunit alpha 5
192,206068_s_at,4.77e-20,1.69e-22,-15.8656813,40.966124,-3.73908468,ACADL,"acyl-CoA dehydrogenase, long chain"
193,210988_s_at,4.83e-20,1.71e-22,-15.8599885,40.94963,-1.91047505,PRUNE1,prune exopolyphosphatase
194,212488_at,4.87e-20,1.74e-22,15.8553238,40.936113,3.24953994,COL5A1,collagen type V alpha 1 chain
195,218584_at,4.92e-20,1.76e-22,-15.8503723,40.921762,-1.69116372,TCTN1,tectonic family member 1
196,212365_at,5e-20,1.81e-22,15.8413357,40.895562,2.12765327,MYO1B,myosin IB
197,202730_s_at,5e-20,1.81e-22,-15.841257,40.895334,-2.47267628,MIR4680///PDCD4,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
198,214745_at,5.21e-20,1.9e-22,-15.8254522,40.849488,-2.67375994,PLCH1,phospholipase C eta 1
199,205051_s_at,5.31e-20,1.94e-22,-15.8173736,40.826042,-4.14151039,KIT,KIT proto-oncogene receptor tyrosine kinase
200,208873_s_at,5.36e-20,1.97e-22,-15.8124001,40.811604,-1.98372587,REEP5,receptor accessory protein 5
201,209467_s_at,5.74e-20,2.12e-22,15.7869965,40.737809,1.39035283,MKNK1,MAP kinase interacting serine/threonine kinase 1
202,204288_s_at,6.2e-20,2.3e-22,-15.7593574,40.65743,-4.78753679,SORBS2,sorbin and SH3 domain containing 2
203,230951_at,6.27e-20,2.34e-22,-15.7535518,40.640534,-3.72088033,EPB41L5,erythrocyte membrane protein band 4.1 like 5
204,1559266_s_at,6.46e-20,2.42e-22,-15.7417854,40.606279,-2.4301203,SKIDA1,SKI/DACH domain containing 1
205,232898_at,6.87e-20,2.59e-22,15.7195736,40.541567,2.35125357,DAB2,"DAB2, clathrin adaptor protein"
206,205186_at,7.53e-20,2.85e-22,-15.6865987,40.445387,-2.30472867,DNALI1,dynein axonemal light intermediate chain 1
207,203699_s_at,7.96e-20,3.03e-22,-15.6662754,40.386041,-4.58551898,DIO2,"deiodinase, iodothyronine, type II"
208,210825_s_at,8.13e-20,3.11e-22,-15.6572023,40.359531,-1.76250976,PEBP1,phosphatidylethanolamine binding protein 1
209,211160_x_at,8.59e-20,3.3e-22,15.6369724,40.300385,2.42005878,ACTN1,actinin alpha 1
210,242523_at,8.64e-20,3.33e-22,-15.6335763,40.290451,-2.74018598,LINC00938,long intergenic non-protein coding RNA 938
211,202888_s_at,9.2e-20,3.5700000000000003e-22,15.6106314,40.223296,3.70375497,ANPEP,"alanyl aminopeptidase, membrane"
212,217427_s_at,9.36e-20,3.65e-22,-15.6031798,40.201473,-2.60174371,HIRA,histone cell cycle regulator
213,231773_at,9.43e-20,3.69e-22,-15.5991432,40.189648,-3.50448016,ANGPTL1,angiopoietin like 1
214,201557_at,9.53e-20,3.75e-22,-15.5937853,40.17395,-1.36636686,VAMP2,vesicle associated membrane protein 2
215,227753_at,9.68e-20,3.8300000000000002e-22,-15.5864787,40.152536,-3.3268482,TMEM139,transmembrane protein 139
216,238992_at,9.68e-20,3.84e-22,-15.5854994,40.149665,-2.74632672,POLI,DNA polymerase iota
217,235132_at,9.83e-20,3.92e-22,-15.5787178,40.129784,-2.04335596,NIFK-AS1,NIFK antisense RNA 1
218,229930_at,9.9e-20,3.97e-22,-15.5748417,40.118417,-2.5012627,LINC01315,long intergenic non-protein coding RNA 1315
219,209759_s_at,1.02e-19,4.0900000000000002e-22,-15.5645185,40.088137,-2.00689302,ECI1,enoyl-CoA delta isomerase 1
220,235800_at,1.05e-19,4.23e-22,-15.5529723,40.054253,-2.67388597,,
221,228469_at,1.08e-19,4.41e-22,-15.5389988,40.013224,-2.30637781,PPID,peptidylprolyl isomerase D
222,208399_s_at,1.08e-19,4.42e-22,-15.5379354,40.010101,-4.4358791,EDN3,endothelin 3
223,213308_at,1.15e-19,4.73e-22,-15.5155065,39.944191,-3.71591957,SHANK2,SH3 and multiple ankyrin repeat domains 2
224,1559394_a_at,1.24e-19,5.090000000000001e-22,15.4907176,39.871274,2.10323251,,
