,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
43,212013_at,5.26e-08,4.23e-11,10.8220121,15.4108207,4.28733885,PXDN,peroxidasin,7837
44,227091_at,5.43e-08,4.47e-11,-10.794689,15.3593018,-2.65510668,CCDC146,coiled-coil domain containing 146,57639
45,1558487_a_at,5.45e-08,4.59e-11,-10.7805427,15.3325895,-2.869984,TMED4,transmembrane p24 trafficking protein 4,222068
46,219195_at,5.45e-08,4.74e-11,-10.764274,15.3018368,-4.03339037,PPARGC1A,PPARG coactivator 1 alpha,10891
47,206025_s_at,5.45e-08,4.79e-11,10.7597268,15.2932349,4.50387919,TNFAIP6,TNF alpha induced protein 6,7130
48,212481_s_at,5.85e-08,5.32e-11,10.706315,15.1919914,2.9630566,TPM4,tropomyosin 4,7171
49,225878_at,5.85e-08,5.35e-11,10.7033028,15.1862703,1.68394568,KIF1B,kinesin family member 1B,23095
50,224817_at,6.21e-08,5.79e-11,10.6639795,15.1114736,2.01683206,SH3PXD2A,SH3 and PX domains 2A,9644
51,209469_at,6.3e-08,5.99e-11,-10.646668,15.0784801,-3.32337535,GPM6A,glycoprotein M6A,2823
52,225726_s_at,7.62e-08,7.39e-11,-10.5418804,14.8779123,-3.30539601,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1",57475
53,228370_at,9.79e-08,9.67e-11,-10.408596,14.6206674,-2.85325968,LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///IPW,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///imprinted in Prader-Willi syndrome (non-protein coding)",101930404///100033820///100033802///100033450///100033444///100033433///100033416///347746///91380///3653
54,201506_at,9.95e-08,1.02e-10,10.3828167,14.5706353,3.3251762,TGFBI,transforming growth factor beta induced,7045
55,205413_at,9.95e-08,1.02e-10,-10.3823059,14.569643,-4.66144195,MPPED2,metallophosphoesterase domain containing 2,744
56,205580_s_at,1.01e-07,1.05e-10,10.3681355,14.5421017,3.85733503,HRH1,histamine receptor H1,3269
57,226933_s_at,1.07e-07,1.13e-10,-10.3302045,14.4682462,-4.1498901,ID4,"inhibitor of DNA binding 4, HLH protein",3400
58,228241_at,1.23e-07,1.32e-10,-10.2541796,14.3196282,-5.53032533,AGR3,"anterior gradient 3, protein disulphide isomerase family member",155465
59,222457_s_at,1.28e-07,1.4e-10,10.2250064,14.2623893,1.56421835,LIMA1,LIM domain and actin binding 1,51474
60,209344_at,1.28e-07,1.42e-10,10.2183303,14.2492742,2.99871589,TPM4,tropomyosin 4,7171
61,214770_at,1.31e-07,1.48e-10,10.1983371,14.2099615,2.98007526,MSR1,macrophage scavenger receptor 1,4481
62,200832_s_at,1.33e-07,1.54e-10,10.1802425,14.1743347,3.14953792,SCD,stearoyl-CoA desaturase,6319
63,231944_at,1.33e-07,1.56e-10,-10.1753125,14.1646201,-2.55848043,ERO1B,endoplasmic reticulum oxidoreductase 1 beta,56605
64,208454_s_at,1.34e-07,1.59e-10,-10.1651741,14.144632,-2.44851182,CPQ,carboxypeptidase Q,10404
65,201560_at,1.34e-07,1.64e-10,10.1500734,14.1148344,1.93158145,CLIC4,chloride intracellular channel 4,25932
66,206457_s_at,1.34e-07,1.65e-10,-10.1474256,14.1096064,-6.23997951,DIO1,"deiodinase, iodothyronine type I",1733
67,229145_at,1.35e-07,1.68e-10,-10.1365969,14.0882153,-1.58420162,ANAPC16,anaphase promoting complex subunit 16,119504
68,227174_at,1.46e-07,1.84e-10,-10.0936625,14.0032442,-4.94308589,WDR72,WD repeat domain 72,256764
69,222605_at,1.47e-07,1.89e-10,-10.0795981,13.9753542,-1.53672657,RCOR3,REST corepressor 3,55758
70,211981_at,1.47e-07,1.9e-10,10.0772246,13.9706449,2.64213159,COL4A1,collagen type IV alpha 1 chain,1282
71,222608_s_at,1.51e-07,1.99e-10,10.0559771,13.928452,4.19489391,ANLN,anillin actin binding protein,54443
72,230863_at,1.51e-07,2.01e-10,-10.0499904,13.9165527,-5.88940431,LRP2,LDL receptor related protein 2,4036
73,225706_at,1.87e-07,2.53e-10,-9.9402368,13.6975229,-2.13451118,GLCCI1,glucocorticoid induced 1,113263
74,225305_at,1.9e-07,2.67e-10,-9.9141651,13.6452478,-3.27568898,SLC25A29,solute carrier family 25 member 29,123096
75,226517_at,1.9e-07,2.7e-10,9.9094092,13.6357019,3.60533878,BCAT1,branched chain amino acid transaminase 1,586
76,210809_s_at,1.9e-07,2.71e-10,9.9077019,13.6322743,4.01305499,POSTN,periostin,10631
77,1555778_a_at,1.9e-07,2.73e-10,9.9035982,13.6240339,4.73549049,POSTN,periostin,10631
78,214930_at,1.9e-07,2.75e-10,-9.9007394,13.6182918,-5.41133132,SLITRK5,SLIT and NTRK like family member 5,26050
79,204787_at,1.92e-07,2.81e-10,9.8886986,13.594095,3.3774824,VSIG4,V-set and immunoglobulin domain containing 4,11326
80,203325_s_at,2.15e-07,3.18e-10,9.8300708,13.475991,4.17736281,COL5A1,collagen type V alpha 1 chain,1289
81,202311_s_at,2.15e-07,3.22e-10,9.8243853,13.4645121,4.7366581,COL1A1,collagen type I alpha 1 chain,1277
82,209191_at,2.27e-07,3.45e-10,9.7920354,13.3991134,2.29336305,TUBB6,tubulin beta 6 class V,84617
83,226558_at,2.38e-07,3.65e-10,-9.7643902,13.3431103,-2.46555676,TEKT4P2///MAFIP///LOC389834,tektin 4 pseudogene 2///MAFF interacting protein (pseudogene)///ankyrin repeat domain 57 pseudogene,100132288///727764///389834
84,227556_at,2.51e-07,3.9e-10,-9.733866,13.2811506,-3.10403746,NME7,NME/NM23 family member 7,29922
85,234985_at,2.52e-07,3.96e-10,9.7257167,13.2645867,1.55971568,LDLRAD3,low density lipoprotein receptor class A domain containing 3,143458
86,215446_s_at,2.57e-07,4.1e-10,9.7099675,13.2325494,3.82719893,LOX,lysyl oxidase,4015
87,202236_s_at,2.67e-07,4.32e-10,9.6851162,13.1819256,2.47109204,SLC16A1,solute carrier family 16 member 1,6566
88,217763_s_at,2.67e-07,4.42e-10,9.6742369,13.1597364,1.91250401,RAB31,"RAB31, member RAS oncogene family",11031
89,204755_x_at,2.67e-07,4.43e-10,-9.6734947,13.1582221,-3.2393349,HLF,"HLF, PAR bZIP transcription factor",3131
90,224367_at,2.67e-07,4.44e-10,-9.6723153,13.1558154,-4.43701573,BEX2,brain expressed X-linked 2,84707
91,226614_s_at,2.83e-07,4.77e-10,-9.6385087,13.0867496,-2.88478187,FAM167A,family with sequence similarity 167 member A,83648
92,239006_at,2.85e-07,4.85e-10,-9.6298341,13.0690017,-6.38941041,SLC26A7,solute carrier family 26 member 7,115111
93,210342_s_at,2.85e-07,4.9e-10,-9.6256502,13.0604379,-7.19529561,TPO,thyroid peroxidase,7173
94,223075_s_at,2.86e-07,4.99e-10,-9.6172744,13.0432864,-3.76693688,AIF1L,allograft inflammatory factor 1 like,83543
95,228503_at,2.86e-07,5.03e-10,-9.6134982,13.0355505,-2.85631981,RPS6KA6,ribosomal protein S6 kinase A6,27330
96,212365_at,3.2e-07,5.67e-10,9.5565895,12.9187251,2.18235083,MYO1B,myosin IB,4430
97,239894_at,3.2e-07,5.8e-10,-9.5464352,12.8978318,-4.09522109,NEBL-AS1,NEBL antisense RNA 1,100128511
98,202310_s_at,3.2e-07,5.8e-10,9.5461051,12.8971524,3.59960861,COL1A1,collagen type I alpha 1 chain,1277
99,237113_at,3.36e-07,6.15e-10,-9.5189534,12.8412132,-3.54055939,LOC102725408,uncharacterized LOC102725408,102725408
100,219049_at,3.48e-07,6.42e-10,-9.4985403,12.7990886,-2.64420503,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,55790
101,205363_at,3.5e-07,6.57e-10,-9.4878078,12.7769175,-3.85412803,BBOX1,gamma-butyrobetaine hydroxylase 1,8424
102,219257_s_at,3.5e-07,6.59e-10,9.4863315,12.7738665,2.83194844,SPHK1,sphingosine kinase 1,8877
103,214745_at,3.57e-07,6.78e-10,-9.4727812,12.7458483,-2.28710104,PLCH1,phospholipase C eta 1,23007
104,205479_s_at,3.77e-07,7.3e-10,9.4384809,12.6748091,3.47986846,PLAU,"plasminogen activator, urokinase",5328
105,229900_at,3.77e-07,7.41e-10,9.4319219,12.6612058,2.39956645,CD109,CD109 molecule,135228
106,204288_s_at,3.77e-07,7.42e-10,-9.4307797,12.6588362,-3.48015122,SORBS2,sorbin and SH3 domain containing 2,8470
107,203365_s_at,3.77e-07,7.46e-10,-9.4282153,12.6535157,-3.80097929,MMP15,matrix metallopeptidase 15,4324
108,201743_at,3.77e-07,7.56e-10,9.42229,12.6412184,2.9923036,CD14,CD14 molecule,929
109,200810_s_at,3.77e-07,7.59e-10,-9.4207337,12.6379875,-2.14678836,CIRBP,cold inducible RNA binding protein,1153
110,205499_at,3.86e-07,8.02e-10,9.3946826,12.5838568,5.11089719,SRPX2,"sushi repeat containing protein, X-linked 2",27286
111,201670_s_at,3.86e-07,8.08e-10,9.391211,12.576636,2.24926329,MARCKS,myristoylated alanine rich protein kinase C substrate,4082
112,226591_at,3.86e-07,8.14e-10,-9.387863,12.5696707,-3.49748611,PWAR6,Prader Willi/Angelman region RNA 6,100506965
113,221245_s_at,3.86e-07,8.15e-10,-9.3871843,12.5682586,-2.20904023,FZD5,frizzled class receptor 5,7855
114,202729_s_at,3.86e-07,8.17e-10,9.3860791,12.5659588,2.89615858,LTBP1,latent transforming growth factor beta binding protein 1,4052
115,222409_at,3.86e-07,8.18e-10,9.38539,12.5645248,1.996217,CORO1C,coronin 1C,23603
116,1570289_at,4.02e-07,8.66e-10,-9.3590806,12.5097252,-4.73469645,LOC646736,uncharacterized LOC646736,646736
117,232095_at,4.02e-07,8.69e-10,9.3578154,12.5070875,1.98107213,,,
118,1554748_at,4.02e-07,8.76e-10,-9.3538402,12.4987983,-4.58737808,CLCNKB,chloride voltage-gated channel Kb,1188
119,211980_at,4.07e-07,8.93e-10,9.3450879,12.48054,2.07244047,COL4A1,collagen type IV alpha 1 chain,1282
120,233111_at,4.16e-07,9.21e-10,-9.3304356,12.4499496,-4.22924985,PTCSC1,papillary thyroid carcinoma susceptibility candidate 1 (non-protein coding),100302522
121,219410_at,4.18e-07,9.33e-10,9.3248738,12.4383297,2.29177228,TMEM45A,transmembrane protein 45A,55076
122,201243_s_at,4.27e-07,9.61e-10,-9.3110942,12.4095224,-2.97677388,ATP1B1,ATPase Na+/K+ transporting subunit beta 1,481
123,231181_at,4.27e-07,9.68e-10,-9.3075174,12.4020406,-5.26376476,,,
124,227334_at,4.33e-07,9.97e-10,-9.2940541,12.3738616,-2.36022434,USP54,ubiquitin specific peptidase 54,159195
125,235561_at,4.33e-07,9.99e-10,-9.2930499,12.3717587,-3.61564953,TXNL1,thioredoxin like 1,9352
126,200811_at,4.43e-07,1.03e-09,-9.2793933,12.3431472,-1.80188658,CIRBP,cold inducible RNA binding protein,1153
127,201438_at,4.49e-07,1.05e-09,9.2697592,12.322947,3.08383427,COL6A3,collagen type VI alpha 3 chain,1293
128,222423_at,4.5e-07,1.06e-09,-9.2653825,12.3137659,-1.65116743,NDFIP1,Nedd4 family interacting protein 1,80762
129,225525_at,4.5e-07,1.09e-09,-9.25489,12.2917445,-1.88742718,KIAA1671,KIAA1671,85379
130,208051_s_at,4.5e-07,1.09e-09,-9.2517666,12.2851862,-1.79372476,PAIP1,poly(A) binding protein interacting protein 1,10605
131,209292_at,4.5e-07,1.09e-09,-9.2517516,12.2851545,-5.15922482,ID4,"inhibitor of DNA binding 4, HLH protein",3400
132,211941_s_at,4.5e-07,1.09e-09,-9.2513591,12.2843304,-2.00448596,PEBP1,phosphatidylethanolamine binding protein 1,5037
133,214435_x_at,4.56e-07,1.13e-09,9.2372126,12.254608,2.15865194,RALA,RALA Ras like proto-oncogene A,5898
134,222877_at,4.56e-07,1.13e-09,9.234742,12.2494143,1.97997619,NRP2,neuropilin 2,8828
135,201562_s_at,4.56e-07,1.14e-09,-9.2341093,12.2480841,-3.07191007,SORD,sorbitol dehydrogenase,6652
136,225728_at,4.56e-07,1.14e-09,-9.2310263,12.2416016,-3.81811353,SORBS2,sorbin and SH3 domain containing 2,8470
137,52255_s_at,4.76e-07,1.2e-09,9.2076992,12.192508,2.61808966,COL5A3,collagen type V alpha 3 chain,50509
138,244008_at,4.85e-07,1.24e-09,-9.1936147,12.1628287,-2.46737851,PARP8,poly(ADP-ribose) polymerase family member 8,79668
139,219127_at,4.85e-07,1.26e-09,-9.1876909,12.1503374,-3.43085688,PRR15L,proline rich 15 like,79170
140,202998_s_at,4.85e-07,1.27e-09,9.1834443,12.1413798,3.16927891,LOXL2,lysyl oxidase like 2,4017
141,226545_at,4.85e-07,1.27e-09,9.181883,12.1380857,2.78947679,CD109,CD109 molecule,135228
142,1562583_s_at,4.85e-07,1.28e-09,-9.1776765,12.1292091,-2.57629628,,,
143,204475_at,4.85e-07,1.28e-09,9.1775028,12.1288425,5.31303647,MMP1,matrix metallopeptidase 1,4312
144,227719_at,4.85e-07,1.29e-09,-9.1770385,12.1278627,-3.83128524,SMAD9,SMAD family member 9,4093
145,213001_at,4.91e-07,1.31e-09,9.1677171,12.1081829,2.25708694,ANGPTL2,angiopoietin like 2,23452
146,228811_at,4.95e-07,1.33e-09,-9.1606893,12.0933371,-2.61104849,,,
147,213338_at,5.08e-07,1.37e-09,9.1463499,12.0630245,5.23895092,TMEM158,transmembrane protein 158 (gene/pseudogene),25907
148,222700_at,5.11e-07,1.39e-09,-9.1402238,12.0500655,-1.3801674,ATL2,atlastin GTPase 2,64225
149,202761_s_at,5.22e-07,1.44e-09,-9.1264792,12.0209709,-1.7776644,SYNE2,spectrin repeat containing nuclear envelope protein 2,23224
150,213285_at,5.22e-07,1.44e-09,-9.1240914,12.0159137,-3.71431688,TMEM30B,transmembrane protein 30B,161291
151,203650_at,5.22e-07,1.46e-09,9.1182962,12.0036361,1.84655663,PROCR,protein C receptor,10544
152,242931_at,5.22e-07,1.46e-09,-9.1182536,12.003546,-2.63088597,,,
153,232382_s_at,5.23e-07,1.48e-09,-9.1137466,11.9939943,-1.7634476,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,115294
154,203083_at,5.23e-07,1.48e-09,9.1118189,11.9899082,2.9443055,THBS2,thrombospondin 2,7058
155,226936_at,5.23e-07,1.5e-09,9.1052696,11.9760215,2.3682864,CENPW,centromere protein W,387103
156,227582_at,5.23e-07,1.51e-09,-9.1047399,11.974898,-2.53674411,KLHDC9,kelch domain containing 9,126823
157,229930_at,5.23e-07,1.51e-09,-9.1025738,11.9703037,-3.30349561,LINC01315,long intergenic non-protein coding RNA 1315,102723775
158,209714_s_at,5.32e-07,1.56e-09,9.0890131,11.9415259,3.24351516,CDKN3,cyclin dependent kinase inhibitor 3,1033
159,238069_at,5.32e-07,1.57e-09,-9.0865318,11.9362572,-1.66709591,LOC101927365,uncharacterized LOC101927365,101927365
160,202342_s_at,5.32e-07,1.58e-09,-9.083846,11.9305536,-2.40687469,TRIM2,tripartite motif containing 2,23321
161,228834_at,5.32e-07,1.58e-09,-9.0834891,11.9297955,-2.37286364,TOB1,"transducer of ERBB2, 1",10140
162,227889_at,5.41e-07,1.61e-09,-9.0735628,11.908706,-2.29663299,LPCAT2,lysophosphatidylcholine acyltransferase 2,54947
163,242028_at,5.45e-07,1.64e-09,-9.0667719,11.8942698,-1.70020781,ZNF709,zinc finger protein 709,163051
164,225285_at,5.47e-07,1.65e-09,9.062788,11.8857978,3.23183605,BCAT1,branched chain amino acid transaminase 1,586
165,220161_s_at,5.48e-07,1.66e-09,-9.059451,11.8786996,-4.49581109,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,54566
166,202238_s_at,5.64e-07,1.72e-09,9.043055,11.8438008,3.06304507,LOC101928916///NNMT,uncharacterized LOC101928916///nicotinamide N-methyltransferase,101928916///4837
167,209900_s_at,5.64e-07,1.73e-09,9.0401803,11.837678,2.4699695,SLC16A1,solute carrier family 16 member 1,6566
168,229963_at,5.65e-07,1.75e-09,-9.0357008,11.8281348,-3.40196797,BEX5,brain expressed X-linked 5,340542
169,226829_at,5.65e-07,1.76e-09,-9.0341042,11.8247328,-2.50535647,AFAP1L2,actin filament associated protein 1 like 2,84632
170,229479_at,5.65e-07,1.77e-09,9.0314112,11.8189937,4.43577402,,,
171,225265_at,5.66e-07,1.78e-09,9.027864,11.8114326,1.84067573,RBMS1,RNA binding motif single stranded interacting protein 1,5937
172,243_g_at,5.69e-07,1.81e-09,9.0215657,11.7980027,1.5133326,MAP4,microtubule associated protein 4,4134
173,225568_at,5.69e-07,1.82e-09,-9.0182687,11.7909703,-1.83208089,TMEM141,transmembrane protein 141,85014
174,227760_at,5.69e-07,1.82e-09,-9.0177296,11.7898202,-5.06500043,IGFBPL1,insulin like growth factor binding protein like 1,347252
175,1555758_a_at,6e-07,1.93e-09,8.9910067,11.732762,3.57659088,CDKN3,cyclin dependent kinase inhibitor 3,1033
176,202828_s_at,6.23e-07,2.02e-09,8.9719627,11.6920374,3.68818161,MMP14,matrix metallopeptidase 14,4323
177,236265_at,6.43e-07,2.09e-09,-8.9545352,11.6547242,-1.4284464,SP4,Sp4 transcription factor,6671
178,213428_s_at,6.57e-07,2.15e-09,8.9424969,11.6289243,3.06740163,COL6A1,collagen type VI alpha 1 chain,1291
179,200650_s_at,6.82e-07,2.25e-09,8.922804,11.5866748,1.28278487,LDHA,lactate dehydrogenase A,3939
180,228285_at,6.82e-07,2.27e-09,-8.9182066,11.5768034,-3.78866709,TDRD9,tudor domain containing 9,122402
181,229168_at,6.82e-07,2.27e-09,-8.9181281,11.5766348,-4.19720377,COL23A1,collagen type XXIII alpha 1 chain,91522
182,236909_at,6.91e-07,2.32e-09,-8.9078133,11.5544764,-3.45860702,CCDC173,coiled-coil domain containing 173,129881
183,212594_at,6.91e-07,2.33e-09,-8.9070628,11.5528635,-2.40142595,MIR4680///PDCD4,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor),100616113///27250
184,221485_at,7.01e-07,2.37e-09,8.8978484,11.5330549,1.44382695,B4GALT5,"beta-1,4-galactosyltransferase 5",9334
185,219387_at,7.01e-07,2.39e-09,8.8950056,11.5269412,2.84459922,CCDC88A,coiled-coil domain containing 88A,55704
186,1553998_at,7.01e-07,2.41e-09,-8.8908781,11.5180627,-3.19303716,DMRTC1B///DMRTC1,DMRT like family C1B///DMRT like family C1,728656///63947
187,212724_at,7.01e-07,2.42e-09,8.8900339,11.5162465,2.40988347,RND3,Rho family GTPase 3,390
188,213002_at,7.01e-07,2.42e-09,8.8887922,11.5135748,1.83156799,MARCKS,myristoylated alanine rich protein kinase C substrate,4082
189,202704_at,7.15e-07,2.49e-09,-8.8772621,11.4887563,-2.04630528,TOB1,"transducer of ERBB2, 1",10140
190,215440_s_at,7.21e-07,2.52e-09,-8.8712097,11.4757209,-2.01899892,BEX4,brain expressed X-linked 4,56271
191,209340_at,7.22e-07,2.54e-09,8.8683438,11.4695466,1.40593502,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,6675
192,221881_s_at,7.29e-07,2.57e-09,8.8617605,11.4553592,2.30170011,CLIC4,chloride intracellular channel 4,25932
193,204753_s_at,7.35e-07,2.63e-09,-8.8519948,11.4343018,-3.25298368,HLF,"HLF, PAR bZIP transcription factor",3131
194,203435_s_at,7.35e-07,2.64e-09,8.8508995,11.4319394,4.9007115,MME,membrane metallo-endopeptidase,4311
195,206167_s_at,7.35e-07,2.64e-09,-8.8502277,11.4304902,-2.13322197,ARHGAP6,Rho GTPase activating protein 6,395
196,201280_s_at,7.35e-07,2.66e-09,8.8467606,11.4230102,2.03423308,LOC101926921///DAB2,"uncharacterized LOC101926921///DAB2, clathrin adaptor protein",101926921///1601
197,212230_at,7.35e-07,2.66e-09,-8.8462145,11.4218319,-2.97191167,PLPP3,phospholipid phosphatase 3,8613
198,214390_s_at,7.38e-07,2.69e-09,8.8422369,11.4132479,3.83785916,BCAT1,branched chain amino acid transaminase 1,586
199,218792_s_at,7.67e-07,2.81e-09,-8.8226283,11.3708989,-4.18354987,BSPRY,B-box and SPRY domain containing,54836
200,219995_s_at,7.75e-07,2.85e-09,-8.8160665,11.3567148,-4.76426448,ZNF750,zinc finger protein 750,79755
201,200744_s_at,7.77e-07,2.87e-09,8.8123403,11.3486574,1.8379605,GNB1,G protein subunit beta 1,2782
202,200757_s_at,7.96e-07,2.95e-09,8.7996369,11.3211738,1.40282793,CALU,calumenin,813
203,204437_s_at,7.97e-07,2.97e-09,-8.7968623,11.3151676,-4.18497784,FOLR1,folate receptor 1,2348
204,229073_at,8.12e-07,3.06e-09,-8.7837731,11.28682,-3.41764356,PRTG,protogenin,283659
205,223268_at,8.12e-07,3.06e-09,-8.7836909,11.2866417,-1.52936977,C11orf54,chromosome 11 open reading frame 54,28970
206,224027_at,8.19e-07,3.1e-09,-8.7779271,11.274151,-3.74598724,CCL28,C-C motif chemokine ligand 28,56477
207,220520_s_at,8.24e-07,3.13e-09,-8.7731305,11.2637527,-2.95458684,NUP62CL,nucleoporin 62 C-terminal like,54830
208,223299_at,8.31e-07,3.18e-09,-8.7666764,11.249756,-1.70846964,SEC11C,"SEC11 homolog C, signal peptidase complex subunit",90701
209,228546_at,8.31e-07,3.19e-09,-8.7648129,11.2457136,-5.36740719,DPP6,dipeptidyl peptidase like 6,1804
210,212298_at,8.46e-07,3.26e-09,8.7548355,11.2240616,1.75584128,NRP1,neuropilin 1,8829
211,38487_at,8.46e-07,3.28e-09,8.7526248,11.2192623,2.0122397,STAB1,stabilin 1,23166
212,211597_s_at,8.46e-07,3.3e-09,-8.7504075,11.2144479,-3.64951959,HOPX,HOP homeobox,84525
213,213737_x_at,8.48e-07,3.33e-09,-8.7457178,11.2042628,-2.72920688,GOLGA8N,golgin A8 family member N,643699
