Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
BP,GO:0010628~positive regulation of gene expression,7,8.974358974,0.015889771,"NTRK2, SFRP4, PID1, MYC, FBLN1, IGF1, KLF4",77,519,19453,3.40742687,0.999998975,0.542636839,0.538855398
BP,GO:0050830~defense response to Gram-positive bacterium,4,5.128205128,0.017175752,"CHGA, CALCA, RARRES2, LYZ",77,139,19453,7.270111184,0.999999668,0.542636839,0.538855398
BP,GO:0071356~cellular response to tumor necrosis factor,4,5.128205128,0.017503515,"CALCA, PID1, CCL21, CCL19",77,140,19453,7.218181818,0.999999751,0.542636839,0.538855398
BP,GO:0001525~angiogenesis,5,6.41025641,0.017726291,"ESM1, NRCAM, APOD, ANGPTL4, SCG2",77,255,19453,4.953654189,0.999999795,0.542636839,0.538855398
BP,GO:0007275~multicellular organism development,4,5.128205128,0.018849528,"NTRK2, PDGFRA, ERBB4, CDH13",77,144,19453,7.017676768,0.999999923,0.542636839,0.538855398
BP,GO:0010951~negative regulation of endopeptidase activity,3,3.846153846,0.018907207,"SERPINF1, TIMP3, SERPING1",77,54,19453,14.03535354,0.999999927,0.542636839,0.538855398
BP,GO:0045860~positive regulation of protein kinase activity,3,3.846153846,0.021623021,"RELN, CCL21, CCL19",77,58,19453,13.06739812,0.999999993,0.564164263,0.560232805
BP,GO:0018108~peptidyl-tyrosine phosphorylation,3,3.846153846,0.021623021,"PDGFRA, RELN, ERBB4",77,58,19453,13.06739812,0.999999993,0.564164263,0.560232805
BP,GO:0048661~positive regulation of smooth muscle cell proliferation,3,3.846153846,0.021623021,"MYC, CDH13, IGF1",77,58,19453,13.06739812,0.999999993,0.564164263,0.560232805
MF,GO:0008559~xenobiotic-transporting ATPase activity,2,2.564102564,0.051870662,"ABCC3, ABCA8",73,14,18967,37.11741683,0.999975074,0.573458987,0.561932173
MF,GO:0004029~aldehyde dehydrogenase (NAD) activity,2,2.564102564,0.055472483,"ALDH1A3, ALDH3B1",73,15,18967,34.64292237,0.999988313,0.58100127,0.569322853
MF,GO:0042802~identical protein binding,12,15.38461538,0.062128191,"VAC14, CALCA, CFH, C1S, C1R, MYO6, CDH13, FBLN1, IGFBP6, ANGPTL4, LYZ, NBL1",73,1736,18967,1.79600404,0.999997139,0.618175499,0.605749861
BP,GO:0002606~positive regulation of dendritic cell antigen processing and presentation,2,2.564102564,0.027033633,"CCL21, CCL19",77,7,19453,72.18181818,1,0.684587001,0.67981636
MF,GO:0036122~BMP binding,2,2.564102564,0.073280179,"NBL1, CHRDL1",73,20,18967,25.98219178,0.999999735,0.694416935,0.680458805
MF,"GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",2,2.564102564,0.076801783,"ALDH1A3, ALDH3B1",73,21,18967,24.74494455,0.999999876,0.694707036,0.680743075
MF,GO:0005520~insulin-like growth factor binding,2,2.564102564,0.080310189,"ESM1, IGFBP6",73,22,18967,23.62017435,0.999999942,0.694857726,0.680890737
BP,GO:0090090~negative regulation of canonical Wnt signaling pathway,4,5.128205128,0.029403693,"TLE4, SFRP4, LRP4, IGFBP6",77,171,19453,5.909622541,1,0.723330848,0.718290215
BP,GO:0007416~synapse assembly,3,3.846153846,0.032287924,"GPM6A, ERBB4, NRCAM",77,72,19453,10.52651515,1,0.727107674,0.722040721
BP,GO:0008285~negative regulation of cell proliferation,6,7.692307692,0.034550539,"SFRP4, ERBB4, CDH13, DPT, IGFBP6, KLF4",77,462,19453,3.280991736,1,0.727107674,0.722040721
BP,GO:0019227~neuronal action potential propagation,2,2.564102564,0.034624175,"NTRK2, NRCAM",77,9,19453,56.14141414,1,0.727107674,0.722040721
BP,GO:2000669~negative regulation of dendritic cell apoptotic process,2,2.564102564,0.034624175,"CCL21, CCL19",77,9,19453,56.14141414,1,0.727107674,0.722040721
BP,GO:0001768~establishment of T cell polarity,2,2.564102564,0.034624175,"CCL21, CCL19",77,9,19453,56.14141414,1,0.727107674,0.722040721
BP,GO:0030728~ovulation,2,2.564102564,0.034624175,"RGS2, MYC",77,9,19453,56.14141414,1,0.727107674,0.722040721
BP,GO:0098869~cellular oxidant detoxification,3,3.846153846,0.035645373,"HBB, HBD",77,76,19453,9.972488038,1,0.730730138,0.725637942
MF,GO:0050431~transforming growth factor beta binding,2,2.564102564,0.090756713,"LTBP4, CHRDL1",73,25,18967,20.78575342,0.999999994,0.74993402,0.73485997
MF,GO:0005539~glycosaminoglycan binding,2,2.564102564,0.094212817,"LTBP4, DCN",73,26,18967,19.98630137,0.999999997,0.74993402,0.73485997
BP,GO:0034695~response to prostaglandin E,2,2.564102564,0.038397502,"CCL21, CCL19",77,10,19453,50.52727273,1,0.751369292,0.746133269
BP,GO:0060452~positive regulation of cardiac muscle contraction,2,2.564102564,0.038397502,"CHGA, RGS2",77,10,19453,50.52727273,1,0.751369292,0.746133269
CC,GO:1904813~ficolin-1-rich granule lumen,3,3.846153846,0.079352102,"CFD, FGL2, HBB",78,125,20647,6.352923077,0.99999881,0.770182163,0.74684331
BP,GO:0071347~cellular response to interleukin-1,3,3.846153846,0.041828383,"CCL21, MYC, CCL19",77,83,19453,9.13143483,1,0.756178144,0.75090861
BP,GO:0030593~neutrophil chemotaxis,3,3.846153846,0.041828383,"CCL21, CCL19, S100A8",77,83,19453,9.13143483,1,0.756178144,0.75090861
BP,GO:0008217~regulation of blood pressure,3,3.846153846,0.041828383,"CHGA, CALCA, HBB",77,83,19453,9.13143483,1,0.756178144,0.75090861
BP,GO:0001771~immunological synapse formation,2,2.564102564,0.042156273,"CCL21, CCL19",77,11,19453,45.9338843,1,0.756178144,0.75090861
BP,GO:0001503~ossification,3,3.846153846,0.045529221,"CALCA, MGP, CHRDL1",77,87,19453,8.711598746,1,0.79040737,0.784899305
BP,GO:0019732~antifungal humoral response,2,2.564102564,0.045900544,"CALCA, RARRES2",77,12,19453,42.10606061,1,0.79040737,0.784899305
BP,GO:0001775~cell activation,2,2.564102564,0.049630371,"PDGFRA, IGF1",77,13,19453,38.86713287,1,0.837877435,0.832038568
BP,GO:2001171~positive regulation of ATP biosynthetic process,2,2.564102564,0.053345808,"PID1, MYC",77,14,19453,36.09090909,1,0.856174245,0.850207874
BP,GO:0015670~carbon dioxide transport,2,2.564102564,0.053345808,"HBB, HBD",77,14,19453,36.09090909,1,0.856174245,0.850207874
BP,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,3,3.846153846,0.054274606,"RELN, LRP4, IGF1",77,96,19453,7.894886364,1,0.856174245,0.850207874
BP,GO:0042060~wound healing,3,3.846153846,0.05629298,"PDGFRA, IGF1, S100A8",77,98,19453,7.733766234,1,0.856174245,0.850207874
BP,GO:0006112~energy reserve metabolic process,2,2.564102564,0.057046909,"PID1, MYC",77,15,19453,33.68484848,1,0.856174245,0.850207874
BP,GO:0048265~response to pain,2,2.564102564,0.057046909,"CALCA, RELN",77,15,19453,33.68484848,1,0.856174245,0.850207874
BP,GO:0071346~cellular response to interferon-gamma,3,3.846153846,0.058337462,"CCL21, MYC, CCL19",77,100,19453,7.579090909,1,0.856174245,0.850207874
BP,GO:0001934~positive regulation of protein phosphorylation,4,5.128205128,0.058669315,"NTRK2, RELN, ERBB4, RARRES2",77,226,19453,4.471440064,1,0.856174245,0.850207874
BP,GO:0008284~positive regulation of cell proliferation,6,7.692307692,0.061982386,"NTRK2, PDGFRA, ESM1, ERBB4, MYC, IGF1",77,545,19453,2.781317765,1,0.889447242,0.883249003
BP,GO:0046325~negative regulation of glucose import,2,2.564102564,0.064406326,"PID1, MYC",77,17,19453,29.72192513,1,0.894416885,0.888184015
BP,GO:0002407~dendritic cell chemotaxis,2,2.564102564,0.064406326,"CCL21, CCL19",77,17,19453,29.72192513,1,0.894416885,0.888184015
BP,"GO:0006957~complement activation, alternative pathway",2,2.564102564,0.06806475,"CFD, CFH",77,18,19453,28.07070707,1,0.930218246,0.923735889
BP,GO:0030166~proteoglycan biosynthetic process,2,2.564102564,0.078955528,"CSGALNACT1, IGF1",77,21,19453,24.06060606,1,1,0.994186047
BP,GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide,3,3.846153846,0.078965743,"CALCA, CCL21, CCL19",77,119,19453,6.368983957,1,1,0.994186047
BP,GO:0042742~defense response to bacterium,4,5.128205128,0.082346536,"CHGA, TRBC1, LYZ, S100A8",77,261,19453,3.871821665,1,1,0.994186047
BP,GO:0050850~positive regulation of calcium-mediated signaling,2,2.564102564,0.082557801,"PDGFRA, CDH13",77,22,19453,22.96694215,1,1,0.994186047
BP,GO:0030279~negative regulation of ossification,2,2.564102564,0.082557801,"CALCA, LRP4",77,22,19453,22.96694215,1,1,0.994186047
BP,GO:0007420~brain development,4,5.128205128,0.084543332,"RGS2, RELN, NRCAM, APOD",77,264,19453,3.827823691,1,1,0.994186047
BP,GO:0030500~regulation of bone mineralization,2,2.564102564,0.086146171,"MGP, OMD",77,23,19453,21.96837945,1,1,0.994186047
BP,GO:2000147~positive regulation of cell motility,2,2.564102564,0.086146171,"CCL21, CCL19",77,23,19453,21.96837945,1,1,0.994186047
BP,GO:0014911~positive regulation of smooth muscle cell migration,2,2.564102564,0.086146171,"MYC, IGF1",77,23,19453,21.96837945,1,1,0.994186047
BP,GO:0016525~negative regulation of angiogenesis,3,3.846153846,0.089422866,"SERPINF1, KLF4, DCN",77,128,19453,5.921164773,1,1,0.994186047
BP,GO:0045821~positive regulation of glycolytic process,2,2.564102564,0.089720689,"MYC, IGF1",77,24,19453,21.0530303,1,1,0.994186047
BP,GO:0048260~positive regulation of receptor-mediated endocytosis,2,2.564102564,0.089720689,"CCL21, CCL19",77,24,19453,21.0530303,1,1,0.994186047
BP,GO:0010596~negative regulation of endothelial cell migration,2,2.564102564,0.093281409,"SERPINF1, DCN",77,25,19453,20.21090909,1,1,0.994186047
BP,GO:0042908~xenobiotic transport,2,2.564102564,0.093281409,"ABCC3, ABCA8",77,25,19453,20.21090909,1,1,0.994186047
BP,GO:0042573~retinoic acid metabolic process,2,2.564102564,0.093281409,"ALDH1A3, ADH1B",77,25,19453,20.21090909,1,1,0.994186047
BP,GO:0048589~developmental growth,2,2.564102564,0.093281409,"GAS1, TYMS",77,25,19453,20.21090909,1,1,0.994186047
