Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0051301~cell division	24	6.557377049180328	6.898529509443775E-7	UBE2C, KIF14, CDCA8, BUB1B, KIF11, SMC4, NDC80, NCAPH, CDC25B, AURKA, CCNA2, CENPE, CCNB2, TPX2, CENPF, UBE2S, PRC1, CKS2, TACC3, MCM5, NEK2, KIF2C, BUB1, MAD2L1	357	383	19453	3.4145292581784674	0.001848475713238762	6.167285381442735E-4	6.116696165040147E-4
GOTERM_CC_DIRECT	GO:0005576~extracellular region	70	19.12568306010929	1.76917414838701E-6	EPHB6, COL14A1, SERPINE1, F13A1, ADM, SPINT2, PYGL, IL1RAP, TREM1, CTSS, LGALS1, PLAU, CDH1, CASP4, KDR, TIMP1, CTSC, ACTR2, CXADR, IGFBP5, EDN3, RNASE6, PLAUR, MMP9, PDGFRL, PGF, VCAN, NPC1, MMRN1, CAT, ADAM12, TFF3, CDH13, PLA2R1, S100A9, C1QB, C1QA, CCL13, ASAH1, TNFRSF11B, THBS1, LTBP1, C7, ALOX5, SPP1, SLIT3, PLTP, S100A11, S100A10, CTSA, CD163, FN1, GGH, ISG15, BMP7, VEGFA, EFNA1, TG, COL5A1, IMPDH1, COL5A3, APOC1, CALU, CD9, MNDA, PLXNB1, TGFBI, HPSE, FMOD, FGFR2	366	2208	20647	1.7884419299912884	7.763666095487176E-4	1.9416686278547434E-4	1.778020019128945E-4
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	151	41.2568306010929	2.233333478621977E-6	FAAH, TRIO, TPMT, WIPF1, WWC1, NCF4, F13A1, PEBP1, BUB1B, SPINT2, ENO1, SMC4, RGS5, TUBB6, LGALS1, STMN1, CHEK1, NUSAP1, KDR, KPNA4, NEK2, SEPHS1, TGM2, MYLIP, DAPK2, CIRBP, ANK3, CDC25B, CARHSP1, RRAGD, SLCO2A1, ELMO1, PRKCQ, NUPR1, OBSL1, S100A9, ASF1B, ZNF395, BEX1, SHC1, SHMT2, CRABP1, ITPR1, CDCA8, HMMR, SAMSN1, NCAPH, EIF4EBP1, STXBP6, ECT2, PPARGC1A, S100A11, LHPP, FANCI, BBS1, EGR1, STARD13, CHKA, NEBL, MICAL2, UPF3A, ISG15, BSPRY, SRPK1, MLLT11, EHD2, TPX2, BCL2, PLCH1, DZIP3, FLT1, PPP1R13B, ARPC1B, FHL1, KIF14, LMOD1, PYGL, KIF11, ARHGAP6, DNALI1, EPB41L4B, SULT1C2, HHEX, SGCD, KYNU, CASP4, TK1, CEP55, RALGPS1, SNTA1, ACTR2, KIF23, KCNAB1, FOS, CKAP4, DUSP7, CCNA2, ARL4C, RAP2C, HCK, MMP14, TBC1D4, KIT, TFF3, RGN, EFHC1, LCP2, PLEKHO1, KIF2C, DTL, CRYAB, SHANK2, ASAH1, SEC23A, BCL2A1, ADH1B, PRKX, PBXIP1, ADD3, TYMS, TOB1, AIF1, AURKA, SELENBP1, ABLIM1, ALOX5, CKB, IGF2BP2, YKT6, PDLIM7, WASF3, MAP4K4, NTRK2, RRM2, EYA2, TXNL1, SORBS2, KLHL3, ASS1, PML, VEGFA, CENPE, CENPF, MARCKS, IMPDH1, PRC1, TACC3, MNDA, GPD1L, CDKN3, MAD2L1	342	5721	17836	1.376500448230639	9.156258276288298E-5	9.156667262350106E-5	8.710000566625711E-5
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	143	39.07103825136612	3.2894814076680274E-6	TRIO, TPMT, IRS1, WWC1, NCF4, BUB1B, SPINT2, ENO1, RGS5, STK10, TUBB6, LGALS1, CDH1, STMN1, CHEK1, NUSAP1, KPNA4, NEK2, SEPHS1, MAGI1, CXADR, DAPK2, CIRBP, CDC25B, PCP4, CARHSP1, RRAGD, ELMO1, NUPR1, TRIB1, OBSL1, S100A9, ZNF395, BEX1, SHC1, SHMT2, CRABP1, FPR1, HMMR, IQGAP2, SAMSN1, RAP1GAP, NCAPH, CCNB2, EIF4EBP1, STXBP6, ECT2, TSPAN1, PPARGC1A, S100A11, S100A10, FANCI, CCR1, EGR1, CHKA, NEBL, MICAL2, UPF3A, ISG15, PAICS, NDC80, PBX1, BSPRY, SRPK1, EHD2, TPX2, PKIA, RCAN2, MYO5C, BCL2, ID3, PLCH1, DZIP3, FGFR2, EZH2, BTG2, PPP1R13B, CITED2, MTMR11, ARPC1B, FHL1, KIF14, ADM, PYGL, KIF11, ARHGAP6, DNALI1, EPB41L4B, SULT1C2, HHEX, ACADL, KYNU, CASP4, TK1, UPP1, CEP55, RALGPS1, SNTA1, ACTR2, ARG2, DUSP1, KIF23, KCNAB1, DUSP7, CCNA2, ARL4C, RAP2C, HCK, MMP14, CAT, RGN, CDH13, PLEKHO1, KIF2C, CRYAB, TLR2, OCA2, BCL2A1, RGS16, TTK, PRKX, TYMS, TOB1, AIF1, ABLIM1, ALOX5, IGF2BP2, YKT6, SH3BGR, WASF3, MAP4K4, TXNL1, SORBS2, ASS1, PML, VEGFA, CENPF, MARCKS, IMPDH1, PRC1, TACC3, CDKN3, MAD2L1	366	5771	20647	1.3978508521503312	0.0014430425245309797	2.888164675932528E-4	2.6447430517650945E-4
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	19	5.191256830601093	3.834183841240826E-6	CBX7, JUN, SLC1A1, CYBB, ABAT, TNFRSF11B, FOS, TYMS, ADD3, THBS1, PGF, ASS1, CENPF, NPC1, CDH1, CAT, BCL2, FOSB, SHANK2	357	277	19453	3.7375946768599135	0.010230608410538689	0.0025708202655519738	0.0025497322544251492
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	18	4.918032786885246	4.0304287929831205E-6	FCGBP, LRRN3, COL14A1, FN1, TNFRSF11B, THBS1, LTBP1, MMP9, VEGFA, MMP14, VCAN, COL5A1, COL5A3, TIMP1, TGFBI, HPSE, FMOD, TGM2	366	259	20647	3.92056459269574	0.0017677974079418624	2.9489304001993166E-4	2.7003872912986906E-4
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	136	37.15846994535519	5.1020134863649344E-6	EPHB6, CD86, IRS1, NCF4, SERPINE1, SPINT2, IL1RAP, ENO1, SLC4A4, TM7SF2, RGS5, STK10, PLAU, CDH1, KDR, C3AR1, SEPHS1, TGM2, MAGI1, IL15RA, MYLIP, CXADR, CD300A, DIO1, DIO2, CYBB, ANK3, ATP1B1, CLEC4A, TYROBP, ADAM12, SLCO2A1, ELMO1, PRKCQ, PLA2R1, STEAP1, S100A9, GPM6A, CSF1R, SHC1, SDC2, SLC1A1, FPR1, ITPR1, TNFRSF11B, HMMR, SLC1A5, IQGAP2, DPP6, C7, STXBP6, KCNN4, TSPAN1, S100A10, CCR1, CD163, JUN, UBE2C, FN1, LRP1B, SRPK1, EFNA1, EHD2, SLC6A8, GNAL, PLCH1, PLXNB1, TGFBI, SLC26A4, FGFR2, RYR2, FLT1, PPP1R13B, ITGAM, FHL1, KIF14, SLC2A3, TCIRG1, TREM1, EPB41L4B, GLIPR1, UBL3, SGCD, CASP4, CEP55, RALGPS1, FCER1G, ITGA4, PLAUR, KCNAB1, EMP3, GFRA2, CKAP4, ARL4C, RAP2C, SLC7A5, HCK, MMP14, NPC1, CAT, KIT, CDH13, CDH16, SLC25A4, GPRC5C, SHANK2, CD44, TLR2, ADH1B, SLC20A1, RGS16, LRP2, SAMHD1, ADD3, NT5E, GNA15, CKB, YKT6, LAIR1, ATP9A, NTRK2, SLC16A1, TMEM30B, KCNJ15, KCNJ16, SORBS2, DCBLD2, MARCKS, FCGR2A, STK17A, PRC1, CD9, RAB17, GPD1L, PLP2, FOLR1	366	5455	20647	1.4064361667493102	0.0022372831770930413	3.1996913150202945E-4	2.930013459312434E-4
GOTERM_CC_DIRECT	GO:0009986~cell surface	30	8.19672131147541	6.591257152736429E-6	EPHB6, CD86, CSF1R, ITGAM, SDC2, SLC1A1, HMMR, ENO1, IQGAP2, TREM1, THBS1, SLC4A4, NT5E, PLAU, SLAMF8, S100A10, IL15RA, FCER1G, ITGA4, PLAUR, ANK3, DCBLD2, VEGFA, TYROBP, PLA2R1, CRYAB, FOLR1, CD44, FGFR2, TLR2	366	657	20647	2.5759163610050653	0.0028893890833442404	3.6169523625641156E-4	3.3121067192500557E-4
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	34	9.289617486338798	6.6690493371466025E-6	CSF1R, BCL2A1, SHMT2, XPA, TWIST1, ENO1, TYMS, THBS1, RAP1GAP, STK10, HHEX, KYNU, SEPHS1, ECT2, S100A11, S100A10, LHPP, NTRK2, FCER1G, RRM2, CHKA, PML, VEGFA, GALE, CENPF, TYROBP, CAT, KIT, BCL2, CDH13, GPD1L, CRYAB, FGFR2, MAD2L1	361	749	18967	2.3850008691181968	0.004630917896767617	0.0015472194462180118	0.001527212298206572
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	9	2.459016393442623	1.0039495838349456E-5	CENPE, STMN1, EFHC1, TACC3, CDCA8, TTK, KIF11, NDC80, AURKA	357	58	19453	8.455375253549697	0.026566788405619213	0.005385185567690648	0.005341011786001911
GOTERM_BP_DIRECT	GO:0006260~DNA replication	12	3.278688524590164	1.5155586427286945E-5	GINS2, FEN1, RRM2, DBF4, POLE2, CHEK1, POLI, MCM4, MCM5, MCM6, SAMHD1, DTL	357	122	19453	5.359691417550627	0.03983255784479489	0.006774547132997265	0.006718976649430546
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	7	1.912568306010929	2.1829001022299745E-5	CENPF, BUB1B, TTK, TRIP13, BUB1, NDC80, MAD2L1	357	32	19453	11.919730392156863	0.056865163423491016	0.0076046673750490386	0.007542287553180627
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	26	7.103825136612022	2.2683571588513164E-5	CSF1R, BCL2A1, SHC1, CITED2, KIF14, TWIST1, LRP2, AIF1, THBS1, AURKA, KDR, TIMP1, TGM2, MAP4K4, PLAUR, MMP9, TBX3, VEGFA, HCK, CAT, RGN, BCL2, NUPR1, CRYAB, CD44, MAD2L1	357	540	19453	2.623602033405955	0.059024361815328774	0.0076046673750490386	0.007542287553180627
GOTERM_CC_DIRECT	GO:0005615~extracellular space	61	16.666666666666664	2.7877243039685176E-5	FCGBP, FLT1, ITGAM, COL14A1, SERPINE1, F13A1, ADM, ENO1, CTSS, LOXL2, GLIPR1, LGALS1, PLAU, CHEK1, TIMP1, CTSC, IL15RA, TLE2, CXADR, IGFBP5, EDN3, RNASE6, MMP9, PGF, VCAN, MMP14, MTHFD2, CAT, KIT, TFF3, CDH13, S100A9, CCL13, ASAH1, DPT, TNFRSF11B, THBS1, SELENBP1, C7, ALOX5, SPP1, SERPINH1, SLIT3, CKB, PLTP, S100A11, S100A10, LRRN3, FN1, LY86, GGH, BMP7, VEGFA, PPFIBP2, TG, COL5A1, COL5A3, CD9, TGFBI, HPSE, FMOD	366	1990	20647	1.7292294807370183	0.012163697094539128	0.001359789966046866	0.001245183522439271
UP_SEQ_FEATURE	ACT_SITE:Proton acceptor	34	9.289617486338798	3.321126786351081E-5	CSF1R, FLT1, BUB1B, TTK, PRKX, ENO1, HSD17B6, AURKA, STK10, SULT1C2, ACADL, CHEK1, PBK, KDR, POLI, NEK2, TK1, BUB1, MAP4K4, NTRK2, DAPK2, RNASE6, SRPK1, HCK, GALE, ALDH5A1, BDH1, IMPDH1, STK17A, IVD, KIT, PRKCQ, GPD1L, FGFR2	363	872	20558	2.208191169408851	0.07784028086505379	0.042639572648214705	0.042639572648214705
UP_SEQ_FEATURE	DOMAIN:Protein kinase	24	6.557377049180328	3.495046938378254E-5	EPHB6, NTRK2, CSF1R, TRIO, FLT1, DAPK2, BUB1B, TTK, PRKX, AURKA, SRPK1, STK10, HCK, STK17A, KIT, CHEK1, PBK, KDR, NEK2, PRKCQ, TRIB1, BUB1, FGFR2, MAP4K4	363	505	20558	2.6914982407331642	0.08174544668240702	0.042639572648214705	0.042639572648214705
GOTERM_CC_DIRECT	GO:0005764~lysosome	18	4.918032786885246	4.68877246365173E-5	CTSA, ASAH1, RNASE6, ANK3, LRP2, CTSS, ASS1, CLN5, SULT1C2, HCK, NPC1, RRAGD, CAT, SLCO2A1, ACP5, HPSE, CRYAB, CTSC	366	313	20647	3.244173257214686	0.02037378534567269	0.0020489738952873112	0.0018762813346366724
GOTERM_CC_DIRECT	GO:0043235~receptor complex	15	4.098360655737705	5.134103154478457E-5	EPHB6, NTRK2, CSF1R, FLT1, TNFRSF11B, LRP2, GFRA2, LRP1B, TM7SF2, KIT, KDR, PLA2R1, GPRC5C, FGFR2, TLR2	366	225	20647	3.7608378870673946	0.022287179314180783	0.0020489738952873112	0.0018762813346366724
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	22	6.0109289617486334	5.9028111418741025E-5	CCR1, CCL13, CSF1R, LY86, FPR1, CYBB, ADM, IL1RAP, TCIRG1, FOS, AIF1, THBS1, HCK, CASP4, KIT, SPP1, C3AR1, PRKCQ, HPSE, S100A9, CD44, TLR2	357	436	19453	2.7495053067098403	0.14642175669335789	0.017590377202784824	0.017446086263761235
GOTERM_CC_DIRECT	GO:0045171~intercellular bridge	10	2.73224043715847	7.063244276106425E-5	CENPE, EHD2, TPX2, TUBB6, PRC1, XPA, CDCA8, KIF23, NUPR1, CEP55	366	100	20647	5.641256830601093	0.030532897676333715	0.0025839701976756004	0.0023661868324956524
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	12	3.278688524590164	7.065993591566333E-5	NTRK2, CSF1R, VCAN, FLT1, EDN3, CDH1, CRABP1, KIT, KDR, CDH13, ID3, FGFR2	357	144	19453	4.540849673202614	0.17264105363195392	0.018950994812580904	0.018795542953566446
GOTERM_BP_DIRECT	GO:0007568~aging	12	3.278688524590164	8.513799576508632E-5	C1QA, IGFBP5, CAT, RGN, ABAT, ADM, FOS, TIMP1, TYMS, CTSC, ASS1, LOXL2	357	147	19453	4.448179271708684	0.2041541959462938	0.02075819133108741	0.020587915339557238
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	21	5.737704918032787	1.002212283678332E-4	ACTR2, TLE2, FLT1, ITGA4, SHC1, ARPC1B, FHL1, PLAUR, KIF23, SORBS2, HCK, MMP14, MARCKS, PLAU, CAT, CD9, CDH13, CD44, PDLIM7, MAP4K4, TGM2	366	434	20647	2.729640401903755	0.04304539574401067	0.0033843937887291366	0.003099148754143765
INTERPRO	IPR011009:Protein kinase-like domain	25	6.830601092896176	1.0847034770296898E-4	EPHB6, CSF1R, FLT1, TRIO, BUB1B, TTK, PRKX, AURKA, STK10, CHEK1, PBK, KDR, NEK2, BUB1, MAP4K4, NTRK2, CHKA, DAPK2, SRPK1, HCK, STK17A, KIT, PRKCQ, TRIB1, FGFR2	360	545	19113	2.4353975535168195	0.08500989980026752	0.08406450122518114	0.08406450122518114
GOTERM_MF_DIRECT	GO:0043394~proteoglycan binding	5	1.366120218579235	1.0989625058813659E-4	COL5A1, COL5A3, FN1, THBS1, CTSS	361	14	18967	18.76434507320934	0.07363966890909324	0.01787765082007789	0.017646474300852744
GOTERM_MF_DIRECT	GO:0005524~ATP binding	51	13.934426229508196	1.2843139956952507E-4	EPHB6, FLT1, TRIO, KIF14, PEBP1, BUB1B, PYGL, KIF11, MKI67, SMC4, STK10, CHEK1, PBK, KDR, NEK2, TK1, SEPHS1, TGM2, MAGI1, ACTR2, DAPK2, KIF23, HCK, KIT, MCM4, MCM5, PRKCQ, KIF2C, MCM6, TRIB1, CSF1R, TTK, PRKX, AURKA, CKB, BUB1, ATP9A, MAP4K4, NTRK2, CHKA, UBE2C, PAICS, ASS1, SRPK1, CENPE, EHD2, STK17A, UBE2S, MYO5C, TRIP13, FGFR2	361	1539	18967	1.7410971257012957	0.08551479975499665	0.01787765082007789	0.017646474300852744
GOTERM_BP_DIRECT	GO:0000278~mitotic cell cycle	12	3.278688524590164	1.2908627314302539E-4	CENPE, TPX2, CENPF, TUBB6, PBK, CDCA8, NEK2, KIF11, MYBL1, NDC80, CDC25B, AURKA	357	154	19453	4.245989304812833	0.2926514471341426	0.028505852338265046	0.028272023571881064
