ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
206101_at	0.0009544	4.15e-06	-5.15017295	4.16452	-6.05e-01	ECM2	extracellular matrix protein 2	1842
215054_at	0.0009602	4.26e-06	5.14287641	4.14071	8.11e-01	RGL3///EPOR	ral guanine nucleotide dissociation stimulator like 3///erythropoietin receptor	57139///2057
205907_s_at	0.0009602	4.27e-06	-5.14263455	4.13993	-1.64	OMD	osteomodulin	4958
211343_s_at	0.0009875	4.43e-06	5.13178916	4.10455	2.55	COL13A1	collagen type XIII alpha 1 chain	1305
216022_at	0.0010073	4.58e-06	5.12214045	4.0731	9.79e-01			
209613_s_at	0.0010073	4.61e-06	-5.12049986	4.06776	-2.88	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125
209283_at	0.0010168	4.70e-06	-5.11504212	4.04997	-1.36	CRYAB	crystallin alpha B	1410
204105_s_at	0.0010229	4.81e-06	5.10861946	4.02906	1.47	NRCAM	neuronal cell adhesion molecule	4897
204606_at	0.0010229	4.82e-06	-5.10783969	4.02652	-3.21	CCL21	C-C motif chemokine ligand 21	6366
202133_at	0.001026	4.89e-06	-5.10363903	4.01284	-5.11e-01	WWTR1	WW domain containing transcription regulator 1	25937
204635_at	0.001026	4.95e-06	-5.10004057	4.00113	-7.25e-01	RPS6KA5	ribosomal protein S6 kinase A5	9252
201667_at	0.001026	4.97e-06	-5.09894985	3.99758	-7.94e-01	GJA1	gap junction protein alpha 1	2697
204783_at	0.0010435	5.10e-06	-5.09148671	3.97329	-1.07	MLF1	myeloid leukemia factor 1	4291
219355_at	0.0010764	5.31e-06	-5.08001705	3.93599	-2.19	CXorf57	chromosome X open reading frame 57	55086
203058_s_at	0.0010779	5.37e-06	-5.07705374	3.92636	-1.13	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	9060
206542_s_at	0.0011775	5.92e-06	-5.04922552	3.83598	-5.53e-01	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595
201842_s_at	0.0012777	6.48e-06	-5.0233135	3.75196	-1.62	EFEMP1	EGF containing fibulin like extracellular matrix protein 1	2202
217833_at	0.0012801	6.55e-06	-5.02023048	3.74197	-6.85e-01	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein	10492
205933_at	0.0012959	6.69e-06	-5.01422971	3.72253	-8.01e-01	SETBP1	SET binding protein 1	26040
218901_at	0.0013036	6.83e-06	-5.00812725	3.70277	-1.08	PLSCR4	phospholipid scramblase 4	57088
209963_s_at	0.0013036	6.84e-06	5.00757582	3.70099	7.55e-01	EPOR	erythropoietin receptor	2057
216333_x_at	0.0013628	7.22e-06	-4.9924109	3.65192	-2.23	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)	7148///7146
218648_at	0.001393	7.44e-06	-4.98369816	3.62375	-3.18e-01	CRTC3	CREB regulated transcription coactivator 3	64784
221882_s_at	0.0015188	8.18e-06	4.95644178	3.53573	8.58e-01	TMEM8A	transmembrane protein 8A	58986
203131_at	0.0015464	8.40e-06	-4.94879782	3.51107	-2.64	PDGFRA	platelet derived growth factor receptor alpha	5156
216997_x_at	0.0015464	8.52e-06	-4.94474815	3.49802	-2.16	TLE4	transducin like enhancer of split 4	7091
206093_x_at	0.0015464	8.54e-06	-4.94416171	3.49612	-2.20	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)	7148///7146
213453_x_at	0.0015546	8.68e-06	4.93934716	3.4806	4.79e-01	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597
205498_at	0.0015546	8.72e-06	-4.93800386	3.47627	-1.06	GHR	growth hormone receptor	2690
219179_at	0.0015602	8.82e-06	-4.93466821	3.46553	-6.19e-01	DACT1	dishevelled binding antagonist of beta catenin 1	51339
204304_s_at	0.0015718	8.96e-06	-4.93025663	3.45131	-1.41	PROM1	prominin 1	8842
214724_at	0.0016184	9.30e-06	-4.91958087	3.41694	-7.12e-01	DIXDC1	DIX domain containing 1	85458
219295_s_at	0.001656	9.59e-06	-4.91054974	3.38787	-9.08e-01	PCOLCE2	procollagen C-endopeptidase enhancer 2	26577
212831_at	0.001656	9.66e-06	4.90849993	3.38128	2.28	MEGF9	multiple EGF like domains 9	1955
202401_s_at	0.0016623	9.77e-06	-4.90519184	3.37064	-1.10	SRF	serum response factor	6722
217975_at	0.0016706	9.94e-06	-4.9003812	3.35517	-5.70e-01	TCEAL9	transcription elongation factor A like 9	51186
205158_at	0.0016706	9.97e-06	-4.89938979	3.35199	-1.03	RNASE4	ribonuclease A family member 4	6038
200951_s_at	0.0016934	1.02e-05	4.89330519	3.33243	1.32	CCND2	cyclin D2	894
205116_at	0.0017552	1.06e-05	-4.88082337	3.29234	-1.69	LAMA2	laminin subunit alpha 2	3908
210764_s_at	0.0017652	1.08e-05	-4.87704233	3.2802	-1.60	CYR61	cysteine rich angiogenic inducer 61	3491
210480_s_at	0.0018953	1.17e-05	4.85278092	3.20239	1.81	MYO6	myosin VI	4646
202949_s_at	0.0018953	1.18e-05	-4.85033313	3.19455	-1.08	FHL2	four and a half LIM domains 2	2274
204060_s_at	0.0018953	1.18e-05	-4.85018142	3.19406	-1.10	PRKY///PRKX	protein kinase, Y-linked, pseudogene///protein kinase, X-linked	5616///5613
208609_s_at	0.0018985	1.19e-05	-4.84761459	3.18584	-1.55	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)	7148///7146
203002_at	0.0019221	1.22e-05	-4.84197021	3.16776	-6.05e-01	AMOTL2	angiomotin like 2	51421
209465_x_at	0.002022	1.29e-05	-4.82424188	3.11103	-1.57	PTN	pleiotrophin	5764
41037_at	0.002022	1.30e-05	-4.8232198	3.10777	-5.49e-01	TEAD4	TEA domain transcription factor 4	7004
216375_s_at	0.0020403	1.32e-05	4.81858626	3.09295	9.70e-01	ETV5	ETS variant 5	2119
219427_at	0.0020793	1.35e-05	-4.81108707	3.06899	-6.71e-01	FAT4	FAT atypical cadherin 4	79633
207415_at	0.0020936	1.37e-05	-4.80710087	3.05625	-1.25	PLA2R1	phospholipase A2 receptor 1	22925
209470_s_at	0.0021578	1.42e-05	-4.7963532	3.02194	-1.54	GPM6A	glycoprotein M6A	2823
213397_x_at	0.0023576	1.57e-05	-4.76865021	2.93361	-1.17	RNASE4	ribonuclease A family member 4	6038
201787_at	0.0023616	1.59e-05	-4.76434624	2.9199	-2.11	FBLN1	fibulin 1	2192
206070_s_at	0.0023616	1.59e-05	-4.76424987	2.91959	-1.76	EPHA3	EPH receptor A3	2042
203640_at	0.002364	1.60e-05	-4.76201912	2.91249	-6.20e-01	MBNL2	muscleblind like splicing regulator 2	10150
201486_at	0.002366	1.61e-05	4.75985799	2.90561	5.88e-01	RCN2	reticulocalbin 2	5955
201289_at	0.0024552	1.69e-05	-4.74717222	2.86525	-1.11	CYR61	cysteine rich angiogenic inducer 61	3491
201843_s_at	0.0025225	1.75e-05	-4.7363978	2.831	-1.59	EFEMP1	EGF containing fibulin like extracellular matrix protein 1	2202
214290_s_at	0.0025225	1.75e-05	4.73549647	2.82814	1.30	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3	723790///8337
215428_at	0.0026006	1.82e-05	4.72473558	2.79396	7.06e-01			
211980_at	0.0026137	1.84e-05	4.72140414	2.78339	6.35e-01	COL4A1	collagen type IV alpha 1 chain	1282
218181_s_at	0.0026326	1.88e-05	4.71572486	2.76537	5.30e-01	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	9448
209469_at	0.0026326	1.88e-05	-4.71560349	2.76498	-1.99	GPM6A	glycoprotein M6A	2823
220306_at	0.0026447	1.90e-05	-4.71243105	2.75492	-5.56e-01	FAM46C	family with sequence similarity 46 member C	54855
213491_x_at	0.0027835	2.02e-05	4.69404251	2.69664	4.00e-01	RPN2	ribophorin II	6185
213295_at	0.0027835	2.03e-05	-4.69247201	2.69167	-4.53e-01	CYLD	CYLD lysine 63 deubiquitinase	1540
202992_at	0.0027835	2.04e-05	-4.69205754	2.69035	-3.28	C7	complement component 7	730
219806_s_at	0.0027997	2.06e-05	-4.68857177	2.67932	-6.55e-01	SMCO4	single-pass membrane protein with coiled-coil domains 4	56935
204632_at	0.0028408	2.10e-05	4.68253398	2.66021	4.80e-01	RPS6KA4	ribosomal protein S6 kinase A4	8986
202253_s_at	0.0028459	2.12e-05	4.68023964	2.65295	4.57e-01	DNM2	dynamin 2	1785
203558_at	0.0029392	2.22e-05	4.66669999	2.61014	1.20	CUL7	cullin 7	9820
207655_s_at	0.0029392	2.23e-05	4.66486579	2.60434	9.19e-01	BLNK	B-cell linker	29760
213400_s_at	0.0029392	2.25e-05	-4.66327758	2.59932	-7.06e-01	TBL1X	transducin (beta)-like 1X-linked	6907
209541_at	0.0029392	2.25e-05	-4.66256419	2.59707	-1.34	IGF1	insulin like growth factor 1	3479
205290_s_at	0.0029392	2.26e-05	-4.66210244	2.59561	-1.24	BMP2	bone morphogenetic protein 2	650
206214_at	0.0029976	2.31e-05	-4.65462215	2.57199	-1.20	PLA2G7	phospholipase A2 group VII	7941
206498_at	0.0031172	2.42e-05	-4.64145208	2.53043	-1.56	OCA2	OCA2 melanosomal transmembrane protein	4948
214321_at	0.0032951	2.57e-05	-4.62346328	2.47374	-1.38	NOV	nephroblastoma overexpressed	4856
216503_s_at	0.0033396	2.62e-05	4.61783388	2.45601	1.01	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	8028
216488_s_at	0.0034432	2.72e-05	4.60717296	2.42247	1.08	ATP11A	ATPase phospholipid transporting 11A	23250
AFFX-HUMGAPDH/M33197_M_at	0.0034828	2.77e-05	4.60214116	2.40665	5.15e-01	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597
203792_x_at	0.0035753	2.86e-05	4.59276123	2.37718	5.85e-01	PCGF2	polycomb group ring finger 2	7703
206771_at	0.0035953	2.89e-05	-4.58946952	2.36684	-1.04	UPK3A	uroplakin 3A	7380
218730_s_at	0.0036339	2.94e-05	-4.58467969	2.3518	-2.43	OGN	osteoglycin	4969
211737_x_at	0.0037921	3.08e-05	-4.57048232	2.30726	-1.20	PTN	pleiotrophin	5764
218343_s_at	0.0038083	3.11e-05	4.56760164	2.29823	3.66e-01	GTF3C3	general transcription factor IIIC subunit 3	9330
201157_s_at	0.0038642	3.17e-05	4.56168321	2.27968	4.03e-01	NMT1	N-myristoyltransferase 1	4836
216870_x_at	0.0038934	3.22e-05	4.55770124	2.26721	6.77e-01	DLEU2	deleted in lymphocytic leukemia 2 (non-protein coding)	8847
201464_x_at	0.0038934	3.23e-05	-4.55624837	2.26266	-1.16	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	3725
204647_at	0.004011	3.35e-05	-4.54586583	2.23017	-5.62e-01	HOMER3	homer scaffolding protein 3	9454
201750_s_at	0.0040395	3.39e-05	4.54197952	2.21801	1.12	ECE1	endothelin converting enzyme 1	1889
207002_s_at	0.0040395	3.41e-05	-4.54061412	2.21374	-1.01	PLAGL1	PLAG1 like zinc finger 1	5325
213720_s_at	0.0040707	3.45e-05	4.53676959	2.20172	6.73e-01	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	6597
217848_s_at	0.0041837	3.57e-05	-4.52685714	2.17075	-5.96e-01	PPA1	pyrophosphatase (inorganic) 1	5464
201050_at	0.0041837	3.59e-05	4.52555289	2.16667	7.30e-01	PLD3	phospholipase D family member 3	23646
205082_s_at	0.0042149	3.64e-05	-4.52120431	2.1531	-1.29	AOX1	aldehyde oxidase 1	316
203887_s_at	0.0042149	3.65e-05	-4.52026296	2.15016	-9.37e-01	THBD	thrombomodulin	7056
200701_at	0.0042158	3.67e-05	4.51867253	2.14519	8.88e-01	NPC2	NPC intracellular cholesterol transporter 2	10577
215760_s_at	0.00427	3.74e-05	4.5133674	2.12864	8.11e-01	SBNO2	strawberry notch homolog 2	22904
220177_s_at	0.0042947	3.78e-05	-4.5101407	2.11857	-9.85e-01	TMPRSS3	transmembrane protease, serine 3	64699
202188_at	0.0043001	3.80e-05	-4.50825583	2.1127	-1.49	NUP93	nucleoporin 93	9688
203349_s_at	0.0043344	3.85e-05	4.5044029	2.10068	9.64e-01	ETV5	ETS variant 5	2119
200696_s_at	0.0043419	3.90e-05	-4.50081517	2.0895	-9.03e-01	GSN	gelsolin	2934
208699_x_at	0.0043419	3.91e-05	4.49970273	2.08604	7.73e-01	TKT	transketolase	7086
205164_at	0.0043419	3.92e-05	-4.49942691	2.08518	-1.59	GCAT	glycine C-acetyltransferase	23464
218840_s_at	0.0043625	3.95e-05	4.49655462	2.07623	9.22e-01	NADSYN1	NAD synthetase 1	55191
205323_s_at	0.0044538	4.06e-05	-4.48889257	2.05237	-3.27e-01	MTF1	metal regulatory transcription factor 1	4520
204784_s_at	0.0044538	4.08e-05	-4.48748035	2.04798	-1.04	MLF1	myeloid leukemia factor 1	4291
209357_at	0.0044658	4.13e-05	-4.48351832	2.03565	-1.06	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	10370
212446_s_at	0.0044658	4.14e-05	4.48296575	2.03393	5.36e-01	CERS6	ceramide synthase 6	253782
207239_s_at	0.0044658	4.15e-05	4.4823461	2.032	4.80e-01	CDK16	cyclin dependent kinase 16	5127
204476_s_at	0.0044916	4.19e-05	4.47920278	2.02222	1.46	PC	pyruvate carboxylase	5091
215918_s_at	0.0045616	4.28e-05	-4.47317994	2.0035	-9.05e-01	SPTBN1	spectrin beta, non-erythrocytic 1	6711
218559_s_at	0.0045741	4.31e-05	-4.47094506	1.99655	-1.20	MAFB	MAF bZIP transcription factor B	9935
209540_at	0.0045919	4.35e-05	-4.46838352	1.98859	-1.38	IGF1	insulin like growth factor 1	3479
201644_at	0.004607	4.38e-05	4.46599945	1.98119	5.25e-01	TSTA3	tissue specific transplantation antigen P35B	7264
209101_at	0.0047733	4.57e-05	-4.45336889	1.94198	-1.62	CTGF	connective tissue growth factor	1490
209600_s_at	0.0047733	4.58e-05	4.45265304	1.93976	5.50e-01	ACOX1	acyl-CoA oxidase 1	51
202179_at	0.0048092	4.64e-05	4.44903263	1.92853	7.45e-01	BLMH	bleomycin hydrolase	642
204457_s_at	0.0048448	4.70e-05	-4.44544961	1.91741	-2.44	GAS1	growth arrest specific 1	2619
208747_s_at	0.0049663	4.84e-05	-4.43669199	1.89027	-2.73	C1S	complement component 1, s subcomponent	716
218632_at	0.0050468	4.94e-05	4.4305234	1.87117	5.60e-01	HECTD3	HECT domain E3 ubiquitin protein ligase 3	79654
221541_at	0.0050638	4.98e-05	-4.4281581	1.86385	-1.16	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	83716
203662_s_at	0.0052751	5.21e-05	-4.41459613	1.8219	-2.23	TMOD1	tropomodulin 1	7111
221447_s_at	0.0057139	5.67e-05	-4.38934342	1.74393	-1.27	GLT8D2	glycosyltransferase 8 domain containing 2	83468
205481_at	0.0057279	5.71e-05	4.38725995	1.73751	8.30e-01	ADORA1	adenosine A1 receptor	134
220987_s_at	0.0057572	5.76e-05	-4.38438907	1.72866	-7.80e-01	NUAK2///AKIP1	NUAK family kinase 2///A-kinase interacting protein 1	81788///56672
218023_s_at	0.0058321	5.86e-05	-4.37917506	1.71259	-4.11e-01	FAM53C	family with sequence similarity 53 member C	51307
204668_at	0.0059764	6.03e-05	4.37051259	1.68591	4.45e-01	RNF24	ring finger protein 24	11237
213280_at	0.0059791	6.06e-05	4.36905226	1.68142	7.71e-01	RAP1GAP2	RAP1 GTPase activating protein 2	23108
207714_s_at	0.0060167	6.14e-05	4.3655632	1.67068	7.54e-01	SERPINH1	serpin family H member 1	871
210484_s_at	0.0060167	6.23e-05	4.36074022	1.65585	1.12	LOC254896///TNFRSF10C	uncharacterized LOC254896///TNF receptor superfamily member 10c	254896///8794
209861_s_at	0.0060167	6.24e-05	4.36047698	1.65504	2.84e-01	METAP2	methionyl aminopeptidase 2	10988
