ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
218653_at	2.05e-12	6.35e-15	-1.16e+01	23.852484	-3.28	SLC25A15	solute carrier family 25 member 15	10166
220204_s_at	2.05e-12	6.44e-15	-1.16e+01	23.838931	-3.18	BMP8A	bone morphogenetic protein 8a	353500
207691_x_at	2.05e-12	6.44e-15	1.16e+01	23.838855	3.17	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953
217127_at	2.13e-12	6.80e-15	-1.16e+01	23.785567	-2.28	CTH	cystathionine gamma-lyase	1491
204105_s_at	2.20e-12	7.10e-15	1.16e+01	23.743387	2.68	NRCAM	neuronal cell adhesion molecule	4897
208949_s_at	2.34e-12	7.72e-15	1.15e+01	23.66143	2.23	LGALS3	lectin, galactoside binding soluble 3	3958
208758_at	2.34e-12	7.76e-15	1.15e+01	23.656118	1.26	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	471
219059_s_at	2.53e-12	8.50e-15	-1.15e+01	23.56696	-3.20	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	10894
207808_s_at	3.03e-12	1.03e-14	1.14e+01	23.375818	2.74	PROS1	protein S (alpha)	5627
213188_s_at	3.51e-12	1.21e-14	-1.14e+01	23.216531	-1.53	MINA	MYC induced nuclear antigen	84864
203908_at	3.80e-12	1.33e-14	-1.14e+01	23.12685	-4.82	SLC4A4	solute carrier family 4 member 4	8671
205876_at	3.93e-12	1.39e-14	-1.13e+01	23.082337	-1.85	LIFR	leukemia inhibitory factor receptor alpha	3977
202677_at	4.22e-12	1.52e-14	1.13e+01	22.99896	1.23	RASA1	RAS p21 protein activator 1	5921
201368_at	4.62e-12	1.68e-14	-1.13e+01	22.898543	-1.25	ZFP36L2	ZFP36 ring finger protein like 2	678
206806_at	4.63e-12	1.70e-14	-1.13e+01	22.883382	-2.91	DGKI	diacylglycerol kinase iota	9162
204917_s_at	6.34e-12	2.36e-14	-1.12e+01	22.562119	-1.74	MLLT3	MLLT3, super elongation complex subunit	4300
205640_at	7.17e-12	2.70e-14	1.11e+01	22.429476	1.83	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221
201012_at	7.80e-12	2.97e-14	1.11e+01	22.335891	1.54	ANXA1	annexin A1	301
218613_at	9.28e-12	3.58e-14	1.10e+01	22.153706	3.12	PSD3	pleckstrin and Sec7 domain containing 3	23362
212895_s_at	9.44e-12	3.69e-14	1.10e+01	22.124728	1.39	ABR	active BCR-related	29
204328_at	9.83e-12	3.88e-14	1.10e+01	22.074587	2.30	TMC6	transmembrane channel like 6	11322
209360_s_at	1.14e-11	4.56e-14	1.09e+01	21.916468	2.57	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1	101928269///100506403///861
209803_s_at	1.80e-11	7.28e-14	1.08e+01	21.455075	2.71	PHLDA2	pleckstrin homology like domain family A member 2	7262
203060_s_at	1.96e-11	8.00e-14	-1.07e+01	21.362196	-3.67	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	9060
217546_at	2.19e-11	9.23e-14	-1.07e+01	21.22157	-3.90	MT1M	metallothionein 1M	4499
215692_s_at	2.19e-11	9.24e-14	-1.07e+01	21.220746	-2.08	MPPED2	metallophosphoesterase domain containing 2	744
222294_s_at	2.19e-11	9.25e-14	1.07e+01	21.220085	2.01	RAB27A	RAB27A, member RAS oncogene family	5873
203287_at	2.21e-11	9.43e-14	1.07e+01	21.200551	1.70	LAD1	ladinin 1	3898
213308_at	2.21e-11	9.53e-14	-1.07e+01	21.190507	-2.58	SHANK2	SH3 and multiple ankyrin repeat domains 2	22941
206209_s_at	2.47e-11	1.07e-13	-1.06e+01	21.07301	-4.22	CA4	carbonic anhydrase 4	762
203355_s_at	2.71e-11	1.19e-13	1.06e+01	20.968568	3.57	PSD3	pleckstrin and Sec7 domain containing 3	23362
37408_at	2.87e-11	1.28e-13	1.06e+01	20.903054	2.52	MRC2	mannose receptor C type 2	9902
204513_s_at	3.07e-11	1.38e-13	-1.06e+01	20.826215	-2.81	ELMO1	engulfment and cell motility 1	9844
201749_at	3.26e-11	1.48e-13	1.05e+01	20.758859	1.70	ECE1	endothelin converting enzyme 1	1889
204503_at	3.41e-11	1.56e-13	1.05e+01	20.704626	1.65	EVPL	envoplakin	2125
208540_x_at	3.59e-11	1.66e-13	1.05e+01	20.644841	1.67			
205612_at	3.63e-11	1.71e-13	-1.05e+01	20.615134	-2.52	MMRN1	multimerin 1	22915
215380_s_at	3.63e-11	1.73e-13	1.05e+01	20.605612	2.12	GGCT	gamma-glutamylcyclotransferase	79017
217226_s_at	3.63e-11	1.73e-13	1.05e+01	20.604382	1.32	SFXN3	sideroflexin 3	81855
207981_s_at	3.71e-11	1.78e-13	-1.05e+01	20.573788	-2.15	ESRRG	estrogen related receptor gamma	2104
212731_at	4.53e-11	2.19e-13	-1.04e+01	20.369	-1.84	ANKRD46	ankyrin repeat domain 46	157567
216944_s_at	5.34e-11	2.61e-13	-1.03e+01	20.19815	-2.75	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708
212024_x_at	5.46e-11	2.69e-13	1.03e+01	20.167466	8.53e-01	FLII	FLII, actin remodeling protein	2314
221447_s_at	5.52e-11	2.75e-13	-1.03e+01	20.146541	-2.90	GLT8D2	glycosyltransferase 8 domain containing 2	83468
206208_at	5.76e-11	2.89e-13	-1.03e+01	20.096373	-3.56	CA4	carbonic anhydrase 4	762
202308_at	7.20e-11	3.65e-13	1.02e+01	19.868083	1.32	SREBF1	sterol regulatory element binding transcription factor 1	6720
218573_at	7.84e-11	4.01e-13	-1.02e+01	19.774388	-8.08e-01	MAGEH1	MAGE family member H1	28986
217165_x_at	8.70e-11	4.49e-13	-1.02e+01	19.664198	-2.72	MT1F	metallothionein 1F	4494
203221_at	8.76e-11	4.56e-13	-1.02e+01	19.648241	-1.61	TLE1	transducin like enhancer of split 1	7088
205954_at	9.42e-11	4.94e-13	1.01e+01	19.568905	4.17	RXRG	retinoid X receptor gamma	6258
222056_s_at	9.50e-11	5.03e-13	-1.01e+01	19.551597	-1.49	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	51011
220974_x_at	9.80e-11	5.23e-13	1.01e+01	19.512761	1.23	SFXN3	sideroflexin 3	81855
209295_at	1.00e-10	5.45e-13	1.01e+01	19.472593	1.54	TNFRSF10B	TNF receptor superfamily member 10b	8795
210473_s_at	1.00e-10	5.45e-13	-1.01e+01	19.472064	-2.54	ADGRA3	adhesion G protein-coupled receptor A3	166647
209612_s_at	1.07e-10	5.87e-13	-1.01e+01	19.400067	-4.02	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125
203234_at	1.10e-10	6.08e-13	1.01e+01	19.365274	2.03	UPP1	uridine phosphorylase 1	7378
204918_s_at	1.16e-10	6.48e-13	-1.00e+01	19.30193	-1.62	MLLT3	MLLT3, super elongation complex subunit	4300
206542_s_at	1.18e-10	6.60e-13	-1.00e+01	19.283715	-8.72e-01	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595
209035_at	1.22e-10	6.89e-13	1.00e+01	19.242066	2.96	MDK	midkine (neurite growth-promoting factor 2)	4192
206517_at	1.51e-10	8.60e-13	-9.96	19.022852	-3.33	CDH16	cadherin 16	1014
203980_at	1.78e-10	1.02e-12	-9.90	18.853097	-4.64	FABP4	fatty acid binding protein 4	2167
201474_s_at	1.90e-10	1.10e-12	9.88	18.780009	1.93	ITGA3	integrin subunit alpha 3	3675
206214_at	1.92e-10	1.12e-12	-9.87	18.760799	-2.05	PLA2G7	phospholipase A2 group VII	7941
203854_at	2.05e-10	1.21e-12	9.85	18.688258	2.49	CFI	complement factor I	3426
209447_at	2.09e-10	1.24e-12	-9.84	18.664281	-1.83	SYNE1	spectrin repeat containing nuclear envelope protein 1	23345
209474_s_at	2.58e-10	1.54e-12	9.77	18.446036	2.92	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953
205083_at	2.58e-10	1.55e-12	-9.77	18.44243	-2.32	AOX1	aldehyde oxidase 1	316
200941_at	2.59e-10	1.57e-12	-9.76	18.431787	-1.23	HSBP1	heat shock factor binding protein 1	3281
219778_at	2.60e-10	1.59e-12	-9.76	18.418069	-3.03	ZFPM2	zinc finger protein, FOG family member 2	23414
213679_at	2.60e-10	1.60e-12	-9.76	18.411331	-2.05	TTC30A	tetratricopeptide repeat domain 30A	92104
221452_s_at	2.63e-10	1.63e-12	-9.75	18.39075	-9.17e-01	TMEM14B	transmembrane protein 14B	81853
209555_s_at	2.63e-10	1.64e-12	-9.75	18.387352	-2.63	CD36	CD36 molecule	948
219628_at	2.73e-10	1.72e-12	9.73	18.34073	2.37	ZMAT3	zinc finger matrin-type 3	64393
212110_at	3.42e-10	2.17e-12	-9.66	18.111881	-1.61	SLC39A14	solute carrier family 39 member 14	23516
222065_s_at	3.51e-10	2.24e-12	9.65	18.079565	9.71e-01	FLII	FLII, actin remodeling protein	2314
203230_at	4.12e-10	2.64e-12	9.59	17.916162	1.10	DVL1	dishevelled segment polarity protein 1	1855
213100_at	4.13e-10	2.69e-12	9.59	17.898993	1.65	UNC5B	unc-5 netrin receptor B	219699
207144_s_at	4.13e-10	2.69e-12	9.59	17.898957	5.55	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	4435
219049_at	4.18e-10	2.74e-12	-9.58	17.879595	-2.63	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	55790
208891_at	4.29e-10	2.83e-12	9.57	17.848218	2.29	DUSP6	dual specificity phosphatase 6	1848
214745_at	4.35e-10	2.89e-12	-9.57	17.828547	-1.92	PLCH1	phospholipase C eta 1	23007
208712_at	4.39e-10	2.94e-12	9.56	17.811636	1.85	CCND1	cyclin D1	595
202295_s_at	4.59e-10	3.11e-12	9.54	17.755058	2.13	CTSH	cathepsin H	1512
209814_at	4.59e-10	3.11e-12	-9.54	17.754996	-1.03	ZNF330	zinc finger protein 330	27309
209473_at	4.95e-10	3.38e-12	9.51	17.673382	2.34	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953
204985_s_at	4.99e-10	3.45e-12	-9.51	17.654113	-1.73	TRAPPC6A	trafficking protein particle complex 6A	79090
204274_at	4.99e-10	3.45e-12	-9.51	17.652177	-9.32e-01	EBAG9	estrogen receptor binding site associated, antigen, 9	9166
221636_s_at	4.99e-10	3.47e-12	-9.51	17.646953	-1.39	MARC2	mitochondrial amidoxime reducing component 2	54996
220603_s_at	5.16e-10	3.62e-12	9.49	17.606769	1.76	MCTP2	multiple C2 and transmembrane domain containing 2	55784
36936_at	5.18e-10	3.65e-12	9.49	17.596549	1.01	TSTA3	tissue specific transplantation antigen P35B	7264
202599_s_at	5.71e-10	4.05e-12	9.46	17.49555	1.51	NRIP1	nuclear receptor interacting protein 1	8204
220203_at	6.02e-10	4.33e-12	-9.44	17.428567	-2.69	BMP8A	bone morphogenetic protein 8a	353500
218901_at	6.02e-10	4.34e-12	-9.44	17.427161	-1.99	PLSCR4	phospholipid scramblase 4	57088
205923_at	6.02e-10	4.36e-12	-9.43	17.422302	-2.05	RELN	reelin	5649
208893_s_at	6.02e-10	4.38e-12	9.43	17.417984	2.99	DUSP6	dual specificity phosphatase 6	1848
209116_x_at	6.03e-10	4.41e-12	-9.43	17.410852	-3.19	HBB	hemoglobin subunit beta	3043
202609_at	6.21e-10	4.57e-12	9.42	17.374958	1.69	EPS8	epidermal growth factor receptor pathway substrate 8	2059
204633_s_at	6.46e-10	4.79e-12	-9.40	17.329779	-2.10	RPS6KA5	ribosomal protein S6 kinase A5	9252
200660_at	6.70e-10	4.99e-12	9.39	17.289276	1.61	S100A11	S100 calcium binding protein A11	6282
202458_at	6.71e-10	5.03e-12	9.39	17.28103	2.24	PRSS23	protease, serine 23	11098
219317_at	6.79e-10	5.12e-12	-9.38	17.26374	-1.73	POLI	DNA polymerase iota	11201
201346_at	6.85e-10	5.20e-12	-9.38	17.248996	-1.18	ADIPOR2	adiponectin receptor 2	79602
203960_s_at	6.93e-10	5.30e-12	-9.37	17.22964	-1.33	HSPB11	heat shock protein family B (small) member 11	51668
209655_s_at	6.93e-10	5.33e-12	-9.37	17.223101	-2.23	TMEM47	transmembrane protein 47	83604
205425_at	6.93e-10	5.35e-12	9.37	17.219673	1.89	HIP1	huntingtin interacting protein 1	3092
219195_at	6.98e-10	5.42e-12	-9.36	17.20797	-2.37	PPARGC1A	PPARG coactivator 1 alpha	10891
202350_s_at	7.04e-10	5.51e-12	-9.36	17.191722	-3.77	LOC100506558///MATN2	uncharacterized LOC100506558///matrilin 2	100506558///4147
201417_at	7.04e-10	5.53e-12	9.36	17.187579	1.51	SOX4	SRY-box 4	6659
218005_at	7.11e-10	5.62e-12	-9.35	17.172085	-1.20	ZNF22	zinc finger protein 22	7570
217232_x_at	7.22e-10	5.74e-12	-9.35	17.15089	-2.95	HBB	hemoglobin subunit beta	3043
210038_at	7.45e-10	5.95e-12	-9.33	17.115116	-1.74	PRKCQ	protein kinase C theta	5588
220724_at	7.54e-10	6.06e-12	-9.33	17.097796	-2.05	CWH43	cell wall biogenesis 43 C-terminal homolog	80157
204606_at	7.75e-10	6.26e-12	-9.32	17.065207	-3.96	CCL21	C-C motif chemokine ligand 21	6366
202709_at	7.89e-10	6.41e-12	-9.31	17.042341	-2.00	FMOD	fibromodulin	2331
204933_s_at	7.97e-10	6.51e-12	-9.31	17.026602	-3.79	TNFRSF11B	TNF receptor superfamily member 11b	4982
212372_at	8.04e-10	6.60e-12	9.30	17.012964	1.51	MYH10	myosin, heavy chain 10, non-muscle	4628
204745_x_at	8.06e-10	6.66e-12	-9.30	17.004115	-2.32	MT1G	metallothionein 1G	4495
209835_x_at	8.23e-10	6.84e-12	9.29	16.978172	1.37	CD44	CD44 molecule (Indian blood group)	960
219077_s_at	8.66e-10	7.23e-12	-9.27	16.922689	-1.66	WWOX	WW domain containing oxidoreductase	51741
200661_at	9.05e-10	7.63e-12	9.26	16.869452	1.41	CTSA	cathepsin A	5476
208892_s_at	9.05e-10	7.64e-12	9.26	16.868872	2.30	DUSP6	dual specificity phosphatase 6	1848
218549_s_at	9.05e-10	7.68e-12	-9.25	16.863767	-1.27	RMDN1	regulator of microtubule dynamics 1	51115
211696_x_at	9.06e-10	7.73e-12	-9.25	16.856976	-2.67	HBB	hemoglobin subunit beta	3043
205171_at	9.23e-10	7.91e-12	-9.24	16.834455	-1.37	PTPN4	protein tyrosine phosphatase, non-receptor type 4	5775
213839_at	9.54e-10	8.22e-12	-9.23	16.795899	-1.74	CLMN	calmin	79789
208848_at	9.77e-10	8.47e-12	-9.22	16.767046	-1.15	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128
211630_s_at	9.79e-10	8.52e-12	9.22	16.76082	9.19e-01	GSS	glutathione synthetase	2937
206498_at	1.05e-09	9.20e-12	-9.20	16.684587	-1.77	OCA2	OCA2 melanosomal transmembrane protein	4948
213629_x_at	1.07e-09	9.42e-12	-9.19	16.661888	-3.04	MT1F	metallothionein 1F	4494
218844_at	1.07e-09	9.48e-12	-9.19	16.655605	-1.31	ACSF2	acyl-CoA synthetase family member 2	80221
215485_s_at	1.16e-09	1.03e-11	9.16	16.576293	1.50	ICAM1	intercellular adhesion molecule 1	3383
222108_at	1.19e-09	1.06e-11	9.15	16.545026	2.18	AMIGO2	adhesion molecule with Ig like domain 2	347902
209613_s_at	1.19e-09	1.07e-11	-9.15	16.53979	-4.04	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125
213189_at	1.25e-09	1.13e-11	-9.13	16.481612	-1.68	MINA	MYC induced nuclear antigen	84864
211323_s_at	1.29e-09	1.17e-11	-9.12	16.445365	-3.30	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708
212025_s_at	1.34e-09	1.22e-11	9.11	16.406754	9.06e-01	FLII	FLII, actin remodeling protein	2314
201644_at	1.38e-09	1.26e-11	9.10	16.375387	8.25e-01	TSTA3	tissue specific transplantation antigen P35B	7264
209280_at	1.47e-09	1.36e-11	9.07	16.301556	1.44	MRC2	mannose receptor C type 2	9902
204401_at	1.49e-09	1.37e-11	9.07	16.288544	2.95	KCNN4	potassium calcium-activated channel subfamily N member 4	3783
220486_x_at	1.53e-09	1.42e-11	-9.06	16.257087	-1.25	LOC101928589///TMEM164	uncharacterized LOC101928589///transmembrane protein 164	101928589///84187
211276_at	1.59e-09	1.48e-11	-9.05	16.212709	-3.72	TCEAL2	transcription elongation factor A like 2	140597
204061_at	1.61e-09	1.51e-11	-9.04	16.198791	-2.30	PRKX	protein kinase, X-linked	5613
219093_at	1.64e-09	1.55e-11	-9.03	16.171873	-2.50	PID1	phosphotyrosine interaction domain containing 1	55022
206043_s_at	1.65e-09	1.56e-11	-9.03	16.164711	-1.37	ATP2C2	ATPase secretory pathway Ca2+ transporting 2	9914
204119_s_at	1.65e-09	1.57e-11	9.03	16.156211	1.08	ADK	adenosine kinase	132
204015_s_at	1.65e-09	1.58e-11	9.03	16.152695	2.50	DUSP4	dual specificity phosphatase 4	1846
203386_at	1.68e-09	1.61e-11	-9.02	16.129928	-1.77	TBC1D4	TBC1 domain family member 4	9882
204493_at	1.71e-09	1.65e-11	9.01	16.111182	1.94	BID	BH3 interacting domain death agonist	637
201197_at	1.73e-09	1.68e-11	-9.01	16.090065	-8.87e-01	AMD1	adenosylmethionine decarboxylase 1	262
213234_at	1.73e-09	1.68e-11	-9.01	16.087881	-1.12	FAM234B	family with sequence similarity 234 member B	57613
206457_s_at	1.75e-09	1.71e-11	-9.00	16.070606	-5.54	DIO1	deiodinase, iodothyronine type I	1733
206461_x_at	1.80e-09	1.77e-11	-8.99	16.038977	-1.85	MT1H	metallothionein 1H	4496
211596_s_at	1.87e-09	1.84e-11	-8.98	15.99849	-1.82	LRIG1	leucine rich repeats and immunoglobulin like domains 1	26018
204288_s_at	1.90e-09	1.89e-11	-8.97	15.975133	-2.96	SORBS2	sorbin and SH3 domain containing 2	8470
204796_at	2.01e-09	2.00e-11	-8.95	15.916572	-1.51	EML1	echinoderm microtubule associated protein like 1	2009
203961_at	2.06e-09	2.06e-11	-8.94	15.888168	-1.54	NEBL	nebulette	10529
212611_at	2.08e-09	2.09e-11	8.94	15.873578	3.05	DTX4	deltex E3 ubiquitin ligase 4	23220
208022_s_at	2.12e-09	2.14e-11	-8.93	15.851347	-1.18	CDC14B	cell division cycle 14B	8555
201650_at	2.16e-09	2.19e-11	8.92	15.830694	4.14	KRT19	keratin 19	3880
214308_s_at	2.18e-09	2.22e-11	-8.92	15.817256	-2.31	HGD	homogentisate 1,2-dioxygenase	3081
221577_x_at	2.54e-09	2.60e-11	8.87	15.659177	4.51	GDF15	growth differentiation factor 15	9518
209220_at	2.55e-09	2.63e-11	-8.87	15.649718	-1.53	GPC3	glypican 3	2719
201487_at	2.61e-09	2.69e-11	8.86	15.625212	2.15	CTSC	cathepsin C	1075
201222_s_at	2.69e-09	2.79e-11	8.85	15.589357	1.37	RAD23B	RAD23 homolog B, nucleotide excision repair protein	5887
41047_at	2.86e-09	2.98e-11	8.83	15.526125	1.74	C9orf16	chromosome 9 open reading frame 16	79095
208190_s_at	2.86e-09	2.99e-11	8.83	15.519806	1.60	LSR	lipolysis stimulated lipoprotein receptor	51599
201169_s_at	2.90e-09	3.04e-11	8.82	15.503381	2.72	BHLHE40	basic helix-loop-helix family member e40	8553
209586_s_at	3.12e-09	3.29e-11	-8.80	15.426775	-1.21	PRUNE1	prune exopolyphosphatase	58497
33323_r_at	3.18e-09	3.38e-11	8.79	15.399394	2.97	SFN	stratifin	2810
