ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
203766_s_at	9.99e-09	3.63e-11	-9.87	15.52188	-9.36e-01	LMOD1	leiomodin 1	25802
213135_at	1.23e-08	4.54e-11	9.78	15.30308	8.58e-01	TIAM1	T-cell lymphoma invasion and metastasis 1	7074
221840_at	1.24e-08	4.60e-11	9.78	15.2893	5.97e-01	PTPRE	protein tyrosine phosphatase, receptor type E	5791
215527_at	1.31e-08	4.94e-11	-9.75	15.2204	-4.07e-01	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	202559
216944_s_at	1.51e-08	5.75e-11	-9.68	15.07122	-6.64e-01	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708
219093_at	1.60e-08	6.16e-11	-9.66	15.00267	-5.20e-01	PID1	phosphotyrosine interaction domain containing 1	55022
204513_s_at	1.89e-08	7.39e-11	-9.58	14.82388	-7.07e-01	ELMO1	engulfment and cell motility 1	9844
213629_x_at	1.89e-08	7.45e-11	-9.58	14.81606	-9.11e-01	MT1F	metallothionein 1F	4494
205923_at	1.93e-08	7.73e-11	-9.56	14.78086	-6.65e-01	RELN	reelin	5649
214044_at	2.05e-08	8.30e-11	-9.54	14.70994	-5.85e-01	RYR2	ryanodine receptor 2	6262
209220_at	2.05e-08	8.44e-11	-9.53	14.69357	-4.97e-01	GPC3	glypican 3	2719
203516_at	2.05e-08	8.46e-11	-9.53	14.69223	-4.53e-01	SNTA1	syntrophin alpha 1	6640
203710_at	2.10e-08	8.78e-11	-9.51	14.65552	-8.26e-01	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708
219619_at	2.10e-08	8.85e-11	-9.51	14.6471	-5.24e-01	DIRAS2	DIRAS family GTPase 2	54769
212895_s_at	2.16e-08	9.21e-11	9.49	14.60859	3.63e-01	ABR	active BCR-related	29
204401_at	2.30e-08	9.89e-11	9.47	14.5382	1.08	KCNN4	potassium calcium-activated channel subfamily N member 4	3783
219059_s_at	2.98e-08	1.30e-10	-9.36	14.27228	-7.83e-01	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	10894
202677_at	3.15e-08	1.40e-10	9.33	14.19799	4.18e-01	RASA1	RAS p21 protein activator 1	5921
215691_x_at	3.15e-08	1.40e-10	-9.33	14.19574	-2.98e-01	HSPB11	heat shock protein family B (small) member 11	51668
206457_s_at	3.35e-08	1.51e-10	-9.30	14.12543	-1.38	DIO1	deiodinase, iodothyronine type I	1733
208540_x_at	3.40e-08	1.54e-10	9.29	14.103	4.26e-01			
203234_at	3.46e-08	1.58e-10	9.28	14.07507	7.17e-01	UPP1	uridine phosphorylase 1	7378
209470_s_at	3.47e-08	1.61e-10	-9.27	14.05749	-7.07e-01	GPM6A	glycoprotein M6A	2823
221030_s_at	3.47e-08	1.62e-10	-9.27	14.0533	-5.32e-01	ARHGAP24	Rho GTPase activating protein 24	83478
205051_s_at	3.56e-08	1.68e-10	-9.25	14.01814	-1.10	KIT	KIT proto-oncogene receptor tyrosine kinase	3815
207691_x_at	3.71e-08	1.76e-10	9.23	13.96949	9.62e-01	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953
210739_x_at	4.15e-08	2.01e-10	-9.18	13.84104	-3.66e-01	SLC4A4	solute carrier family 4 member 4	8671
218182_s_at	4.15e-08	2.02e-10	9.18	13.83389	1.12	CLDN1	claudin 1	9076
201012_at	4.15e-08	2.05e-10	9.17	13.82125	3.47e-01	ANXA1	annexin A1	301
205083_at	4.15e-08	2.06e-10	-9.17	13.81694	-7.01e-01	AOX1	aldehyde oxidase 1	316
215643_at	4.15e-08	2.07e-10	-9.17	13.81263	-4.91e-01	SEMA3D	semaphorin 3D	223117
215350_at	4.52e-08	2.27e-10	-9.13	13.72009	-6.63e-01	SYNE1	spectrin repeat containing nuclear envelope protein 1	23345
222173_s_at	4.64e-08	2.35e-10	9.12	13.68702	6.43e-01	TBC1D2	TBC1 domain family member 2	55357
209242_at	5.52e-08	2.82e-10	-9.05	13.50713	-4.72e-01	PEG3	paternally expressed 3	5178
204917_s_at	5.94e-08	3.07e-10	-9.02	13.42497	-3.71e-01	MLLT3	MLLT3, super elongation complex subunit	4300
220037_s_at	6.02e-08	3.17e-10	-9.00	13.39351	-6.99e-01	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	10894
209515_s_at	6.02e-08	3.18e-10	9.00	13.38989	6.54e-01	RAB27A	RAB27A, member RAS oncogene family	5873
214307_at	6.02e-08	3.19e-10	-9.00	13.38741	-6.52e-01	HGD	homogentisate 1,2-dioxygenase	3081
219277_s_at	6.04e-08	3.23e-10	-9.00	13.37552	-9.51e-01	OGDHL	oxoglutarate dehydrogenase-like	55753
210473_s_at	6.31e-08	3.40e-10	-8.98	13.32444	-6.05e-01	ADGRA3	adhesion G protein-coupled receptor A3	166647
209514_s_at	6.79e-08	3.69e-10	8.94	13.24454	6.35e-01	RAB27A	RAB27A, member RAS oncogene family	5873
215047_at	7.39e-08	4.04e-10	-8.91	13.15314	-5.15e-01	TRIM58	tripartite motif containing 58	25893
206884_s_at	7.42e-08	4.10e-10	8.90	13.13995	1.18	SCEL	sciellin	8796
220751_s_at	7.60e-08	4.28e-10	-8.89	13.09783	-6.00e-01	FAXDC2	fatty acid hydroxylase domain containing 2	10826
213423_x_at	7.60e-08	4.31e-10	8.88	13.09064	9.96e-01	TUSC3	tumor suppressor candidate 3	7991
209395_at	7.60e-08	4.32e-10	8.88	13.08836	1.87	CHI3L1	chitinase 3 like 1	1116
209612_s_at	7.60e-08	4.40e-10	-8.88	13.07032	-5.96e-01	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125
211653_x_at	7.60e-08	4.41e-10	-8.87	13.06709	-6.64e-01	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2	101930400///1646
212850_s_at	7.60e-08	4.41e-10	8.87	13.06693	1.28	LRP4	LDL receptor related protein 4	4038
214930_at	7.60e-08	4.44e-10	-8.87	13.06189	-5.69e-01	SLITRK5	SLIT and NTRK like family member 5	26050
213234_at	7.75e-08	4.55e-10	-8.86	13.03612	-3.74e-01	FAM234B	family with sequence similarity 234 member B	57613
210038_at	7.79e-08	4.61e-10	-8.86	13.02352	-5.02e-01	PRKCQ	protein kinase C theta	5588
204151_x_at	9.05e-08	5.40e-10	-8.80	12.86781	-6.14e-01	AKR1C1	aldo-keto reductase family 1 member C1	1645
204633_s_at	9.26e-08	5.57e-10	-8.78	12.83841	-4.67e-01	RPS6KA5	ribosomal protein S6 kinase A5	9252
213103_at	9.35e-08	5.66e-10	-8.78	12.82129	-5.27e-01	STARD13	StAR related lipid transfer domain containing 13	90627
204120_s_at	9.48e-08	5.79e-10	8.77	12.80036	4.44e-01	ADK	adenosine kinase	132
209473_at	9.58e-08	5.89e-10	8.76	12.78255	8.04e-01	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953
205350_at	9.58e-08	5.96e-10	-8.76	12.77075	-1.36	CRABP1	cellular retinoic acid binding protein 1	1381
210738_s_at	9.58e-08	5.97e-10	-8.76	12.7687	-3.89e-01	SLC4A4	solute carrier family 4 member 4	8671
219195_at	9.62e-08	6.04e-10	-8.75	12.75766	-7.30e-01	PPARGC1A	PPARG coactivator 1 alpha	10891
206159_at	9.87e-08	6.28e-10	-8.74	12.71973	-3.58e-01	GDF10	growth differentiation factor 10	2662
204042_at	9.87e-08	6.29e-10	-8.74	12.71772	-5.05e-01	WASF3	WAS protein family member 3	10810
201487_at	1.07e-07	6.84e-10	8.70	12.63553	6.48e-01	CTSC	cathepsin C	1075
206985_at	1.13e-07	7.32e-10	-8.68	12.5692	-3.29e-01	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	3293
209469_at	1.15e-07	7.46e-10	-8.67	12.54959	-8.63e-01	GPM6A	glycoprotein M6A	2823
220858_at	1.15e-07	7.53e-10	-8.67	12.54118	-7.85e-01	SORBS2	sorbin and SH3 domain containing 2	8470
211828_s_at	1.32e-07	8.70e-10	8.61	12.39894	5.98e-01	TNIK	TRAF2 and NCK interacting kinase	23043
204797_s_at	1.42e-07	9.45e-10	-8.58	12.31719	-3.76e-01	EML1	echinoderm microtubule associated protein like 1	2009
202709_at	1.57e-07	1.05e-09	-8.54	12.21366	-6.97e-01	FMOD	fibromodulin	2331
218773_s_at	1.69e-07	1.14e-09	-8.51	12.13381	-3.86e-01	MSRB2	methionine sulfoxide reductase B2	22921
218691_s_at	1.70e-07	1.15e-09	8.50	12.12244	6.46e-01	PDLIM4	PDZ and LIM domain 4	8572
209586_s_at	1.76e-07	1.20e-09	-8.49	12.08231	-4.35e-01	PRUNE1	prune exopolyphosphatase	58497
218901_at	1.77e-07	1.22e-09	-8.48	12.06214	-5.40e-01	PLSCR4	phospholipid scramblase 4	57088
201650_at	1.77e-07	1.23e-09	8.48	12.06006	1.00	KRT19	keratin 19	3880
212733_at	1.77e-07	1.23e-09	8.48	12.05434	2.73e-01	RUBCN	RUN and cysteine rich domain containing beclin 1 interacting protein	9711
218450_at	1.78e-07	1.25e-09	-8.47	12.04398	-3.37e-01	HEBP1	heme binding protein 1	50865
219179_at	1.85e-07	1.30e-09	-8.46	12.00174	-5.01e-01	DACT1	dishevelled binding antagonist of beta catenin 1	51339
204745_x_at	1.93e-07	1.37e-09	-8.44	11.95314	-6.66e-01	MT1G	metallothionein 1G	4495
219877_at	1.96e-07	1.40e-09	-8.43	11.93318	-8.42e-01	ZMAT4	zinc finger matrin-type 4	79698
209613_s_at	2.25e-07	1.63e-09	-8.37	11.78128	-6.74e-01	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125
212843_at	2.25e-07	1.63e-09	-8.37	11.78092	-8.28e-01	NCAM1	neural cell adhesion molecule 1	4684
212221_x_at	2.26e-07	1.64e-09	8.37	11.77283	2.96e-01	IDS	iduronate 2-sulfatase	3423
220486_x_at	2.27e-07	1.66e-09	-8.36	11.76038	-3.59e-01	LOC101928589///TMEM164	uncharacterized LOC101928589///transmembrane protein 164	101928589///84187
209295_at	2.30e-07	1.69e-09	8.36	11.74367	4.27e-01	TNFRSF10B	TNF receptor superfamily member 10b	8795
218888_s_at	2.34e-07	1.74e-09	-8.35	11.71344	-5.38e-01	NETO2	neuropilin and tolloid like 2	81831
216594_x_at	2.34e-07	1.75e-09	-8.34	11.71019	-5.51e-01	AKR1C1	aldo-keto reductase family 1 member C1	1645
206765_at	2.34e-07	1.76e-09	8.34	11.70582	1.06	KCNJ2	potassium voltage-gated channel subfamily J member 2	3759
206045_s_at	2.37e-07	1.79e-09	-8.34	11.68922	-4.68e-01	NOL4	nucleolar protein 4	8715
203799_at	2.37e-07	1.80e-09	-8.33	11.68286	-3.86e-01	LY75-CD302///CD302///LY75	LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75	100526664///9936///4065
206517_at	2.39e-07	1.82e-09	-8.33	11.66863	-1.03	CDH16	cadherin 16	1014
218826_at	2.41e-07	1.85e-09	8.32	11.65534	3.99e-01	SLC35F2	solute carrier family 35 member F2	54733
219527_at	2.41e-07	1.86e-09	-8.32	11.64932	-5.28e-01	MARC2	mitochondrial amidoxime reducing component 2	54996
200600_at	2.62e-07	2.03e-09	8.29	11.56251	3.08e-01	MSN	moesin	4478
205640_at	2.86e-07	2.24e-09	8.25	11.46756	7.39e-01	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221
201697_s_at	2.88e-07	2.26e-09	8.25	11.45632	3.33e-01	DNMT1	DNA (cytosine-5-)-methyltransferase 1	1786
213920_at	3.07e-07	2.42e-09	-8.22	11.38853	-4.76e-01	CUX2	cut like homeobox 2	23316
212611_at	3.39e-07	2.69e-09	8.18	11.28473	7.81e-01	DTX4	deltex E3 ubiquitin ligase 4	23220
220108_at	3.45e-07	2.76e-09	-8.17	11.26041	-5.89e-01	GNA14	G protein subunit alpha 14	9630
205236_x_at	3.57e-07	2.86e-09	-8.16	11.22376	-5.11e-01	SOD3	superoxide dismutase 3, extracellular	6649
219049_at	3.64e-07	2.94e-09	-8.15	11.19738	-7.15e-01	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	55790
205384_at	3.97e-07	3.23e-09	-8.11	11.10679	-4.00e-01	FXYD1	FXYD domain containing ion transport regulator 1	5348
213422_s_at	4.05e-07	3.32e-09	8.10	11.07796	4.88e-01	MXRA8	matrix remodeling associated 8	54587
220966_x_at	4.05e-07	3.33e-09	8.10	11.0757	2.72e-01	ARPC5L	actin related protein 2/3 complex subunit 5 like	81873
219157_at	4.27e-07	3.53e-09	8.08	11.01861	4.08e-01	KLHL2	kelch like family member 2	11275
208893_s_at	4.45e-07	3.69e-09	8.06	10.97269	6.61e-01	DUSP6	dual specificity phosphatase 6	1848
215464_s_at	4.76e-07	3.98e-09	8.03	10.89893	4.00e-01	P2RX5-TAX1BP3///TAX1BP3///P2RX5	P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3///purinergic receptor P2X 5	100533970///30851///5026
213071_at	4.76e-07	4.00e-09	-8.03	10.8955	-1.10	DPT	dermatopontin	1805
202336_s_at	4.76e-07	4.02e-09	8.03	10.89016	2.80e-01	PAM	peptidylglycine alpha-amidating monooxygenase	5066
222056_s_at	5.02e-07	4.25e-09	-8.01	10.83357	-3.99e-01	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	51011
202733_at	5.48e-07	4.67e-09	7.97	10.74137	5.62e-01	LOC101927705///P4HA2	uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2	101927705///8974
208846_s_at	5.83e-07	5.00e-09	-7.95	10.67456	-3.61e-01	VDAC3	voltage dependent anion channel 3	7419
214620_x_at	5.86e-07	5.05e-09	7.95	10.6647	2.67e-01	PAM	peptidylglycine alpha-amidating monooxygenase	5066
212665_at	5.94e-07	5.15e-09	7.94	10.64587	4.58e-01	TIPARP	TCDD inducible poly(ADP-ribose) polymerase	25976
213068_at	6.22e-07	5.41e-09	-7.92	10.59603	-9.27e-01	DPT	dermatopontin	1805
219077_s_at	6.22e-07	5.45e-09	-7.92	10.58964	-5.67e-01	WWOX	WW domain containing oxidoreductase	51741
207401_at	6.35e-07	5.58e-09	-7.91	10.56566	-2.99e-01	PROX1	prospero homeobox 1	5629
212314_at	6.42e-07	5.67e-09	7.90	10.5498	6.59e-01	SEL1L3	SEL1L family member 3	23231
207047_s_at	6.55e-07	5.82e-09	-7.89	10.52493	-5.24e-01	CLCNKB///CLCNKA	chloride voltage-gated channel Kb///chloride voltage-gated channel Ka	1188///1187
219310_at	6.67e-07	5.96e-09	-7.88	10.50135	-5.28e-01	SYNDIG1	synapse differentiation inducing 1	79953
204784_s_at	6.67e-07	5.99e-09	-7.88	10.4966	-4.68e-01	MLF1	myeloid leukemia factor 1	4291
208892_s_at	6.82e-07	6.15e-09	7.87	10.46996	4.63e-01	DUSP6	dual specificity phosphatase 6	1848
208025_s_at	6.95e-07	6.30e-09	7.86	10.44652	1.08	HMGA2	high mobility group AT-hook 2	8091
208758_at	7.14e-07	6.50e-09	7.85	10.41514	3.10e-01	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	471
201170_s_at	7.22e-07	6.61e-09	7.85	10.39905	6.24e-01	BHLHE40	basic helix-loop-helix family member e40	8553
209293_x_at	7.22e-07	6.67e-09	-7.84	10.38955	-5.01e-01	ID4	inhibitor of DNA binding 4, HLH protein	3400
213189_at	7.22e-07	6.68e-09	-7.84	10.38874	-4.37e-01	MINA	MYC induced nuclear antigen	84864
210988_s_at	7.26e-07	6.75e-09	-7.84	10.37821	-3.76e-01	PRUNE1	prune exopolyphosphatase	58497
201277_s_at	7.26e-07	6.78e-09	7.84	10.3737	2.91e-01	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	3182
206339_at	7.67e-07	7.19e-09	-7.81	10.31579	-5.02e-01	CARTPT	CART prepropeptide	9607
221073_s_at	7.91e-07	7.46e-09	7.80	10.27997	8.02e-01	NOD1	nucleotide binding oligomerization domain containing 1	10392
218332_at	7.94e-07	7.52e-09	-7.80	10.27208	-9.46e-01	BEX1	brain expressed X-linked 1	55859
211323_s_at	8.16e-07	7.76e-09	-7.79	10.24042	-8.92e-01	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708
204635_at	8.31e-07	7.95e-09	-7.78	10.21686	-2.93e-01	RPS6KA5	ribosomal protein S6 kinase A5	9252
203911_at	8.53e-07	8.20e-09	-7.77	10.18653	-6.46e-01	RAP1GAP	RAP1 GTPase activating protein	5909
202370_s_at	8.95e-07	8.64e-09	7.75	10.13468	2.58e-01	CBFB	core-binding factor beta subunit	865
219628_at	9.04e-07	8.76e-09	7.74	10.12083	5.60e-01	ZMAT3	zinc finger matrin-type 3	64393
218858_at	9.40e-07	9.15e-09	-7.73	10.07783	-7.85e-01	DEPTOR	DEP domain containing MTOR-interacting protein	64798
210414_at	9.47e-07	9.27e-09	-7.72	10.06504	-4.31e-01	FLRT1	fibronectin leucine rich transmembrane protein 1	23769
209699_x_at	9.88e-07	9.71e-09	-7.70	10.01917	-6.20e-01	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2	101930400///1646
209228_x_at	9.91e-07	9.80e-09	7.70	10.0102	8.18e-01	TUSC3	tumor suppressor candidate 3	7991
217165_x_at	9.91e-07	9.83e-09	-7.70	10.00698	-7.61e-01	MT1F	metallothionein 1F	4494
214308_s_at	1.03e-06	1.03e-08	-7.68	9.9652	-7.92e-01	HGD	homogentisate 1,2-dioxygenase	3081
209447_at	1.04e-06	1.04e-08	-7.68	9.95231	-5.36e-01	SYNE1	spectrin repeat containing nuclear envelope protein 1	23345
