Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:PID	3	4.285714285714286	0.006150030810474292	EPS8, PID1, TBC1D4	70	35	20558	25.173061224489796	0.9848349930505012	1.0	1.0
GOTERM_CC_DIRECT	GO:0009986~cell surface	8	11.428571428571429	0.006261479946732099	GHR, DPP4, LRP4, TGFA, PLA2R1, MET, SLC4A4, FGFR2	70	657	20647	3.5915633833442056	0.6605268490524013	0.13050934654601773	0.12443914438108666
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	4	5.714285714285714	0.006528809542562278	BCL2, TGFA, MET, FGFR2	43	79	8644	10.178392699440682	0.704279365276141	0.24287171498331675	0.23634290544075448
UP_KW_PTM	KW-1015~Disulfide bond	28	40.0	0.0066288930056371854	PCSK2, GPM6A, TUSC3, LRP4, TGFA, IL1RAP, GHR, DPP4, DPP6, RELN, AGR2, PLXNC1, S100A11, MPZL2, GABBR2, ENTPD1, EDN3, FN1, RAB27A, LYVE1, MMRN1, SPINT1, QPCT, TFF3, PLA2R1, MET, FGFR2, CHST2	65	3859	14204	1.5855522554667412	0.10094888379992839	0.11269118109583215	0.11269118109583215
GOTERM_CC_DIRECT	GO:0043235~receptor complex	5	7.142857142857142	0.006828977435547439	GHR, SLITRK5, PLA2R1, MET, FGFR2	70	225	20647	6.554603174603174	0.6922947934863797	0.13050934654601773	0.12443914438108666
KEGG_PATHWAY	hsa04630:JAK-STAT signaling pathway	5	7.142857142857142	0.008321977290570326	GHR, CCND1, FHL1, BCL2, AOX1	43	166	8644	6.05491734379378	0.7886763590287047	0.2579812960076801	0.25104631493220486
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	6	8.571428571428571	0.009017600621830773	GHR, TIAM1, GPM6A, LRP4, SORBS2, RAP1GAP	70	382	20647	4.632834704562454	0.7894564812776094	0.1551027306954893	0.14788865019802466
INTERPRO	IPR006020:Phosphotyrosine interaction domain	3	4.285714285714286	0.009797306440947886	EPS8, PID1, TBC1D4	69	42	19113	19.785714285714285	0.9020761691317882	0.6242347853229697	0.6242347853229697
UP_KW_BIOLOGICAL_PROCESS	KW-0254~Endocytosis	4	5.714285714285714	0.00988512475160635	GHR, MYO6, LRP4, PLA2R1	40	130	11371	8.746923076923078	0.3144293112189658	0.3756347405610413	0.3756347405610413
KEGG_PATHWAY	hsa05222:Small cell lung cancer	4	5.714285714285714	0.009926062169796	CCND1, BCL2, FN1, RXRG	43	92	8644	8.740141557128412	0.8436208290085352	0.2637496519402937	0.2566596075332966
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	11	15.714285714285714	0.0112264326876233	PID1, MAFB, CITED1, CITED2, MYO6, HMGA2, RXRG, MET, PPARGC1A, ETV5, FGFR2	70	1232	19453	2.4812499999999997	0.9999739652823395	0.9542467784479804	0.9542467784479804
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	5	7.142857142857142	0.011351841678584463	ABCC3, TGFA, NOD1, CDH16, SLC4A4	70	261	20647	5.650519978106185	0.859659503292166	0.16626728336027652	0.15853392134351948
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	6	8.571428571428571	0.011751299998234542	DPP4, FN1, RAB27A, SORBS2, NOD1, TNIK	70	408	20647	4.337605042016807	0.8690832257700222	0.16626728336027652	0.15853392134351948
GOTERM_CC_DIRECT	GO:0014069~postsynaptic density	5	7.142857142857142	0.012566713277230203	EPS8, CAMK2N1, PSD3, ITPR1, LRP4	70	269	20647	5.482474774296335	0.8864112563224449	0.16626728336027652	0.15853392134351948
GOTERM_BP_DIRECT	GO:0048538~thymus development	3	4.285714285714286	0.01259065278698294	MAFB, CITED2, BCL2	70	48	19453	17.368750000000002	0.9999928399856667	0.9810216963190874	0.9810216963190874
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	16	22.857142857142858	0.012983656901637886	PCSK2, EDN3, FN1, TGFA, IL1RAP, GHR, DPP4, RELN, MMRN1, SPINT1, QPCT, AGR2, TFF3, PLA2R1, MET, FGFR2	68	2164	17836	1.9393280417527454	0.24987167660870524	0.2856404518360335	0.2856404518360335
UP_KW_DOMAIN	KW-0732~Signal	24	34.285714285714285	0.013505770435818867	PCSK2, GABBR2, EDN3, TUSC3, ITPR1, FN1, LRP4, TGFA, IL1RAP, LYVE1, GHR, RELN, MMRN1, SPINT1, QPCT, AGR2, TFF3, SLITRK5, PLXNC1, PLA2R1, CDH16, MET, FGFR2, MPZL2	51	4410	14576	1.5553954915299453	0.1620287091462398	0.17557501566564526	0.14856347479400756
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	5	7.142857142857142	0.013912214558566007	SPINT1, HMGA2, RXRG, MET, ETV5	43	193	8644	5.207856368237137	0.9261589700573057	0.2877239355549605	0.27998942115832176
INTERPRO	IPR007576:CITED	2	2.857142857142857	0.014156489546148171	CITED1, CITED2	69	4	19113	138.5	0.9654312450811764	0.6242347853229697	0.6242347853229697
SMART	SM00462:PTB	3	4.285714285714286	0.01417142734463703	EPS8, PID1, TBC1D4	47	41	10359	16.127140633108457	0.6156792006797819	0.9494856320906809	0.9494856320906809
KEGG_PATHWAY	hsa04928:Parathyroid hormone synthesis, secretion and action	4	5.714285714285714	0.014551448280853835	MAFB, BCL2, ITPR1, RXRG	43	106	8644	7.585783238262396	0.9345490829790115	0.2877239355549605	0.27998942115832176
UP_SEQ_FEATURE	DOMAIN:PH	5	7.142857142857142	0.015101829306777333	TIAM1, IRS1, PSD3, ELMO1, PLCH1	70	283	20558	5.18879353861686	0.9999674378089475	1.0	1.0
GOTERM_BP_DIRECT	GO:0051209~release of sequestered calcium ion into cytosol	3	4.285714285714286	0.01575657550909878	RYR2, ITPR1, PLCH1	70	54	19453	15.438888888888888	0.999999644484848	1.0	1.0
UP_SEQ_FEATURE	LIPID:S-palmitoyl cysteine	5	7.142857142857142	0.01582102618158506	ENTPD1, RGS16, ITPR1, TGFA, NOD1	70	287	20558	5.116475858636137	0.9999801709465583	1.0	1.0
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	29	41.42857142857143	0.015872952925301644	OCA2, PID1, CITED1, CITED2, IRS1, RGS16, FHL1, CRABP1, NOD1, RAP1GAP, EPS8, SCEL, RELN, CCND1, MYO6, AOX1, IGF2BP2, PPARGC1A, RXRG, S100A11, GABBR2, SORBS2, FABP4, SPINT1, BCL2, ELMO1, PLCH1, TNIK, FGFR2	70	5771	20647	1.4821966977745873	0.9362029105738774	0.19501056451084878	0.18594030569639067
KEGG_PATHWAY	hsa04510:Focal adhesion	5	7.142857142857142	0.016470906846429146	RELN, CCND1, BCL2, FN1, MET	43	203	8644	4.9513117195555045	0.9544570400812205	0.2877239355549605	0.27998942115832176
INTERPRO	IPR001849:Pleckstrin homology domain	5	7.142857142857142	0.016632448988619146	TIAM1, IRS1, PSD3, ELMO1, PLCH1	69	275	19113	5.036363636363636	0.9809038364013651	0.6242347853229697	0.6242347853229697
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	5	7.142857142857142	0.016878265282984813	CCND1, MYO6, BCL2, SLITRK5, TGFA	70	277	19453	5.01624548736462	0.9999998775882265	1.0	1.0
GOTERM_BP_DIRECT	GO:0042472~inner ear morphogenesis	3	4.285714285714286	0.01688000888142682	MAFB, MYO6, FGFR2	70	56	19453	14.887500000000001	0.9999998777910482	1.0	1.0
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	5	7.142857142857142	0.017015931672605192	TIAM1, CCND1, ITPR1, FN1, MET	43	205	8644	4.90300623936472	0.9589186119682425	0.2877239355549605	0.27998942115832176
GOTERM_MF_DIRECT	GO:0008236~serine-type peptidase activity	3	4.285714285714286	0.01952926708720971	DPP4, DPP6, RELN	70	59	18967	13.777481840193705	0.9902917912662925	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Dipeptidylpeptidase IV N-terminal	2	2.857142857142857	0.019972331530621036	DPP4, DPP6	70	6	20558	97.8952380952381	0.9999988758330017	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:MIR 4	2	2.857142857142857	0.019972331530621036	RYR2, ITPR1	70	6	20558	97.8952380952381	0.9999988758330017	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:MIR 5	2	2.857142857142857	0.019972331530621036	RYR2, ITPR1	70	6	20558	97.8952380952381	0.9999988758330017	1.0	1.0
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	4	5.714285714285714	0.020219122350025397	CITED1, CCND1, BCL2, PPARGC1A	70	163	19453	6.8196319018404905	0.9999999949233556	1.0	1.0
GOTERM_BP_DIRECT	GO:0043627~response to estrogen	3	4.285714285714286	0.021070093823727775	CITED1, CCND1, CITED2	70	63	19453	13.233333333333333	0.9999999977470965	1.0	1.0
INTERPRO	IPR002469:Peptidase S9B, dipeptidylpeptidase IV N-terminal	2	2.857142857142857	0.021160501197388805	DPP4, DPP6	69	6	19113	92.33333333333334	0.9935744443127216	0.6242347853229697	0.6242347853229697
INTERPRO	IPR000699:Intracellular calcium-release channel	2	2.857142857142857	0.021160501197388805	RYR2, ITPR1	69	6	19113	92.33333333333334	0.9935744443127216	0.6242347853229697	0.6242347853229697
INTERPRO	IPR013662:RyR/IP3R Homology associated domain	2	2.857142857142857	0.021160501197388805	RYR2, ITPR1	69	6	19113	92.33333333333334	0.9935744443127216	0.6242347853229697	0.6242347853229697
INTERPRO	IPR014821:Inositol 1,4,5-trisphosphate/ryanodine receptor	2	2.857142857142857	0.021160501197388805	RYR2, ITPR1	69	6	19113	92.33333333333334	0.9935744443127216	0.6242347853229697	0.6242347853229697
GOTERM_BP_DIRECT	GO:0022612~gland morphogenesis	2	2.857142857142857	0.024570173742858265	BCL2, FGFR2	70	7	19453	79.4	0.9999999999208795	1.0	1.0
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	4	5.714285714285714	0.024676354743025437	DPP4, RYR2, CITED2, ITPR1	70	176	19453	6.3159090909090905	0.9999999999285365	1.0	1.0
GOTERM_MF_DIRECT	GO:0050693~LBD domain binding	2	2.857142857142857	0.025192982120067813	CITED1, CITED2	70	7	18967	77.41632653061225	0.997511818407284	1.0	1.0
GOTERM_BP_DIRECT	GO:0009791~post-embryonic development	3	4.285714285714286	0.027020174486476426	BCL2, ITPR1, FGFR2	70	72	19453	11.579166666666667	0.9999999999924649	1.0	1.0
GOTERM_BP_DIRECT	GO:0048762~mesenchymal cell differentiation	2	2.857142857142857	0.028031279265647954	HMGA2, FGFR2	70	8	19453	69.475	0.9999999999971497	1.0	1.0
UP_KW_PTM	KW-0564~Palmitate	6	8.571428571428571	0.028360479289660127	GPM6A, ENTPD1, RGS16, ITPR1, TGFA, NOD1	65	381	14204	3.4413082980012115	0.36892244026284016	0.24106407396211108	0.24106407396211108
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	4	5.714285714285714	0.028518542763423287	GABBR2, BCL2, ITPR1, TGFA	43	137	8644	5.869292140553386	0.9953993425292897	0.4234802132040126	0.41209633650497995
KEGG_PATHWAY	hsa04371:Apelin signaling pathway	4	5.714285714285714	0.029598079417484748	RYR2, CCND1, ITPR1, PPARGC1A	43	139	8644	5.7848418939267185	0.9962588388470887	0.4234802132040126	0.41209633650497995
GOTERM_MF_DIRECT	GO:0005262~calcium channel activity	3	4.285714285714286	0.029775361624179122	RYR2, GPM6A, ITPR1	70	74	18967	10.984749034749035	0.9991777757257512	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Peptidase S9 prolyl oligopeptidase catalytic	2	2.857142857142857	0.02981055683020648	DPP4, DPP6	70	9	20558	65.26349206349207	0.9999999988098716	1.0	1.0
GOTERM_BP_DIRECT	GO:0043406~positive regulation of MAP kinase activity	3	4.285714285714286	0.030584498262382923	GHR, EDN3, TGFA	70	77	19453	10.827272727272726	0.9999999999997563	1.0	1.0
GOTERM_MF_DIRECT	GO:0015278~calcium-release channel activity	2	2.857142857142857	0.03227537251200676	RYR2, ITPR1	70	9	18967	60.21269841269841	0.9995515939432204	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:MIR 3	2	2.857142857142857	0.03306828575051629	RYR2, ITPR1	70	10	20558	58.73714285714286	0.9999999998787306	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:MIR 1	2	2.857142857142857	0.03306828575051629	RYR2, ITPR1	70	10	20558	58.73714285714286	0.9999999998787306	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:MIR 2	2	2.857142857142857	0.03306828575051629	RYR2, ITPR1	70	10	20558	58.73714285714286	0.9999999998787306	1.0	1.0
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	5	7.142857142857142	0.03360866634006113	RYR2, ITPR1, TGFA, MET, FGFR2	43	253	8644	3.972791616876551	0.9982683386720048	0.446515138517955	0.43451204339650457
GOTERM_BP_DIRECT	GO:0006897~endocytosis	4	5.714285714285714	0.033757685109420774	GHR, MYO6, LRP4, PLA2R1	70	199	19453	5.585929648241206	0.9999999999999887	1.0	1.0
UP_KW_DOMAIN	KW-0677~Repeat	25	35.714285714285715	0.03475371817827319	RYR2, IRS1, FHL1, LMOD1, ITPR1, LRP4, NOD1, IL1RAP, SCEL, RELN, SLITRK5, IGF2BP2, S100A11, ABCC3, FN1, HMGA2, SORBS2, TIAM1, TBC1D4, SPINT1, PLCH1, PLA2R1, CDH16, MET, FGFR2	51	5047	14576	1.4157119158342948	0.36861278168253875	0.22589916815877575	0.19114544998050254
GOTERM_BP_DIRECT	GO:0060670~branching involved in labyrinthine layer morphogenesis	2	2.857142857142857	0.03491722111604173	SPINT1, FGFR2	70	10	19453	55.58	0.9999999999999963	1.0	1.0
INTERPRO	IPR001375:Peptidase S9, prolyl oligopeptidase, catalytic domain	2	2.857142857142857	0.035021760792164666	DPP4, DPP6	69	10	19113	55.400000000000006	0.9997781115531611	0.8265135546950861	0.8265135546950861
INTERPRO	IPR016093:MIR motif	2	2.857142857142857	0.035021760792164666	RYR2, ITPR1	69	10	19113	55.400000000000006	0.9997781115531611	0.8265135546950861	0.8265135546950861
UP_KW_MOLECULAR_FUNCTION	KW-0675~Receptor	14	20.0	0.03538891183408317	GABBR2, RYR2, IRS1, ITPR1, LRP4, IL1RAP, LYVE1, GHR, DPP4, EPS8, PLA2R1, MET, RXRG, FGFR2	50	1857	11834	1.7843403338718364	0.7717334671762182	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	40	57.14285714285714	0.035792249497909004	GPM6A, OCA2, RYR2, TUSC3, RGS16, ITPR1, LRP4, TGFA, NOD1, IL1RAP, SLC4A4, RAP1GAP, GHR, DPP4, EPS8, SCEL, DPP6, CCND1, PSD3, MYO6, SLITRK5, PLXNC1, MPZL2, ABCC3, GABBR2, STARD13, ENTPD1, RAB27A, SORBS2, LYVE1, TIAM1, SPINT1, BCL2, ELMO1, PLCH1, PLA2R1, CDH16, MET, FGFR2, CHST2	68	8293	17836	1.2651350181939411	0.5515091383059945	0.39371474447699906	0.39371474447699906
GOTERM_BP_DIRECT	GO:0045444~fat cell differentiation	3	4.285714285714286	0.03586782796697715	MAFB, CCND1, HMGA2	70	84	19453	9.924999999999999	0.9999999999999986	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Cytosolic fatty-acid binding proteins	2	2.857142857142857	0.03631523378645866	FABP4, CRABP1	70	11	20558	53.397402597402596	0.9999999999876444	1.0	1.0
GOTERM_CC_DIRECT	GO:0043005~neuron projection	5	7.142857142857142	0.03649706565977812	PCSK2, GABBR2, GPM6A, RELN, CAMK2N1	70	374	20647	3.9432773109243695	0.9983299742751851	0.41849968623212247	0.3990345845469075
GOTERM_MF_DIRECT	GO:0003714~transcription corepressor activity	4	5.714285714285714	0.038274557143894807	CCND1, CITED2, NAB2, HMGA2	70	204	18967	5.312885154061624	0.9998960056304952	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0053~Apoptosis	6	8.571428571428571	0.03879089391106126	CITED1, BCL2, ELMO1, ITPR1, NOD1, FGFR2	40	551	11371	3.0955535390199636	0.7776284076278788	0.737026984310164	0.737026984310164
UP_SEQ_FEATURE	DOMAIN:Fibronectin type-II	2	2.857142857142857	0.03955143609705926	FN1, PLA2R1	70	12	20558	48.94761904761905	0.9999999999987413	1.0	1.0
GOTERM_CC_DIRECT	GO:0030141~secretory granule	3	4.285714285714286	0.04103895004110123	PCSK2, TFF3, RAB27A	70	96	20647	9.217410714285714	0.9992590882775628	0.44116871294183824	0.4206492379212876
KEGG_PATHWAY	hsa05200:Pathways in cancer	7	10.0	0.041685982012767284	CCND1, BCL2, FN1, TGFA, RXRG, MET, FGFR2	43	531	8644	2.65002408794289	0.9996365384982179	0.5121132014773453	0.498346717566664
GOTERM_BP_DIRECT	GO:0048333~mesodermal cell differentiation	2	2.857142857142857	0.041755081374790705	HMGA2, FGFR2	70	12	19453	46.31666666666667	1.0	1.0	1.0
SMART	SM00472:MIR	2	2.857142857142857	0.04354745590510304	RYR2, ITPR1	47	10	10359	44.08085106382979	0.9493651429465695	1.0	1.0
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	3	4.285714285714286	0.04405274851418024	IRS1, RXRG, PPARGC1A	43	69	8644	8.740141557128414	0.9997705380029772	0.5121132014773453	0.498346717566664
GOTERM_BP_DIRECT	GO:0003300~cardiac muscle hypertrophy	2	2.857142857142857	0.0451560843779714	TIAM1, RYR2	70	13	19453	42.753846153846155	1.0	1.0	1.0
INTERPRO	IPR000562:Fibronectin, type II, collagen-binding	2	2.857142857142857	0.04529061322075148	FN1, PLA2R1	69	13	19113	42.61538461538462	0.9999822335174137	0.9716895200088499	0.9716895200088499
GOTERM_MF_DIRECT	GO:0005515~protein binding	54	77.14285714285715	0.04618802429172257	PCSK2, RYR2, PID1, CITED1, CITED2, IRS1, NAB2, FHL1, SLC4A4, GHR, EPS8, CCND1, PLXNC1, ENTPD1, ETV5, TIAM1, MMRN1, TBC1D4, ELMO1, TFF3, TNIK, CDH16, MET, GPM6A, OCA2, RGS16, CRABP1, ITPR1, LRP4, TGFA, NOD1, RAP1GAP, PAPSS2, DPP4, SCEL, MYO6, AGR2, SLITRK5, IGF2BP2, PPARGC1A, RXRG, S100A11, MPZL2, GABBR2, STARD13, FN1, HMGA2, RAB27A, SORBS2, LYVE1, MAFB, QPCT, BCL2, FGFR2	70	12657	18967	1.1560153049131479	0.9999850806061643	1.0	1.0
GOTERM_BP_DIRECT	GO:0042060~wound healing	3	4.285714285714286	0.04738988166729278	FN1, TGFA, FGFR2	70	98	19453	8.507142857142858	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	3	4.285714285714286	0.04825867211810075	BCL2, SLITRK5, FGFR2	70	99	19453	8.42121212121212	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0048546~digestive tract morphogenesis	2	2.857142857142857	0.04854519086705202	BCL2, AGR2	70	14	19453	39.7	1.0	1.0	1.0
