,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
126,126,206517_at,1.51e-10,8.6e-13,-9.96,19.022852,-3.33,CDH16,cadherin 16,1014
127,127,203980_at,1.78e-10,1.02e-12,-9.9,18.853097,-4.64,FABP4,fatty acid binding protein 4,2167
129,129,206214_at,1.92e-10,1.12e-12,-9.87,18.760799,-2.05,PLA2G7,phospholipase A2 group VII,7941
131,131,209447_at,2.09e-10,1.24e-12,-9.84,18.664281,-1.83,SYNE1,spectrin repeat containing nuclear envelope protein 1,23345
133,133,205083_at,2.58e-10,1.55e-12,-9.77,18.44243,-2.32,AOX1,aldehyde oxidase 1,316
134,134,200941_at,2.59e-10,1.57e-12,-9.76,18.431787,-1.23,HSBP1,heat shock factor binding protein 1,3281
135,135,219778_at,2.6e-10,1.59e-12,-9.76,18.418069,-3.03,ZFPM2,"zinc finger protein, FOG family member 2",23414
136,136,213679_at,2.6e-10,1.6e-12,-9.76,18.411331,-2.05,TTC30A,tetratricopeptide repeat domain 30A,92104
137,137,221452_s_at,2.63e-10,1.63e-12,-9.75,18.39075,-0.917,TMEM14B,transmembrane protein 14B,81853
138,138,209555_s_at,2.63e-10,1.64e-12,-9.75,18.387352,-2.63,CD36,CD36 molecule,948
140,140,212110_at,3.42e-10,2.17e-12,-9.66,18.111881,-1.61,SLC39A14,solute carrier family 39 member 14,23516
145,145,219049_at,4.18e-10,2.74e-12,-9.58,17.879595,-2.63,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,55790
147,147,214745_at,4.35e-10,2.89e-12,-9.57,17.828547,-1.92,PLCH1,phospholipase C eta 1,23007
150,150,209814_at,4.59e-10,3.11e-12,-9.54,17.754996,-1.03,ZNF330,zinc finger protein 330,27309
152,152,204985_s_at,4.99e-10,3.45e-12,-9.51,17.654113,-1.73,TRAPPC6A,trafficking protein particle complex 6A,79090
153,153,204274_at,4.99e-10,3.45e-12,-9.51,17.652177,-0.932,EBAG9,"estrogen receptor binding site associated, antigen, 9",9166
154,154,221636_s_at,4.99e-10,3.47e-12,-9.51,17.646953,-1.39,MARC2,mitochondrial amidoxime reducing component 2,54996
158,158,220203_at,6.02e-10,4.33e-12,-9.44,17.428567,-2.69,BMP8A,bone morphogenetic protein 8a,353500
159,159,218901_at,6.02e-10,4.34e-12,-9.44,17.427161,-1.99,PLSCR4,phospholipid scramblase 4,57088
160,160,205923_at,6.02e-10,4.36e-12,-9.43,17.422302,-2.05,RELN,reelin,5649
162,162,209116_x_at,6.03e-10,4.41e-12,-9.43,17.410852,-3.19,HBB,hemoglobin subunit beta,3043
164,164,204633_s_at,6.46e-10,4.79e-12,-9.4,17.329779,-2.1,RPS6KA5,ribosomal protein S6 kinase A5,9252
167,167,219317_at,6.79e-10,5.12e-12,-9.38,17.26374,-1.73,POLI,DNA polymerase iota,11201
168,168,201346_at,6.85e-10,5.2e-12,-9.38,17.248996,-1.18,ADIPOR2,adiponectin receptor 2,79602
169,169,203960_s_at,6.93e-10,5.3e-12,-9.37,17.22964,-1.33,HSPB11,heat shock protein family B (small) member 11,51668
170,170,209655_s_at,6.93e-10,5.33e-12,-9.37,17.223101,-2.23,TMEM47,transmembrane protein 47,83604
172,172,219195_at,6.98e-10,5.42e-12,-9.36,17.20797,-2.37,PPARGC1A,PPARG coactivator 1 alpha,10891
173,173,202350_s_at,7.04e-10,5.51e-12,-9.36,17.191722,-3.77,LOC100506558///MATN2,uncharacterized LOC100506558///matrilin 2,100506558///4147
175,175,218005_at,7.11e-10,5.62e-12,-9.35,17.172085,-1.2,ZNF22,zinc finger protein 22,7570
176,176,217232_x_at,7.22e-10,5.74e-12,-9.35,17.15089,-2.95,HBB,hemoglobin subunit beta,3043
177,177,210038_at,7.45e-10,5.95e-12,-9.33,17.115116,-1.74,PRKCQ,protein kinase C theta,5588
178,178,220724_at,7.54e-10,6.06e-12,-9.33,17.097796,-2.05,CWH43,cell wall biogenesis 43 C-terminal homolog,80157
179,179,204606_at,7.75e-10,6.26e-12,-9.32,17.065207,-3.96,CCL21,C-C motif chemokine ligand 21,6366
180,180,202709_at,7.89e-10,6.41e-12,-9.31,17.042341,-2.0,FMOD,fibromodulin,2331
181,181,204933_s_at,7.97e-10,6.51e-12,-9.31,17.026602,-3.79,TNFRSF11B,TNF receptor superfamily member 11b,4982
183,183,204745_x_at,8.06e-10,6.66e-12,-9.3,17.004115,-2.32,MT1G,metallothionein 1G,4495
185,185,219077_s_at,8.66e-10,7.23e-12,-9.27,16.922689,-1.66,WWOX,WW domain containing oxidoreductase,51741
188,188,218549_s_at,9.05e-10,7.68e-12,-9.25,16.863767,-1.27,RMDN1,regulator of microtubule dynamics 1,51115
189,189,211696_x_at,9.06e-10,7.73e-12,-9.25,16.856976,-2.67,HBB,hemoglobin subunit beta,3043
190,190,205171_at,9.23e-10,7.91e-12,-9.24,16.834455,-1.37,PTPN4,"protein tyrosine phosphatase, non-receptor type 4",5775
191,191,213839_at,9.54e-10,8.22e-12,-9.23,16.795899,-1.74,CLMN,calmin,79789
192,192,208848_at,9.77e-10,8.47e-12,-9.22,16.767046,-1.15,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",128
194,194,206498_at,1.05e-09,9.2e-12,-9.2,16.684587,-1.77,OCA2,OCA2 melanosomal transmembrane protein,4948
195,195,213629_x_at,1.07e-09,9.42e-12,-9.19,16.661888,-3.04,MT1F,metallothionein 1F,4494
196,196,218844_at,1.07e-09,9.48e-12,-9.19,16.655605,-1.31,ACSF2,acyl-CoA synthetase family member 2,80221
199,199,209613_s_at,1.19e-09,1.07e-11,-9.15,16.53979,-4.04,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
200,200,213189_at,1.25e-09,1.13e-11,-9.13,16.481612,-1.68,MINA,MYC induced nuclear antigen,84864
201,201,211323_s_at,1.29e-09,1.17e-11,-9.12,16.445365,-3.3,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3708
206,206,220486_x_at,1.53e-09,1.42e-11,-9.06,16.257087,-1.25,LOC101928589///TMEM164,uncharacterized LOC101928589///transmembrane protein 164,101928589///84187
207,207,211276_at,1.59e-09,1.48e-11,-9.05,16.212709,-3.72,TCEAL2,transcription elongation factor A like 2,140597
208,208,204061_at,1.61e-09,1.51e-11,-9.04,16.198791,-2.3,PRKX,"protein kinase, X-linked",5613
209,209,219093_at,1.64e-09,1.55e-11,-9.03,16.171873,-2.5,PID1,phosphotyrosine interaction domain containing 1,55022
210,210,206043_s_at,1.65e-09,1.56e-11,-9.03,16.164711,-1.37,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,9914
213,213,203386_at,1.68e-09,1.61e-11,-9.02,16.129928,-1.77,TBC1D4,TBC1 domain family member 4,9882
215,215,201197_at,1.73e-09,1.68e-11,-9.01,16.090065,-0.887,AMD1,adenosylmethionine decarboxylase 1,262
216,216,213234_at,1.73e-09,1.68e-11,-9.01,16.087881,-1.12,FAM234B,family with sequence similarity 234 member B,57613
217,217,206457_s_at,1.75e-09,1.71e-11,-9.0,16.070606,-5.54,DIO1,"deiodinase, iodothyronine type I",1733
218,218,206461_x_at,1.8e-09,1.77e-11,-8.99,16.038977,-1.85,MT1H,metallothionein 1H,4496
219,219,211596_s_at,1.87e-09,1.84e-11,-8.98,15.99849,-1.82,LRIG1,leucine rich repeats and immunoglobulin like domains 1,26018
220,220,204288_s_at,1.9e-09,1.89e-11,-8.97,15.975133,-2.96,SORBS2,sorbin and SH3 domain containing 2,8470
221,221,204796_at,2.01e-09,2e-11,-8.95,15.916572,-1.51,EML1,echinoderm microtubule associated protein like 1,2009
222,222,203961_at,2.06e-09,2.06e-11,-8.94,15.888168,-1.54,NEBL,nebulette,10529
224,224,208022_s_at,2.12e-09,2.14e-11,-8.93,15.851347,-1.18,CDC14B,cell division cycle 14B,8555
226,226,214308_s_at,2.18e-09,2.22e-11,-8.92,15.817256,-2.31,HGD,"homogentisate 1,2-dioxygenase",3081
228,228,209220_at,2.55e-09,2.63e-11,-8.87,15.649718,-1.53,GPC3,glypican 3,2719
234,234,209586_s_at,3.12e-09,3.29e-11,-8.8,15.426775,-1.21,PRUNE1,prune exopolyphosphatase,58497
236,236,202908_at,3.18e-09,3.38e-11,-8.79,15.399206,-1.87,WFS1,wolframin ER transmembrane glycoprotein,7466
238,238,213129_s_at,3.21e-09,3.44e-11,-8.78,15.382711,-1.71,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H",101060817///2653
239,239,204635_at,3.28e-09,3.54e-11,-8.77,15.355126,-0.813,RPS6KA5,ribosomal protein S6 kinase A5,9252
240,240,214268_s_at,3.42e-09,3.71e-11,-8.76,15.307544,-1.53,MTMR4,myotubularin related protein 4,9110
242,242,212675_s_at,3.71e-09,4.04e-11,-8.73,15.222968,-1.14,CEP68,centrosomal protein 68,23177
244,244,219527_at,3.83e-09,4.21e-11,-8.72,15.184275,-1.88,MARC2,mitochondrial amidoxime reducing component 2,54996
245,245,218504_at,3.84e-09,4.24e-11,-8.72,15.176137,-1.98,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,51011
246,246,219961_s_at,4.01e-09,4.44e-11,-8.7,15.130518,-1.84,KIZ,kizuna centrosomal protein,55857
248,248,213103_at,4.22e-09,4.71e-11,-8.68,15.072082,-2.22,STARD13,StAR related lipid transfer domain containing 13,90627
249,249,202554_s_at,4.23e-09,4.75e-11,-8.68,15.064894,-2.05,GSTM3,glutathione S-transferase mu 3,2947
251,251,203700_s_at,4.45e-09,5.04e-11,-8.66,15.006564,-2.19,DIO2,"deiodinase, iodothyronine, type II",1734
252,252,205080_at,4.45e-09,5.06e-11,-8.66,15.001018,-1.2,RARB,retinoic acid receptor beta,5915
253,253,219127_at,4.45e-09,5.08e-11,-8.66,14.998531,-2.52,PRR15L,proline rich 15 like,79170
254,254,41037_at,4.65e-09,5.33e-11,-8.65,14.951204,-1.47,TEAD4,TEA domain transcription factor 4,7004
255,255,204686_at,4.67e-09,5.36e-11,-8.64,14.944916,-2.24,IRS1,insulin receptor substrate 1,3667
256,256,208581_x_at,4.68e-09,5.4e-11,-8.64,14.937107,-1.73,MT1X,metallothionein 1X,4501
258,258,209194_at,4.98e-09,5.79e-11,-8.62,14.869308,-0.855,CETN2,centrin 2,1069
259,259,203647_s_at,5.34e-09,6.23e-11,-8.6,14.795682,-0.83,FDX1,ferredoxin 1,2230
260,260,213541_s_at,5.52e-09,6.46e-11,-8.59,14.760565,-1.32,ERG,"ERG, ETS transcription factor",2078
261,261,204772_s_at,5.6e-09,6.58e-11,-8.58,14.7424,-0.683,TTF1,transcription termination factor 1,7270
263,263,209440_at,5.63e-09,6.67e-11,-8.58,14.728601,-1.16,PRPS1,phosphoribosyl pyrophosphate synthetase 1,5631
264,264,220108_at,5.72e-09,6.8e-11,-8.57,14.709551,-2.5,GNA14,G protein subunit alpha 14,9630
266,266,202294_at,6e-09,7.19e-11,-8.55,14.655408,-0.829,STAG1,stromal antigen 1,10274
267,267,208847_s_at,6.05e-09,7.28e-11,-8.55,14.643183,-0.702,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",128
270,270,203766_s_at,6.99e-09,8.5e-11,-8.5,14.490083,-3.21,LMOD1,leiomodin 1,25802
271,271,220751_s_at,7.07e-09,8.65e-11,-8.5,14.472612,-1.38,FAXDC2,fatty acid hydroxylase domain containing 2,10826
272,272,212310_at,7.07e-09,8.67e-11,-8.49,14.469664,-1.65,MIA3,"MIA family member 3, ER export factor",375056
274,274,204042_at,7.49e-09,9.24e-11,-8.48,14.406749,-2.21,WASF3,WAS protein family member 3,10810
277,277,201588_at,8.34e-09,1.04e-10,-8.44,14.29001,-0.905,TXNL1,thioredoxin like 1,9352
278,278,204482_at,8.5e-09,1.06e-10,-8.43,14.267311,-1.68,CLDN5,claudin 5,7122
280,280,210039_s_at,8.83e-09,1.11e-10,-8.42,14.222314,-1.77,PRKCQ,protein kinase C theta,5588
281,281,218071_s_at,9.6e-09,1.22e-10,-8.39,14.136279,-0.599,MKRN2,makorin ring finger protein 2,23609
282,282,203387_s_at,9.8e-09,1.25e-10,-8.38,14.109174,-1.97,TBC1D4,TBC1 domain family member 4,9882
283,283,213970_at,9.8e-09,1.25e-10,-8.38,14.109149,-1.29,RABL3,"RAB, member of RAS oncogene family like 3",285282
284,284,205407_at,1.04e-08,1.33e-10,-8.36,14.048754,-1.3,RECK,reversion inducing cysteine rich protein with kazal motifs,8434
285,285,212843_at,1.13e-08,1.45e-10,-8.34,13.962689,-3.22,NCAM1,neural cell adhesion molecule 1,4684
287,287,204932_at,1.14e-08,1.47e-10,-8.33,13.946495,-2.39,TNFRSF11B,TNF receptor superfamily member 11b,4982
288,288,220037_s_at,1.18e-08,1.53e-10,-8.32,13.909696,-2.57,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
289,289,219825_at,1.21e-08,1.58e-10,-8.31,13.878223,-2.11,CYP26B1,cytochrome P450 family 26 subfamily B member 1,56603
291,291,203911_at,1.23e-08,1.61e-10,-8.31,13.861541,-2.61,RAP1GAP,RAP1 GTPase activating protein,5909
292,292,221556_at,1.24e-08,1.64e-10,-8.3,13.842942,-1.79,CDC14B,cell division cycle 14B,8555
296,296,205350_at,1.27e-08,1.7e-10,-8.29,13.807575,-4.72,CRABP1,cellular retinoic acid binding protein 1,1381
297,297,203710_at,1.3e-08,1.74e-10,-8.28,13.781476,-2.92,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3708
299,299,218858_at,1.33e-08,1.79e-10,-8.27,13.755915,-2.38,DEPTOR,DEP domain containing MTOR-interacting protein,64798
300,300,207789_s_at,1.34e-08,1.8e-10,-8.27,13.746136,-1.56,DPP6,dipeptidyl peptidase like 6,1804
302,302,206488_s_at,1.46e-08,1.98e-10,-8.24,13.653955,-3.23,CD36,CD36 molecule,948
303,303,207977_s_at,1.49e-08,2.04e-10,-8.23,13.625366,-3.37,DPT,dermatopontin,1805
305,305,204278_s_at,1.53e-08,2.1e-10,-8.22,13.594881,-1.2,EBAG9,"estrogen receptor binding site associated, antigen, 9",9166
306,306,217975_at,1.53e-08,2.11e-10,-8.22,13.590556,-0.863,TCEAL9,transcription elongation factor A like 9,51186
307,307,217853_at,1.57e-08,2.18e-10,-8.21,13.561276,-1.75,TNS3,tensin 3,64759
309,309,214598_at,1.61e-08,2.24e-10,-8.2,13.533134,-2.52,CLDN8,claudin 8,9073
310,310,221016_s_at,1.61e-08,2.25e-10,-8.2,13.530091,-2.05,TCF7L1,transcription factor 7 like 1,83439
311,311,213071_at,1.63e-08,2.28e-10,-8.2,13.514,-3.73,DPT,dermatopontin,1805
313,313,213133_s_at,1.64e-08,2.31e-10,-8.19,13.501496,-1.48,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H",101060817///2653
314,314,63305_at,1.65e-08,2.34e-10,-8.19,13.489717,-2.46,PKNOX2,PBX/knotted 1 homeobox 2,63876
316,316,205554_s_at,1.67e-08,2.38e-10,-8.18,13.472333,-1.91,DNASE1L3,deoxyribonuclease 1 like 3,1776
317,317,213068_at,1.77e-08,2.53e-10,-8.17,13.412515,-4.07,DPT,dermatopontin,1805
318,318,206702_at,1.93e-08,2.77e-10,-8.14,13.323742,-1.24,TEK,TEK receptor tyrosine kinase,7010
319,319,209357_at,1.93e-08,2.77e-10,-8.14,13.322401,-1.71,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370
323,323,213400_s_at,1.99e-08,2.89e-10,-8.13,13.28141,-1.25,TBL1X,transducin (beta)-like 1X-linked,6907
325,325,202930_s_at,2.09e-08,3.05e-10,-8.11,13.227049,-0.883,SUCLA2,succinate-CoA ligase ADP-forming beta subunit,8803
326,326,209273_s_at,2.1e-08,3.08e-10,-8.11,13.216919,-0.66,ISCA1,iron-sulfur cluster assembly 1,81689
327,327,204018_x_at,2.16e-08,3.17e-10,-8.1,13.188524,-2.63,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
328,328,210342_s_at,2.18e-08,3.22e-10,-8.09,13.173502,-5.76,TPO,thyroid peroxidase,7173
329,329,202920_at,2.25e-08,3.33e-10,-8.08,13.139917,-2.93,ANK2,"ankyrin 2, neuronal",287
333,333,219735_s_at,2.48e-08,3.72e-10,-8.05,13.031127,-1.5,TFCP2L1,transcription factor CP2-like 1,29842
334,334,202118_s_at,2.54e-08,3.82e-10,-8.04,13.004779,-1.97,CPNE3,copine 3,8895
335,335,212277_at,2.56e-08,3.87e-10,-8.04,12.992594,-1.17,MTMR4,myotubularin related protein 4,9110
336,336,209242_at,2.56e-08,3.88e-10,-8.04,12.991213,-2.15,PEG3,paternally expressed 3,5178
339,339,211951_at,2.65e-08,4.06e-10,-8.02,12.946088,-0.549,NOLC1,nucleolar and coiled-body phosphoprotein 1,9221
341,341,208454_s_at,2.69e-08,4.12e-10,-8.02,12.929905,-1.83,CPQ,carboxypeptidase Q,10404
345,345,202808_at,2.91e-08,4.52e-10,-7.99,12.838511,-0.892,WBP1L,WW domain binding protein 1-like,54838
346,346,208647_at,2.94e-08,4.58e-10,-7.98,12.826888,-0.751,FDFT1,farnesyl-diphosphate farnesyltransferase 1,2222
347,347,202282_at,3.02e-08,4.72e-10,-7.98,12.797469,-0.771,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10,3028
348,348,216733_s_at,3.07e-08,4.81e-10,-7.97,12.777617,-2.51,GATM,glycine amidinotransferase,2628
349,349,203165_s_at,3.07e-08,4.82e-10,-7.97,12.776606,-1.46,SLC33A1,solute carrier family 33 member 1,9197
351,351,204519_s_at,3.09e-08,4.89e-10,-7.96,12.762257,-1.14,PLLP,plasmolipin,51090
352,352,207980_s_at,3.28e-08,5.21e-10,-7.95,12.6996,-2.14,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370
354,354,218583_s_at,3.3e-08,5.25e-10,-7.94,12.690683,-1.03,DCUN1D1,defective in cullin neddylation 1 domain containing 1,54165
355,355,208846_s_at,3.37e-08,5.38e-10,-7.94,12.66772,-1.06,VDAC3,voltage dependent anion channel 3,7419
357,357,217414_x_at,3.51e-08,5.63e-10,-7.92,12.621868,-2.84,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
362,362,209737_at,4.2e-08,6.84e-10,-7.86,12.430595,-2.0,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",9863
363,363,209325_s_at,4.27e-08,6.97e-10,-7.86,12.411247,-2.42,RGS16,regulator of G-protein signaling 16,6004
364,364,218332_at,4.28e-08,7e-10,-7.86,12.406773,-3.47,BEX1,brain expressed X-linked 1,55859
365,365,211745_x_at,4.28e-08,7.03e-10,-7.85,12.403369,-2.54,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
366,366,211699_x_at,4.39e-08,7.23e-10,-7.85,12.37539,-2.85,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
368,368,204832_s_at,4.41e-08,7.3e-10,-7.84,12.36517,-1.5,BMPR1A,bone morphogenetic protein receptor type 1A,657
369,369,219436_s_at,4.53e-08,7.52e-10,-7.83,12.336476,-2.73,EMCN,endomucin,51705
370,370,203640_at,4.73e-08,7.87e-10,-7.82,12.291111,-0.77,MBNL2,muscleblind like splicing regulator 2,10150
372,372,217984_at,4.9e-08,8.21e-10,-7.81,12.250203,-1.09,RNASET2,ribonuclease T2,8635
374,374,218633_x_at,4.99e-08,8.42e-10,-7.8,12.224979,-0.686,ABHD10,abhydrolase domain containing 10,55347
376,376,212603_at,5.02e-08,8.49e-10,-7.8,12.216355,-1.0,MRPS31,mitochondrial ribosomal protein S31,10240
377,377,214044_at,5.19e-08,8.81e-10,-7.79,12.180594,-1.26,RYR2,ryanodine receptor 2,6262
378,378,219015_s_at,5.26e-08,8.95e-10,-7.78,12.164737,-1.18,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",79868
379,379,201562_s_at,5.35e-08,9.13e-10,-7.78,12.144925,-2.3,SORD,sorbitol dehydrogenase,6652
380,380,211009_s_at,5.37e-08,9.17e-10,-7.77,12.140224,-1.26,ZNF271P,"zinc finger protein 271, pseudogene",10778
381,381,209599_s_at,5.56e-08,9.52e-10,-7.76,12.103259,-1.46,PRUNE1,prune exopolyphosphatase,58497
382,382,204037_at,5.61e-08,9.63e-10,-7.76,12.091762,-1.64,LPAR1,lysophosphatidic acid receptor 1,1902
384,384,205236_x_at,5.96e-08,1.03e-09,-7.74,12.025504,-2.29,SOD3,"superoxide dismutase 3, extracellular",6649
386,386,221883_at,6.36e-08,1.11e-09,-7.72,11.955377,-1.8,PKNOX1,PBX/knotted 1 homeobox 1,5316
389,389,213861_s_at,6.85e-08,1.2e-09,-7.69,11.8759,-1.35,METTL21B,methyltransferase like 21B,25895
390,390,201034_at,7.48e-08,1.31e-09,-7.67,11.78598,-0.907,ADD3,adducin 3,120
392,392,206159_at,7.68e-08,1.35e-09,-7.66,11.755282,-1.44,GDF10,growth differentiation factor 10,2662
393,393,210817_s_at,7.75e-08,1.37e-09,-7.65,11.74338,-0.752,CALCOCO2,calcium binding and coiled-coil domain 2,10241
394,394,211653_x_at,7.83e-08,1.39e-09,-7.65,11.730322,-2.82,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",101930400///1646
395,395,212713_at,7.83e-08,1.39e-09,-7.65,11.728682,-3.32,MFAP4,microfibrillar associated protein 4,4239
