,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
373,373,230087_at,5.43e-20,3.72e-22,-12.7007639,39.921333,-1.07625747,PRIMA1,proline rich membrane anchor 1,145270
374,374,226735_at,5.43e-20,3.73e-22,-12.7003114,39.919219,-0.57059716,TAPT1,transmembrane anterior posterior transformation 1,202018
376,376,228822_s_at,5.43e-20,3.76e-22,-12.6985175,39.910838,-0.57271925,USP16,ubiquitin specific peptidase 16,10600
377,377,215324_at,5.43e-20,3.76e-22,-12.6985073,39.91079,-1.51970571,SEMA3D,semaphorin 3D,223117
378,378,242269_at,5.43e-20,3.77e-22,-12.6976108,39.906601,-1.2780054,LINC00982,long intergenic non-protein coding RNA 982,440556
380,380,225243_s_at,5.44e-20,3.79e-22,-12.6966268,39.902004,-0.78661484,SLMAP,sarcolemma associated protein,7871
382,382,231472_at,6.04e-20,4.23e-22,-12.6734723,39.793791,-1.29830247,FBXO15,F-box protein 15,201456
385,385,205051_s_at,6.42e-20,4.53e-22,-12.6588299,39.725331,-2.82458513,KIT,KIT proto-oncogene receptor tyrosine kinase,3815
391,391,226965_at,6.95e-20,4.99e-22,-12.6387006,39.631181,-0.91960063,DENND6A,DENN domain containing 6A,201627
392,392,210753_s_at,7.14e-20,5.13e-22,-12.6326442,39.602846,-1.57122775,EPHB1,EPH receptor B1,2047
393,393,212277_at,7.17e-20,5.16e-22,-12.6312352,39.596253,-0.87393257,MTMR4,myotubularin related protein 4,9110
395,395,206320_s_at,7.58e-20,5.49e-22,-12.6182596,39.535532,-1.22970817,SMAD9,SMAD family member 9,4093
397,397,227816_at,7.83e-20,5.700000000000001e-22,-12.6104125,39.498801,-1.08996641,NTN1,netrin 1,9423
398,398,231001_at,8.05e-20,5.87e-22,-12.6041128,39.46931,-1.37300245,FIBIN,fin bud initiation factor homolog (zebrafish),387758
399,399,214268_s_at,8.05e-20,5.89e-22,-12.6033919,39.465935,-0.79789585,MTMR4,myotubularin related protein 4,9110
400,400,220204_s_at,8.18e-20,6e-22,-12.5995485,39.44794,-1.93260459,BMP8A,bone morphogenetic protein 8a,353500
401,401,211401_s_at,8.33e-20,6.12e-22,-12.5952182,39.427663,-1.52621757,FGFR2,fibroblast growth factor receptor 2,2263
405,405,228005_at,8.78e-20,6.52e-22,-12.5821037,39.366244,-0.6531258,ZXDB,"zinc finger, X-linked, duplicated B",158586
407,407,214308_s_at,9.08e-20,6.77e-22,-12.5739473,39.328036,-2.12988931,HGD,"homogentisate 1,2-dioxygenase",3081
408,408,208228_s_at,9.51e-20,7.12e-22,-12.5634704,39.278948,-1.74293907,FGFR2,fibroblast growth factor receptor 2,2263
410,410,1552827_s_at,9.65e-20,7.25e-22,-12.5595483,39.260568,-2.02542206,SLC26A7,solute carrier family 26 member 7,115111
411,411,210988_s_at,9.68e-20,7.290000000000002e-22,-12.558271,39.254582,-1.07984866,PRUNE1,prune exopolyphosphatase,58497
414,414,211215_x_at,1.09e-19,8.25e-22,-12.5323351,39.133003,-1.21394406,DIO2,"deiodinase, iodothyronine, type II",1734
418,418,218071_s_at,1.14e-19,8.75e-22,-12.5198489,39.074447,-0.50079362,MKRN2,makorin ring finger protein 2,23609
420,420,213451_x_at,1.15e-19,8.84e-22,-12.5176628,39.064194,-1.37819762,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
424,424,228546_at,1.18e-19,9.140000000000001e-22,-12.5106939,39.031504,-3.0453895,DPP6,dipeptidyl peptidase like 6,1804
425,425,210342_s_at,1.18e-19,9.16e-22,-12.5101608,39.029003,-3.1506559,TPO,thyroid peroxidase,7173
428,428,207016_s_at,1.3e-19,1.02e-21,-12.4874538,38.922454,-1.51142825,LOC101928635///ALDH1A2,uncharacterized LOC101928635///aldehyde dehydrogenase 1 family member A2,101928635///8854
430,430,202709_at,1.33e-19,1.05e-21,-12.4810949,38.892607,-1.45543852,FMOD,fibromodulin,2331
433,433,219132_at,1.41e-19,1.1200000000000002e-21,-12.4678256,38.830311,-1.07713243,PELI2,pellino E3 ubiquitin protein ligase family member 2,57161
434,434,204784_s_at,1.44e-19,1.1500000000000002e-21,-12.4631509,38.808361,-1.34561038,MLF1,myeloid leukemia factor 1,4291
439,439,240236_at,1.65e-19,1.3300000000000001e-21,-12.4317434,38.660827,-2.71795325,STXBP5L,syntaxin binding protein 5 like,9515
444,444,203222_s_at,1.77e-19,1.4400000000000001e-21,-12.4143094,38.578891,-1.39450764,TLE1,transducin like enhancer of split 1,7088
445,445,203386_at,1.78e-19,1.4500000000000002e-21,-12.413084,38.573131,-1.12452789,TBC1D4,TBC1 domain family member 4,9882
446,446,1552826_at,1.78e-19,1.4500000000000002e-21,-12.412862,38.572087,-2.07332527,SLC26A7,solute carrier family 26 member 7,115111
448,448,1557966_x_at,1.85e-19,1.52e-21,-12.4033836,38.527527,-0.75950292,MTERF4,mitochondrial transcription termination factor 4,130916
449,449,216733_s_at,1.85e-19,1.52e-21,-12.4031711,38.526527,-1.95370985,GATM,glycine amidinotransferase,2628
451,451,228503_at,1.89e-19,1.5600000000000002e-21,-12.3977546,38.501059,-1.65823475,RPS6KA6,ribosomal protein S6 kinase A6,27330
454,454,223202_s_at,1.95e-19,1.6200000000000002e-21,-12.389545,38.462452,-0.73179085,LOC101928589///TMEM164,uncharacterized LOC101928589///transmembrane protein 164,101928589///84187
455,455,226769_at,1.95e-19,1.6200000000000002e-21,-12.3894837,38.462164,-2.36803272,FIBIN,fin bud initiation factor homolog (zebrafish),387758
456,456,225606_at,2e-19,1.6700000000000004e-21,-12.3832141,38.432676,-0.9281971,BCL2L11,BCL2 like 11,10018
457,457,228536_at,2.13e-19,1.78e-21,-12.3701953,38.371432,-0.7894385,PRMT9,protein arginine methyltransferase 9,90826
