,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
32,32,212850_s_at,5.83e-14,8.63e-17,13.2,28.061251,5.37,LRP4,LDL receptor related protein 4,4038
33,33,209515_s_at,6.46e-14,9.86e-17,13.1,27.93147,2.42,RAB27A,"RAB27A, member RAS oncogene family",5873
34,34,202180_s_at,9.59e-14,1.51e-16,13.0,27.517209,1.91,MVP,major vault protein,9961
35,35,211564_s_at,1.12e-13,1.82e-16,12.9,27.334546,4.52,PDLIM4,PDZ and LIM domain 4,8572
39,39,209514_s_at,1.77e-13,3.17e-16,12.7,26.789615,2.52,RAB27A,"RAB27A, member RAS oncogene family",5873
40,40,218826_at,1.77e-13,3.27e-16,12.7,26.761108,1.83,SLC35F2,solute carrier family 35 member F2,54733
42,42,202733_at,2.03e-13,3.92e-16,12.6,26.581363,2.05,LOC101927705///P4HA2,uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2,101927705///8974
43,43,218368_s_at,2.27e-13,4.48e-16,12.6,26.451896,3.3,TNFRSF12A,TNF receptor superfamily member 12A,51330
44,44,208025_s_at,2.27e-13,4.58e-16,12.6,26.429999,5.06,HMGA2,high mobility group AT-hook 2,8091
45,45,213807_x_at,2.72e-13,5.62e-16,12.5,26.230474,2.9,MET,"MET proto-oncogene, receptor tyrosine kinase",4233
46,46,202286_s_at,3.36e-13,7.08e-16,12.4,26.003734,5.46,TACSTD2,tumor-associated calcium signal transducer 2,4070
47,47,205174_s_at,4.42e-13,9.52e-16,12.3,25.714161,3.75,QPCT,glutaminyl-peptide cyclotransferase,25797
49,49,210951_x_at,7.21e-13,1.64e-15,12.1,25.178583,2.37,RAB27A,"RAB27A, member RAS oncogene family",5873
50,50,204124_at,7.21e-13,1.65e-15,12.1,25.175135,4.9,SLC34A2,solute carrier family 34 member 2,10568
52,52,201666_at,8.84e-13,2.1e-15,12.0,24.937412,2.4,TIMP1,TIMP metallopeptidase inhibitor 1,7076
53,53,208161_s_at,9.02e-13,2.19e-15,12.0,24.898973,3.0,ABCC3,ATP binding cassette subfamily C member 3,8714
54,54,212803_at,9.49e-13,2.34e-15,12.0,24.831835,2.38,NAB2,NGFI-A binding protein 2,4665
55,55,202071_at,9.71e-13,2.44e-15,12.0,24.791272,2.4,SDC4,syndecan 4,6385
56,56,203779_s_at,1.2e-12,3.06e-15,11.9,24.570243,1.94,MPZL2,myelin protein zero like 2,10205
57,57,214175_x_at,1.2e-12,3.12e-15,11.9,24.54995,3.35,PDLIM4,PDZ and LIM domain 4,8572
58,58,205481_at,1.26e-12,3.32e-15,11.8,24.488063,3.18,ADORA1,adenosine A1 receptor,134
59,59,202826_at,1.38e-12,3.73e-15,11.8,24.376279,2.32,SPINT1,"serine peptidase inhibitor, Kunitz type 1",6692
60,60,203349_s_at,1.73e-12,4.78e-15,11.7,24.131599,2.21,ETV5,ETS variant 5,2119
65,65,217728_at,1.88e-12,5.58e-15,11.7,23.980306,1.04,S100A6,S100 calcium binding protein A6,6277
69,69,207691_x_at,2.05e-12,6.44e-15,11.6,23.838855,3.17,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
71,71,204105_s_at,2.2e-12,7.1e-15,11.6,23.743387,2.68,NRCAM,neuronal cell adhesion molecule,4897
72,72,208949_s_at,2.34e-12,7.72e-15,11.5,23.66143,2.23,LGALS3,"lectin, galactoside binding soluble 3",3958
73,73,208758_at,2.34e-12,7.76e-15,11.5,23.656118,1.26,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,471
75,75,207808_s_at,3.03e-12,1.03e-14,11.4,23.375818,2.74,PROS1,protein S (alpha),5627
79,79,202677_at,4.22e-12,1.52e-14,11.3,22.99896,1.23,RASA1,RAS p21 protein activator 1,5921
83,83,205640_at,7.17e-12,2.7e-14,11.1,22.429476,1.83,ALDH3B1,aldehyde dehydrogenase 3 family member B1,221
84,84,201012_at,7.8e-12,2.97e-14,11.1,22.335891,1.54,ANXA1,annexin A1,301
85,85,218613_at,9.28e-12,3.58e-14,11.0,22.153706,3.12,PSD3,pleckstrin and Sec7 domain containing 3,23362
86,86,212895_s_at,9.44e-12,3.69e-14,11.0,22.124728,1.39,ABR,active BCR-related,29
87,87,204328_at,9.83e-12,3.88e-14,11.0,22.074587,2.3,TMC6,transmembrane channel like 6,11322
88,88,209360_s_at,1.14e-11,4.56e-14,10.9,21.916468,2.57,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,101928269///100506403///861
89,89,209803_s_at,1.8e-11,7.28e-14,10.8,21.455075,2.71,PHLDA2,pleckstrin homology like domain family A member 2,7262
93,93,222294_s_at,2.19e-11,9.25e-14,10.7,21.220085,2.01,RAB27A,"RAB27A, member RAS oncogene family",5873
94,94,203287_at,2.21e-11,9.43e-14,10.7,21.200551,1.7,LAD1,ladinin 1,3898
97,97,203355_s_at,2.71e-11,1.19e-13,10.6,20.968568,3.57,PSD3,pleckstrin and Sec7 domain containing 3,23362
98,98,37408_at,2.87e-11,1.28e-13,10.6,20.903054,2.52,MRC2,mannose receptor C type 2,9902
100,100,201749_at,3.26e-11,1.48e-13,10.5,20.758859,1.7,ECE1,endothelin converting enzyme 1,1889
101,101,204503_at,3.41e-11,1.56e-13,10.5,20.704626,1.65,EVPL,envoplakin,2125
104,104,215380_s_at,3.63e-11,1.73e-13,10.5,20.605612,2.12,GGCT,gamma-glutamylcyclotransferase,79017
105,105,217226_s_at,3.63e-11,1.73e-13,10.5,20.604382,1.32,SFXN3,sideroflexin 3,81855
109,109,212024_x_at,5.46e-11,2.69e-13,10.3,20.167466,0.853,FLII,"FLII, actin remodeling protein",2314
112,112,202308_at,7.2e-11,3.65e-13,10.2,19.868083,1.32,SREBF1,sterol regulatory element binding transcription factor 1,6720
116,116,205954_at,9.42e-11,4.94e-13,10.1,19.568905,4.17,RXRG,retinoid X receptor gamma,6258
118,118,220974_x_at,9.8e-11,5.23e-13,10.1,19.512761,1.23,SFXN3,sideroflexin 3,81855
119,119,209295_at,1e-10,5.45e-13,10.1,19.472593,1.54,TNFRSF10B,TNF receptor superfamily member 10b,8795
122,122,203234_at,1.1e-10,6.08e-13,10.1,19.365274,2.03,UPP1,uridine phosphorylase 1,7378
125,125,209035_at,1.22e-10,6.89e-13,10.0,19.242066,2.96,MDK,midkine (neurite growth-promoting factor 2),4192
128,128,201474_s_at,1.9e-10,1.1e-12,9.88,18.780009,1.93,ITGA3,integrin subunit alpha 3,3675
130,130,203854_at,2.05e-10,1.21e-12,9.85,18.688258,2.49,CFI,complement factor I,3426
132,132,209474_s_at,2.58e-10,1.54e-12,9.77,18.446036,2.92,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
139,139,219628_at,2.73e-10,1.72e-12,9.73,18.34073,2.37,ZMAT3,zinc finger matrin-type 3,64393
141,141,222065_s_at,3.51e-10,2.24e-12,9.65,18.079565,0.971,FLII,"FLII, actin remodeling protein",2314
142,142,203230_at,4.12e-10,2.64e-12,9.59,17.916162,1.1,DVL1,dishevelled segment polarity protein 1,1855
143,143,213100_at,4.13e-10,2.69e-12,9.59,17.898993,1.65,UNC5B,unc-5 netrin receptor B,219699
144,144,207144_s_at,4.13e-10,2.69e-12,9.59,17.898957,5.55,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,4435
146,146,208891_at,4.29e-10,2.83e-12,9.57,17.848218,2.29,DUSP6,dual specificity phosphatase 6,1848
148,148,208712_at,4.39e-10,2.94e-12,9.56,17.811636,1.85,CCND1,cyclin D1,595
149,149,202295_s_at,4.59e-10,3.11e-12,9.54,17.755058,2.13,CTSH,cathepsin H,1512
151,151,209473_at,4.95e-10,3.38e-12,9.51,17.673382,2.34,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
155,155,220603_s_at,5.16e-10,3.62e-12,9.49,17.606769,1.76,MCTP2,multiple C2 and transmembrane domain containing 2,55784
156,156,36936_at,5.18e-10,3.65e-12,9.49,17.596549,1.01,TSTA3,tissue specific transplantation antigen P35B,7264
157,157,202599_s_at,5.71e-10,4.05e-12,9.46,17.49555,1.51,NRIP1,nuclear receptor interacting protein 1,8204
161,161,208893_s_at,6.02e-10,4.38e-12,9.43,17.417984,2.99,DUSP6,dual specificity phosphatase 6,1848
163,163,202609_at,6.21e-10,4.57e-12,9.42,17.374958,1.69,EPS8,epidermal growth factor receptor pathway substrate 8,2059
165,165,200660_at,6.7e-10,4.99e-12,9.39,17.289276,1.61,S100A11,S100 calcium binding protein A11,6282
166,166,202458_at,6.71e-10,5.03e-12,9.39,17.28103,2.24,PRSS23,"protease, serine 23",11098
171,171,205425_at,6.93e-10,5.35e-12,9.37,17.219673,1.89,HIP1,huntingtin interacting protein 1,3092
174,174,201417_at,7.04e-10,5.53e-12,9.36,17.187579,1.51,SOX4,SRY-box 4,6659
182,182,212372_at,8.04e-10,6.6e-12,9.3,17.012964,1.51,MYH10,"myosin, heavy chain 10, non-muscle",4628
184,184,209835_x_at,8.23e-10,6.84e-12,9.29,16.978172,1.37,CD44,CD44 molecule (Indian blood group),960
186,186,200661_at,9.05e-10,7.63e-12,9.26,16.869452,1.41,CTSA,cathepsin A,5476
187,187,208892_s_at,9.05e-10,7.64e-12,9.26,16.868872,2.3,DUSP6,dual specificity phosphatase 6,1848
193,193,211630_s_at,9.79e-10,8.52e-12,9.22,16.76082,0.919,GSS,glutathione synthetase,2937
197,197,215485_s_at,1.16e-09,1.03e-11,9.16,16.576293,1.5,ICAM1,intercellular adhesion molecule 1,3383
198,198,222108_at,1.19e-09,1.06e-11,9.15,16.545026,2.18,AMIGO2,adhesion molecule with Ig like domain 2,347902
202,202,212025_s_at,1.34e-09,1.22e-11,9.11,16.406754,0.906,FLII,"FLII, actin remodeling protein",2314
203,203,201644_at,1.38e-09,1.26e-11,9.1,16.375387,0.825,TSTA3,tissue specific transplantation antigen P35B,7264
204,204,209280_at,1.47e-09,1.36e-11,9.07,16.301556,1.44,MRC2,mannose receptor C type 2,9902
205,205,204401_at,1.49e-09,1.37e-11,9.07,16.288544,2.95,KCNN4,potassium calcium-activated channel subfamily N member 4,3783
211,211,204119_s_at,1.65e-09,1.57e-11,9.03,16.156211,1.08,ADK,adenosine kinase,132
212,212,204015_s_at,1.65e-09,1.58e-11,9.03,16.152695,2.5,DUSP4,dual specificity phosphatase 4,1846
214,214,204493_at,1.71e-09,1.65e-11,9.01,16.111182,1.94,BID,BH3 interacting domain death agonist,637
223,223,212611_at,2.08e-09,2.09e-11,8.94,15.873578,3.05,DTX4,deltex E3 ubiquitin ligase 4,23220
225,225,201650_at,2.16e-09,2.19e-11,8.92,15.830694,4.14,KRT19,keratin 19,3880
227,227,221577_x_at,2.54e-09,2.6e-11,8.87,15.659177,4.51,GDF15,growth differentiation factor 15,9518
229,229,201487_at,2.61e-09,2.69e-11,8.86,15.625212,2.15,CTSC,cathepsin C,1075
230,230,201222_s_at,2.69e-09,2.79e-11,8.85,15.589357,1.37,RAD23B,"RAD23 homolog B, nucleotide excision repair protein",5887
231,231,41047_at,2.86e-09,2.98e-11,8.83,15.526125,1.74,C9orf16,chromosome 9 open reading frame 16,79095
232,232,208190_s_at,2.86e-09,2.99e-11,8.83,15.519806,1.6,LSR,lipolysis stimulated lipoprotein receptor,51599
233,233,201169_s_at,2.9e-09,3.04e-11,8.82,15.503381,2.72,BHLHE40,basic helix-loop-helix family member e40,8553
235,235,33323_r_at,3.18e-09,3.38e-11,8.79,15.399394,2.97,SFN,stratifin,2810
237,237,205485_at,3.2e-09,3.42e-11,8.78,15.389803,3.07,RYR1,ryanodine receptor 1,6261
241,241,205227_at,3.42e-09,3.72e-11,8.76,15.306357,1.65,IL1RAP,interleukin 1 receptor accessory protein,3556
243,243,212573_at,3.81e-09,4.17e-11,8.72,15.192227,1.23,ENDOD1,endonuclease domain containing 1,23052
250,250,209395_at,4.45e-09,5.01e-11,8.66,15.010973,5.42,CHI3L1,chitinase 3 like 1,1116
257,257,209792_s_at,4.71e-09,5.46e-11,8.64,14.927572,4.29,KLK10,kallikrein related peptidase 10,5655
262,262,218960_at,5.61e-09,6.63e-11,8.58,14.735382,3.31,TMPRSS4,"transmembrane protease, serine 4",56649
265,265,200951_s_at,5.87e-09,7.01e-11,8.56,14.680512,2.01,CCND2,cyclin D2,894
268,268,222240_s_at,6.24e-09,7.53e-11,8.54,14.609092,1.57,ISYNA1,inositol-3-phosphate synthase 1,51477
269,269,209043_at,6.94e-09,8.41e-11,8.5,14.499502,0.743,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,9061
273,273,208637_x_at,7.07e-09,8.69e-11,8.49,14.467199,1.54,ACTN1,actinin alpha 1,87
275,275,205479_s_at,8.05e-09,9.97e-11,8.45,14.331798,3.48,PLAU,"plasminogen activator, urokinase",5328
276,276,206574_s_at,8.15e-09,1.01e-10,8.45,14.316194,2.37,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
279,279,203348_s_at,8.54e-09,1.07e-10,8.43,14.259773,1.48,ETV5,ETS variant 5,2119
286,286,218847_at,1.13e-08,1.45e-10,8.34,13.961459,2.35,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,10644
290,290,202638_s_at,1.21e-08,1.58e-10,8.31,13.876722,2.98,ICAM1,intercellular adhesion molecule 1,3383
293,293,203217_s_at,1.24e-08,1.64e-10,8.3,13.84256,1.59,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",8869
294,294,201899_s_at,1.25e-08,1.66e-10,8.3,13.831256,0.851,UBE2A,ubiquitin conjugating enzyme E2 A,7319
295,295,201418_s_at,1.27e-08,1.68e-10,8.29,13.814511,1.96,SOX4,SRY-box 4,6659
298,298,204934_s_at,1.32e-08,1.77e-10,8.27,13.764223,2.03,HPN,hepsin,3249
301,301,203921_at,1.36e-08,1.84e-10,8.26,13.725974,2.28,CHST2,carbohydrate sulfotransferase 2,9435
304,304,206595_at,1.52e-08,2.09e-10,8.22,13.602319,3.4,CST6,cystatin E/M,1474
308,308,213241_at,1.58e-08,2.19e-10,8.21,13.554121,2.66,PLXNC1,plexin C1,10154
312,312,210621_s_at,1.63e-08,2.3e-10,8.2,13.508185,1.2,RASA1,RAS p21 protein activator 1,5921
315,315,209435_s_at,1.65e-08,2.35e-10,8.19,13.486709,1.3,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2,9181
320,320,221840_at,1.94e-08,2.8e-10,8.13,13.311752,2.08,PTPRE,"protein tyrosine phosphatase, receptor type E",5791
321,321,201851_at,1.97e-08,2.85e-10,8.13,13.295751,0.967,SH3GL1,"SH3 domain containing GRB2 like 1, endophilin A2",6455
322,322,202637_s_at,1.99e-08,2.89e-10,8.13,13.282367,2.14,ICAM1,intercellular adhesion molecule 1,3383
324,324,212014_x_at,2.04e-08,2.97e-10,8.12,13.254538,1.3,CD44,CD44 molecule (Indian blood group),960
330,330,219332_at,2.37e-08,3.53e-10,8.06,13.084707,1.04,MICALL2,MICAL like 2,79778
331,331,203417_at,2.41e-08,3.58e-10,8.06,13.068408,2.46,MFAP2,microfibrillar associated protein 2,4237
332,332,204017_at,2.44e-08,3.64e-10,8.05,13.052496,1.35,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3,11015
337,337,211668_s_at,2.6e-08,3.94e-10,8.03,12.975511,3.37,PLAU,"plasminogen activator, urokinase",5328
338,338,219749_at,2.63e-08,4.01e-10,8.03,12.957834,1.49,SH2D4A,SH2 domain containing 4A,63898
340,340,204034_at,2.65e-08,4.06e-10,8.02,12.946012,1.59,ETHE1,"ETHE1, persulfide dioxygenase",23474
342,342,201223_s_at,2.71e-08,4.17e-10,8.01,12.917698,1.09,RAD23B,"RAD23 homolog B, nucleotide excision repair protein",5887
343,343,211725_s_at,2.74e-08,4.23e-10,8.01,12.904095,2.19,BID,BH3 interacting domain death agonist,637
344,344,200600_at,2.83e-08,4.39e-10,8.0,12.868375,0.822,MSN,moesin,4478
350,350,221073_s_at,3.09e-08,4.88e-10,7.97,12.763665,2.79,NOD1,nucleotide binding oligomerization domain containing 1,10392
353,353,201089_at,3.28e-08,5.22e-10,7.95,12.697457,0.863,ATP6V1B2,ATPase H+ transporting V1 subunit B2,526
356,356,205574_x_at,3.37e-08,5.39e-10,7.94,12.664928,1.52,BMP1,bone morphogenetic protein 1,649
358,358,209418_s_at,3.66e-08,5.89e-10,7.91,12.576905,0.897,THOC5,THO complex 5,8563
359,359,202436_s_at,3.66e-08,5.91e-10,7.91,12.574651,3.7,CYP1B1,cytochrome P450 family 1 subfamily B member 1,1545
360,360,202310_s_at,3.78e-08,6.12e-10,7.9,12.540216,3.41,COL1A1,collagen type I alpha 1 chain,1277
361,361,215903_s_at,4.08e-08,6.64e-10,7.87,12.460099,0.89,MAST2,microtubule associated serine/threonine kinase 2,23139
367,367,204014_at,4.41e-08,7.28e-10,7.84,12.369161,3.05,DUSP4,dual specificity phosphatase 4,1846
371,371,210059_s_at,4.79e-08,7.99e-10,7.82,12.276666,1.44,MAPK13,mitogen-activated protein kinase 13,5603
373,373,209695_at,4.99e-08,8.4e-10,7.8,12.227605,1.71,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
375,375,204600_at,4.99e-08,8.42e-10,7.8,12.22495,1.1,EPHB3,EPH receptor B3,2049
383,383,214701_s_at,5.65e-08,9.73e-10,7.76,12.081678,3.45,FN1,fibronectin 1,2335
385,385,34206_at,6.21e-08,1.08e-09,7.73,11.98301,0.916,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",116985
387,387,201416_at,6.36e-08,1.11e-09,7.72,11.953773,2.22,SOX4,SRY-box 4,6659
388,388,204489_s_at,6.51e-08,1.14e-09,7.71,11.928026,1.2,CD44,CD44 molecule (Indian blood group),960
391,391,222165_x_at,7.57e-08,1.33e-09,7.66,11.771598,1.41,C9orf16,chromosome 9 open reading frame 16,79095
396,396,208711_s_at,7.92e-08,1.41e-09,7.64,11.71535,1.9,CCND1,cyclin D1,595
399,399,205508_at,8.31e-08,1.49e-09,7.63,11.660095,1.56,SCN1B,sodium voltage-gated channel beta subunit 1,6324
400,400,211160_x_at,8.39e-08,1.51e-09,7.62,11.648661,1.03,ACTN1,actinin alpha 1,87
402,402,203499_at,8.64e-08,1.56e-09,7.61,11.614196,1.91,EPHA2,EPH receptor A2,1969
406,406,201170_s_at,9.18e-08,1.68e-09,7.59,11.545208,2.02,BHLHE40,basic helix-loop-helix family member e40,8553
407,407,209396_s_at,9.54e-08,1.75e-09,7.58,11.503955,4.88,CHI3L1,chitinase 3 like 1,1116
408,408,215243_s_at,1.04e-07,1.91e-09,7.55,11.415562,1.61,GJB3,gap junction protein beta 3,2707
410,410,221882_s_at,1.06e-07,1.96e-09,7.54,11.39075,1.58,TMEM8A,transmembrane protein 8A,58986
411,411,218660_at,1.06e-07,1.96e-09,7.54,11.38906,0.835,DYSF,dysferlin,8291
412,412,202267_at,1.07e-07,1.98e-09,7.54,11.379566,1.87,LAMC2,laminin subunit gamma 2,3918
413,413,219743_at,1.09e-07,2.03e-09,7.53,11.35657,2.17,HEY2,hes related family bHLH transcription factor with YRPW motif 2,23493
416,416,202391_at,1.16e-07,2.17e-09,7.51,11.288884,1.66,BASP1,brain abundant membrane attached signal protein 1,10409
417,417,208636_at,1.17e-07,2.2e-09,7.51,11.278464,1.2,ACTN1,actinin alpha 1,87
421,421,204480_s_at,1.22e-07,2.31e-09,7.5,11.228625,1.7,C9orf16,chromosome 9 open reading frame 16,79095
423,423,213422_s_at,1.23e-07,2.35e-09,7.49,11.211917,2.21,MXRA8,matrix remodeling associated 8,54587
428,428,202976_s_at,1.33e-07,2.55e-09,7.47,11.129856,1.85,RHOBTB3,Rho related BTB domain containing 3,22836
429,429,221810_at,1.33e-07,2.57e-09,7.46,11.12185,1.15,RAB15,"RAB15, member RAS oncogene family",376267
431,431,202437_s_at,1.34e-07,2.61e-09,7.46,11.109395,3.75,CYP1B1,cytochrome P450 family 1 subfamily B member 1,1545
436,436,210916_s_at,1.47e-07,2.88e-09,7.43,11.009988,1.25,CD44,CD44 molecule (Indian blood group),960
439,439,55093_at,1.57e-07,3.1e-09,7.41,10.938499,0.951,CHPF2,chondroitin polymerizing factor 2,54480
442,442,202005_at,1.6e-07,3.19e-09,7.4,10.910111,1.16,ST14,suppression of tumorigenicity 14,6768
443,443,201307_at,1.61e-07,3.2e-09,7.4,10.906317,0.827,SEPT11,septin 11,55752
446,446,40472_at,1.64e-07,3.28e-09,7.39,10.881631,1.13,LPCAT4,lysophosphatidylcholine acyltransferase 4,254531
449,449,209345_s_at,1.7e-07,3.44e-09,7.38,10.836054,1.37,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,55361
451,451,209641_s_at,1.72e-07,3.49e-09,7.37,10.822362,1.67,ABCC3,ATP binding cassette subfamily C member 3,8714
453,453,203216_s_at,1.82e-07,3.71e-09,7.35,10.760168,1.38,MYO6,myosin VI,4646
454,454,208890_s_at,1.82e-07,3.72e-09,7.35,10.757797,1.17,PLXNB2,plexin B2,23654
455,455,212520_s_at,1.84e-07,3.76e-09,7.35,10.747459,1.52,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",6597
456,456,202796_at,1.89e-07,3.88e-09,7.34,10.716089,0.956,SYNPO,synaptopodin,11346
457,457,32137_at,2e-07,4.11e-09,7.32,10.659517,0.685,JAG2,jagged 2,3714
459,459,202239_at,2.16e-07,4.46e-09,7.3,10.579029,1.21,PARP4,poly(ADP-ribose) polymerase family member 4,143
462,462,203456_at,2.21e-07,4.6e-09,7.29,10.548636,1.08,PRAF2,PRA1 domain family member 2,11230
464,464,210605_s_at,2.28e-07,4.75e-09,7.28,10.516077,1.83,MFGE8,milk fat globule-EGF factor 8 protein,4240
465,465,202790_at,2.29e-07,4.79e-09,7.28,10.509105,1.28,CLDN7,claudin 7,1366
467,467,33322_i_at,2.32e-07,4.86e-09,7.27,10.493651,2.35,SFN,stratifin,2810
468,468,201870_at,2.34e-07,4.93e-09,7.27,10.480378,0.772,TOMM34,translocase of outer mitochondrial membrane 34,10953
470,470,201393_s_at,2.4e-07,5.06e-09,7.26,10.453849,1.15,IGF2R,insulin like growth factor 2 receptor,3482
471,471,207168_s_at,2.42e-07,5.12e-09,7.26,10.442032,0.642,H2AFY,H2A histone family member Y,9555
472,472,219157_at,2.43e-07,5.16e-09,7.25,10.435777,1.03,KLHL2,kelch like family member 2,11275
474,474,214728_x_at,2.58e-07,5.5e-09,7.23,10.371363,1.01,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",6597
477,477,217077_s_at,2.68e-07,5.75e-09,7.22,10.329044,3.14,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,9568
482,482,202292_x_at,2.77e-07,6e-09,7.21,10.285937,0.742,LYPLA2,lysophospholipase II,11313
484,484,219615_s_at,2.86e-07,6.23e-09,7.2,10.248876,1.36,KCNK5,potassium two pore domain channel subfamily K member 5,8645
486,486,202589_at,2.97e-07,6.49e-09,7.19,10.208986,2.97,TYMS,thymidylate synthetase,7298
487,487,217733_s_at,2.97e-07,6.49e-09,7.19,10.208191,0.874,TMSB10,thymosin beta 10,9168
489,489,203215_s_at,3.02e-07,6.64e-09,7.18,10.186075,1.64,MYO6,myosin VI,4646
499,499,202404_s_at,3.26e-07,7.32e-09,7.15,10.090827,2.54,COL1A2,collagen type I alpha 2 chain,1278
500,500,207695_s_at,3.36e-07,7.56e-09,7.14,10.058255,4.05,IGSF1,immunoglobulin superfamily member 1,3547
505,505,210827_s_at,3.44e-07,7.84e-09,7.13,10.022461,1.84,ELF3,E74 like ETS transcription factor 3,1999
506,506,213242_x_at,3.44e-07,7.84e-09,7.13,10.022255,1.08,CEP170B,centrosomal protein 170B,283638
507,507,202454_s_at,3.44e-07,7.85e-09,7.13,10.021681,2.38,ERBB3,erb-b2 receptor tyrosine kinase 3,2065
508,508,218530_at,3.47e-07,7.93e-09,7.13,10.010908,1.2,FHOD1,formin homology 2 domain containing 1,29109
509,509,208657_s_at,3.71e-07,8.49e-09,7.11,9.943492,1.03,SEPT9,septin 9,10801
511,511,207847_s_at,3.74e-07,8.59e-09,7.1,9.931781,3.38,MUC1,"mucin 1, cell surface associated",4582
514,514,203413_at,3.87e-07,8.94e-09,7.09,9.892783,2.69,NELL2,neural EGFL like 2,4753
